"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.096759518263 29.929135107982)","501","David Y. Martin JR., LLC dba Martin Wine Cellar","David Y. Martin JR., LLC dba Martin Wine Cellar","3827 Baronne St",,"New Orleans","LA","70115","1101 - Convenience Stores","29.9291297","-90.0967539"
"POINT (-90.065729210219 29.948295412795)","1075","Lynch Marcy","RCSH Operations LLC dba Ruth's Chris Steak House","228 Poydras St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.94829","-90.0657236"
"POINT (-90.032981404861 30.02365283067)","1136","Montz David","Seabrook Harbor LLC","5801 France Rd",,"New Orleans","LA","70126","1174 - Boat Dealers & Marine Supplies","30.0236474","-90.0329758"
"POINT (-89.739651731085 30.162570370723)","479","Pacaccio Thomas","Money Honey Zig LLC, Lost Tavern","26860 Chef Menteur Hwy",,"New Orleans","LA","70129","1126 - Drinking Places (Alcoholic Beverages)","30.1625649","-89.7396462"
"POINT (-90.117647823108 29.920834205056)","1336","Warren Jay","Whole Foods Company Inc dba Whole Foods Market","5600 Magazine St",,"New Orleans","LA","70115","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9208288","-90.1176422"
"POINT (-90.106148321435 29.935284009293)","715","Rouse's Enterprises, LLC dba Rouses Market #83","Rouse's Enterprises, LLC dba Rouses Market #83","4645 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9352786","-90.1061427"
"POINT (-90.073349513044 29.945255311944)","86","Carondelet 845 LLC dba Bearcat","Carondelet 845 LLC dba Bearcat","845 Carondelet St",,"New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9452499","-90.0733439"
"POINT (-90.076828114557 29.977233918516)","465","Seck Aminata","Generous Futures, L3C dba Velveteen Lounge & Restaurant","2565 Bayou Rd",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9772285","-90.0768225"
"POINT (-90.05982210971 29.960202815972)","547","For The People LLC dba Cane & Table","For The People LLC dba Cane & Table","1113 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9601974","-90.0598165"
"POINT (-90.068259012162 29.955111514493)","1037","New Orleans Hotel Collection LLC dba Hotel Mazarin","New Orleans Hotel Collection LLC dba Hotel Mazarin","730 Bienville St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9551061","-90.0682534"
"POINT (-90.052079809697 30.021643529592)","362","Malak Inc dba Franklin Discount","Malak Inc dba Franklin Discount","6100 Franklin Ave",,"New Orleans","LA","70122","1101 - Convenience Stores","30.0216381","-90.0520742"
"POINT (-90.074329413736 29.954101114298)","735","Our Hotels LLC, Canopy by Hilton Downtown New Orleans","Our Hotels LLC, Canopy by Hilton Downtown New Orleans","1100 Tulane Ave",,"New Orleans","LA","70112","4701 - Hotels (except Casino Hotels) & Motels","29.9540957","-90.0743238"
"POINT (-90.104386522188 29.967760015927)","472","Mallet Enterprises Inc dba Club Pressure","Mallet Enterprises Inc dba Club Pressure","3940 Tulane Ave",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9677546","-90.1043809"
"POINT (-90.084832314606 29.925038707418)","881","Magazine St Ltd Inc dba Joey K's Restaurant","Magazine St Ltd Inc dba Joey K's Restaurant","3001 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9250333","-90.0848267"
"POINT (-90.064560910898 29.954999414763)","396","Latter Mark","LH 429 LLC","429 Decatur St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.954994","-90.0645553"
"POINT (-90.016547096172 29.918738308511)","440","MEI Sushi and Hibachi LLC dba MEI Sushi and Hibachi","MEI Sushi and Hibachi LLC dba MEI Sushi and Hibachi","3580 Holiday Dr","Ste 8","New Orleans","LA","70114","1105 - Full Service Restaurants (table service available)","29.9187329","-90.0165415"
"POINT (-90.121412124611 29.922034105633)","566","Picnic Pals dba Picnic Provisions & Whiskey","Picnic Pals dba Picnic Provisions & Whiskey","741 State St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9220287","-90.1214065"
"POINT (-90.0585190097 29.971593618586)","790","The Superb Pearl LLC, dba The Superb Pearl","The Superb Pearl LLC, dba The Superb Pearl","1400 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9715882","-90.0585134"
"POINT (-90.067768911587 29.956401814791)","1206","CCRC 401 Bourbon LLC dba Slush of New Orleans","CCRC 401 Bourbon LLC dba Slush of New Orleans","401 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9563964","-90.0677633"
"POINT (-90.078686013196 29.933848409603)","2","2041 OPS L.L.C. DBA HENRY HOWARD HOTEL","2041 OPS L.L.C. DBA HENRY HOWARD HOTEL","2041 Prytania St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.933843","-90.0786804"
"POINT (-90.064606714064 30.029000530713)","1212","Brown Charles Palmer","Compass Group USA Inc dba Chartwells Dining Services","2000 Alumni Dr",,"New Orleans","LA","70122","2065 - Caterers","30.0289951","-90.0646011"
"POINT (-90.065685710592 29.944440812066)","876","Los Flojos Cantina LLC dba Rock N Taco","Los Flojos Cantina LLC dba Rock N Taco","800 S Peters St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9444354","-90.0656801"
"POINT (-90.110154223787 29.982772619045)","480","Morning Call in the Oaks, L.L.C. dba Morning Call in the Oaks","Morning Call in the Oaks, L.L.C. dba Morning Call in the Oaks","5101 Canal Blvd","Ste A","New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","29.9827672","-90.1101486"
"POINT (-90.057935609159 29.964594216888)","631","Stiel Hugh J","Royal Frenchmen Hotel & Bar LLC dba Royal Frenchmen Hotel & Bar","700 Frenchmen St",,"New Orleans","LA","70116","4701 - Hotels (except Casino Hotels) & Motels","29.9645888","-90.05793"
"POINT (-90.117647823108 29.920834205056)","1335","Manbeck Keith","Whole Foods Company Inc dba Whole Foods Market","5600 Magazine St",,"New Orleans","LA","70115","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9208288","-90.1176422"
"POINT (-90.067772011064 29.949769713122)","93","III Palmer Edwin M","BM Hotels LLC, dba Cafe Flamant","330 Magazine St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9497643","-90.0677664"
"POINT (-90.092236719327 29.971349717259)","557","Neyow's XL LLC, dba Neyow's","Neyow's XL LLC, dba Neyow's","3336 Bienville Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9713443","-90.0922311"
"POINT (-90.099615818461 29.920821805468)","962","Orintas James","Theo's Pizza LLc dba Theo's Pizza","4218 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9208164","-90.0996102"
"POINT (-90.057689909557 29.963846216218)","253","Adolfo's Restaurant Inc dba Adolfo's","Adolfo's Restaurant Inc dba Adolfo's","611 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9638408","-90.0576843"
"POINT (-90.101563921715 29.981615718797)","75","Big Easy Evangeline Lounge LLC dba The Evangeline Lounge","Big Easy Evangeline Lounge LLC dba The Evangeline Lounge","4501 Toulouse St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9816103","-90.1015583"
"POINT (-90.068615912067 29.953830713689)","1133","Sam & Sons Inc dba Unique General Store","Sam & Sons Inc dba Unique General Store","127 Royal St",,"New Orleans","LA","70130","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9538253","-90.0686103"
"POINT (-90.115357826897 30.020384027427)","421","Backyard Living Furniture LLC dba Backyard Living","Backyard Living Furniture LLC dba Backyard Living","7211 Regent St",,"New Orleans","LA","70124","1134 - Furniture Stores","30.0203786","-90.1153522"
"POINT (-90.113609724137 29.94703191131)","125","Chris Kan, LLC dba Ted's Frostop","Chris Kan, LLC dba Ted's Frostop","3100 Calhoun St",,"New Orleans","LA","70125","1105 - Full Service Restaurants (table service available)","29.9470265","-90.1136041"
"POINT (-90.129141427873 29.941711609237)","437","Maple Restaurant Mgt LLC dba Fresco","Maple Restaurant Mgt LLC dba Fresco","7625 Maple St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9417062","-90.1291358"
"POINT (-90.049105807658 29.972033418634)","374","LB Saints Food Store Corp","LB Saints Food Store Corp","2601 N Villere St",,"New Orleans","LA","70117","1101 - Convenience Stores","29.972028","-90.0491002"
"POINT (-90.059442809722 29.964081516673)","1089","Royal Street Inn & Bar LLC dba R Bar","Royal Street Inn & Bar LLC dba R Bar","1431 Royal St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9640761","-90.0594372"
"POINT (-90.066766811123 29.944938612681)","1280","Nesbit's Julia St Market LLC dba Nesbit's Julia St Market","Nesbit's Julia St Market LLC dba Nesbit's Julia St Market","333 Julia St","Unit 1","New Orleans","LA","70130","1101 - Convenience Stores","29.9449332","-90.0667612"
"POINT (-90.073998813174 29.950090113042)","1289","Poydras Street Cafe LLC dba Reginelli's Pizzeria","Poydras Street Cafe LLC dba Reginelli's Pizzeria","930 Poydras St","Ste 100","New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9500847","-90.0739932"
"POINT (-90.092993017902 29.931916208397)","456","Family Discount Store Inc","Family Discount Store Inc","1935 Louisiana Ave",,"New Orleans","LA","70115","1101 - Convenience Stores","29.9319108","-90.0929874"
"POINT (-90.063457410694 29.96561431702)","1202","Cafe Habana NOLA, LLC dba Habana Outpost New Orleans","Cafe Habana NOLA, LLC dba Habana Outpost New Orleans","1036 Esplanade Ave",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9656089","-90.0634518"
"POINT (-90.065320610486 29.954219414448)","307","Acadia Restaurant Service Inc dba Evangeline","Acadia Restaurant Service Inc dba Evangeline","329 Decatur St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.954214","-90.065315"
"POINT (-90.098506121157 29.976159418012)","1070","Hoyeoh Ah","PJY Holdings, LLC dba Ikura","310 N Carrollton Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.976154","-90.0985005"
"POINT (-90.074852813514 29.951401813176)","782","Trillion Enterprises LLC, DBA The Original Italian Pie","Trillion Enterprises LLC, DBA The Original Italian Pie","417 S Rampart St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9513964","-90.0748472"
"POINT (-90.057628308778 29.963254616414)","169","Favela Chic LLC","Favela Chic LLC","525 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9632492","-90.0576227"
"POINT (-90.022478197961 29.926550809672)","970","International Arts Foundation","International Arts Foundation","3220 General De Gaulle Dr",,"New Orleans","LA","70114","3364 - Reception Hall","29.9265454","-90.0224726"
"POINT (-90.057474309789 29.972683418684)","469","Veazy Scott","Madame Vic''s LLC dba Madame Vic's","1500 Elysian Fields Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.972678","-90.0574687"
"POINT (-90.064120411004 29.957413915452)","353","Le Petit Restaurant LLC dba Tableau","Le Petit Restaurant LLC dba Tableau","616 St Peter St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9574085","-90.0641148"
"POINT (-90.042682204926 29.964813817686)","1253","Blatty Jr. William Peter","K&E NOLA, LLC dba Nagomi","3214 Burgundy St",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9648084","-90.0426766"
"POINT (-90.087384015401 29.923420206939)","1106","The Bulldog Inc","The Bulldog Inc","3236 Magazine St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9234148","-90.0873784"
"POINT (-90.133953028803 29.944369909678)","153","Hyde Andrew","Escohyde Inc dba Pepperoni's Cafe","8123 Hampson St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9443645","-90.1339474"
"POINT (-90.113290423192 29.946919111311)","1131","Roberts Bar Inc Roberts Bar & Liqur Store","Roberts Bar Inc Roberts Bar & Liqur Store","3125 Calhoun St",,"New Orleans","LA","70125","1126 - Drinking Places (Alcoholic Beverages)","29.9469137","-90.1132848"
"POINT (-90.065961111077 29.957699315411)","302","Dawson Christopher C","727 Bar LLC, dba Bar Peychaud","727 Toulouse St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9576939","-90.0659555"
"POINT (-90.109089121169 29.924939906066)","985","Le Crepe Nanou","Le Crepe Nanou","1410 Robert St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9249345","-90.1090835"
"POINT (-90.004813098369 30.039220935059)","1306","Southern Oaks Plantation, Inc dba Southern Oaks Plantation","Southern Oaks Plantation, Inc dba Southern Oaks Plantation","7816 Hayne Blvd",,"New Orleans","LA","70126","2065 - Caterers","30.0392155","-90.0048075"
"POINT (-90.067772011064 29.949769713122)","66","Hindman William","BM Hotels LLC, dba Cafe Flamant","330 Magazine St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9497643","-90.0677664"
"POINT (-90.130264427973 29.950131910853)","647","Nguyen Nhan","Mama Inc dba Stop & Carry Grocery","1328 Dante St",,"New Orleans","LA","70118","1101 - Convenience Stores","29.9501265","-90.1302588"
"POINT (-90.112299425847 30.004804723452)","540","EL GATO NEGRO II","EL GATO NEGRO II","312 Harrison Ave",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0047993","-90.1122938"
"POINT (-90.076828114557 29.977233918516)","411","Rowley Amber","Generous Futures, L3C dba Velveteen Lounge & Restaurant","2565 Bayou Rd",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9772285","-90.0768225"
"POINT (-90.107374720338 29.920234605824)","194","Laines Hector","Fleur De Lis New Orleans Cuisine LLC dba Fleur De Lis New Orleans","4846 Magazine St",,"New Orleans","LA","70115","2065 - Caterers","29.9202292","-90.1073691"
"POINT (-90.080990514185 29.934173308996)","971","Interstate Management Company, LLC dba Hotel Indigo","Interstate Management Company, LLC dba Hotel Indigo","2203 St Charles Ave",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9341679","-90.0809849"
"POINT (-90.050429609704 30.029630630883)","1025","University Of New Orleans dba Kiefer UNO Lakefront Arena","University Of New Orleans dba Kiefer UNO Lakefront Arena","6801 Franklin Ave",,"New Orleans","LA","70122","1126 - Drinking Places (Alcoholic Beverages)","30.0296252","-90.050424"
"POINT (-90.062597110198 29.965418517167)","369","Ks Ventures Inc dba Buffa's Bar & Lounge","Ks Ventures Inc dba Buffa's Bar & Lounge","1001 Esplanade Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9654131","-90.0625915"
"POINT (-90.067786010155 29.932106709484)","494","Cousin's Resturant Inc  dba Palace Cafe'","Cousin's Resturant Inc  dba Palace Cafe'","634 Orange St","Ste A","New Orleans","LA","70130","2065 - Caterers","29.9321013","-90.0677804"
"POINT (-90.125797526779 29.936034108313)","1049","Creel Terry G","Parkview Inn LLC","7004 St Charles Ave",,"New Orleans","LA","70118","4701 - Hotels (except Casino Hotels) & Motels","29.9360287","-90.1257919"
"POINT (-90.130691328678 29.948247711227)","190","Greenaae Brewery LLC dba Oak St Brewery","Greenaae Brewery LLC dba Oak St Brewery","8201 Oak St",,"New Orleans","LA","70118","2802 - Breweries","29.9482423","-90.1306857"
"POINT (-90.100876418631 29.917422005511)","1148","Tip's Development L L C","Tip's Development L L C","501 Napoleon Ave",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9174166","-90.1008708"
"POINT (-90.066938511751 29.955414414516)","130","Coffee & Concierge Ltd","Coffee & Concierge Ltd","334 Royal St",,"New Orleans","LA","70130","2062 - Limited Service Restaurants (no table service available)","29.955409","-90.0669329"
