"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2371691","The Home Depot","Hampton Bay","54"" Mena","58928","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_58928_010620210122337_4240719","No"
"2371690","The Home Depot","Hampton Bay","54"" Mena","58929","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_58929_010620210124328_5990056","No"
"2371688","The Home Depot","Hampton Bay","54"" Mena","97918","","82392979188","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_97918_010620210128461_1699599","No"
"2371687","The Home Depot","Hampton Bay","54"" Mena","97919","","82392979195","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_97919_010620210131320_2499739","No"
"2371694","The Home Depot","Hampton Bay","54"" Mena","99918","","82392999186","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_99918_010620210134902_6534631","No"
"2371693","The Home Depot","Hampton Bay","54"" Mena","99919","","82392999193","Indoor Ceiling Fan","Standard Fan with Light Kit","54","124","12.8","58.9","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1470","20",,,"0.97","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-04T00:00:00.000","United States, Canada","ES_31912_99919_010620210135479_6627684","No"
"2325685","The Home Depot","Hampton Bay","60"" Ceiling Fan","AM581A-***_hugger mounting","60"" Ceiling Fan,AM581A-BN_hugger mounting,; 60"" Ceiling Fan,AM581A-EB_hugger mounting,","","Indoor Ceiling Fan","Hugger Fan with Light Kit","60","179","3","31.5","0.4","None","3","Yes","2308819","","The Home Depot","1002863140","LED","800","9.5",,,"0.7","2700K","82","15000","2","E26","Yes","","","No","","","2018-09-30T00:00:00.000","2018-09-10T00:00:00.000","United States, Canada","ES_31912_AM581A-***_hugger mounting_09102018025148_7908234","No"
"2325684","The Home Depot","Hampton Bay","60"" Ceiling Fan","AM581A-***_standard mounting","60"" Ceiling Fan,AM581A-BN_standard mounting,; 60"" Ceiling Fan,AM581A-EB_standard mounting,","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","206","2.6","31.4","0.4","None","3","Yes","2308819","","The Home Depot","1002863140","LED","800","9.5",,,"0.7","2700K","82","15000","2","E26","Yes","","","No","","","2018-09-30T00:00:00.000","2018-09-10T00:00:00.000","United States, Canada","ES_31912_AM581A-***_standard mounting_09102018025125_7885543","No"
"2326014","The Home Depot","Hampton Bay","60"" Ceiling Fan","AM588A-***_hugger mounting","60"" Ceiling Fan,AM588A-BN_hugger mounting,; 60"" Ceiling Fan,AM588A-EB_hugger mounting,","","Indoor Ceiling Fan","Hugger Fan with Light Kit","60","168","2.7","30.9","0.4","None","3","Yes","2308819","","The Home Depot","1002863140","LED","800","9.5",,,"0.7","2700K","82","15000","3","E26","Yes","","","No","","","2018-09-30T00:00:00.000","2018-09-17T00:00:00.000","United States, Canada","ES_31912_AM588A-***_hugger mounting_09172018075332_0812385","No"
"2326013","The Home Depot","Hampton Bay","60"" Ceiling Fan","AM588A-***_standard mounting","60"" Ceiling Fan,AM588A-BN_standard mounting,; 60"" Ceiling Fan,AM588A-EB_standard mounting,","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","215","2.7","30.9","0.4","None","3","Yes","2308819","","The Home Depot","1002863140","LED","800","9.5",,,"0.7","2700K","82","15000","3","E26","Yes","","","No","","","2018-09-30T00:00:00.000","2018-09-17T00:00:00.000","United States, Canada","ES_31912_AM588A-***_standard mounting_09172018075313_0793253","No"
"2375470","The Home Depot","Home Decorators Collection","54"" Ester","52154","","82392521547","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3000K,3500K,5000K","82","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_54-ESTR_03102021210373_6645829","No"
"2375973","The Home Depot","Home Decorators Collection","54"" Ester","52154","","082392521547;82392521547","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3500K,5000K,3000K","82","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_52154_032920210051818_7819997","No"
"2375972","The Home Depot","Home Decorators Collection","54"" Ester","52155","","082392521554;82392521554","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3000K,3500K,5000K","82","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_52155_032920210052968_3405257","No"
"2375974","The Home Depot","Home Decorators Collection","54"" Ester","52159","","082392521592;82392521592","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3000K,3500K,5000K","82","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_52159_032920210053961_1453884","No"
"2368885","The Home Depot","Home Decorators Collection","68"" Windward","72068","","82392720681","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_72068_10292020031924_1564378","Yes"
"2362192","The Home Depot","Home Decorators Collection","72"" Ceiling fan","YG493E","72"" Ceiling fan,YG493E-***,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","312","3.3","36.8","0.7","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd.","","","1600","21",,,"0.96","3000K","92","54,000","","","Yes","","","No","","","2020-06-30T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_31912_YG493E_06292020082600_9160811","No"
"2358326","VISUAL COMFORT AND COMPANY","Mente Carlo","Aspen","5ASPR56*","Aspen,56SG7-D,","","Indoor Ceiling Fan","Standard Fan Only","56","215","5.2","41.4","1.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-15T00:00:00.000","2020-04-22T00:00:00.000","United States, Canada","ES_1113136_5ASPR56*_04222020095125_9085291","No"
"2377675","VISUAL COMFORT AND COMPANY","Monte Carlo","44"" Rozzen","3ROZR44***",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817611878;014817611885;014817611892;014817611908","Indoor Ceiling Fan","Standard Fan with Light Kit","44","192","2.1","22","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1435","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2022-03-08T00:00:00.000","2021-05-10T00:00:00.000","United States, Canada","ES_1113136_3ROZR44*_05032021005514_3786308","Yes"
"2390184","VISUAL COMFORT AND COMPANY","Monte Carlo","44"" Rozzen","3RZR44***",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817624458;014817624465;014817624472;014817624489","Indoor Ceiling Fan","Standard Fan with Light Kit","44","192","2.1","22","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1435","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2022-03-08T00:00:00.000","2022-01-05T00:00:00.000","United States, Canada","ES_1113136_3RZR44***_010520222132426_7575497","Yes"
"2375975","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Discus Smart","5DISM52**D",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","171","3.3","36","1.6","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1316","20",,,"0.95","3000K","92","54,000","","","Yes","","","No","","","2021-06-01T00:00:00.000","2021-02-19T00:00:00.000","United States, Canada","ES_1113136_5DISM52**D_032620210833982_7379462","No"
"2391697","VISUAL COMFORT AND COMPANY","Monte Carlo","52 Haven DC (2L Bowl)","5HVDC52***D",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817596458;014817596465;014817596472","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","210","2.7","28.7","0.8","None","3","Yes","2382262","","VISUAL COMFORT AND COMPANY","97512S","LED","800","9",,,"0.9","3000K","94","15000","2","E26","Yes","","","No","","","2022-03-16T00:00:00.000","2022-01-20T00:00:00.000","United States, Canada","ES_1113136_5HVDC52***D_012020220131152_2284090","No"
"2391698","VISUAL COMFORT AND COMPANY","Monte Carlo","52 Haven DC (2L Bowl)","5HVDC52***D",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817596458;014817596465;014817596472","Indoor Ceiling Fan","Standard Fan with Light Kit","52","238","2.7","27.1","0.8","None","3","Yes","2382262","","VISUAL COMFORT AND COMPANY","97512S","LED","800","9",,,"0.9","3000K","94","15000","2","E26","Yes","","","No","","","2022-03-16T00:00:00.000","2022-01-20T00:00:00.000","United States, Canada","ES_1113136_5HVDC52***D_012620220307393_3963364","Yes"
"2338112","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Haven DC (2L Bowl)","5HVDC52***D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","238","2.7","27.1","0.8","None","3","Yes","2327924","","VISUAL COMFORT AND COMPANY","97502S","LED","800","9.3",,,"0.9","3000K","93","15000","2","E26","Yes","","","No","","","2019-06-14T00:00:00.000","2019-05-13T00:00:00.000","United States, Canada","ES_1113136_5HVDC52***D_05142019050516_0316309","Yes"
"2338113","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Haven DC (2L Bowl)","5HVDC52***D","","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","210","2.7","28.7","0.8","None","3","Yes","2327924","","VISUAL COMFORT AND COMPANY","97502S","LED","800","9.3",,,"0.9","3000K","93","15000","2","E26","Yes","","","No","","","2019-06-14T00:00:00.000","2019-05-13T00:00:00.000","United States, Canada","ES_1113136_5HVDC52***D_05142019051743_1063305","No"
"2377756","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Rozzen","3ROZR52***",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817611915;014817611922;014817611939;014817611946","Indoor Ceiling Fan","Standard Fan with Light Kit","52","241","2.4","21.4","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1435","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2022-03-08T00:00:00.000","2021-05-03T00:00:00.000","United States, Canada","ES_1113136_3ROZR52*_05022021221393_4905074","Yes"
"2389837","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Rozzen","3RZR52***",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817624496;014817624502;014817624519;014817624526","Indoor Ceiling Fan","Standard Fan with Light Kit","52","241","2.4","21.4","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1435","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2022-03-08T00:00:00.000","2021-12-14T00:00:00.000","United States, Canada","ES_1113136_3RZR52***_122920210205424_5523215","Yes"
"2387566","VISUAL COMFORT AND COMPANY","Monte Carlo","52"" Streaming","3STMSM52***D",",,""*"" can be any letter or blank","014817619324;014817619331;014817619348","Indoor Ceiling Fan","Standard Fan with Light Kit","52","194","3.5","30.2","1.8","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1733","20",,,"0.88","3000K","92","72,000","","","Yes","","","No","","","2022-01-20T00:00:00.000","2021-10-19T00:00:00.000","United States, Canada","ES_1113136_3STMSM52***D_101820210625622_8020727","No"
"2338055","VISUAL COMFORT AND COMPANY","Monte Carlo","56"" Aerotour","3TAR56***D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","319","1.8","22.7","0.8","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO.,LTD","","","1225","18",,,"0.97","3000K","93","54,000","","","Yes","","","No","","","2019-07-15T00:00:00.000","2019-05-13T00:00:00.000","United States, Canada","ES_1113136_3TAR56***D_05132019194453_6693398","Yes"
"2338041","VISUAL COMFORT AND COMPANY","Monte Carlo","56"" Aerotour Semi-flush","3TAHR56***D","","","Indoor Ceiling Fan","Hugger Fan with Light Kit","56","266","3.1","27.6","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO.,LTD","","","1600","20",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-07-15T00:00:00.000","2019-05-13T00:00:00.000","United States, Canada","ES_1113136_3TAHR56***D_05132019164256_5776780","Yes"
"2358669","VISUAL COMFORT AND COMPANY","Monte Carlo","56” Atlantic","5ATR56***D (""*"" can be any length of characters or blank)","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","256","2.1","40.3","1.5","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd.","","","1600","20",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2020-08-09T00:00:00.000","2020-04-27T00:00:00.000","United States, Canada","ES_1113136_5ATR56***D_04282020082313_2193154","Yes"
"2360332","VISUAL COMFORT AND COMPANY","Monte Carlo","56” Le Mont","4LMR56***D (""*"" can be any length of characters or blank)",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","220","3.7","34.8","1.3","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd.","","","1600","20",,,"0.95","3000K","92","54,000","","","Yes","","","No","","","2020-08-09T00:00:00.000","2020-05-20T00:00:00.000","United States, Canada","ES_1113136_4LMR56***D_05222020024835_5715862","No"
"2338093","VISUAL COMFORT AND COMPANY","Monte Carlo","56"" Metrograph","4TSR56***D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","248","2.2","31.7","0.8","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO.,LTD","","","1600","20",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-07-14T00:00:00.000","2019-05-12T00:00:00.000","United States, Canada","ES_1113136_4TSR56***D_05132019105130_4690330","Yes"
"2318565","VISUAL COMFORT AND COMPANY","Monte Carlo","56SGW-2-W","56SGW-2-W",",3DLR56*****,; ,3DLR56*****-*#,; ,3DLR56****,; ,3DLR56****-*#,; ,3DLR56***,; ,3DLR56***-*#,; ,3DLR56**,; ,3DLR56**-*#,; ,3DLR56AGP,3DLR56RZW,; ,3DLR56RB,; ,56SGW-2,; ,DELRAY,","","Outdoor Ceiling Fan","Standard Fan Only","56","173.5","3.9","43","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-03-23T00:00:00.000","2018-03-23T00:00:00.000","United States","ES_1113136_56SGW-2-W_03132018154817_6850396","No"
"2318569","VISUAL COMFORT AND COMPANY","Monte Carlo","56SGY-D","56SGY-D",",3AKR56*****,; ,3AKR56*****-*#,; ,3AKR56****,; ,3AKR56****-*#,; ,3AKR56***,; ,3AKR56***-*#,; ,3AKR56**,; ,3AKR56**-*#,; ,3AKR56BK,; ,3AKR56BKD,; ,3AKR56CH,; ,3AKR56CHD,; ,3AKR56RZW,; ,3AKR56RZWD,; ,56SGY,; ,56SGY-L,; ,56SGY-L-D,; ,AKOVA,","","Indoor Ceiling Fan","Hugger Fan with Light Kit","56","133.6","3.1","39.4","0.9","None","3","No",,"","Fujian Lighting Optoelectronic Co.,Ltd Shenzhen Branch","","","1267","20",,,"0.97","2700K","92","50,000","","","Yes","","","No","","","2018-03-21T00:00:00.000","2018-04-06T00:00:00.000","United States","ES_1113136_56SGY-D_03222018170100_7644616","No"
"2393592","VISUAL COMFORT AND COMPANY","Monte Carlo","56"" Subway","4SBWR56***",",,*** stand for different colors, where each * can be a letter or a number, or blank","014817624069;014817624083;014817624090","Indoor Ceiling Fan","Standard Fan Only","56","296","2.8","26.5","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-08-15T00:00:00.000","2022-03-01T00:00:00.000","United States, Canada","ES_1113136_4SBWR56***_022820221905539_5088503","Yes"
"2393591","VISUAL COMFORT AND COMPANY","Monte Carlo","56"" Subway","4SBWR56XXX","","","Indoor Ceiling Fan","Standard Fan Only","56","296","2.8","26.5","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-08-15T00:00:00.000","2022-03-01T00:00:00.000","United States, Canada","ES_1113136_4SBWR56XXX_030720220303598_4669054","Yes"
"2376311","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Alba","3ALBR60**D",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","255","3","33.9","1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1191","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-04-09T00:00:00.000","United States, Canada","ES_1113136_3ALBR60XXD_042120210337160_2470684","No"
"2376310","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Alba","3ALBR60XXD","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","255","3","33.9","1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1191","18",,,"0.97","3000K","92","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-04-09T00:00:00.000","United States, Canada","ES_1113136_3ALBR60XXD_042120210418611_1530626","No"
"2355272","VISUAL COMFORT AND COMPANY","Monte Carlo","60” Arezzo","3AOR60*","","","Indoor Ceiling Fan","Standard Fan Only","60","301","1.8","35.3","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-15T00:00:00.000","2020-02-19T00:00:00.000","United States, Canada","ES_1113136_3AOR60*_02182020092156_7716430","Yes"
"2394253","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Bryden","3BRYSM60***D",",,*** stands for different colors, where each * can be a letter or a number, or blank","014817624106;014817624113;014817624120","Indoor Ceiling Fan","Standard Fan with Light Kit","60","265","3.6","20.2","1.6","None","3","No",,"","Shenzhen Tongyifang Optoelectronic Technology Co., LTD, FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1413","21",,,"0.84","2700K,4000/4100K,3000K","92","54,000","","","Yes","","","No","","","2022-04-22T00:00:00.000","2022-03-28T00:00:00.000","United States, Canada","ES_1113136_3BRYSM60***D_032720220416196_3880882","Yes"
"2394276","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Bryden","3BRYSM60XXXD","","014817624106;014817624113;014817624120","Indoor Ceiling Fan","Standard Fan with Light Kit","60","265","3.6","20.2","1.6","None","3","No",,"","Shenzhen Tongyifang Optoelectronic Technology Co., LTD, FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1413","21",,,"0.84","2700K,4000/4100K,3000K","92","54,000","","","Yes","","","No","","","2022-04-22T00:00:00.000","2022-03-28T00:00:00.000","United States, Canada","ES_1113136_3BRYSM60XXXD_040120220151993_6389271","Yes"
"2383695","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Collins","3CLNSM60***",",,(*) represents any letter or blank","014817619270;014817619287;014827619294","Indoor Ceiling Fan","Standard Fan Only","60","235","4.5","28.4","1.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-12-30T00:00:00.000","2021-08-23T00:00:00.000","United States, Canada","ES_1113136_3CLNSM60***_082320210220917_3282159","No"
"2357719","VISUAL COMFORT AND COMPANY","Monte Carlo","60” Cupra","3CPR60*","","","Indoor Ceiling Fan","Standard Fan Only","60","290","3.1","33.5","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-30T00:00:00.000","2020-04-07T00:00:00.000","United States, Canada","ES_1113136_3CPR60*_04072020071942_3982190","Yes"
"2349311","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Dover","5DVR60XXX","","","Indoor Ceiling Fan","Standard Fan Only","60","221","1.9","37.7","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-01-15T00:00:00.000","2019-10-31T00:00:00.000","United States, Canada","ES_1113136_5DVR60XXX_11042019015945_2785646","No"
"2381209","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Edge Fan","3EGR60*****-RH",",,""*"" can be any letter or blank","014817608663","Indoor Ceiling Fan","Standard Fan Only","60","230","5.2","37.7","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-11-15T00:00:00.000","2021-05-31T00:00:00.000","United States, Canada","ES_1113136_3EGR60*****-RH_061520212059528_6418626","No"
"2355114","VISUAL COMFORT AND COMPANY","Monte Carlo","60” Giarre","4GIR60*","","","Indoor Ceiling Fan","Standard Fan Only","60","284","2.2","32.9","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-15T00:00:00.000","2020-02-21T00:00:00.000","United States, Canada","ES_1113136_4GIR60*_02242020051611_1371096","Yes"
"2382692","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Hicks","3HCKR60******D",",,""*"" can be any letter or blank","014817612028;014817612035","Indoor Ceiling Fan","Standard Fan with Light Kit","60","311","1.9","25.6","1.1","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1460","20",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2021-12-30T00:00:00.000","2021-07-21T00:00:00.000","United States, Canada","ES_1113136_3HCKR60******D_072020210204167_4596753","Yes"
"2384328","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Lowden Smart","5LWDSM60***D",",,(*) can be any letter on blank","014817619430;014817619454;014817619461;014817619478","Indoor Ceiling Fan","Standard Fan with Light Kit","60","192","4.2","38.5","1.6","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1824","20",,,"0.91","3000K","92","72,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-09-15T00:00:00.000","United States, Canada","ES_1113136_5LWDSM60***D_091520210335936_5550765","No"
"2388089","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Streaming","3STMSM60***D",",,""*"" can be any letter or blank","014817619355;014817619362;014817619379","Indoor Ceiling Fan","Standard Fan with Light Kit","60","235","3.9","30.9","1.6","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC Co., LTD","","","1733","20",,,"0.88","3000K","92","72,000","","","Yes","","","No","","","2022-01-20T00:00:00.000","2021-11-15T00:00:00.000","United States, Canada","ES_1113136_3STMSM60***D_101820210618722_2770131","No"
"2355273","VISUAL COMFORT AND COMPANY","Monte Carlo","60"" Volta","3VLR60***","","","Indoor Ceiling Fan","Standard Fan Only","60","400","1.7","24.6","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-01T00:00:00.000","2020-02-19T00:00:00.000","United States","ES_1113136_3VLR60***_02192020034509_3909318","Yes"
"2376023","The Home Depot","Home Decorators Collection","54"" Ester","54-ESTR","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3000K,3500K,5000K","82","54,000","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_54-ESTR_041220212051541_9528108","No"
"2384284","The Home Depot","Home Decorators Collection","54"" Ester","72259","","082392722593","Indoor Ceiling Fan","Standard Fan with Light Kit","54","121","16.1","61.1","0.2","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1596","21",,,"0.92","2700K,4000/4100K,3000K,5000K,3500K","82","54,000","","","Yes","","","No","","","2021-09-01T00:00:00.000","2021-03-12T00:00:00.000","United States, Canada","ES_31912_72259_09122021220849_5168997","No"
"2321442","The Home Depot","Home Decorators Collection","54”Kensgrove ceiling fan","YG493A-***","54”Kensgrove ceiling fan,YG493A-BN,; 54”Kensgrove ceiling fan,YG493A-EB,; 54”Kensgrove ceiling fan,YG493A-WH,","792145372431","Indoor Ceiling Fan","Standard Fan with Light Kit","54","167.8","2.8","34.5","0.8","None","3","No",,"","Samsung Electronics LED Business","","","1000","14",,,"0.95","3000K","82","54,000","","","Yes","","","No","","","2018-06-01T00:00:00.000","2018-06-15T00:00:00.000","United States, Canada","ES_31912_YG493A-***_06202018030916_4156088","No"
"2321443","The Home Depot","Home Decorators Collection","54”Kensgrove ceiling fan","YG493A-***","54”Kensgrove ceiling fan,YG493A-BN,; 54”Kensgrove ceiling fan,YG493A-EB,; 54”Kensgrove ceiling fan,YG493A-WH,","792145372424","Indoor Ceiling Fan","Hugger Fan with Light Kit","54","101.6","2.6","34.2","0.8","None","3","No",,"","Samsung Electronics LED Business","","","1000","14",,,"0.95","3000K","82","54,000","","","Yes","","","No","","","2018-06-01T00:00:00.000","2018-06-15T00:00:00.000","United States, Canada","ES_31912_YG493A-***_06202018031323_4403785","No"
