"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2389863","Greenheck Fan Corporation","Venco","VCFC-5-4-3MV****","VCFC-5-4-3MV****",",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,","","Indoor Ceiling Fan","Standard Fan Only","84","236.6",,"61.4","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_VCFC-5-4-3MV****_12162021112525_4348871","No"
"2378094","Greenheck Fan Corporation","Venco","VCFC-5-5","VCFC-5-5","","","Indoor Ceiling Fan","Standard Fan Only","60","211.3",,"43.9","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-19T00:00:00.000","United States","ES_1003326_VCFC-5-5_05192021124605_958979","No"
"2378031","Greenheck Fan Corporation","Venco","VCFC-5-6","VCFC-5-6","","","Indoor Ceiling Fan","Standard Fan Only","72","223.8",,"60.1","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_VCFC-5-6_05182021071922_3520472","No"
"2378033","Greenheck Fan Corporation","Venco","VCFC-5-7","VCFC-5-7","","","Indoor Ceiling Fan","Standard Fan Only","84","224",,"68","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_VCFC-5-7_05182021072441_1314051","No"
"2357729","Hunter Fan Company","Hunter","Trak 76009","Trak 76009",",Trak 76010,; ,Trak 76011,","","Indoor Ceiling Fan","Standard Fan Only","60","170","4.3","82","1","None","Unlimited","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-03-01T00:00:00.000","2020-04-07T00:00:00.000","United States, Canada","ES_1020599_Trak 76009_04072020133347_8570215","No"
"2357730","Hunter Fan Company","Hunter","Trak 76021","Trak 76021",",Trak 76022,; ,Trak 76023,","","Indoor Ceiling Fan","Standard Fan Only","84","112","5.8","62.3","0.9","None","Unlimited","No",,"","","","",,,,,,"",,"","","","Yes","","","No","Wired Ethernet","","2020-03-01T00:00:00.000","2020-04-07T00:00:00.000","United States, Canada","ES_1020599_Trak 76021_04072020133240_3968316","No"
"2365173","Hunter Fan Company","Hunter","Trak 76030","Trak 76030",",Trak 76031,; ,Trak 76032,","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","179","5.4","62.8","1.1","None","3 Years","No",,"","Fujian Joinluck","","","2357","28.5",,,"0.95","3000K","83","36,000","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76030_08272020104415_3305932","No"
"2365167","Hunter Fan Company","Hunter","Trak 76033","Trak 76033",",Trak76034,; ,Trak76035,","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","201","6.1","92.2","1.2","None","3 Years","No",,"","Fujian Joinluck","","","2357","28.5",,,"0.95","3000K","83","36,000","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76033_08272020104959_8823663","No"
"2365163","Hunter Fan Company","Hunter","Trak 76036","Trak 76036",",Trak 76037,; ,Trak 76038,","","Indoor Ceiling Fan","Standard Fan with Light Kit","84","226","6.4","99.8","1.2","None","3 Years","No",,"","Fujian Joinluck","","","2357","28.5",,,"0.95","3000K","83","36,000","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76036_08272020104551_4473382","No"
"2365172","Hunter Fan Company","Hunter","Trak 76042","Trak 76042",",Trak 76043,; ,Trak 76044,","","Indoor Ceiling Fan","Standard Fan Only","60","180","5.4","67.1","1.2","None","3 Years","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76042_08272020104013_5113336","No"
"2365166","Hunter Fan Company","Hunter","Trak 76045","Trak 76045",",Trak 76046,; ,Trak 76047,","","Indoor Ceiling Fan","Standard Fan Only","72","185","7.3","99.8","1.3","None","3 Years","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76045_08272020104803_5603753","No"
"2365160","Hunter Fan Company","Hunter","Trak 76048","Trak 76048",",Trak 76049,; ,Trak 76050,","","Indoor Ceiling Fan","Standard Fan Only","84","230","5.6","92.5","1.4","None","3 Years","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-09-01T00:00:00.000","2020-08-28T00:00:00.000","United States, Canada","ES_1020599_Trak 76048_08272020104215_913049","No"
"2347501","Kichler Lighting","Kichler Lighting","52"" Ceiling Fan","KCL80A+LED/CP159401/ 300024XXX","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","167.5","2.3","35.4","0.8","None","3","No",,"","Seoul Semiconductor Co., Ltd.","","","1600","18",,,"1","3000K","87","25,000","","","Yes","","","No","","","2018-10-01T00:00:00.000","2019-09-16T00:00:00.000","United States","ES_20516_KCL80A+LED/CP159401/ 300024XXX_09172019022040_6840530","No"
"2375976","Kichler Lighting","Kichler Lighting","52 Inch Renew ES Fan","EF200K-52(F)","52 Inch Renew ES Fan,330164,","","Indoor Ceiling Fan","Standard Fan Only","52","194","3.3","30.4","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-28T00:00:00.000","2021-03-29T00:00:00.000","United States, Canada","ES_20516_EF200K-52(F)_03292021045976_2239105","No"
"2375977","Kichler Lighting","Kichler Lighting","52 Inch Renew ES Fan","EF200K-52(F)","52 Inch Renew ES Fan,330164,","","Indoor Ceiling Fan","Hugger Fan Only","52","163","3","31","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-28T00:00:00.000","2021-03-29T00:00:00.000","United States, Canada","ES_20516_EF200K-52(F)_032920210459761_9255578","No"
"2323489","Kichler Lighting","Kichler Lighting","Ferron","300160BB","","","Indoor Ceiling Fan","Standard Fan Only","60","167.3",,"31.3","0.9","None","One","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-07-20T00:00:00.000","2018-07-31T00:00:00.000","United States, Canada","ES_20516_300160BB_07272018115329_3795892","No"
"2323476","Kichler Lighting","Kichler Lighting","Lehr II","Lehr II","","783927416061;783927433648","Indoor Ceiling Fan","Standard Fan Only","54","165.2",,"31.1","0.9","None","One","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-07-20T00:00:00.000","2018-07-31T00:00:00.000","United States, Canada","ES_20516_Lehr II_07272018123011_3518030","No"
"2368689","Fanimation Inc.","Fanimation","ODYN 84","FPD8159*",",,FPD8159* (* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","84","399","4.4","35.2","1.7","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2020-12-31T00:00:00.000","2020-10-18T00:00:00.000","United States","ES_1040003_FPD8159*_10262020030352_1432041","Yes"
"2323027","Fanimation Inc.","Fanimation","ODYN 84","FPD8159*** (* = A ~ Z, 0 ~ 9 or blank)","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","84","258.2","3.4","42.7","1.1","None","3","No",,"","Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.98","3000K","92","36,000","","","Yes","","","No","","","2018-06-15T00:00:00.000","2018-07-18T00:00:00.000","United States","ES_1040003_FPD8159*** (* = A ~ Z, 0 ~ 9 or blank)_07192018020647_6007160","No"
"2340903","Fanimation Inc.","Fanimation","ODYN 84","FPD8159* (*=variables, each variable may be A ~ Z, 0 ~ 9 or blank)","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","84","382","3.8","34.6","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2018-06-15T00:00:00.000","2019-07-08T00:00:00.000","United States","ES_1040003_FPD8159*_07082019051857_3137077","No"
"2340900","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","72","304","2.9","39.6","1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2018-06-14T00:00:00.000","2019-07-04T00:00:00.000","United States","ES_1040003_MAD8152*_07082019013716_9836069","No"
"2368998","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*",",,MAD8152* (* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","72","347","3.4","29.7","1.5","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2020-12-31T00:00:00.000","2020-10-29T00:00:00.000","United States","ES_1040003_MAD8152*_11022020055449_6489445","Yes"
"2369017","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*",",,(* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","251","2.7","30.6","1.5","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2021-01-01T00:00:00.000","2020-11-03T00:00:00.000","United States","ES_1040003_MAD8152*_11032020030350_2630047","Yes"
"2369035","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*",",,(* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","64","298","2.9","30.1","1.5","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2021-01-01T00:00:00.000","2020-11-04T00:00:00.000","United States","ES_1040003_MAD8152*_11042020023641_7401346","Yes"
"2335576","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*_56 in","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","198","2.2","41.8","1","None","3","No",,"","Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.98","3000K","92","36,000","","","Yes","","","No","","","2018-06-15T00:00:00.000","2019-03-28T00:00:00.000","United States","ES_1040003_MAD8152*(* = A-Z 0-9 or blank)_56 in_03282019093037_5437444","No"
"2335577","Fanimation Inc.","Fanimation","ODYN CUSTOM","MAD8152*_64 in","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","64","282","2.5","33.2","1.2","None","3","No",,"","Semiconductor Lighting Technology Co., Ltd.","","","1200","18",,,"0.98","3000K","92","36,000","","","Yes","","","No","","","2018-06-15T00:00:00.000","2019-03-29T00:00:00.000","United States","ES_1040003_MAD8152*(* = A-Z 0-9 or blank)_64 in_03292019044819_4899333","No"
"2332367","Fanimation Inc.","Fanimation","SUBTLE 56","FPD6228*","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","190","2.1","34","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1240","18",,,"0.95","3000K","92","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-01-10T00:00:00.000","United States, Canada","ES_1040003_FPD6228*_01302019014259_2579493","No"
"2333796","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8514*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","60","247","2","30.5","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-19T00:00:00.000","United States","ES_1040003_MAD8514*_02202019105832_0312697","No"
"2333938","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8514*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","299","1.9","16.8","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-24T00:00:00.000","United States","ES_1040003_MAD8514*_02252019090402_5442582","Yes"
"2333950","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8514*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","48","259","2.2","18","1.1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-24T00:00:00.000","United States","ES_1040003_MAD8514*_02262019022315_7795588","Yes"
"2333964","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8514*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","294","1.9","23.6","1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-25T00:00:00.000","United States","ES_1040003_MAD8514*_02272019031824_7504250","Yes"
"2334046","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8514*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","256","1.9","15.7","1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-26T00:00:00.000","United States","ES_1040003_MAD8514*_02272019100610_1970821","Yes"
"2333797","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8515*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","84","378","2.3","32.3","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-19T00:00:00.000","United States","ES_1040003_MAD8515*_02202019105919_0359736","No"
"2333949","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8515*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","72","328","2.2","32.3","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-24T00:00:00.000","United States","ES_1040003_MAD8515*_02252019100520_9120682","Yes"
"2333952","Fanimation Inc.","Fanimation","TRIAIRE CUSTOM","MAD8515*","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","64","328","2.1","28.2","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1210","18",,,"0.95","3000K","94","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-25T00:00:00.000","United States","ES_1040003_MAD8515*_02262019083158_9918049","Yes"
"2333798","Fanimation Inc.","Fanimation","WRAP CUSTOM","MAD8530*","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","211","2.1","39.2","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1180","18",,,"0.95","3000K","93","36,000","","","Yes","","","No","","","2019-02-14T00:00:00.000","2019-02-19T00:00:00.000","United States","ES_1040003_MAD8530*_02212019014948_3788555","No"
"2371611","Carro USA Inc.","CE","CES-603F","CES-603F","","","Indoor Ceiling Fan","Standard Fan Only","60","212.7","2.6","28","1.7","None","3 year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-12-01T00:00:00.000","2021-01-04T00:00:00.000","United States","ES_1145460_CES-603F_11162020115242_0998234","No"
"2371598","Carro USA Inc.","CE","CES-603FL","CES-603FL","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","212.7","2.6","28","1.7","None","3 year","No",,"","Edison Opto Corporation","","","3360","40",,,"0.96","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","2021-12-01T00:00:00.000","2021-01-04T00:00:00.000","United States","ES_1145460_CES-603FL_11162020111343_3420975","No"
"2383406","Carro USA Inc.","CEME","CES-523F","CES-523F","","811300030990","Indoor Ceiling Fan","Standard Fan Only","52","199.9","2.5","26.8","1.7","None","3 year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-07-20T00:00:00.000","2021-08-13T00:00:00.000","United States","ES_1145460_CES-523F_07222021153146_6365742","No"
"2383324","Carro USA Inc.","CEME","CES-523FL","CES-523FL","","811300030990","Indoor Ceiling Fan","Standard Fan with Light Kit","52","199.9","2.5","26.8","1.7","None","3 year","No",,"","Edison Opto Corporation","","","3360","40",,,"0.96","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","2021-07-20T00:00:00.000","2021-08-11T00:00:00.000","United States","ES_1145460_CES-523FL_07222021145541_8426353","No"
"2371603","Carro USA Inc.","CEME","CES-563F","CES-563F","","","Indoor Ceiling Fan","Standard Fan Only","56","190.4","2.5","32.3","1.7","None","3 year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-12-01T00:00:00.000","2021-01-04T00:00:00.000","United States","ES_1145460_CES-563F_11162020113537_0912675","No"
"2370885","Carro USA Inc.","CEME","CES-563FL","CES-563FL","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","190.4","2.5","32.3","1.7","None","3 year","No",,"","Edison Opto Corporation","","","3360","40",,,"0.96","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","2021-12-01T00:00:00.000","2020-12-14T00:00:00.000","United States","ES_1145460_CES-563FL_11132020105535_987235","No"
"2371609","Carro USA Inc.","CEME","CES-603F","CES-603F","","","Indoor Ceiling Fan","Standard Fan Only","60","212.7","2.6","28","1.7","None","3 year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-12-01T00:00:00.000","2021-01-04T00:00:00.000","United States","ES_1145460_CES-603F_11162020115242_1256098","No"
"2371596","Carro USA Inc.","CEME","CES-603FL","CES-603FL","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","212.7","2.6","28","1.7","None","3 year","No",,"","Edison Opto Corporation","","","3360","40",,,"0.96","2700K,4000/4100K,3500K","93","50,000","","","Yes","","","No","","","2021-12-01T00:00:00.000","2021-01-04T00:00:00.000","United States","ES_1145460_CES-603FL_11162020111343_6754323","No"
"2383403","Carro USA Inc.","SMAFAN","CES-523F","CES-523F","","811300030990","Indoor Ceiling Fan","Standard Fan Only","52","199.9","2.5","26.8","1.7","None","3 year","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-07-20T00:00:00.000","2021-08-13T00:00:00.000","United States","ES_1145460_CES-523F_07222021153146_1584698","No"
