"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20220438181","2022-09-01T17:30:00.000","0","0","0",,"false","4001155","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MEHARRY BLVD & DR D B TODD JR BLVD","NASHVILLE","TN","37208","5327","NORTH","36.1681","-86.8078","POINT (-86.8078 36.1681)"
"20220438118","2022-09-01T15:32:00.000","0","0","0",,"true","4006549","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","16","THROWN OR FALLING OBJECT","MM 204 2 I 40","NASHVILLE","TN","37209","45023","WEST","36.1532","-86.8539","POINT (-86.8539 36.1532)"
"20220438117","2022-09-01T16:14:00.000","0","0","0",,"false","256386","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 82 2 I 65","NASHVILLE","TN","37203","6804","MIDTOW","36.1456","-86.7776","POINT (-86.7776 36.1456)"
"20220438092","2022-09-01T17:03:00.000","0","3","0",,"false","4006830","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEALAND LN & DRAUGHON AV","NASHVILLE","TN","37204","7007","MIDTOW","36.1092","-86.7881","POINT (-86.7881 36.1092)"
"20220438079","2022-09-01T16:59:00.000","0","1","0",,"true","320599","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & BRENTWOOD MEADOWS CIR","BRENTWOOD","TN","37027","8621","MIDTOW","36.0411","-86.7464","POINT (-86.7464 36.0411)"
"20220438030","2022-09-01T15:27:00.000","0","0","0",,"false","4004076","3","REAR-TO-REAR","21","CLEAR","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","ASHLAND CITY HWY & OLD HICKORY BLVD","NASHVILLE","TN","37218","3341","NORTH","36.2115","-86.921","POINT (-86.921 36.2115)"
"20220438021","2022-09-01T15:53:00.000","0","2","0",,"true","4001148","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 55 5 I 24","NASHVILLE","TN","37211","8812","SOUTH","36.0886","-86.7019","POINT (-86.7019 36.0886)"
"20220438012","2022-09-01T16:11:00.000","0","0","0",,"false","311799","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CLARKSVILLE PKE & ROSA L PARKS BLVD","NASHVILLE","TN","37228","4483","NORTH","36.1889","-86.8231","POINT (-86.8231 36.1889)"
"20220438005","2022-09-01T14:53:00.000","0","0","0",,"true","240985","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EDMONDSON PKE & MCMURRAY DR","NASHVILLE","TN","37220","8615","MIDTOW","36.0677","-86.7374","POINT (-86.7374 36.0677)"
"20220437968","2022-09-01T15:40:00.000","0","2","0",,"false","4004076","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ASHLAND CITY HWY & ASHLAND CITY HWY EB E","NASHVILLE","TN","37218","3235","NORTH","36.2102","-86.8756","POINT (-86.8756 36.2102)"
"20220437941","2022-09-01T15:25:00.000","0","1","0",,"false","4001094","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","24","GUARDRAIL FACE","ELLINGTON PKWYN & ELLINGTON PKWYS","NASHVILLE","TN","37216","1890","EAST","36.2227","-86.7464","POINT (-86.7464 36.2227)"
"20220437926","2022-09-01T15:18:00.000","0","0","0",,"false","192871","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","RIVERGATE MARKETPLACE PVTDR & GALLATIN P","MADISON","TN","37115","1731","MADISO","36.3037","-86.6898","POINT (-86.6898 36.3037)"
"20220437884","2022-09-01T14:52:00.000","0","1","0",,"false","4007099","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DOVE CREEK RD & QUAISE MOORE","ANTIOCH","TN","37013","8925","SOUTH","36.0723","-86.5983","POINT (-86.5983 36.0723)"
"20220437842","2022-09-01T13:23:00.000","0","0","0",,"false","311327","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I24 W EXT RAMP & I 24","NASHVILLE","TN","37211","8829","SOUTH","36.1074","-86.7197","POINT (-86.7197 36.1074)"
"20220437780","2022-09-01T13:39:00.000","0","0","0",,"false","279117","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","S 5TH ST & WOODLAND ST","NASHVILLE","TN","37206","1109","EAST","36.1718","-86.7648","POINT (-86.7648 36.1718)"
"20220437777","2022-09-01T13:46:00.000","0","4","0",,"false","4007324","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & EDMONDSON PKE","NASHVILLE","TN","37220","8615","MIDTOW","36.04","-86.7435","POINT (-86.7435 36.04)"
"20220437746","2022-09-01T13:29:00.000","0","1","0",,"false","151132","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & SKYLINE COMMONS PVTDR","NASHVILLE","TN","37207","2011","MADISO","36.2475","-86.7568","POINT (-86.7568 36.2475)"
"20220437733","2022-09-01T13:20:00.000","0","1","0",,"false","179583","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12;36","MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","MM 87 6 I 65","NASHVILLE","TN","37207","1804","EAST","36.2107","-86.7758","POINT (-86.7758 36.2107)"
"20220437675","2022-09-01T12:45:00.000","0","1","0",,"false","235761","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & I40 E ENT RAMP","NASHVILLE","TN","37205","5007","WEST","36.1319","-86.8955","POINT (-86.8955 36.1319)"
"20220437629","2022-09-01T12:18:00.000","0","2","0",,"false","4006829","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OPRY MILLS DR & OPRYLAND DR","NASHVILLE","TN","37214","9209","HERMIT","36.2049","-86.6904","POINT (-86.6904 36.2049)"
"20220437612","2022-09-01T12:05:00.000","0","1","0",,"false","320594","6","SIDESWIPE - OPPOSITE DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HIGHWAY 100 & OLD HICKORY BLVD","NASHVILLE","TN","37221","6213","WEST","36.0609","-86.9153","POINT (-86.9153 36.0609)"
"20220437605","2022-09-01T12:02:00.000","0","4","0",,"false","151132","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE RT 45 & DELAWARE AV","MADISON","TN","37115","1701","MADISO","36.2637","-86.7045","POINT (-86.7045 36.2637)"
"20220437586","2022-09-01T11:54:00.000","0","0","0",,"false","4002304","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","11TH AVN & CASS ST","NASHVILLE","TN","37208","4491","NORTH","36.1867","-86.8073","POINT (-86.8073 36.1867)"
"20220437583","2022-09-01T11:50:00.000","0","0","0",,"false","4008049","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GLEAVES ST & 8TH AVS","NASHVILLE","TN","37203","4019","CENTRA","36.1518","-86.7794","POINT (-86.7794 36.1518)"
"20220437506","2022-09-01T11:00:00.000","0","0","0",,"true","226306","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 192 0 I 40","NASHVILLE","TN","37221","4802","WEST","36.077","-87.03","POINT (-87.03 36.077)"
"20220437461","2022-09-01T09:50:00.000","0","2","0",,"false","4002307","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FESSLERS LN & RUNDLE AV","NASHVILLE","TN","37210","8215","HERMIT","36.1467","-86.7438","POINT (-86.7438 36.1467)"
"20220437456","2022-09-01T10:30:00.000","0","4","0",,"false","4007099","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & HOBSON PKE","ANTIOCH","TN","37013","8867","SOUTH",,,
"20220437419","2022-09-01T09:59:00.000","0","3","0",,"false","320594","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & I40 E ENT RAMP","NASHVILLE","TN","37205","5007","WEST","36.1319","-86.8955","POINT (-86.8955 36.1319)"
"20220437384","2022-09-01T09:36:00.000","0","0","0",,"false","225950","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","21ST AVS & BELCOURT AV","NASHVILLE","TN","37212","6607","MIDTOW","36.1367","-86.8009","POINT (-86.8009 36.1367)"
"20220437352","2022-09-01T09:15:00.000","0","2","0",,"false","429188","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & HUMBER DR","NASHVILLE","TN","37211","8705","SOUTH","36.081","-86.7158","POINT (-86.7158 36.081)"
"20220437321","2022-09-01T09:00:00.000","0","0","0",,"false","876568","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRAMBLEWOOD DR & MAYWOOD DR","NASHVILLE","TN","37220","8613","MIDTOW","36.0735","-86.7573","POINT (-86.7573 36.0735)"
"20220437237","2022-09-01T07:56:00.000","0","0","0",,"false","591933","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYE & I65 N ENT RAMP","MADISON","TN","37115","20122","MADISO","36.2408","-86.7525","POINT (-86.7525 36.2408)"
"20220437226","2022-09-01T08:19:00.000","0","0","0",,"false","4007016","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","18;7","OTHER OBJECT (NOT FIXED)","MM 203 9 I 40","NASHVILLE","TN","37209","50024","WEST","36.152","-86.8588","POINT (-86.8588 36.152)"
"20220437215","2022-09-01T08:00:00.000","0","1","0",,"false","212330","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 5 I 24","ANTIOCH","TN","37013","88060","SOUTH","36.0441","-86.6567","POINT (-86.6567 36.0441)"
"20220437214","2022-09-01T07:55:00.000","0","0","0",,"false","4001094","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & GILLOCK ST","NASHVILLE","TN","37216","1817","EAST","36.2141","-86.7308","POINT (-86.7308 36.2141)"
"20220437132","2022-09-01T07:42:00.000","0","0","0",,"false","674301","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","0 BRILEY PKWYS","NASHVILLE","TN","37211","8337","SOUTH","36.1098","-86.727","POINT (-86.727 36.1098)"
"20220437020","2022-09-01T07:00:00.000","0","0","0",,"false","226306","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 193 3 I 40","NASHVILLE","TN","37221","4704","WEST","36.0775","-87.0069","POINT (-87.0069 36.0775)"
"20220437004","2022-09-01T06:43:00.000","0","0","0",,"false","4004340","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 211 1 I 40","NASHVILLE","TN","37210","8008","HERMIT","36.1539","-86.7571","POINT (-86.7571 36.1539)"
"20220436974","2022-09-01T06:22:00.000","0","0","0",,"true","140808","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 W ENT RAMP & I 40","NASHVILLE","TN","37210","9007","HERMIT","36.1484","-86.7454","POINT (-86.7454 36.1484)"
"20220436934","2022-09-01T05:27:00.000","0","1","0",,"false","352156","4","ANGLE","21","CLEAR","4","DAWN","12","MOTOR VEHICLE IN TRANSPORT","HAYWOOD LN & EAST RIDGE DR","NASHVILLE","TN","37211","8707","SOUTH","36.07","-86.6985","POINT (-86.6985 36.07)"
"20220436467","2022-08-31T23:08:00.000","1","1","0",,"false","299248","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","ANTIOCH PKE & MILL CREEK BLUE HOLE GRNWY","ANTIOCH","TN","37013","8857","SOUTH","36.0662","-86.6811","POINT (-86.6811 36.0662)"
"20220436463","2022-08-31T23:06:00.000","0","1","0",,"false","256386","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","17TH AVS & BROADWAY","NASHVILLE","TN","37203","5705","MIDTOW","36.1533","-86.794","POINT (-86.794 36.1533)"
"20220436346","2022-08-31T20:47:00.000","0","0","0",,"true","468098","2","HEAD-ON",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","TEA GARDEN & FOREST BREEZE","ANTIOCH","TN","37013","8925","SOUTH","36.0668","-86.6119","POINT (-86.6119 36.0668)"
"20220436340","2022-08-31T21:45:00.000","0","0","0",,"true","384446","11","Front to Rear","21","CLEAR","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MILLWOOD DR & MURFREESBORO PKE","NASHVILLE","TN","37217","8815","HERMIT","36.1295","-86.7147","POINT (-86.7147 36.1295)"
"20220436338","2022-08-31T21:45:00.000","0","1","0",,"true","409189","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & TROUSDALE DR","NASHVILLE","TN","37220","8601","MIDTOW","36.0811","-86.7584","POINT (-86.7584 36.0811)"
"20220436314","2022-08-31T20:00:00.000","0","0","0",,"false","4006830","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & PRENTICE AV","NASHVILLE","TN","37204","6919","MIDTOW","36.1296","-86.7782","POINT (-86.7782 36.1296)"
"20220436280","2022-08-31T19:31:00.000","0","0","0",,"false","4002312","11","Front to Rear","21","CLEAR","9","UNKNOWN","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & DREXEL ST","NASHVILLE","TN","37203","4023","CENTRA","36.1528","-86.7793","POINT (-86.7793 36.1528)"
"20220436242","2022-08-31T20:21:00.000","0","4","0",,"false","192871","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BRINK HAVEN AV & GALLATIN PKES","MADISON","TN","37115","1507","MADISO","36.2511","-86.7182","POINT (-86.7182 36.2511)"
"20220436195","2022-08-31T20:26:00.000","0","1","0",,"false","320599","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SWISS AV & NOLENSVILLE PKE","ANTIOCH","TN","37013","8757","SOUTH","36.0425","-86.7129","POINT (-86.7129 36.0425)"
"20220436159","2022-08-31T19:57:00.000","0","1","0",,"true","384398","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & JONQUIL DR","NASHVILLE","TN","37211","8705","SOUTH","36.0804","-86.7179","POINT (-86.7179 36.0804)"
"20220436151","2022-08-31T00:00:00.000","0","1","0",,"true","4001148","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","8","PEDESTRIAN","METROPLEX DR & PARAGON MILLS RD","NASHVILLE","TN","37211","8845","SOUTH","36.0901","-86.7007","POINT (-86.7007 36.0901)"
"20220436077","2022-08-31T18:20:00.000","0","0","0",,"false","352172","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & AMERICAN RD","NASHVILLE","TN","37209","5027","WEST","36.1444","-86.8727","POINT (-86.8727 36.1444)"
"20220436019","2022-08-31T18:28:00.000","0","3","0",,"false","206682","4","ANGLE","21","CLEAR","1","DAYLIGHT","1;12","MOTOR VEHICLE IN TRANSPORT","STATE RT 45 & MYATT DR","MADISON","TN","37115","1705","MADISO","36.2641","-86.6903","POINT (-86.6903 36.2641)"
"20220436014","2022-08-31T18:20:00.000","1","1","0",,"false","320590","6","SIDESWIPE - OPPOSITE DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HYDES FERRY RD & COUNTY HOSPITAL RD","NASHVILLE","TN","37218","3131","NORTH","36.1895","-86.8377","POINT (-86.8377 36.1895)"
"20220436006","2022-08-31T17:40:00.000","0","0","0",,"false","4007312","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 43 9 I 24","NASHVILLE","TN","37207","32240","NORTH","36.2327","-86.7843","POINT (-86.7843 36.2327)"
"20220436001","2022-08-31T16:27:00.000","0","0","0","true","false","4007105","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CLARKSVILLE PKE & BUENA VISTA PKE","NASHVILLE","TN","37218","3135","NORTH","36.1935","-86.8309","POINT (-86.8309 36.1935)"
"20220435960","2022-08-31T17:55:00.000","0","0","0",,"false","4007991","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE AV & 53RD AVN","NASHVILLE","TN","37209","5123","WEST","36.1519","-86.8511","POINT (-86.8511 36.1519)"
"20220435915","2022-08-31T17:18:00.000","0","1","0",,"false","4001148","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 6 8 I440","NASHVILLE","TN","37210","8105","SOUTH","36.1251","-86.7411","POINT (-86.7411 36.1251)"
"20220435893","2022-08-31T17:09:00.000","0","2","0",,"false","409161","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CANE RIDGE RD & MOUNTAINHIGH DR","ANTIOCH","TN","37013","8751","SOUTH","36.039","-86.6591","POINT (-86.6591 36.039)"
"20220435874","2022-08-31T15:55:00.000","0","1","0",,"true","330414","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & SPENCE LN","NASHVILLE","TN","37210","9019","HERMIT","36.1537","-86.7214","POINT (-86.7214 36.1537)"
"20220435872","2022-08-31T17:04:00.000","0","0","0",,"false","4001489","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYN & BRILEY PKWY N EXT RAMP","NASHVILLE","TN","37214","9294","HERMIT","36.1977","-86.688","POINT (-86.688 36.1977)"
"20220435861","2022-08-31T16:40:00.000","0","1","0",,"false","4000973","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRANSFORD AV & CRAIGHEAD ST","NASHVILLE","TN","37204","8031","MIDTOW","36.1119","-86.7629","POINT (-86.7629 36.1119)"
"20220435830","2022-08-31T16:25:00.000","0","1","0",,"false","405391","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & HILLWOOD BLVD","NASHVILLE","TN","37209","5021","WEST","36.138","-86.8819","POINT (-86.8819 36.138)"
"20220435817","2022-08-31T15:50:00.000","0","4","0",,"false","409181","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & PRIEST WOODS DR","NASHVILLE","TN","37214","8989","HERMIT","36.1275","-86.6296","POINT (-86.6296 36.1275)"
"20220435811","2022-08-31T16:06:00.000","0","1","0",,"true","4007008","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & TAMPA DR","NASHVILLE","TN","37211","8705","SOUTH","36.0827","-86.7105","POINT (-86.7105 36.0827)"
"20220435801","2022-08-31T16:09:00.000","0","0","0",,"false","4007103","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & BRILEY PKWY S EXT RAMP","NASHVILLE","TN","37214","9027","HERMIT","36.1682","-86.6899","POINT (-86.6899 36.1682)"
"20220435775","2022-08-31T15:52:00.000","0","0","0",,"false","352167","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DODSON CHAPEL RD & OAKWELL FARMS LN","HERMITAGE","TN","37076","9529","HERMIT","36.1656","-86.6148","POINT (-86.6148 36.1656)"
"20220435770","2022-08-31T15:40:00.000","0","0","0",,"false","352179","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 78 3 I 65","NASHVILLE","TN","37204","8502","MIDTOW","36.0895","-86.7626","POINT (-86.7626 36.0895)"
"20220435763","2022-08-31T15:40:00.000","0","0","0",,"true","352185","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MOOREWOOD DR & DOVERSIDE DR","NASHVILLE","TN","37207","2033","MADISO","36.1676","-86.7787","POINT (-86.7787 36.1676)"
"20220435638","2022-08-31T14:39:00.000","0","0","0","true","false","226098","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","34;57;71","DITCH;Cable Barrier;EMBANKMENT EARTH","MM 35 2 I 24","JOELTON","TN","37080","3318","NORTH","36.3234","-86.8639","POINT (-86.8639 36.3234)"
"20220435522","2022-08-31T13:32:00.000","0","0","0",,"false","4008049","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","12TH AVS & BROADWAY","NASHVILLE","TN","37203","4081","CENTRA","36.1563","-86.7873","POINT (-86.7873 36.1563)"
"20220435460","2022-08-31T12:46:00.000","0","1","0",,"false","320594","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20220435454","2022-08-31T12:35:00.000","0","1","0",,"false","4008049","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAYES ST & 18TH AVN","NASHVILLE","TN","37203","5523","MIDTOW","36.154","-86.7968","POINT (-86.7968 36.154)"
"20220435438","2022-08-31T12:27:00.000","0","0","0",,"false","343522","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WHITE BRIDGE PKE & CORBETT LN","NASHVILLE","TN","37209","5025","WEST","36.1433","-86.8577","POINT (-86.8577 36.1433)"
"20220435430","2022-08-31T12:09:00.000","0","0","0",,"false","151132","6","SIDESWIPE - OPPOSITE DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD DUE WEST AV & DICKERSON PKE","NASHVILLE","TN","37207","2011","MADISO","36.2497","-86.7571","POINT (-86.7571 36.2497)"
"20220435304","2022-08-31T10:55:00.000","0","2","0",,"false","419989","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HICKORY HOLLOW PKWY & CROSSINGS BLVD","ANTIOCH","TN","37013","8863","SOUTH","36.0445","-86.651","POINT (-86.651 36.0445)"
"20220435292","2022-08-31T10:45:00.000","0","0","0",,"false","343522","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PKE & HARDING PL","NASHVILLE","TN","37205","6201","WEST","36.1014","-86.8706","POINT (-86.8706 36.1014)"
"20220435158","2022-08-31T09:20:00.000","0","0","0",,"false","716877","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & KINHAWK DR","ANTIOCH","TN","37013","8759","SOUTH","36.0294","-86.7125","POINT (-86.7125 36.0294)"
"20220435065","2022-08-31T08:30:00.000","0","0","0",,"false","224851","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE AV & 5TH AVN","NASHVILLE","TN","37219","4203","CENTRA","36.1659","-86.7819","POINT (-86.7819 36.1659)"
"20220435008","2022-08-31T07:00:00.000","0","0","0",,"false","4007099","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 60 9 I 24","ANTIOCH","TN","37013","8806","SOUTH","36.0316","-86.6395","POINT (-86.6395 36.0316)"
"20220434972","2022-08-31T07:08:00.000","0","0","0",,"false","134869","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SOUTHLAKE DR & BRILEY PKWYN","NASHVILLE","TN","37211","8423","SOUTH","36.1095","-86.7281","POINT (-86.7281 36.1095)"
"20220434952","2022-08-31T07:40:00.000","0","2","0",,"false","279213","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","N 12TH ST & EDGEWOOD PL","NASHVILLE","TN","37206","1301","EAST","36.1843","-86.7466","POINT (-86.7466 36.1843)"
"20220434845","2022-08-31T07:02:00.000","0","0","0",,"false","320594","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 192 4 I 40","NASHVILLE","TN","37221","4702","WEST","36.0771","-87.0215","POINT (-87.0215 36.0771)"
"20220434794","2022-08-31T05:33:00.000","0","0","0",,"false","4001728","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 41 6 I 24","WHITES CREEK","TN","37189","3226","NORTH","36.2635","-86.7904","POINT (-86.7904 36.2635)"
"20220434773","2022-08-31T06:13:00.000","0","0","0",,"false","240964","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","24","GUARDRAIL FACE","MM 211 0 I 40","NASHVILLE","TN","37210","82020","HERMIT","36.1544","-86.7598","POINT (-86.7598 36.1544)"
"20220434719","2022-08-31T05:10:00.000","0","2","0",,"false","391635","11","Front to Rear","21","CLEAR","4","DAWN","12;31;57","MOTOR VEHICLE IN TRANSPORT;OTHER POST, POLE, SUPP.;Cable Barrier","MM 41 0 I 24","WHITES CREEK","TN","37189","3226","NORTH","36.2715","-86.7951","POINT (-86.7951 36.2715)"
"20220434647","2022-08-31T03:50:00.000","0","1","0",,"false","4007301","9","UNKNOWN","21","CLEAR","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 41 5 I 24","WHITES CREEK","TN","37189","3226","NORTH","36.2642","-86.7907","POINT (-86.7907 36.2642)"
