"company_name","project_industry","location_1","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2009","Approved","239","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","324","2009","Approved","-","10,651","-"
"Paragon Metals, Inc.","Automotive - Manufacturing","
Quincy,  
(39.93553, -91.388754)","408","2011","Approved","68","-","$1,560,376"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","203","2013","Approved","278","-","-"
"General Motors LLC","Automotive - Manufacturing","
Flint,  
(43.00992, -83.685109)","264","2009.1","Approved","-","1,368","-"
"Webasto-Edscha Cabrio USA, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","222","2006","Approved","162","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","706","2012","Approved","-","24,905","$437,317,938"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2000.1","Approved","225","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2001","Approved","115","-","-"
"ADCO Products","Chemicals","
Michigan Center,  
(42.233077, -84.326975)","625","2012","Approved","81","-","$4,470,076"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2013","Approved","115","-","-"
"BMW Hybrid Technology Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","357","2008","Approved","55","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2004","Approved","1,389","-","-"
"Raymond James Regional Operations Center","Financial Services","
Southfield,  
(42.477952, -83.240756)","268","2010","Approved","199","-","$1,245,950"
"General Motors LLC","Automotive - Manufacturing","
Lake Orion,  
(42.784602, -83.242443)","186","2006","Approved","-","2,288","-"
"Kostal Kontakt Systeme, Inc.","Alt. Energy - Solar","
Rochester Hills,  
(42.652398, -83.132561)","680","2013","Approved","89","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2008","Approved","391","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","364","2010","Approved","-","925","$21,800,000"
"Lacks Enterprises, Inc.","Automotive - Manufacturing","
Grand Rapids,  
(42.965446, -85.670209)","245","2007","Approved","100","-","-"
"Comcast Corporation","Call Center","
Sterling Heights,  
(42.58968, -83.011059)","299","2010","Approved","199","-","$319,436"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2002","Approved","157","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2008.1","Approved","30","-","-"
"Kolbenschmidt Pierburg","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","370","2008","Approved","8","-","$4,686,518"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2009","Approved","-","101","$11,309,183"
"Martinrea Jonesville LLC","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","572","2012","Approved","-","161","-"
"Testek Inc.","Defense/Military","
Wixom,  
(42.525703, -83.536093)","454","2009","Approved","5","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","129","2008","Approved","-","2,925","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2010.2","Approved","63","-","-"
"Asama Coldwater Manufacturing, Inc.","Automotive - Manufacturing","
Coldwater,  
(41.940611, -85.000721)","19","1998","Approved","164","-","-"
"Vitec, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","29","1999","Approved","128","-","-"
"EcoMotors International","Automotive - Manufacturing","
Allen Park,  
(42.256799, -83.213957)","421","2014","Approved","32","-","-"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","1997","Approved","150","-","-"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2008","Approved","125","-","-"
"Changan US Research and Development Center, Inc","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","726","2015","Approved","28","-","$591,081"
"Energetx Composites, LLC","Alt. Energy - Wind","
Holland,  
(42.751561, -86.096297)","553","2012.1","Approved","32","-","-"
"Gentex Corporation","Automotive - Manufacturing","
Zeeland,  
(42.807091, -86.018872)","193","2011","Approved","625","-","-"
"Chrysler Group LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","356","2009","Approved","45","-","-"
"United Solar Ovonic, LLC","Alt. Energy - Other","
Greenville,  
(34.850746, -82.398964)","312","2009","Approved","277","-","-"
"Tk Holdings Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","646","2011","Approved","7","-","$10,286,576"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","1998","Approved","207","-","-"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2011","Approved","-","106","$10,828,084"
"Flagstar Bank, Fsb","Financial Services","
Troy,  
(42.727684, -73.691059)","81","2009","Approved","1,156","-","-"
"Mobis North America, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","587","2014","Approved","198","-","$11,010,369"
"General Motors Subsystems Manufacturing LLC","Alt. Energy - Advanced Energy Storage","
Detroit,  
(42.332916, -83.047853)","521","2014","Did Not Qualify","-","94","-"
"Rlptechnologies, Inc.","Business Services","
Farmington Hills,  
(42.485645, -83.357869)","235","2004","Approved","16","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2014","Approved","549","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2007","Approved","456","-","-"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","2005","Approved","197","-","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2007","Approved","172","-","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","600","2014","Approved","324","-","-"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","1997","Approved","98","-","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2014","Approved","140","-","-"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2007","Approved","163","-","-"
"Testek Inc.","Defense/Military","
Wixom,  
(42.525703, -83.536093)","454","2010","Approved","6","-","$1,596"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","1999","Approved","291","-","-"
"Quicken Loans, Inc.","Business Services","
Troy,  
(42.727684, -73.691059)","231","2004","Approved","161","-","-"
"GE Aviation","Electronics","
Grand Rapids,  
(42.965446, -85.670209)","205","2007.2","Approved","119","-","-"
"ALTe","Alt. Energy - Advanced Energy Storage","
Auburn Hills,  
(42.672504, -83.225448)","622","2012","Approved","27","-","$127,177"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2009","Approved","39","-","-"
"Johnson Controls Interiors Manufacturing","Automotive - Manufacturing","
Romulus,  
(42.220519, -83.385307)","177","2005","Approved","400","-","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","83","2009.1","Approved","-","873","-"
"AT&T Inc. Michigan","Call Center","
Detroit,  
(42.332916, -83.047853)","279","2008","Approved","-","785","-"
"Mando America Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","464","2014","Approved","25","-","-"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","259","2011","Approved","60","-","-"
"ADCO Products","Chemicals","
Michigan Center,  
(42.233077, -84.326975)","625","2013.2","Approved","88","-","-"
"Consolidated Resource Imaging, LLC","Defense/Military","
Grand Rapids,  
(42.965446, -85.670209)","591","2011","Approved","17","-","$1,197,613"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","259","2012","Approved","59","-","-"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2010","Approved","66","-","$1,931,604"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2001","Approved","166","-","-"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2011","Approved","232","-","$1,741,701"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2013","Approved","365","-","-"
"Gemini Group, Inc.","Automotive - Manufacturing","
Bad Axe,  
(43.802035, -83.000495)","735","2014","Approved","187","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2003","Approved","600","-","-"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","2003","Approved","197","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2013","Approved","84","-","-"
"Molex, LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","7","2001","Approved","162","-","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2007.2","Approved","9","-","-"
"XALT Energy, LLC","Alt. Energy - Advanced Energy Storage","
Midland,  
(31.997433, -102.078043)","568","2013","Approved","89","-","-"
"Petri, Inc.","Automotive - Manufacturing","
Port Huron,  
(42.975041, -82.424522)","26","1998","Approved","124","-","-"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","1998","Approved","75","-","-"
"United Solar Ovonic, LLC","Alt. Energy - Other","
Greenville,  
(34.850746, -82.398964)","312","2008","Approved","171","-","$209,327,205"
"Energetx Composites, LLC","Alt. Energy - Wind","
Holland,  
(42.751561, -86.096297)","553","2012.2","Approved","53","-","-"
"Mobis North America, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","587","2012","Approved","197","-","$9,785,353"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2011","Approved","235","-","$20,536,828"
"Neapco Holdings, LLC","Automotive - Manufacturing","
Belleville,  
(38.512629, -89.984229)","392","2014","Approved","285","-","$26,744,825"
"Coca-Cola Refreshments","Food Processing","
Paw Paw,  
(39.532025, -78.455725)","68","2006","Approved","119","-","-"
"Hi-Lex Controls, Incorporated","Automotive - Manufacturing","
Hudson,  
(42.251775, -73.787882)","142","2003","Approved","113","-","-"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2013","Approved","293","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Wayne,  
(40.927178, -74.231046)","538","2011","Approved","-","8,224","$617,561,884"
"EcoMotors International","Automotive - Manufacturing","
Allen Park,  
(42.256799, -83.213957)","421","2011","Approved","21","-","$374,721"
"Yanfeng (USA) Automotive Trim Systems, Inc. - Harrison Twp.","Automotive - Manufacturing","
Harrison Township,  
(40.640704, -79.710807)","694","2013","Approved","189","-","$1,216,490"
"Paragon Metals, Inc.","Automotive - Manufacturing","
Quincy,  
(39.93553, -91.388754)","408","2012","Approved","94","-","$157,409"
"Global Futures & Forex, Ltd.","Financial Services","
Ada,  
(34.774512, -96.678643)","530","2010","Approved","18","-","-"
"Reino Linen Service of Michigan","Business Services","
Brownstown,  
(38.877686, -86.047127)","480","2010","Did Not Qualify","37","-","-"
"Hyundai-Kia America Technical Center, Inc.","Automotive - Manufacturing","
Superior Township,  
(42.303179, -83.603236)","213","2006","Approved","76","-","-"
"Alphi Manufacturing, Inc.","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","246","2007","Approved","60","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Wayne,  
(40.927178, -74.231046)","221","2007","Approved","-","789","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2013","Approved","80","-","$1,279,591"
"Caparo Vehicle Components, Inc.","Automotive - Manufacturing","
Novi,  
(42.466585, -83.474698)","608","2011","Approved","-","133","$131,402"
"Magna International of America, Mimco Inc.","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","766","2013","Approved","349","-","-"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2005","Approved","138","-","-"
"Dow Corning Corporation","Electronics","
Auburn,  
(47.307522, -122.22575)","216","2013","Approved","135","-","$30,651,792"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","2001","Approved","405","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2007","Approved","359","-","-"
"BorgWarner, Inc. - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","214","2007","Did Not Qualify","69","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","706","2015","Approved","-","40,200","$1,214,459,517"
"Federal-Mogul Products, Inc.","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","265","2012","Approved","-","1,437","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","129","2009","Approved","-","3,080","-"
"Advanced Integrated Tooling Solutions, LP","Aerospace","
Chesterfield Township,  
(42.674198, -82.780296)","616","2011","Approved","207","-","$5,107,259"
"Kostal of America, Inc.","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","358","2009","Approved","19","-","-"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2009","Approved","105","-","-"
"GE Aviation","Electronics","
Grand Rapids,  
(42.965446, -85.670209)","296","2005","Approved","12","-","-"
"Ralco Industries, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","558","2014","Approved","-","50","$2,572,012"
"JAC Products, Inc.","Automotive - Manufacturing","
Saline,  
(42.166685, -83.781318)","682","2011","Approved","68","-","$2,270,985"
"Coca-Cola Refreshments","Food Processing","
Paw Paw,  
(39.532025, -78.455725)","68","2003","Approved","121","-","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","476","2012.1","Approved","335","-","$107,109"
"Aeroflex","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","639","2012.1","Approved","26","-","$2,128,857"
"Hyundai-Kia America Technical Center, Inc.","Automotive - Manufacturing","
Superior Township,  
(42.303179, -83.603236)","213","2015","Approved","126","-","$33,414,546"
"Toyota Motor Engineering & Manufacturing, N.A. Inc","Automotive - Manufacturing","
Ann Arbor,  
(42.281419, -83.748478)","282","2009","Approved","231","-","$136,956,476"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2000.2","Approved","212","-","-"
"Kolbenschmidt Pierburg","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","370","2011","Approved","19","-","$588,189"
"Chrysler Group LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","356","2006","Approved","204","-","-"
"General Motors LLC","Automotive - Manufacturing","
Ypsilanti,  
(42.239806, -83.614543)","191","2007","Approved","-","850","-"
"ADCO Products","Chemicals","
Michigan Center,  
(42.233077, -84.326975)","625","2015.2","Approved","69","-","-"
"IAV Automotive Engineering, Inc.","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","372","2008","Approved","28","-","-"
"AT&T Inc. Michigan","Call Center","
Detroit,  
(42.332916, -83.047853)","279","2011","Approved","-","908","-"
"Chrysler LLC","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","273","2008.1","Approved","-","4,567","-"
"Global Futures & Forex, Ltd.","Financial Services","
Ada,  
(34.774512, -96.678643)","530","2011","Approved","20","-","-"
"Lear Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","181","2005","Approved","25","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2012","Approved","85","-","$4,451,071"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","203","2004","Approved","107","-","-"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","203","2008","Approved","178","-","-"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2003","Approved","92","-","-"
"General Motors LLC","Automotive - Manufacturing","
Ypsilanti,  
(42.239806, -83.614543)","191","2006","Approved","-","626","$250,000,000"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","2005","Approved","313","-","-"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","362","2008","Approved","-","880","$253,104,458"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2015","Approved","-","560","$34,713,712"
"Benteler Automotive Corporation","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","737","2015","Approved","378","-","$5,140,780"
"Magnesium Products of America, Inc.","Automotive - Manufacturing","
Eaton Rapids,  
(42.514738, -84.65645)","76","2001","Approved","91","-","-"
"Inteva Products, LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","670","2011","Approved","15","-","$3,056,266"
"North American Bancard, LLC","Financial Services","
Troy,  
(42.727684, -73.691059)","411","2009","Approved","53","-","$11,666,894"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2014","Approved","307","-","-"
"Chrysler Group LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","356","2007","Approved","219","-","-"
"Cobasys LLC","Alt. Energy - Other","
Orion Township,  
(42.76982, -83.283404)","241","2005.2","Approved","43","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","129","2005","Approved","-","2763","-"
"Benteler Automotive Corporation","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","737","2012","Approved","234","-","$427,974"
"Wolverine World Wide, Incorporated","Defense/Military","
Big Rapids,  
(43.702205, -85.48398)","571","2010","Approved","101","-","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2010","Approved","194","-","$1,992,875"
"Coca-Cola Refreshments","Food Processing","
Paw Paw,  
(39.532025, -78.455725)","68","2001","Approved","150","-","-"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","2002","Approved","247","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2002","Approved","400","-","-"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","1999","Approved","134","-","-"
"Gibbs Technologies, Limited","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","434","2013","Approved","62","-","$356,721"
"Ford Motor Company","Automotive - Manufacturing","
Wayne,  
(40.927178, -74.231046)","221","2005","Approved","-","6,692","$250,000,000"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","2002","Approved","475","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2006","Approved","-","1,961","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2007.2","Approved","136","-","-"
"Dow Corning Corporation","Electronics","
Auburn,  
(47.307522, -122.22575)","216","2010","Approved","35","-","$194,184"
"AT&T Inc. Michigan","Call Center","
Detroit,  
(42.332916, -83.047853)","279","2009","Approved","-","894","-"
"LG Chem Michigan, Inc.","Alt. Energy - Advanced Energy Storage","
Holland,  
(42.751561, -86.096297)","569","2015","Approved","169","-","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2007.1","Approved","127","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2005","Approved","-","1,961","-"
"Asama Coldwater Manufacturing, Inc.","Automotive - Manufacturing","
Coldwater,  
(41.940611, -85.000721)","19","2005","Approved","288","-","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2014.2","Approved","789","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2008","Approved","121","-","-"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2013","Approved","-","104","$50,119,768"
"Detroit Diesel Corporation","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","657","2012","Approved","-","1,522","$50,827,848"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2005","Did Not Qualify","-","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2003","Approved","400","-","-"
"Johnson Controls, Inc","Automotive - Manufacturing","
Rockwood,  
(44.168098, -87.705597)","89","2004","Approved","115","-","-"
"Inalfa Roof Systems","Automotive - Manufacturing","
Holly,  
(42.791893, -83.627648)","201","2006","Approved","133","-","-"
"Magna Electronics","Alt. Energy - Advanced Energy Storage","
Holly,  
(42.791893, -83.627648)","598","2014","Approved","50","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2004","Approved","-","1,961","$547,000,000"
"Paragon Metals, Inc.","Automotive - Manufacturing","
Quincy,  
(39.93553, -91.388754)","408","2013","Approved","122","-","$5,661,572"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","2003","Approved","247","-","-"
"Ventra Evart, LLC","Automotive - Manufacturing","
Evart,  
(43.900588, -85.259375)","354","2007","Did Not Qualify","-","424","-"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2012","Approved","-","706","$3,439,138"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","306","2007","Approved","117","-","-"
"General Motors LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","355","2008","Approved","-","120","-"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2011","Approved","-","677","$2,484,417"
"Toyoda Gosei North America Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","234","2005","Approved","8","-","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","83","2002","Approved","-","980","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","476","2013","Approved","347","-","-"
"MS Industries Inc.","Automotive - Manufacturing","
Fowlerville,  
(42.6022, -78.716904)","400","2011","Approved","74","-","$3,756,460"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","494","2013","Approved","475","-","$32,265,307"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","2001","Approved","247","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2015","Approved","549","-","-"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2013","Approved","131","-","$1,919,760"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2012","Approved","130","-","$1,919,760"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2010","Did Not Qualify","3","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2008","Approved","-","1,961","-"
"Johnson Controls Interiors Manufacturing","Automotive - Manufacturing","
Romulus,  
(42.220519, -83.385307)","177","2003","Approved","280","-","-"
"Pcb Load & Torque, Inc.","Electronics","
Farmington Hills,  
(42.485645, -83.357869)","554","2010","Approved","20","-","$1,164,673"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","1999","Approved","78","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","364","2011","Approved","-","896","-"
"Magnesium Products of America, Inc.","Automotive - Manufacturing","
Eaton Rapids,  
(42.514738, -84.65645)","76","2006","Approved","75","-","-"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2011","Approved","142","-","$51,437"
"International Automotive Components Group North America, Inc.","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","397","2010","Approved","-","1,708","-"
"Faurecia Interior Systems Usa-Fountain Inn, Inc","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","195","2005","Approved","159","-","-"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2014","Approved","292","-","$2,290,132"
"TRW Automotive Inc","Automotive - Manufacturing","
Livonia,  
(42.39709, -83.36961)","190","2009","Did Not Qualify","-","-","-"
"General Dynamics Land Systems","Defense/Military","
Sterling Heights,  
(42.58968, -83.011059)","407","2010","Approved","73","-","$13,020,021"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","259","2007","Approved","60","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2009","Did Not Qualify","-","-","-"
"Global Engine Manufacturing Alliance LLC","Automotive - Manufacturing","
Dundee,  
(41.957261, -83.659798)","200","2009","Approved","220","-","-"
"United Solar Ovonic Corporation","Alt. Energy - Other","
Auburn Hills,  
(42.672504, -83.225448)","288","2010","Approved","138","-","-"
"Mitsubishi Heavy Industries Climate Control, Inc.","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","225","2005","Approved","8","-","-"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2012","Approved","144","-","-"
"Detroit Chassis, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","69","2000","Approved","226","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2006","Approved","116","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2015","Approved","150","-","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2012","Approved","296","-","-"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2001","Approved","198","-","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2005","Approved","5","-","-"
