"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.81761786049158 10.966903567137006, -74.81759243763088 10.967005221854588, -74.81754038488985 10.967148733502388, -74.81748712371986 10.967257562400064, -74.81744596789902 10.967331709285672, -74.81739392006713 10.96738672029258, -74.81731524530035 10.967430966216854, -74.81724625476046 10.96744890167081, -74.81715063792176 10.967445308433227, -74.81701629145324 10.967418989837624, -74.81691462529584 10.967374733738565, -74.81670766360493 10.9672599102354, -74.81664230665244 10.967234791410325, -74.81659268357859 10.967219241121208))","0","CALLE 73C ENTRE CARRERA 15E Y CLL 73B","155","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81275387077837 10.967402771827924, -74.81270666474107 10.967439843062465, -74.81267519149002 10.96749963853756, -74.81257229549773 10.967730450366178, -74.81244397454792 10.9680641123884), (-74.8123713481218 10.968141844183279, -74.81232050893742 10.96820522608505, -74.8122587750237 10.968290134363533, -74.81221882694872 10.968379828026888, -74.81220550620509 10.968473111481137, -74.8121946024988 10.968615429228034, -74.8121582725693 10.968877340532762))","0","CALLE 71B ENTRE CARRERA 17 Y 21B","168","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81787695296137 10.969110674819108, -74.8179621720664 10.968919326751314, -74.81801253032334 10.96877772848418, -74.81808806918559 10.968536628165864, -74.81813261630161 10.968419905411832, -74.81821783234972 10.968278308956638, -74.81828755362885 10.968178809247904))","0","CALLE 74 ENTRE CARRERA 16 Y 21B","110","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81275387077837 10.967402771827924, -74.81289285457457 10.967455882002055, -74.81298967908073 10.96749607285825, -74.81310974342065 10.967519043562278, -74.81321818903233 10.967534359307557, -74.8133459995992 10.967557330455028, -74.81351641264847 10.967603266781847, -74.81374491930906 10.967691304530124, -74.81380301499611 10.967702789608872, -74.81388822224858 10.967716190022912))","0","CARRERA 17 ENTRE CALLE 71B Y 72C","157","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81304240162112 10.96817250822316, -74.81311019705885 10.967946716807573, -74.81318573682367 10.967745801757646, -74.8132322221558 10.967630993377872, -74.81327677293461 10.967487481955697, -74.81330970371228 10.967353537358061, -74.81333488300989 10.96729421976482, -74.81338717421536 10.967231076979996, -74.81343946889139 10.967118182490331, -74.81346465257084 10.966995718502087, -74.81347822139035 10.966810107331952, -74.8135208367224 10.966647460465333, -74.81356926149854 10.966486727513574, -74.81364092510636 10.966320255549995))","0","CALLE 72B ENTRE CARRERA 16 Y 18","75","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81347018705306 10.966920011007021, -74.81363071467935 10.966946934892558, -74.81397928685864 10.967032110308663, -74.81428332010796 10.967096233605178, -74.81457864023908 10.967142177529439, -74.81476164349698 10.967146973151255, -74.81490107310599 10.967172814683085, -74.81499305754613 10.967195782854382, -74.81515281957752 10.967242674354775))","0","CARRREA 16A ENTRE CALLE 72B Y 73A","185","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81303835611635 10.967505385752652, -74.81293479063115 10.967768507372924, -74.81278807028171 10.968137329299427))","0","CALLE 72A ENTRE CARRERA 17 Y 18","75","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81605839648151 10.964624148103757, -74.81586472063248 10.964993447159934, -74.8156729858745 10.965282378067624, -74.81545220283246 10.965569393524062))","0","CALLE 72C ENTRE CARRERA 15 Y 15E","75","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.82279177002994 10.966177902519217, -74.82287950877866 10.966455965212635, -74.82290673771864 10.966551642580583, -74.82290975920517 10.966665258354203, -74.82292488076732 10.966865581266882, -74.82295210701547 10.967033015885551, -74.82298841210803 10.967167562095408, -74.82308220959838 10.96727221157043, -74.82317600838759 10.967343972273769, -74.82337873582362 10.96747553459451))","0","DIAGONAL 75D ENTRE CARRERA 13E Y DG 77","163","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81375371672536 10.962698394912316, -74.81408774814865 10.9629591353679, -74.81422813718079 10.963085915839143, -74.81439272866947 10.963274887464497, -74.81454764300359 10.963384925372589, -74.81475580881921 10.96354041289675, -74.81483326438492 10.963621742766913, -74.81491555864926 10.963743735378351, -74.81496880651483 10.963844198942503, -74.8150002677341 10.963956620660975))","0","CARRERA 13 ENTRE CALLE 69 Y 71B","200","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81322752396841 10.960742110293891, -74.81300722684396 10.961018360507916))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81532077314114 10.962844303437347, -74.8155240832562 10.963228217459774, -74.8155773347011 10.963273667012572, -74.81561122298403 10.963286824595107))","0","CARRERA 12C ENTRE CALLE 70C Y 71","63","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81636287072799 10.962696068260835, -74.81607721689637 10.962983080392709, -74.81585571547262 10.9631780076446, -74.8156886849341 10.963268890023144, -74.81561122298403 10.963286824595107))","0","CALLE 71 ENTRE CARRERA 12C Y 12A","100","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81375371672536 10.962698394912316, -74.81364366174921 10.962808762577502, -74.81355102876145 10.962873857703961))","0","CALLE 69 ENTRE CARRERA 13 Y 14","29","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81331080794173 10.961429141911024, -74.81341837084194 10.961226402154267, -74.81345025407005 10.961179436153706, -74.81355438524183 10.961201962228616, -74.81362704096287 10.96115514684039, -74.81382934131096 10.96094696828096, -74.81420408615348 10.96048774662651, -74.81431302155545 10.960381553014107, -74.81462094841804 10.960032832657932, -74.81484753547859 10.959778826417706))","0","CALLE 68 ENTRE CARRERA 9L Y 12A","200","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81331080794173 10.961429141911024, -74.81350009750312 10.961488474252091, -74.81367437949153 10.961543500022493, -74.8138898122107 10.9616009203638, -74.81437635642143 10.961658358414711, -74.81450465021298 10.961658366783155))","0","CALLE 12A ENTRE CARRERA 68 Y 69A","80","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81688661400051 10.963174791454284, -74.81687557498405 10.963189333629948, -74.81687436066164 10.963257502970023, -74.81684652044015 10.96330414360221, -74.81677995133923 10.963324471004727, -74.81667223257567 10.963320876921241, -74.81651247096161 10.963298144489872, -74.81637086605653 10.963245514181143, -74.81631640308466 10.963218004013402))","0","CALLE 71A ENTRE CARRERA 12A Y BOLSILLO","130","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81743960565214 10.962850910254948, -74.81722873200367 10.96295681116131, -74.81707528762578 10.963033870904834, -74.8169009937703 10.963155848356463, -74.81688661400051 10.963174791454286))","0","CALLE 71A ENTRE CARRERA 12A Y 10","79","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81720927388851 10.958765914647516, -74.8173719250997 10.9590127688253, -74.81749391235967 10.959221350114777, -74.81750552332494 10.959362951811704, -74.81752682218038 10.959408877652482, -74.81761008772501 10.959475855700651, -74.81771658677933 10.959623203157985, -74.81785629520031 10.959827878163887, -74.81795815743988 10.959940197263869, -74.81816340169226 10.960207809887754))","0","CARRERA 9J2 ENTRE CALLE 69 Y 70C","184","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8173813274929 10.962515481620645, -74.81740455760303 10.9626575623185, -74.81748733077703 10.962885755038762, -74.81758898514343 10.963113948770685, -74.81765142816981 10.963287604795344, -74.81768191954174 10.963445472462276, -74.81771966882191 10.963676532937182, -74.81772257248576 10.963696625131341))","0","CALLE 73B ENTRE CARRERA 10 Y 13","85","TERMINADO","CUCHILLA DE VILLATE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80837580707512 10.946091937316199, -74.80837966173942 10.946300512339565, -74.80838351491005 10.946526309123408, -74.80836995003186 10.94664111972654, -74.80834670207693 10.946767410679819, -74.80835055622826 10.946981726281903, -74.80834858779599 10.947349123720189, -74.80835630162133 10.947714608444418, -74.80834274101451 10.94777966728065, -74.80832531039898 10.94781219579141, -74.80820330403327 10.94794804594095))","0","CALLE 52C ENTRE CARRERA 8 Y 8C","197","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80941182769075 10.94559067892603, -74.80926270901841 10.945774365542563, -74.8090922865974 10.945994407381317, -74.80898770933315 10.946126432244318, -74.80888700561248 10.946248889746334, -74.80880179784538 10.94631585616012, -74.80868367221025 10.946369425081421, -74.80838228216044 10.946454069716161))","0","CALLE 52D ENTRE CARRERA 6 Y CALLE 52C","1150","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80858309417201 10.945501192537522, -74.80866732420661 10.945542818892703, -74.80880092756767 10.945643290385492, -74.80895050087592 10.9458083447637, -74.80907684061341 10.94593608332406, -74.80920754197362 10.946009286603765, -74.80943118694397 10.94613129241888, -74.80953574873806 10.94618296621978, -74.8096984023869 10.94624038526466, -74.80975068391332 10.946259046388803))","0","CARRERA 7H ENTRE CALLE 52C Y DGNAL 54","148","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80869772499875 10.946678022723447, -74.80865849979163 10.946827274709609, -74.80859457349048 10.947112863564659, -74.8085655175849 10.947224802572217))","0","CALLE 52E ENTRE CARRERA 8A Y 8B","67","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80869772499874 10.946678022723447, -74.80858153825844 10.946700975298302, -74.80835611168908 10.94671629441684))","0","CARRERA 8A ENTRE CALLE 52C Y 52E","38","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81131021581221 10.947363770381374, -74.81139884419898 10.947398633466788, -74.81158764036464 10.947457966994417, -74.81172221791418 10.947503901690615))","0","CARRERA 5D ENTRE CALLE 55 Y 55A","40","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8116235054829 10.946914527360471, -74.81154604255374 10.946997760112644, -74.81147342017941 10.947086733794826, -74.81139208263882 10.94719197180292, -74.81134172955203 10.947273293007918, -74.81131021581221 10.947363770381374))","0","CALLE 55 ENTRE CARRERA 5C Y 5D","68","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81602252691899 10.944763088989404, -74.81619355687019 10.945043879631154, -74.81634603194615 10.945318958520707, -74.81648156661701 10.945546198102486, -74.81654691302289 10.945668189420164))","0","CARRERA 3G ENTRE CALLE 73C Y 55D","114","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81119723972905 10.950195719318454, -74.81111495426141 10.950028279295292, -74.81096974717568 10.949702968304594, -74.81088020261255 10.949506824723592, -74.8107374167615 10.94917912188707, -74.81070595756435 10.94908105109362, -74.81067450332316 10.94892079060407, -74.81062128524769 10.9484974181765, -74.81057289560479 10.948234304166435, -74.81050514451263 10.947937701874222, -74.81042770666572 10.94770089658956, -74.81035027413613 10.947399509672048))","0","TRASVERSAL 7 ENTRE CALLE 54C Y 55C","314","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81107634387867 10.948511804647346, -74.8111198927587 10.948777310117096, -74.81126265310925 10.949437488440811, -74.81139815227448 10.95010005803612, -74.81146107117536 10.950298591375887, -74.81154577288711 10.95052582925937))","0","TRASNVERSAL 6 ENTRE CALLE 55A Y 56","177","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81103035603873 10.948483098204825, -74.81084881248498 10.94853092252114, -74.81071083995178 10.948559614813025, -74.81056560827713 10.948557211630323, -74.810340499273 10.948552410200511, -74.8102122111287 10.948552400092051, -74.81003309241801 10.948545210154288))","0","CALLE 55A ENTRE  TRANSVERSAL 6 Y 8","106","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81003309241801 10.948545210154288, -74.80995803640185 10.948784395300144, -74.80992655811657 10.948923123638336, -74.80991686167971 10.949097732383144, -74.80992411701902 10.949174274122193, -74.80993621460989 10.94923646478054))","0","CARRERA 8C ENTRE CALLE 54 Y 55A","80","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80993621460988 10.949236464780583, -74.80996646437656 10.94932138004375, -74.81001365880414 10.949395533053586, -74.81011289211153 10.949503176945136, -74.81022906714048 10.94963713316449, -74.81033071960604 10.949763912463872))","0","8C ENTRE CALLE 55A Y 55A2","90","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81995499058924 10.943520531523856, -74.81975289736049 10.94315814723822, -74.81966455621695 10.943022999964539, -74.81953385873948 10.94284599214943))","0","TRASVERSAL 3B ENTRE CALLE 74 Y 74A","88","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8192289217812 10.941974364348544, -74.81916792012422 10.942084867681679, -74.81911562943972 10.942248471891535, -74.81910255349909 10.942353237003362, -74.81911852376855 10.942449392677311, -74.81911851981603 10.942526890638176, -74.81908220458504 10.94268331989567, -74.8190168401826 10.942904329324625))","0","CALLE 74 ENTRE CARRERA 2A Y 3C","100","TERMINADO","LA SIERRITA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80983060921164 10.937074559745955, -74.80974733148895 10.937252511391215, -74.80962919330085 10.937503174351694, -74.80955753489313 10.937663905105225))","0","CALLE 51B ENTRE CARRERA 2G Y 3","71,4","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81111267839239 10.934435901065848, -74.8113624574239 10.934539250601958))","0","CARRERA 1E ENTRE CALLE 51B Y 51B-1","33,6","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81115135795102 10.935042493261353, -74.81136241236679 10.935124791016953, -74.8115637856461 10.93520134731336, -74.81184261026885 10.935308525677222))","0","CARRERA 1G ENTRE CALLE 51B-1 Y 51C","75,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81184261026885 10.935308525677222, -74.8117825798609 10.935360186583758, -74.81173803971394 10.93541758921589, -74.81169737092374 10.935492213904366, -74.81163927213872 10.935605107907156, -74.81160591253622 10.935702550297988))","0","CALLE 51C CON CARRERA 1G (PARCHEO)","46,5","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81215623717068 10.936116058539282, -74.81197031487473 10.936559984091257))","0","CALLE 51E ENTRE CARRERAS 2 Y 2A","43,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81122470794244 10.938023779435117, -74.81110851106635 10.938222777784185, -74.81096520081273 10.938475352863053, -74.81089160863334 10.938609294348105))","0","CALLE 51E ENTRE CARRERAS 2G Y 3A","75,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81160245936873 10.935897875363757, -74.81215623717068 10.936116058539282, -74.8124989598602 10.93625577095015, -74.81280295664278 10.93638591259741, -74.81289409254316 10.936436329387028))","0","CARRERA 2 ENTRE CALLE 51c Y 52B","297,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80863651145134 10.94099719862179, -74.8086616821954 10.941022076627558, -74.80868975578078 10.941067046939473, -74.80872750854714 10.941143591304415, -74.80884173139074 10.941417235637969, -74.80888432159652 10.94153587804361, -74.80890077282669 10.941629642378848, -74.80889108546049 10.941693744823617, -74.80887946481153 10.941721490038965))","0","CARRERA 3F ENTRE CALLE 51C Y CARRERA 4","87,5","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81032250499507 10.936293878329932, -74.81056502206509 10.936421625451962, -74.81073202385654 10.93652353389627, -74.81089902395927 10.936648404615307, -74.81094549270175 10.936694332907884))","0","CARRERA 2B ENTRE CALLE 51B Y 51C","63,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80840654585946 10.94158666600726, -74.808618574803 10.941640262765286, -74.80879478103395 10.941690986088718, -74.80887946481151 10.941721490038965, -74.80900970957622 10.941804859008839, -74.80910361830894 10.941872797089534, -74.80922173201894 10.941938823601925, -74.80939890360175 10.942026860488028, -74.8096486847435 10.942174222572074, -74.80988491222602 10.942312015717409))","0","CARRERA 4 ENTRE CALLE 51C Y 52B","165,1","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81114941548924 10.94174188239971, -74.81092670431946 10.942091084621472, -74.81076499737681 10.942331220184467, -74.81050452646349 10.942671808283482))","0","CALLE 52C ENTRE CARRERA 3E Y 4","121,5","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.810471247749 10.94131998013677, -74.81070133016972 10.94146370347318, -74.81088706508471 10.941579724458512, -74.81114941548924 10.94174188239971, -74.81132690429331 10.941857849294204, -74.81143892640961 10.94192990058532))","0","CARRERA 3E ENTRE CALLE 52B Y 53","126,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81078636195417 10.942299493714952, -74.81081871860295 10.942320773847827, -74.81094354717152 10.942402870315142, -74.81112284544417 10.9425083868146))","0","CARRERA 3F ENTRE CALLE 52C Y 53","47,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81153409346828 10.938233242559463, -74.81130891947238 10.938499066671735, -74.81113533098164 10.938726071184158))","0","CALLE 51G ENTRE CARRERA 2G Y 3A","74,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81046704343599 10.942720060193201, -74.810159129998 10.943064471336564, -74.80986428908086 10.9433773099679, -74.80968854675682 10.943556689246188, -74.8094953741699 10.943766205095631, -74.80939079906757 10.943883878645929, -74.80923247961452 10.944112054081536, -74.80918309595054 10.944178066789808, -74.80908868265689 10.944343100926192))","0","CALLE 52C ENTRE CARRERA 4  Y 5B","236,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81059067028804 10.940937847948643, -74.81054225357917 10.941029693622093, -74.81052094771613 10.941101449336823, -74.81050448156235 10.941188513666967, -74.810471247749 10.94131998013677, -74.81044056411066 10.941400910500358))","0","CALLE 52B ENTRE CARRERA 3E Y 3D","53,0","TERMINADO","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.77160114773606 10.948449985723068, -74.77146837042785 10.94678160096945))","0","CALLE 12A ENTRE CARRERA 8 Y 7B","179","TERMINADO","PASADENA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.77081169894888 10.947282211500937, -74.77150513265497 10.947243530666054))","0","CARRERA 7C ENTRE CALLE 12 Y 12A","71,5","TERMINADO","PASADENA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.77693649713228 10.977104636125205, -74.77797732603895 10.977626266002707, -74.77867444498965 10.977956477225769, -74.77948775857502 10.978308234955646, -74.78024056255349 10.978616925466328, -74.78084088668751 10.97877250539687))","0","CARRERA 39 ENTRE CALLE 30 Y 37",,"TERMINADO","CENTR0","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81775684222238 10.960643976467756, -74.81800662937971 10.961041525299082, -74.81819687679413 10.961305602226732))","0","CARRERA 9K ENTRE CALLE 70C Y 73B","85","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.82462781715472 10.963795015066488, -74.82450981110833 10.963768102310626, -74.82420420607927 10.96369035526716, -74.82395306591549 10.963612609775875, -74.82362628123136 10.963513932226045, -74.82352037941004 10.963466090306746, -74.82340842665103 10.963400308815238, -74.82332067901703 10.963373396681188))","0","CARRERA 11 ENTRE CALLE 84B Y BOLSILLO","149","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81872948644778 10.95996950927474, -74.81932975948409 10.96079714010672))","0","CARRERA 9J1 ENTRE CALLE 70C Y 73C","114","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81920141638084 10.961774826749442, -74.81913921996154 10.96150059124638, -74.81910146948584 10.961276706641463, -74.8190521050373 10.960955231540202))","0","CALLE 73D ENTRE CALLE 73C Y CARRERA 10","88,2","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81932975948409 10.96079714010672, -74.8190521050373 10.960955231540202, -74.81880829007586 10.961068693767531, -74.81846532344291 10.961338385470793, -74.81831535533077 10.961436156841744, -74.8181196468375 10.961520630786527, -74.81802378546597 10.961596688393596, -74.81795169735673 10.961673242258097))","0","CALLE 73C ENTRE 9J1 Y 9J2","184","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81824292230593 10.960316310889004, -74.81860114637801 10.960859293041993, -74.81873911396102 10.961019558062977, -74.81880829007586 10.961068693767531))","0","CARRERA 9J2 ENTRE CALLE 70C Y 73C","104","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8191089668842 10.960497943223219, -74.81865743141732 10.9608738348905, -74.81855843883768 10.960949366368459, -74.81833867332185 10.96117574562603, -74.81819687679413 10.961305602226732, -74.81795169735673 10.961673242258097))","0","CALLE 73B ENTRE 9J1 Y 9J2","167,6","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81618308557341 10.960885499632859, -74.8159373694789 10.961241879417306))","0","DIAGONAL 69C ENTRE CARRERA 9L Y 10","43,9","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8246164844194 10.963363394703858, -74.82502799563186 10.963349056082935, -74.82527490302452 10.963317968697563, -74.82568641685201 10.963210344729825, -74.82602530989814 10.96313859687408, -74.8262673766208 10.963074021823495, -74.82636904484716 10.963038145857087, -74.82657964454158 10.96291377200382))","0","CARRERA 10 ENTRE CALLE 84B Y 85B","200","TERMINADO","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81695745919916 10.957158917421648, -74.81697681613372 10.957294061441242, -74.81700706336575 10.957471064502364, -74.81705062208773 10.957680359097662, -74.81708450204387 10.957827463478134, -74.81712080575079 10.957920750016612))","0","CARRERA 9J1 ENTRE CALLE 64B Y DG 68","84","TERMINADO","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.83112087503339 10.947973871007973, -74.83087712912894 10.948608468409676, -74.83072705295983 10.948873490466111))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.83117174955592 10.955616613664601, -74.83127631665899 10.955843367833795, -74.83135764706589 10.955986883258516, -74.83148980971228 10.95616053720788, -74.83155371264588 10.956238035690367))","0","CALLE 99A ENTRE CARRERA 9A Y 9B","81","TERMINADO","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81040996173871 10.960595648497343, -74.81094005826789 10.960865496999283, -74.81102139034856 10.96087985468322, -74.81152970630527 10.96109660010373, -74.81185357399539 10.961268841621573, -74.81241759859157 10.961648133161987))","0","CARRERA 13 ENTRE CALLE 64 Y 65C","227","TERMINADO","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81567423698344 10.959159990563585, -74.81592942007771 10.959603867394943))","0","CARRERA 9K1 ENTRE DIAGONAL 68 Y 69","55","TERMINADO","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80521674899578 10.949898180264702, -74.80465325869909 10.950713980357557))","0","CALLE 50 ENTRE CARRERA 9 Y 9D","77","TERMINADO","LOS CONTINENTES","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.80451513759155 10.952541299065988, -74.80422411434097 10.952900754682515))","0","CALLE 51 ENTRE CARRERA 10 Y 10B","50","TERMINADO","LOS CONTINENTES","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.82159839369339 10.960015754366903, -74.82158386097815 10.960225285044622, -74.82155480539964 10.960413287924297, -74.82151413082656 10.960599855165036, -74.82147636498617 10.960693138048363))","0","CALLE 77 ENTRE CARRERA 9J Y 9J1","83,4","TERMINADO","EVARISTO SOURDIS","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
