"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"331","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Segundo Año","Bucaramanga","Nueva eps","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 4 Occidental"
"332","2021","Colombia","22","Femenino","Bucaramanga","Víctima del conflicto","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Nueva eps","2","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","20","2","Comuna 14 Morrorico"
"333","2021","Colombia","22","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Floridablanca","Comparta","2","Tecnológica","Estudiante","18 a 28 años","jovenes","Sí","23","2",
"334","2021","Colombia","43","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Avanzar","6","Profesional","Empleado","29 a 59 años","adultez","No",,"6","Comuna 12 Cabecera del llano"
"335","2021","Colombia","26","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Coosalud","2","Profesional","Empleado","18 a 28 años","jovenes","No",,"2","Comuna 9 La Pedregosa"
"336","2021","Colombia","51","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Sanitas","3","Técnica","Independiente","29 a 59 años","adultez","Sí","23","3","Comuna 17 Mutis"
"337","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","SaludTotal","4","Media","Desempleado","13 a 17 años","adolescente","No",,"4","Comuna 6 La Concordia"
"338","2021","Colombia","48","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Famisanar","4","Tecnológica","Desempleado","29 a 59 años","adultez","No",,"4","Comuna 6 La Concordia"
"339","2021","Colombia","26","Masculino","Bucaramanga","Persona con discapacidad","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Técnica","Desempleado","18 a 28 años","jovenes","No",,"3","Comuna 10 Provenza"
"340","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Coosalud","2","Media","Estudiante","18 a 28 años","jovenes","Sí","39.3","2","Corregimiento 3"
"341","2021","Colombia","40","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SaludTotal","2","Tecnológica","Empleado","29 a 59 años","adultez","Sí","28.36","2","Comuna 17 Mutis"
"342","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Saludmia","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 12 Cabecera del llano"
"343","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","SURA","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 6 La Concordia"
"344","2021","Colombia","23","Femenino","Bucaramanga","Víctima del conflicto","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Sanitas","3","Técnica","Empleado","18 a 28 años","jovenes","Sí","5.98","3","Comuna 6 La Concordia"
"345","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero - Ballet quinto año","Bucaramanga","Salud mia","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","51","2","Comuna 11 Sur"
"346","2021","Venezuela","37","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","SURA","3","Básica","Empleado","29 a 59 años","adultez","No",,"3","Comuna 7 La Ciudadela"
"347","2021","Colombia","11","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Floridablanca","SURA","2","Básica","Estudiante","8 a 12 años","infancia","Sí","12","2",
"348","2021","Colombia","43","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","3","Media","Ama de casa","29 a 59 años","adultez","Sí","50","3","Comuna 6 La Concordia"
"349","2021","Colombia","10","Femenino","Girón","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Girón","Avanzar","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3",
"350","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero - Ballet quinto año","Bucaramanga","Nueva eps","2","Tecnológica","Desempleado","18 a 28 años","jovenes","No",,"2","Comuna 17 Mutis"
"351","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 6 La Concordia"
"352","2021","Venezuela","33","Femenino","Bucaramanga","Extranjero","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Sanitas","6","Media","Independiente","29 a 59 años","adultez","No",,"6","Comuna 12 Cabecera del llano"
"353","2021","Colombia","31","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Bucaramanga","Nueva eps","2","Media","Independiente","29 a 59 años","adultez","Sí","18.96","2","Comuna 15 Centro"
"354","2021","Colombia","23","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","coomeva","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 7 La Ciudadela"
"355","2021","Colombia","24","Femenino","Girón","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Girón","SaludTotal","4","Profesional","Estudiante","18 a 28 años","jovenes","No",,"4",
"356","2021","Colombia","24","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SaludTotal","2","Profesional","Desempleado","18 a 28 años","jovenes","No",,"2","Comuna 11 Sur"
"357","2021","Colombia","22","Femenino","Piedecuesta","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Piedecuesta","Nueva eps","3","Media","Estudiante","18 a 28 años","jovenes","Sí","38","3",
"358","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Famisanar","2","Primaria","Estudiante","8 a 12 años","infancia","No",,"2","Comuna 15 Centro"
"359","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Sanitas","4","Profesional","Empleado","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"360","2021","Colombia","22","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza Ballet Juvenil","Bucaramanga","Nueva eps","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"361","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Sanitas","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 13 Oriental"
"362","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza Ballet Juvenil","Bucaramanga","coomeva","2","Técnica","Independiente","18 a 28 años","jovenes","No",,"2","Comuna 11 Sur"
"363","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Bucaramanga","Sanitas","3","Maestría","Empleado","29 a 59 años","adultez","No",,"3","Comuna 5 García Rovira"
"364","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Segundo Año","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"365","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","Sí","48.6","3","Comuna 6 La Concordia"
"366","2021","Colombia","6","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Floridablanca","Avanzar","2","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"2",
"367","2021","Colombia","48","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Ecopetrol","4","Tecnológica","Ama de casa","29 a 59 años","adultez","No",,"4","Comuna 10 Provenza"
"368","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Bucaramanga","coomeva","3","Preescolar","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 17 Mutis"
"369","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","SaludTotal","2","Básica","Estudiante","8 a 12 años","infancia","Sí","35","2","Comuna 2 Nororiental"
"370","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Bucaramanga","coomeva","3","Preescolar","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 17 Mutis"
"371","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza urbana Juvenil","Bucaramanga","Avanzar","4","Media","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 13 Oriental"
"372","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Segundo Año","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","2","Profesional","Independiente","8 a 12 años","infancia","No",,"2","Comuna 8 Sur Occidente"
"373","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","SaludTotal","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"374","2021","Colombia","36","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","4","Tecnológica","Empleado","29 a 59 años","adultez","No",,"4","Comuna 6 La Concordia"
"375","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"376","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 6 La Concordia"
"377","2021","Colombia","6","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Iniciacion a la danza","Bucaramanga","SaludTotal","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 13 Oriental"
"378","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza urbana infantil","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"379","2021","Colombia","45","Masculino","Piedecuesta","Víctima del conflicto","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Piedecuesta","Nueva eps","3","Técnica","Independiente","29 a 59 años","adultez","Sí","27.61","3",
"380","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Famisanar","1","Primaria","Estudiante","8 a 12 años","infancia","No",,"1","Comuna 14 Morrorico"
"381","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Famisanar","4","Profesional","Empleado","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"382","2021","Colombia","20","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Floridablanca","SaludTotal","2","Media","Estudiante","18 a 28 años","jovenes","No",,"2",
"383","2021","Colombia","14","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza urbana Juvenil","Floridablanca","coomeva","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3",
"384","2021","Colombia","43","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","4","Profesional","Independiente","29 a 59 años","adultez","No",,"4","Comuna 3 San Francisco"
"385","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Asmed salud","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","21.7","3","Comuna 3 San Francisco"
"386","2021","Colombia","38","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Bucaramanga","SaludTotal","3","Profesional","Independiente","29 a 59 años","adultez","Sí","21.69","3","Comuna 13 Oriental"
"387","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","SURA","4","Media","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 15 Centro"
