"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2010-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Male","16551","1633","5183","3729","1155","3450","1401","6006","(40.4197463597, -76.7796056802)"
"2013-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Female","4874","160","2630","773","542","455","314","1311","(41.4281941606, -78.6494771322)"
"2015-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Female","1986","122","757","345","284","305","173","762","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Female","17945","1249","5521","3587","2059","3627","1902","7588","(40.4197463597, -76.7796056802)"
"2014-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Male","2097","242","1062","303","105","298","87","490","(41.2328627374, -77.6428376046)"
"2014-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Male","1083","191","468","232","78","75","39","192","(41.5135787577, -79.2378099483)"
"2015-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Male","4491","783","1590","791","470","625","232","1327","(41.6854690692, -80.1132108295)"
"2012-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Male","6599","700","3731","845","541","523","259","1323","(41.1313909115, -79.0010181419)"
"2011-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Female","17337","1248","6001","3256","2088","3185","1559","6832","(41.9941378702, -80.0407591036)"
"2016-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","25 to 34 Years","Male","3446","292","1186","747","286","705","230","1221","(41.0491208559, -76.4100217975)"
"2011-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","45 to 64 Years","Male","20292","3023","10671","2470","1404","1676","1048","4128","(39.919447803, -79.6518963464)"
"2012-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Male","32656","2165","9180","7470","2861","8067","2913","13841","(39.9165786652, -75.4062771212)"
"2015-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Female","5292","323","1784","1062","637","1050","436","2123","(40.9932503514, -80.3375411446)"
"2010-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","25 to 34 Years","Female","2336","226","937","490","254","298","131","683","(41.1313909115, -79.0010181419)"
"2012-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Male","7457","1147","2845","1453","646","1063","303","2012","(40.3675970024, -76.4618257486)"
"2011-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Female","6081","490","3360","890","424","552","365","1341","(40.4161050032, -77.9827661036)"
"2016-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Male","9125","1010","4776","1206","739","876","518","2133","(41.7911781401, -76.5182562384)"
"2014-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Female","18460","1063","9334","2976","1805","2108","1174","5087","(40.4855502384, -78.349076871)"
"2011-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Female","20127","2639","8823","3422","1519","2067","1657","5243","(39.9278619704, -77.7239884483)"
"2016-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","25 to 34 Years","Male","16510","1452","4950","2922","1339","4313","1534","7186","(40.167598388, -77.268662705)"
"2010-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Female","94277","4601","31466","17526","9490","17899","13295","40684","(40.335011331, -75.1129124111)"
"2015-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","35 to 44 Years","Male","8164","1145","3383","1405","627","1146","458","2231","(40.3675970024, -76.4618257486)"
"2016-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","35 to 44 Years","Female","860","86","325","156","108","101","84","293","(39.9248751086, -78.1148504535)"
"2015-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Female","5158","404","1637","947","674","1051","445","2170","(39.8720956503, -77.2222427076)"
"2013-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","45 to 64 Years","Male","16444","1767","6972","2769","1634","2041","1261","4936","(41.3445979226, -77.069424568)"
"2011-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Male","5312","757","2358","898","437","648","214","1299","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Male","5691","622","3241","637","313","653","225","1191","(39.8548039342, -80.2294381655)"
"2013-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","45 to 64 Years","Female","74012","3311","17683","11925","5839","22003","13251","41093","(39.9748705566, -75.7562649818)"
"2015-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Male","9325","419","3392","1744","1284","1826","660","3770","(40.6834924548, -80.3510735648)"
"2012-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","45 to 64 Years","Female","13580","961","6616","2271","1328","1548","856","3732","(40.9932503514, -80.3375411446)"
"2016-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16657","1186","7673","2595","1705","2153","1345","5203","(41.302377765, -80.2600941079)"
"2016-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Male","4644","509","2050","861","321","628","275","1224","(41.6854690692, -80.1132108295)"
"2016-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Male","12573","818","3294","1299","1355","3431","2376","7162","(40.9193135008, -77.8250011212)"
"2010-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Male","17823","2085","6425","3762","1581","3398","572","5551","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Female","11234","314","2096","1888","1435","3403","2098","6936","(40.9108318483, -79.9171177889)"
"2012-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Female","30975","4645","8372","6065","2744","6706","2443","11893","(40.0459079619, -76.2513876838)"
"2015-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Female","9426","838","4448","1349","1011","1103","677","2791","(41.7911781401, -76.5182562384)"
"2012-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Female","74291","2819","15939","13400","9080","19568","13485","42133","(40.4673554298, -79.9861984282)"
"2015-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Female","20381","1304","9811","3275","2294","2252","1445","5991","(40.4912749067, -78.7189417385)"
"2013-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Female","3099","258","1382","558","416","378","107","901","(40.0073753643, -78.4911647381)"
"2014-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Female","9509","314","1651","1733","1342","3177","1292","5811","(40.9108318483, -79.9171177889)"
"2014-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Female","4026","262","1246","760","607","886","265","1758","(41.0004290024, -78.4755834299)"
"2015-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Female","5396","416","2628","711","477","643","521","1641","(41.1927912877, -79.4248360769)"
"2014-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Female","20663","1415","9961","3309","2289","2329","1360","5978","(40.4912749067, -78.7189417385)"
"2016-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Male","7407","509","3228","1263","485","1447","475","2407","(40.4855502384, -78.349076871)"
"2014-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Male","12472","1353","6064","1905","763","1439","948","3150","(41.6854690692, -80.1132108295)"
"2012-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Female","6753","656","2535","1319","807","914","522","2243","(39.8720956503, -77.2222427076)"
"2014-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Male","21919","2616","6659","4072","1942","4806","1824","8572","(40.6146479416, -75.6009948118)"
"2011-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2875","270","1731","301","304","230","39","573","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Male","24763","1478","9800","4720","3075","3940","1750","8765","(40.6834924548, -80.3510735648)"
"2013-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Male","9448","511","3174","2019","1354","1875","515","3744","(40.6834924548, -80.3510735648)"
"2014-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Male","4857","622","2162","832","331","592","318","1241","(41.6854690692, -80.1132108295)"
"2013-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","35 to 44 Years","Female","2232","236","711","512","285","312","176","773","(41.2328627374, -77.6428376046)"
"2014-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Male","6148","721","2665","912","629","833","388","1850","(39.8720956503, -77.2222427076)"
"2014-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Male","2810","343","1475","491","164","231","106","501","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","35 to 44 Years","Female","8513","684","3331","1478","816","1426","778","3020","(40.3675970024, -76.4618257486)"
"2012-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Female","10448","1009","5396","1746","946","959","392","2297","(40.8150952555, -79.4731689893)"
"2010-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Male","28933","2730","10747","4692","3123","4580","3061","10764","(41.4391006428, -75.6121834524)"
"2012-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Female","80010","4710","27092","14209","6970","14723","12306","33999","(39.9165786652, -75.4062771212)"
"2012-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","45 to 64 Years","Female","835","76","453","93","65","111","37","213","(41.4388026531, -78.2091693241)"
"2012-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Female","27420","2965","8730","5117","3120","5146","2342","10608","(40.4193963513, -75.9307732705)"
"2016-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Male","15334","1052","4746","2466","1228","3668","2174","7070","(40.167598388, -77.268662705)"
"2011-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Male","9982","414","2221","1573","634","3054","2086","5774","(40.9193135008, -77.8250011212)"
"2014-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Female","215","8","47","72","41","39","8","88","(41.4388026531, -78.2091693241)"
"2012-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","25 to 34 Years","Male","16748","1285","6363","3485","1203","3304","1108","5615","(41.9941378702, -80.0407591036)"
"2013-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Male","17706","1153","9295","2764","1255","1870","1369","4494","(40.4855502384, -78.349076871)"
"2012-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Female","23518","2126","6071","4347","2868","5172","2934","10974","(40.6146479416, -75.6009948118)"
"2015-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Male","2966","292","1512","414","391","264","93","748","(40.0073753643, -78.4911647381)"
"2015-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Male","37560","2054","9806","7108","2730","9554","6308","18592","(40.335011331, -75.1129124111)"
"2014-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2676","155","1503","384","337","233","64","634","(41.1313909115, -79.0010181419)"
"2011-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","25 to 34 Years","Female","77592","3309","11972","13621","8613","25125","14952","48690","(40.4673554298, -79.9861984282)"
"2012-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","25 to 34 Years","Male","27587","2319","6514","4741","1723","8743","3547","14013","(39.9748705566, -75.7562649818)"
"2011-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Female","39162","3308","15919","6800","3647","5378","4110","13135","(40.4197463597, -76.7796056802)"
"2011-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Male","15810","1205","5110","2484","1294","3685","2032","7011","(40.167598388, -77.268662705)"
"2012-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","35 to 44 Years","Female","8487","635","3200","1575","757","1390","930","3077","(40.3675970024, -76.4618257486)"
"2016-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","35 to 44 Years","Female","7623","312","2168","1377","1509","1425","832","3766","(40.4912749067, -78.7189417385)"
"2014-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Male","10813","751","6038","1750","862","1058","354","2274","(40.8150952555, -79.4731689893)"
"2016-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","25 to 34 Years","Male","3292","343","1680","410","354","419","86","859","(41.7911781401, -76.5182562384)"
"2014-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","35 to 44 Years","Female","910","91","361","153","128","106","71","305","(39.9248751086, -78.1148504535)"
"2015-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","45 to 64 Years","Female","11683","778","5495","1713","970","1619","1108","3697","(40.6529549748, -79.0933349286)"
"2010-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","25 to 34 Years","Female","1903","187","588","395","231","388","114","733","(41.1927912877, -79.4248360769)"
"2014-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Female","6888","526","2281","1174","1174","1129","604","2907","(41.3445979226, -77.069424568)"
"2016-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Male","67741","8828","28497","9463","3944","10563","6446","20953","(40.0459079619, -76.2513876838)"
"2010-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","25 to 34 Years","Male","2339","399","1123","387","175","156","99","430","(40.6127492804, -77.6200308901)"
"2010-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Male","20484","2175","6387","4096","2027","4178","1621","7826","(40.6146479416, -75.6009948118)"
"2011-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Male","8561","450","2978","1341","595","1623","1574","3792","(40.9193135008, -77.8250011212)"
"2011-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","35 to 44 Years","Male","4363","218","2043","826","540","412","324","1276","(40.9193670081, -75.7110703866)"
"2010-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","45 to 64 Years","Male","31129","2291","10754","4992","2018","6138","4936","13092","(40.167598388, -77.268662705)"
"2014-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Female","16933","1113","4915","3346","1987","3422","2150","7559","(40.4197463597, -76.7796056802)"
"2016-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","25 to 34 Years","Male","8837","1021","3739","1604","844","1303","326","2473","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Male","7933","609","3227","1500","930","1352","315","2597","(40.4912749067, -78.7189417385)"
"2014-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Male","5880","685","2241","1005","545","1084","320","1949","(41.302377765, -80.2600941079)"
"2014-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","35 to 44 Years","Male","266","13","134","73","9","31","6","46","(41.4388026531, -78.2091693241)"
"2013-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Female","5355","586","2630","758","426","596","359","1381","(39.8548039342, -80.2294381655)"
"2012-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Male","21214","2075","8063","4628","2094","2900","1454","6448","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","25 to 34 Years","Male","7864","937","3721","1291","553","1181","181","1915","(39.919447803, -79.6518963464)"
"2013-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Male","16625","1844","6661","2865","1321","2748","1186","5255","(41.9941378702, -80.0407591036)"
"2011-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","45 to 64 Years","Female","9240","902","4313","1422","738","1085","780","2603","(41.0491208559, -76.4100217975)"
"2014-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","45 to 64 Years","Male","12598","1368","7074","1424","1106","1203","423","2732","(41.0004290024, -78.4755834299)"
"2015-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","35 to 44 Years","Male","963","87","556","142","72","85","21","178","(39.9248751086, -78.1148504535)"
"2011-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Female","1592","149","817","249","183","148","46","377","(40.5343300836, -77.405775001)"
"2013-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","45 to 64 Years","Male","16897","1180","6367","1642","1160","3030","3518","7708","(40.9193135008, -77.8250011212)"
"2013-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Male","19875","2654","9187","2928","1250","2356","1500","5106","(39.9278619704, -77.7239884483)"
"2015-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","35 to 44 Years","Male","3377","316","2024","497","157","281","102","540","(40.4161050032, -77.9827661036)"
"2013-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Female","45967","3915","18014","9339","5008","5836","3855","14699","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Male","1413","254","633","136","162","146","82","390","(40.5343300836, -77.405775001)"
"2016-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","45 to 64 Years","Male","11859","1005","5954","1479","1057","1158","1206","3421","(40.6529549748, -79.0933349286)"
"2016-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","35 to 44 Years","Male","5935","906","2870","1081","473","488","117","1078","(41.0004290024, -78.4755834299)"
"2011-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Male","8035","687","3325","1321","942","1343","417","2702","(40.4912749067, -78.7189417385)"
"2013-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","35 to 44 Years","Male","3113","320","1605","550","255","249","134","638","(41.810370736, -78.5712201998)"
"2015-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Female","14540","657","3836","2213","1363","3804","2667","7834","(40.167598388, -77.268662705)"
"2012-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Male","3804","483","1882","609","245","401","184","830","(41.7911781401, -76.5182562384)"
"2010-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","35 to 44 Years","Male","8846","1021","4331","1158","690","1251","395","2336","(40.3675970024, -76.4618257486)"
"2015-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Male","1827","114","831","280","255","240","107","602","(41.4281941606, -78.6494771322)"
"2016-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Female","15828","967","4489","2544","2006","3787","2035","7828","(41.9941378702, -80.0407591036)"
"2016-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7340","734","3143","1083","641","1368","371","2380","(40.4855502384, -78.349076871)"
"2016-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Female","25041","3108","6420","4354","3208","5103","2848","11159","(40.4193963513, -75.9307732705)"
"2011-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Female","190","0","93","45","34","12","6","52","(41.5135787577, -79.2378099483)"
"2011-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Male","1642","199","940","238","72","135","58","265","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","25 to 34 Years","Male","2545","299","1123","416","362","253","92","707","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Female","2482","159","950","405","436","375","157","968","(41.1313909115, -79.0010181419)"
"2010-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Male","9594","1363","4583","1558","735","996","359","2090","(40.9193670081, -75.7110703866)"
"2014-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","45 to 64 Years","Female","49623","4746","16445","9094","5233","8538","5567","19338","(40.6146479416, -75.6009948118)"
"2012-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Female","2008","163","639","408","230","457","111","798","(41.2328627374, -77.6428376046)"
"2014-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","35 to 44 Years","Female","4817","309","2034","831","780","625","238","1643","(41.0004290024, -78.4755834299)"
"2013-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Female","887","75","496","146","65","61","44","170","(41.5135787577, -79.2378099483)"
"2010-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Female","2059","121","793","441","216","376","112","704","(39.8548039342, -80.2294381655)"
"2013-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","45 to 64 Years","Male","18229","2077","8788","2360","1268","2159","1577","5004","(40.3675970024, -76.4618257486)"
"2010-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Male","35936","2935","13237","5565","2659","7127","4413","14199","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Female","10031","652","3824","2060","1352","1437","706","3495","(39.9278619704, -77.7239884483)"
"2011-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16687","1103","7468","3048","1663","2371","1034","5068","(41.302377765, -80.2600941079)"
"2011-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Female","2107","120","688","386","449","323","141","913","(40.4161050032, -77.9827661036)"
"2013-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Female","5635","339","1745","1384","544","1091","532","2167","(41.302377765, -80.2600941079)"
"2015-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Male","6958","664","3987","1052","458","471","326","1255","(40.4161050032, -77.9827661036)"
"2015-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","25 to 34 Years","Female","3267","330","1127","509","363","725","213","1301","(41.7911781401, -76.5182562384)"
"2013-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","35 to 44 Years","Female","2241","136","775","433","261","442","194","897","(41.1927912877, -79.4248360769)"
"2016-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Male","35151","2645","9748","7397","3018","9191","3152","15361","(39.9165786652, -75.4062771212)"
"2013-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Male","5181","403","1864","951","539","1177","247","1963","(40.9932503514, -80.3375411446)"
"2011-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Male","6346","857","3584","844","277","498","286","1061","(40.6127492804, -77.6200308901)"
"2015-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Female","16082","860","4801","2787","2090","3787","1757","7634","(41.9941378702, -80.0407591036)"
"2014-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Female","6600","802","3736","1038","404","406","214","1024","(40.6127492804, -77.6200308901)"
"2012-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Male","9885","629","3277","2009","1352","1904","714","3970","(40.6834924548, -80.3510735648)"
"2010-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Female","36821","1763","6799","4797","3010","13468","6984","23462","(39.9748705566, -75.7562649818)"
"2010-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","35 to 44 Years","Male","5085","558","2396","771","462","602","296","1360","(40.6529549748, -79.0933349286)"
"2013-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Female","3343","381","1896","441","232","215","178","625","(40.5343300836, -77.405775001)"
"2010-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Female","19901","2567","8950","3227","1547","1928","1682","5157","(39.9278619704, -77.7239884483)"
"2014-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","25 to 34 Years","Female","7182","719","2277","1304","1176","1288","418","2882","(39.919447803, -79.6518963464)"
"2015-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Female","74","10","35","9","6","12","2","20","(41.5135787577, -79.2378099483)"
"2015-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Female","2228","182","899","401","208","381","157","746","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","45 to 64 Years","Male","5049","493","2522","814","488","431","301","1220","(41.2328627374, -77.6428376046)"
"2016-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","25 to 34 Years","Male","1608","84","810","221","168","253","72","493","(41.4281941606, -78.6494771322)"
"2013-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Male","11782","582","3727","1694","1283","3101","1395","5779","(40.9108318483, -79.9171177889)"
