"the_geom","height"
"MULTIPOLYGON (((-111.88418555399994 40.776148911000064, -111.88399497299997 40.77615250000008, -111.88399511699998 40.776172178000024, -111.88397674699996 40.77617890500005, -111.88398438799999 40.77621330100004, -111.88399470299998 40.77621749700006, -111.88399511699998 40.776294300000075, -111.88397345799996 40.77633124100004, -111.88397365999998 40.77633324300007, -111.88377804299995 40.776333272000045, -111.88375611499998 40.77628655600006, -111.88375633399994 40.77610172100003, -111.88377797199996 40.77605176600008, -111.88396869599995 40.77604891100003, -111.88396829499999 40.77601801000003, -111.88421382499996 40.776018444000044, -111.88421556299994 40.77609765900007, -111.88418555399994 40.776148911000064)))","28.17"
"MULTIPOLYGON (((-111.88384335699999 40.77600915000005, -111.88372042499998 40.77600925400003, -111.88372020299994 40.77585945900006, -111.88383988199996 40.77585935700006, -111.88383951299996 40.77588209400005, -111.88387930099998 40.77588207500003, -111.88387930099998 40.775980838000066, -111.88384355099998 40.77598074400004, -111.88384335699999 40.77600915000005)))","16.53"
"MULTIPOLYGON (((-111.88382648299995 40.77573161300006, -111.88380620799995 40.775731307000065, -111.88380557599999 40.77565817000004, -111.88385140199995 40.77565746700003, -111.88383949899998 40.77563999200004, -111.88385470299994 40.775632759000075, -111.88385309199998 40.77558175200005, -111.88397841699998 40.77558175200005, -111.88401298899998 40.775597918000074, -111.88402530599996 40.77561371300004, -111.88403570999998 40.77563748400007, -111.88403277099997 40.775800884000034, -111.88401654399996 40.77583801000003, -111.88399864399997 40.77584963900006, -111.88397909799994 40.77585718200004, -111.88383064599998 40.77585791700005, -111.88382648299995 40.77573161300006)))","22.92"
"MULTIPOLYGON (((-111.88385332499996 40.77531558600003, -111.88371452099994 40.77531645100004, -111.88371452099994 40.77526328300007, -111.88402431599997 40.77526328300007, -111.88402431599997 40.775382615000076, -111.88393409899999 40.775382615000076, -111.88385332499996 40.77531558600003)))","17.93"
"MULTIPOLYGON (((-111.88375443499996 40.77501053900005, -111.88375207099995 40.774875836000035, -111.88372456999997 40.774875257000076, -111.88372456999997 40.77480626700003, -111.88392507399999 40.77480626700003, -111.88392641499996 40.77500989400005, -111.88375443499996 40.77501053900005)))","18.72"
"MULTIPOLYGON (((-111.88458342099995 40.77414654000006, -111.88458342099995 40.77431309900004, -111.88449289599998 40.77431351100006, -111.88449289599998 40.77414695200008, -111.88458342099995 40.77414654000006)))","14.01"
"MULTIPOLYGON (((-111.88540678199996 40.77306400700007, -111.88540128399995 40.77332581600007, -111.88494462299997 40.77332502100006, -111.88494262599994 40.77331004800004, -111.88476545599997 40.773307475000024, -111.88476023599998 40.77378307200007, -111.88432273399997 40.77377798500004, -111.88432303599996 40.77312003900005, -111.88409769399999 40.77311580400004, -111.88410041199997 40.77300654700008, -111.88470654699995 40.77301017900004, -111.88470659199999 40.773055801000055, -111.884906463 40.77305689800006, -111.88490775699995 40.77301561500008, -111.88540801199997 40.773014241000055, -111.88540678199996 40.77306400700007)))","28.27"
"MULTIPOLYGON (((-111.88423741499997 40.773856488000035, -111.88408849999996 40.77385562000006, -111.88408984099999 40.77372359100008, -111.88423875599995 40.77372359100008, -111.88423741499997 40.773856488000035)))","15.75"
"MULTIPOLYGON (((-111.883999369 40.77385039400008, -111.88372176099995 40.773849379000076, -111.88372245399995 40.77374069100006, -111.88400006299997 40.77374069100006, -111.883999369 40.77385039400008)))","16.67"
"MULTIPOLYGON (((-111.88374054099995 40.77373463500004, -111.88373986599998 40.773630007000065, -111.88401412099995 40.773628991000066, -111.88401479699996 40.77373361900004, -111.88374054099995 40.77373463500004)))","16.28"
"MULTIPOLYGON (((-111.88404383999995 40.773520991000055, -111.884043626 40.77357719500003, -111.88380557999994 40.77357668700006, -111.88380605799995 40.77344818900008, -111.88403105199995 40.77344818900008, -111.88402887399997 40.773520320000046, -111.88404383999995 40.773520991000055)))","20.42"
"MULTIPOLYGON (((-111.88398320299996 40.77323555800007, -111.88398273899998 40.77333331000006, -111.88392694999999 40.773332939000056, -111.88392757399998 40.773360816000036, -111.883761323 40.77336036100007, -111.88376199399994 40.77321969800005, -111.88384721099999 40.77321969800005, -111.88384782399999 40.773235948000035, -111.88398320299996 40.77323555800007)))","18.6"
"MULTIPOLYGON (((-111.88402247299996 40.77313654500006, -111.88398201599995 40.77313555100006, -111.88398385899995 40.773073785000065, -111.88394417299997 40.77307261100003, -111.88394221499999 40.77316074100003, -111.88373549599999 40.773157954000055, -111.88373705699996 40.773112282000056, -111.88379971199998 40.77311405600006, -111.88380134999994 40.77306981100003, -111.88373720699997 40.773068024000054, -111.88373935099997 40.77298448500006, -111.88402557599994 40.772987974000046, -111.88402247299996 40.77313654500006)))","15.61"
"MULTIPOLYGON (((-111.88421692999998 40.77226740300006, -111.88421803399996 40.77221150200006, -111.88441018699996 40.772212041000046, -111.88441072199998 40.772267947000046, -111.88421692999998 40.77226740300006)))","6.47"
"MULTIPOLYGON (((-111.88441018699996 40.772212041000046, -111.884597602 40.77221256800004, -111.88459649799995 40.77226846800005, -111.88441072199998 40.772267947000046, -111.88441018699996 40.772212041000046)))","8.21"
"MULTIPOLYGON (((-111.88228769499995 40.77530904400004, -111.88244832199996 40.77530455600004, -111.88245462999998 40.77545078700007, -111.88229400299997 40.77545527500007, -111.88228769499995 40.77530904400004)))","18.89"
"MULTIPOLYGON (((-111.88259013899994 40.77537931400008, -111.88249805299995 40.77537926300005, -111.88249869599997 40.77530079200005, -111.88264201799996 40.775300532000074, -111.88264153199998 40.77537204200007, -111.882670255 40.775430597000025, -111.88262213599995 40.77544505600008, -111.88259013899994 40.77537931400008)))","12.7"
"MULTIPOLYGON (((-111.88284575799997 40.77562682300004, -111.88284577499996 40.77530740900005, -111.88312805699996 40.775310545000025, -111.88312803999997 40.775629958000025, -111.88284575799997 40.77562682300004)))","14.05"
"MULTIPOLYGON (((-111.88335788399996 40.77544499500004, -111.88331835899999 40.77544405500004, -111.88331760499995 40.77546852200004, -111.88323861199996 40.77546654500003, -111.88323799299997 40.77549052100005, -111.88316686799999 40.775488953000036, -111.88316910499998 40.775400656000045, -111.88320484299999 40.775401715000044, -111.88320683299997 40.77530806300007, -111.88336084999997 40.77531029600004, -111.88335788399996 40.77544499500004)))","17.01"
"MULTIPOLYGON (((-111.88333779299995 40.775803505000056, -111.88333549099997 40.77587389800004, -111.88311787799995 40.77586746800006, -111.88312221799998 40.77572549900003, -111.88326096999998 40.775729381000076, -111.88325870699998 40.77580119400005, -111.88333779299995 40.775803505000056)))","14.35"
"MULTIPOLYGON (((-111.88314679199999 40.77490376500003, -111.88314850899997 40.77481352400008, -111.88338991199998 40.77481699800006, -111.88338819599994 40.774907238000026, -111.88314679199999 40.77490376500003)))","16.37"
"MULTIPOLYGON (((-111.88291627299998 40.774828487000036, -111.88301016099996 40.77482952000003, -111.88300850199994 40.77494958200003, -111.88291398599995 40.77494854100007, -111.88291627299998 40.774828487000036)))","19.45"
"MULTIPOLYGON (((-111.88301016099996 40.77482952000003, -111.88311425199998 40.77483066600007, -111.88311196599994 40.77495072100004, -111.88300850199994 40.77494958200003, -111.88301016099996 40.77482952000003)))","19.18"
"MULTIPOLYGON (((-111.88307537099996 40.77415391200003, -111.88322433099995 40.77415306000006, -111.88322273600001 40.774330752000026, -111.88307714099994 40.77433159000003, -111.88307537099996 40.77415391200003)))","22.13"
"MULTIPOLYGON (((-111.88322433099995 40.77415306000006, -111.88336304899997 40.774152267000034, -111.88336304899997 40.774329944000044, -111.88322273600001 40.774330752000026, -111.88322433099995 40.77415306000006)))","22.98"
"MULTIPOLYGON (((-111.88250012599998 40.77428259700008, -111.88236759799997 40.77428368000005, -111.88236759799997 40.77416072600005, -111.88250012599998 40.77416072600005, -111.88250012599998 40.77428259700008)))","14.46"
"MULTIPOLYGON (((-111.88226978099999 40.77443438500006, -111.88226923499997 40.77434718100005, -111.88249604199996 40.77434682000006, -111.88249658899997 40.774434023000026, -111.88226978099999 40.77443438500006)))","15.0"
"MULTIPOLYGON (((-111.88229381899998 40.77471574900005, -111.88226827199998 40.77471540700003, -111.88226919299996 40.77466686300005, -111.88228506799999 40.774667125000065, -111.88228684899997 40.774573804000056, -111.88244913799997 40.77457615900005, -111.88244780999997 40.77475037000005, -111.88229318499998 40.77474808800008, -111.88229381899998 40.77471574900005)))","12.4"
"MULTIPOLYGON (((-111.884173574 40.74411093500004, -111.88429221499996 40.74411093500004, -111.88429422699994 40.74427655300008, -111.88417558599997 40.744277381000074, -111.884173574 40.74411093500004)))","11.74"
"MULTIPOLYGON (((-111.88400659399997 40.74411952400004, -111.88412256499998 40.74412008000007, -111.88412122399997 40.74428061800006, -111.88400525299994 40.74428006200003, -111.88400659399997 40.74411952400004)))","10.68"
"MULTIPOLYGON (((-111.88389050999996 40.74413553000005, -111.88400052499998 40.74413582900007, -111.88399985399997 40.744277570000065, -111.88388983999994 40.744277271000044, -111.88389050999996 40.74413553000005)))","10.85"
"MULTIPOLYGON (((-111.88362836799996 40.74396462200008, -111.883712232 40.74396462200008, -111.883712232 40.744017144000054, -111.88370954999999 40.74408156800007, -111.88362568599997 40.74408045300004, -111.88362836799996 40.74396462200008)))","9.12"
"MULTIPOLYGON (((-111.88341245099997 40.74421203400004, -111.88330583299995 40.74421203400004, -111.88330583299995 40.74405454400005, -111.88341245099997 40.74405454400005, -111.88341245099997 40.74421203400004)))","18.67"
"MULTIPOLYGON (((-111.88325822399997 40.744286714000054, -111.88313886499998 40.744286714000054, -111.88313886499998 40.74414598900006, -111.88325822399997 40.74414598900006, -111.88325822399997 40.744286714000054)))","12.07"
"MULTIPOLYGON (((-111.88309192699995 40.74425470800003, -111.88295446299998 40.74425369200003, -111.88295515699997 40.744199836000064, -111.88309261999996 40.74420085200006, -111.88309192699995 40.74425470800003)))","5.47"
"MULTIPOLYGON (((-111.88288874899996 40.74277886200009, -111.88265941999998 40.74277937000005, -111.88265892999999 40.742651823000074, -111.88272803399998 40.74265217800007, -111.88272714599998 40.74267573000003, -111.88281834099996 40.74267623800006, -111.88281962199994 40.74265197500006, -111.88288874899996 40.742651823000074, -111.88288874899996 40.74277886200009)))","12.02"
"MULTIPOLYGON (((-111.88400166699995 40.74283735400007, -111.88389792999999 40.74283931900004, -111.88389323699994 40.74269706700005, -111.88399697299997 40.742695103000074, -111.88400166699995 40.74283735400007)))","16.2"
"MULTIPOLYGON (((-111.88414938699998 40.74283779500007, -111.88402871699998 40.74283660400005, -111.88403139999997 40.742680635000056, -111.88415206999997 40.742680635000056, -111.88414938699998 40.74283779500007)))","13.22"
"MULTIPOLYGON (((-111.88427220399996 40.74281442500006, -111.88427019299996 40.74294479000008, -111.88417889199997 40.74294397600005, -111.88418090299996 40.74281442500006, -111.88427220399996 40.74281442500006)))","18.28"
"MULTIPOLYGON (((-111.884439725 40.74268668000008, -111.88456110699997 40.742686399000036, -111.88456177699999 40.74285252800008, -111.884439725 40.742852810000045, -111.884439725 40.74268668000008)))","12.58"
"MULTIPOLYGON (((-111.88466776999996 40.74276323300006, -111.88466776999996 40.74285366400005, -111.88457652899996 40.74285405200004, -111.88457585899995 40.74276362100005, -111.88466776999996 40.74276323300006)))","9.1"
"MULTIPOLYGON (((-111.884825687 40.742925531000026, -111.88473075599997 40.742926702000034, -111.88472740399999 40.74277073400003, -111.88482233499997 40.742769562000035, -111.884825687 40.742852397000036, -111.884825687 40.742925531000026)))","9.86"
"MULTIPOLYGON (((-111.88315549499998 40.74227622400008, -111.88328361299995 40.742276005000065, -111.88328404399999 40.74242080600004, -111.88315549499998 40.742421025000056, -111.88315549499998 40.74227622400008)))","11.82"
"MULTIPOLYGON (((-111.88426501299995 40.742293939000035, -111.88416230699994 40.74229357400004, -111.88416302599995 40.74217721500003, -111.88426573299995 40.74217758000003, -111.88426501299995 40.742293939000035)))","9.88"
"MULTIPOLYGON (((-111.88457844599998 40.742262769000035, -111.88468105099997 40.742262769000035, -111.88468008699999 40.74241303000008, -111.88457844599998 40.74241265400008, -111.88457844599998 40.742262769000035)))","10.75"
"MULTIPOLYGON (((-111.88482249299996 40.74194668100006, -111.88473798899997 40.74194714500004, -111.88473604299998 40.74179370200005, -111.88482559899995 40.74179315200007, -111.88482529699996 40.741835362000074, -111.88486635099997 40.74183521100008, -111.88486599899994 40.741888817000074, -111.88482261399997 40.741889108000066, -111.88482249299996 40.74194668100006)))","10.22"
"MULTIPOLYGON (((-111.88181682899994 40.74421163400007, -111.88193548399995 40.74421163400007, -111.881936699 40.74432339800006, -111.88181682899994 40.744324138000025, -111.88181682899994 40.74421163400007)))","9.69"
"MULTIPOLYGON (((-111.88164533299994 40.74434400200005, -111.88164283899994 40.74419617700005, -111.88170653899999 40.74419556000004, -111.88170660899999 40.74427939100008, -111.88175395299999 40.74427785600005, -111.88175395299999 40.74434295000003, -111.88164533299994 40.74434400200005)))","10.91"
"MULTIPOLYGON (((-111.88158646499994 40.744356829000026, -111.88148457599999 40.74435521200007, -111.88148915799997 40.74418953600008, -111.88159104699997 40.74419115300003, -111.88158646499994 40.744356829000026)))","10.7"
"MULTIPOLYGON (((-111.88128737299996 40.74435254900004, -111.88118176399996 40.74434967700006, -111.88118819299996 40.744213960000025, -111.88129380099997 40.744216831000074, -111.88128737299996 40.74435254900004)))","10.21"
"MULTIPOLYGON (((-111.88110002499997 40.74421656200008, -111.88116906299996 40.74421651500007, -111.88116926899994 40.74438773300005, -111.88110002499997 40.74438778100006, -111.88110002499997 40.74421656200008)))","9.04"
