"occupation_code","title","level","employment","employment_rse","per_1_000_jobs","location","median_hourly_wage","mean_hourly_wage","annual_wage","mean_wage"
"47-4031","Fence Erectors","detail","240","0.359","0.168","1.03","16.28","15.90","33080","0.066"
"47-4041","Hazardous Materials Removal Workers","detail","350","0.375","0.243","0.8","19.89","21.04","43770","0.034"
"47-4051","Highway Maintenance Workers","detail","990","0.026","0.681","0.66","19.20","19.59","40740","0.006"
"47-4061","Rail-Track Laying and Maintenance Equipment Operators","detail","-8","-8","-8","-8","22.91","22.99","47820","0.033"
"47-4071","Septic Tank Servicers and Sewer Pipe Cleaners","detail","270","0.322","0.188","1","20.48","21.68","45090","0.033"
"47-4090","Miscellaneous Construction and Related Workers","broad","70","0.137","0.045","0.19","17.24","19.17","39870","0.057"
"47-5011","Derrick Operators, Oil and Gas","detail","-8","-8","-8","-8","21.51","22.05","45860","0.037"
"47-5012","Rotary Drill Operators, Oil and Gas","detail","310","0.476","0.215","1.73","27.97","27.26","56700","0.048"
"47-5013","Service Unit Operators, Oil, Gas, and Mining","detail","540","0.379","0.368","1.07","24.61","26.04","54160","0.037"
"47-5021","Earth Drillers, Except Oil and Gas","detail","340","0.364","0.235","1.86","20.76","22.20","46170","0.048"
"47-5031","Explosives Workers, Ordnance Handling Experts, and Blasters","detail","60","0.045","0.043","1.09","25.09","23.81","49530","0.041"
"47-5041","Continuous Mining Machine Operators","detail","890","0.062","0.613","6.03","-8","-8","-8","-8"
"47-5049","Mining Machine Operators, All Other","detail","150","0.432","0.101","4.47","23.31","23.61","49110","0.036"
"47-5051","Rock Splitters, Quarry","detail","-8","-8","-8","-8","18.84","18.62","38730","0.044"
"47-5071","Roustabouts, Oil and Gas","detail","400","0.221","0.276","0.73","19.94","22.61","47040","0.068"
"47-5081","Helpers--Extraction Workers","detail","120","0.377","0.083","0.75","12.33","14.20","29540","0.084"
"49-0000","Installation, Maintenance, and Repair Occupations","major","54980","0.022","37.765","0.97","21.61","22.82","47480","0.011"
"49-1011","First-Line Supervisors of Mechanics, Installers, and Repairers","detail","4280","0.045","2.943","0.9","30.57","31.68","65900","0.013"
"49-2011","Computer, Automated Teller, and Office Machine Repairers","detail","860","0.169","0.588","0.83","18.61","19.76","41100","0.05"
"49-2021","Radio, Cellular, and Tower Equipment Installers and Repairers","detail","-8","-8","-8","-8","31.82","30.79","64040","0.06"
"49-2022","Telecommunications Equipment Installers and Repairers, Except Line Installers","detail","1640","0.129","1.127","0.71","31.19","27.69","57590","0.039"
"49-2091","Avionics Technicians","detail","280","0.285","0.19","1.46","28.51","28.62","59530","0.03"
"49-2092","Electric Motor, Power Tool, and Related Repairers","detail","100","0.315","0.07","0.64","19.56","20.13","41880","0.053"
"49-2093","Electrical and Electronics Installers and Repairers, Transportation Equipment","detail","-8","-8","-8","-8","27.87","28.40","59070","0.042"
"49-2094","Electrical and Electronics Repairers, Commercial and Industrial Equipment","detail","880","0.129","0.603","1.47","28.51","28.08","58410","0.036"
"49-2095","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","detail","160","0.138","0.111","0.7","43.80","42.30","87980","0.018"
"49-2096","Electronic Equipment Installers and Repairers, Motor Vehicles","detail","-8","-8","-8","-8","15.57","17.87","37180","0.123"
"49-2097","Electronic Home Entertainment Equipment Installers and Repairers","detail","150","0.188","0.1","0.56","16.67","16.73","34790","0.044"
"49-2098","Security and Fire Alarm Systems Installers","detail","740","0.208","0.511","1.04","23.25","23.35","48570","0.023"
"49-3011","Aircraft Mechanics and Service Technicians","detail","2220","0.14","1.526","1.68","28.50","29.22","60770","0.034"
"49-3021","Automotive Body and Related Repairers","detail","1350","0.112","0.928","0.95","18.38","20.25","42120","0.035"
"49-3022","Automotive Glass Installers and Repairers","detail","-8","-8","-8","-8","13.07","13.67","28440","0.062"
"49-3023","Automotive Service Technicians and Mechanics","detail","6460","0.05","4.438","0.99","19.17","20.59","42840","0.023"
"49-3031","Bus and Truck Mechanics and Diesel Engine Specialists","detail","2600","0.077","1.786","0.98","22.86","23.25","48360","0.014"
"49-3041","Farm Equipment Mechanics and Service Technicians","detail","190","0.096","0.134","0.56","20.98","21.02","43720","0.051"
"49-3042","Mobile Heavy Equipment Mechanics, Except Engines","detail","1890","0.068","1.299","1.34","25.49","25.45","52930","0.016"
"49-3043","Rail Car Repairers","detail","340","0.336","0.236","1.38","17.49","20.15","41920","0.089"
"49-3051","Motorboat Mechanics and Service Technicians","detail","-8","-8","-8","-8","22.61","22.90","47640","0.054"
"49-3052","Motorcycle Mechanics","detail","170","0.433","0.117","1.12","17.65","18.40","38260","0.031"
"49-3053","Outdoor Power Equipment and Other Small Engine Mechanics","detail","160","0.231","0.109","0.5","17.37","17.21","35800","0.031"
"49-3091","Bicycle Repairers","detail","420","0.374","0.29","3.44","14.55","14.24","29620","0.088"
"49-3092","Recreational Vehicle Service Technicians","detail","270","0.30","0.185","1.72","16.07","17.10","35560","0.048"
"49-3093","Tire Repairers and Changers","detail","2020","0.12","1.389","1.8","12.43","13.80","28700","0.047"
"49-9011","Mechanical Door Repairers","detail","-8","-8","-8","-8","21.06","22.11","45980","0.04"
"49-9012","Control and Valve Installers and Repairers, Except Mechanical Door","detail","540","0.085","0.371","1.04","28.50","28.51","59310","0.03"
"49-9021","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","detail","3310","0.096","2.276","1.02","22.56","23.05","47950","0.026"
"49-9031","Home Appliance Repairers","detail","340","0.204","0.235","1.09","13.93","17.29","35970","0.093"
"49-9041","Industrial Machinery Mechanics","detail","3140","0.059","2.16","0.86","27.70","27.89","58000","0.014"
"49-9043","Maintenance Workers, Machinery","detail","880","0.066","0.606","1.09","25.11","26.14","54370","0.022"
"49-9044","Millwrights","detail","-8","-8","-8","-8","32.36","30.74","63940","0.059"
"49-9051","Electrical Power-Line Installers and Repairers","detail","1030","0.177","0.706","0.89","39.31","35.44","73720","0.028"
"49-9052","Telecommunications Line Installers and Repairers","detail","540","0.231","0.369","0.45","21.90","23.38","48620","0.027"
"49-9062","Medical Equipment Repairers","detail","740","0.15","0.508","1.59","21.83","24.87","51720","0.113"
"49-9063","Musical Instrument Repairers and Tuners","detail","-8","-8","-8","-8","15.00","17.79","36990","0.065"
"49-9064","Watch Repairers","detail","-8","-8","-8","-8","18.44","25.76","53580","0.088"
"49-9069","Precision Instrument and Equipment Repairers, All Other","detail","80","0.151","0.053","0.7","27.97","25.67","53400","0.043"
"49-9071","Maintenance and Repair Workers, General","detail","12360","0.039","8.49","0.89","18.05","18.92","39360","0.012"
"49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers","detail","230","0.386","0.155","0.68","17.30","17.23","35830","0.03"
"49-9094","Locksmiths and Safe Repairers","detail","270","0.365","0.183","1.56","21.62","21.41","44520","0.11"
"49-9096","Riggers","detail","120","0.393","0.081","0.56","28.99","28.65","59580","0.087"
"49-9098","Helpers--Installation, Maintenance, and Repair Workers","detail","1030","0.199","0.707","0.97","13.13","12.99","27020","0.019"
"49-9099","Installation, Maintenance, and Repair Workers, All Other","detail","1660","0.189","1.143","1.05","18.22","19.31","40160","0.032"
"51-0000","Production Occupations","major","94000","0.018","64.566","1.03","16.09","17.96","37350","0.009"
"51-1011","First-Line Supervisors of Production and Operating Workers","detail","5750","0.027","3.949","0.92","26.64","28.94","60190","0.012"
"51-2021","Coil Winders, Tapers, and Finishers","detail","40","0.425","0.029","0.34","15.86","15.92","33100","0.11"
"51-2028","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","detail","2660","0.068","1.825","0.96","16.20","17.01","35390","0.024"
"51-2041","Structural Metal Fabricators and Fitters","detail","1360","0.20","0.937","1.78","19.08","19.84","41270","0.019"
"51-2091","Fiberglass Laminators and Fabricators","detail","110","0.404","0.078","0.53","14.39","14.68","30530","0.056"
"51-2098","Assemblers and Fabricators, All Other, Including Team Assemblers","detail","12530","0.043","8.608","0.92","14.06","15.11","31420","0.021"
"51-3011","Bakers","detail","2240","0.074","1.536","1.23","13.80","14.50","30170","0.023"
"51-3021","Butchers and Meat Cutters","detail","1280","0.115","0.882","0.96","14.90","15.62","32480","0.052"
"51-3022","Meat, Poultry, and Fish Cutters and Trimmers","detail","540","0.46","0.372","0.34","12.92","13.30","27670","0.029"
"51-3023","Slaughterers and Meat Packers","detail","770","0.108","0.528","1.01","14.03","14.63","30430","0.04"
"51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","detail","280","0.105","0.191","1.32","15.66","15.86","32980","0.031"
"51-3092","Food Batchmakers","detail","2600","0.089","1.784","1.61","15.42","15.91","33100","0.028"
"51-3093","Food Cooking Machine Operators and Tenders","detail","200","0.173","0.135","0.61","17.22","17.03","35430","0.031"
"51-3099","Food Processing Workers, All Other","detail","230","0.438","0.156","0.53","12.32","12.88","26780","0.13"
"51-4011","Computer-Controlled Machine Tool Operators, Metal and Plastic","detail","1200","0.163","0.822","0.8","15.65","16.93","35220","0.033"
"51-4012","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","detail","220","0.068","0.153","0.93","19.06","22.81","47440","0.067"
"51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","detail","740","0.179","0.51","0.98","17.00","17.14","35640","0.023"
"51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","detail","130","0.22","0.091","0.49","19.31","19.79","41170","0.051"
"51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","detail","1240","0.089","0.855","0.66","16.91","17.26","35910","0.019"
"51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detail","370","0.173","0.256","0.52","14.92","16.60","34530","0.045"
"51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detail","120","0.22","0.084","0.41","19.36","22.66","47130","0.107"
"51-4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","detail","50","0.246","0.034","0.25","14.56","16.23","33760","0.04"
"51-4041","Machinists","detail","3470","0.064","2.382","0.9","23.74","23.72","49340","0.013"
"51-4051","Metal-Refining Furnace Operators and Tenders","detail","480","0.198","0.328","2.68","26.73","26.05","54190","0.038"
"51-4061","Model Makers, Metal and Plastic","detail","100","0.327","0.068","1.89","19.23","21.54","44810","0.048"
"51-4071","Foundry Mold and Coremakers","detail","320","0.252","0.221","2.05","16.91","17.47","36340","0.038"
"51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","detail","1700","0.058","1.167","1.03","17.55","18.98","39480","0.047"
"51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detail","2210","0.155","1.52","1.64","16.59","18.47","38420","0.046"
"51-4111","Tool and Die Makers","detail","260","0.131","0.177","0.35","26.86","26.69","55510","0.046"
"51-4121","Welders, Cutters, Solderers, and Brazers","detail","4580","0.076","3.149","1.17","19.69","21.74","45210","0.022"
"51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","detail","90","0.176","0.062","0.25","15.18","16.97","35300","0.04"
"51-4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","detail","90","0.124","0.063","0.46","16.37","17.17","35710","0.045"
"51-4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","detail","490","0.145","0.339","1.22","14.80","16.34","33990","0.044"
"51-4199","Metal Workers and Plastic Workers, All Other","detail","130","0.304","0.087","0.5","15.67","16.38","34070","0.04"
"51-5111","Prepress Technicians and Workers","detail","290","0.394","0.202","0.97","17.66","18.29","38050","0.036"
"51-5112","Printing Press Operators","detail","1590","0.071","1.093","0.91","15.89","17.09","35550","0.022"
"51-5113","Print Binding and Finishing Workers","detail","680","0.138","0.469","1.48","14.18","15.00","31200","0.033"
"51-6011","Laundry and Dry-Cleaning Workers","detail","1500","0.132","1.033","0.7","11.12","11.88","24720","0.044"
"51-6021","Pressers, Textile, Garment, and Related Materials","detail","300","0.238","0.208","0.79","11.09","11.35","23600","0.03"
"51-6031","Sewing Machine Operators","detail","1080","0.153","0.744","0.79","12.20","13.22","27500","0.032"
"51-6041","Shoe and Leather Workers and Repairers","detail","90","0.493","0.063","1.05","12.01","11.96","24880","0.048"
"51-6051","Sewers, Hand","detail","220","0.367","0.149","4.04","9.38","11.35","23600","0.107"
"51-6052","Tailors, Dressmakers, and Custom Sewers","detail","-8","-8","-8","-8","14.05","17.02","35400","0.051"
"51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders","detail","-8","-8","-8","-8","14.91","16.68","34700","0.031"
"51-6062","Textile Cutting Machine Setters, Operators, and Tenders","detail","50","0.102","0.035","0.38","13.25","14.09","29300","0.062"
"51-6092","Fabric and Apparel Patternmakers","detail","30","0.395","0.021","0.57","12.51","13.21","27480","0.032"
"51-6093","Upholsterers","detail","110","0.289","0.076","0.34","14.75","15.49","32220","0.035"
"51-7011","Cabinetmakers and Bench Carpenters","detail","1980","0.09","1.363","1.93","15.88","17.02","35410","0.025"
"51-7021","Furniture Finishers","detail","230","0.185","0.159","1.34","16.30","17.84","37110","0.029"
"51-7041","Sawing Machine Setters, Operators, and Tenders, Wood","detail","260","0.26","0.182","0.5","12.04","13.56","28200","0.082"
"51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","detail","810","0.166","0.555","1.02","14.87","14.98","31160","0.04"
"51-7099","Woodworkers, All Other","detail","30","0.161","0.023","0.55","22.43","20.46","42550","0.082"
"51-8012","Power Distributors and Dispatchers","detail","130","0.157","0.092","1.14","44.45","41.43","86170","0.048"
"51-8013","Power Plant Operators","detail","340","0.063","0.236","1.01","37.53","36.34","75590","0.019"
"51-8021","Stationary Engineers and Boiler Operators","detail","110","0.223","0.079","0.36","28.28","28.47","59220","0.047"
"51-8031","Water and Wastewater Treatment Plant and System Operators","detail","1290","0.048","0.886","1.04","22.19","22.34","46480","0.022"
"51-8091","Chemical Plant and System Operators","detail","270","0.41","0.188","0.96","28.08","27.64","57500","0.058"
"51-8092","Gas Plant Operators","detail","140","0.278","0.093","0.92","31.96","32.96","68550","0.034"
"51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers","detail","690","0.211","0.476","1.77","30.05","31.39","65300","0.063"
"51-8099","Plant and System Operators, All Other","detail","50","0.085","0.031","0.36","26.80","25.73","53520","0.046"
"51-9011","Chemical Equipment Operators and Tenders","detail","810","0.152","0.555","0.97","18.20","19.00","39520","0.032"
"51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detail","400","0.354","0.272","0.79","21.15","20.68","43010","0.032"
"51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","detail","350","0.082","0.242","1.1","22.19","21.89","45520","0.029"
"51-9022","Grinding and Polishing Workers, Hand","detail","440","0.131","0.304","1.46","14.15","14.78","30750","0.025"
"51-9023","Mixing and Blending Machine Setters, Operators, and Tenders","detail","1970","0.07","1.353","1.52","18.04","19.02","39570","0.023"
"51-9031","Cutters and Trimmers, Hand","detail","100","0.335","0.068","0.94","14.42","17.31","36000","0.065"
"51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders","detail","740","0.12","0.506","1.2","15.15","15.19","31600","0.032"
"51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","detail","730","0.121","0.499","0.99","18.02","18.37","38210","0.035"
"51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","detail","110","0.162","0.075","0.61","22.02","23.73","49360","0.066"
"51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers","detail","6470","0.039","4.443","1.15","17.41","18.97","39450","0.028"
"51-9071","Jewelers and Precious Stone and Metal Workers","detail","390","0.332","0.266","1.49","17.61","17.74","36900","0.038"
"51-9081","Dental Laboratory Technicians","detail","820","0.129","0.562","2.36","19.60","22.97","47780","0.036"
"51-9082","Medical Appliance Technicians","detail","620","0.273","0.426","4.2","16.36","16.75","34840","0.076"
"51-9083","Ophthalmic Laboratory Technicians","detail","470","0.34","0.321","1.66","12.20","13.74","28570","0.078"
"51-9111","Packaging and Filling Machine Operators and Tenders","detail","4790","0.07","3.291","1.2","14.27","15.09","31390","0.017"
"51-9121","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","detail","840","0.159","0.578","0.95","15.29","16.50","34320","0.026"
"51-9122","Painters, Transportation Equipment","detail","330","0.227","0.228","0.59","19.69","21.28","44270","0.054"
"51-9123","Painting, Coating, and Decorating Workers","detail","90","0.353","0.062","0.74","16.34","17.23","35850","0.038"
"51-9151","Photographic Process Workers and Processing Machine Operators","detail","150","0.258","0.103","0.9","13.54","15.11","31440","0.041"
"51-9191","Adhesive Bonding Machine Operators and Tenders","detail","150","0.025","0.103","0.91","14.95","16.24","33770","0.052"
"51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","detail","190","0.102","0.13","1.06","18.91","18.53","38540","0.024"
"51-9193","Cooling and Freezing Equipment Operators and Tenders","detail","50","0.00","0.033","0.55","14.68","16.61","34550","0.031"
"51-9194","Etchers and Engravers","detail","130","0.241","0.09","1.52","14.50","15.49","32210","0.053"
"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","detail","840","0.193","0.576","1.96","15.64","17.37","36120","0.031"
"51-9196","Paper Goods Machine Setters, Operators, and Tenders","detail","570","0.28","0.393","0.58","17.28","17.73","36880","0.06"
"51-9198","Helpers--Production Workers","detail","6130","0.059","4.211","1.74","11.42","12.06","25080","0.01"
"51-9199","Production Workers, All Other","detail","2520","0.095","1.733","1.09","13.30","14.49","30150","0.024"
"53-0000","Transportation and Material Moving Occupations","major","95240","0.02","65.417","0.92","16.12","18.11","37660","0.016"
"53-1011","Aircraft Cargo Handling Supervisors","detail","-8","-8","-8","-8","17.78","21.95","45650","0.078"
"53-1048","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","detail","3150","0.04","2.164","0.76","24.44","25.39","52810","0.015"
"53-2011","Airline Pilots, Copilots, and Flight Engineers","detail","-8","-8","-8","-8","-4","-4","104230","0.047"
"53-2012","Commercial Pilots","detail","310","0.256","0.214","0.82","-4","-4","77550","0.042"
"53-2021","Air Traffic Controllers","detail","370","0.018","0.256","1.65","60.38","56.93","118410","0.03"
"53-2022","Airfield Operations Specialists","detail","150","0.245","0.101","1.47","23.59","23.52","48910","0.038"
"53-2031","Flight Attendants","detail","-8","-8","-8","-8","-4","-4","48250","0.042"
"53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","detail","60","0.002","0.044","0.42","13.76","13.71","28510","0.032"
"53-3021","Bus Drivers, Transit and Intercity","detail","940","0.078","0.644","0.54","17.24","17.43","36240","0.032"
"53-3022","Bus Drivers, School or Special Client","detail","2480","0.08","1.703","0.49","19.46","19.14","39800","0.018"
"53-3031","Driver/Sales Workers","detail","3180","0.164","2.185","0.76","11.81","13.20","27450","0.049"
"53-3032","Heavy and Tractor-Trailer Truck Drivers","detail","24760","0.044","17.004","1.37","21.07","21.92","45600","0.02"
"53-3033","Light Truck or Delivery Services Drivers","detail","8190","0.062","5.628","0.89","15.88","17.22","35810","0.036"
"53-3041","Taxi Drivers and Chauffeurs","detail","1780","0.13","1.221","0.85","12.39","12.69","26400","0.037"
"53-3099","Motor Vehicle Operators, All Other","detail","180","0.269","0.125","0.32","19.31","18.50","38490","0.036"
"53-4011","Locomotive Engineers","detail","-8","-8","-8","-8","26.91","27.54","57290","0.069"
"53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers","detail","60","0.447","0.039","1","22.02","21.34","44380","0.031"
"53-4021","Railroad Brake, Signal, and Switch Operators","detail","-8","-8","-8","-8","23.95","23.69","49270","0.045"
"53-4031","Railroad Conductors and Yardmasters","detail","-8","-8","-8","-8","27.89","28.58","59440","0.028"
"53-6021","Parking Lot Attendants","detail","810","0.111","0.559","0.55","11.22","11.73","24390","0.02"
"53-6031","Automotive and Watercraft Service Attendants","detail","1980","0.117","1.358","1.73","11.69","12.80","26630","0.035"
"53-6041","Traffic Technicians","detail","40","0.047","0.03","0.6","23.16","22.68","47170","0.022"
"53-6051","Transportation Inspectors","detail","400","0.295","0.272","1.31","19.32","26.62","55360","0.097"
"53-6061","Transportation Attendants, Except Flight Attendants","detail","710","0.064","0.487","2.77","12.14","13.00","27040","0.028"
"53-6099","Transportation Workers, All Other","detail","100","0.196","0.069","0.27","24.43","21.89","45530","0.086"
"53-7011","Conveyor Operators and Tenders","detail","120","0.149","0.081","0.5","21.57","21.59","44900","0.046"
"53-7021","Crane and Tower Operators","detail","290","0.243","0.202","0.66","24.60","23.40","48670","0.068"
"53-7032","Excavating and Loading Machine and Dragline Operators","detail","600","0.198","0.415","1.3","21.27","22.68","47180","0.039"
"53-7041","Hoist and Winch Operators","detail","40","0.325","0.028","1.29","27.72","25.65","53350","0.093"
"53-7051","Industrial Truck and Tractor Operators","detail","4380","0.062","3.006","0.72","16.26","17.24","35850","0.018"
"53-7061","Cleaners of Vehicles and Equipment","detail","4220","0.084","2.898","1.11","11.01","11.72","24380","0.026"
"53-7062","Laborers and Freight, Stock, and Material Movers, Hand","detail","23690","0.088","16.271","0.81","13.70","14.64","30450","0.011"
"53-7063","Machine Feeders and Offbearers","detail","300","0.309","0.203","0.44","14.19","14.14","29420","0.031"
"53-7064","Packers and Packagers, Hand","detail","6850","0.08","4.705","1.03","11.76","12.23","25440","0.017"
"53-7071","Gas Compressor and Gas Pumping Station Operators","detail","60","0.257","0.038","1.59","31.84","28.90","60120","0.077"
"53-7072","Pump Operators, Except Wellhead Pumpers","detail","40","0.308","0.025","0.33","25.56","25.51","53060","0.046"
"53-7073","Wellhead Pumpers","detail","170","0.203","0.113","1.24","28.95","28.85","60010","0.042"
"53-7081","Refuse and Recyclable Material Collectors","detail","860","0.109","0.591","0.72","18.80","18.73","38970","0.021"
"53-7199","Material Moving Workers, All Other","detail","50","0.149","0.031","0.17","19.61","19.98","41550","0.10"
