"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"NOT AVAILABLE","USA","SALT LAKE","49035","208016","40.5587484160001","3","-112.082207488","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207970","56275","IMAGERY","2018-02-21T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-21T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08220748799994 40.55874841600008)"
"OREM","USA","UTAH","49049","205468","40.312300758","3","-111.72437253","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205468","53763","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-29T00:00:00.000Z","IMAGERY","84057","POINT (-111.72437252999998 40.312300758000056)"
"NOT AVAILABLE","USA","IRON","49021","206641","37.708960231","1","-113.653685596","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206641","54905","IMAGERY","2016-10-10T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-10-10T00:00:00.000Z","IMAGERY","84714","POINT (-113.65368559599995 37.70896023100004)"
"TOQUERVILLE","USA","WASHINGTON","49053","201844","37.217386462","4","-113.28175024","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201844","50220","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84774","POINT (-113.28175023999995 37.21738646200003)"
"BEAVER","USA","BEAVER","49001","206484","38.282598712","2","-112.639420917","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206484","54754","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84713","POINT (-112.63942091699994 38.28259871200004)"
"HATCH","USA","GARFIELD","49017","206654","37.663629541","4","-112.427171486","Y","138","Y","23","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","HATCH DISTRIBUTION","54918","IMAGERY","2019-03-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-03-27T00:00:00.000Z","IMAGERY","84735","POINT (-112.42717148599996 37.663629541000034)"
"LOGAN","USA","CACHE","49005","206400","41.764784052","3","-111.85534606","Y","230","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206400","54671","IMAGERY","2015-09-28T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-28T00:00:00.000Z","IMAGERY","84321","POINT (-111.85534605999999 41.76478405200004)"
"NOT AVAILABLE","USA","GRAND","49019","205450","38.523052783","1","-109.660888175","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MOAB SALT","53745","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84532","POINT (-109.66088817499997 38.52305278300002)"
"NOT AVAILABLE","USA","CARBON","49007","206742","39.7212073680001","1","-111.158485308","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206742","55005","IMAGERY","2017-01-09T00:00:00.000Z","UT","IN SERVICE","TAP","2017-01-09T00:00:00.000Z","IMAGERY","84526","POINT (-111.15848530799998 39.72120736800007)"
"WEST JORDAN","USA","SALT LAKE","49035","201757","40.5879177580001","3","-111.934010069","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP201757","50139","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","TAP","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84088","POINT (-111.93401006899997 40.587917758000046)"
"SOUTH WEBER","USA","DAVIS","49011","206360","41.13257349","2","-111.961113164","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206360","54632","IMAGERY","2015-09-19T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-19T00:00:00.000Z","IMAGERY","84405","POINT (-111.961113164 41.13257349000003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","206213","40.7137963910001","2","-112.121226961","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206213","54493","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-14T00:00:00.000Z","IMAGERY","84044","POINT (-112.12122696099998 40.713796391000066)"
"ROY","USA","WEBER","49057","206401","41.154495292","3","-112.046183156","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206401","54672","IMAGERY","2015-09-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-29T00:00:00.000Z","IMAGERY","84067","POINT (-112.04618315599998 41.15449529200003)"
"MINERSVILLE","USA","BEAVER","49001","208988","38.4230015540001","1","-113.073810224","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208892","57243","IMAGERY","2018-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-05-02T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.07381022399994 38.42300155400005)"
"SALEM","USA","UTAH","49049","201646","40.0770687720001","1","-111.685922098","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","ARROWHEAD","50029","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84653","POINT (-111.68592209799998 40.07706877200007)"
"NOT AVAILABLE","USA","CARBON","49007","205452","39.5829980450001","2","-110.727903342","Y","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","COAL CREEK","53747","Company Map","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84501","POINT (-110.72790334199999 39.58299804500005)"
"HELPER","USA","CARBON","49007","202819","39.7026664270001","9","-110.870179537","Y","138","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202819","51161","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84526","POINT (-110.87017953699996 39.702666427000054)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201738","40.73410281","2","-111.96897497","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","RIDGELAND","50121","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84104","POINT (-111.96897496999998 40.734102810000024)"
"ROOSEVELT","USA","DUCHESNE","49013","208958","40.3360325680001","3","-110.022984208","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208862","57213","IMAGERY","2018-04-16T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.02298420799997 40.33603256800005)"
"SANTA CLARA","USA","WASHINGTON","49053","206637","37.1308775160001","1","-113.639664371","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206637","54901","IMAGERY","2016-10-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-10-05T00:00:00.000Z","IMAGERY","84765","POINT (-113.63966437099998 37.130877516000055)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206711","40.8032216930001","3","-111.927807074","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206711","54974","IMAGERY","2016-12-05T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-05T00:00:00.000Z","IMAGERY","84116","POINT (-111.92780707399999 40.803221693000054)"
"NOT AVAILABLE","USA","WASATCH","49051","205951","40.4001121090001","3","-111.537343618","Y","138","Y","14.4","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MIDWAY","54237","Company Map","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY/OTHER","84604","POINT (-111.53734361799997 40.40011210900007)"
"NOT AVAILABLE","USA","MILLARD","49027","201321","39.5013111260001","7","-112.580690036","N","500","N","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","INTERMOUNTAIN","49708","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84624","POINT (-112.58069003599996 39.50131112600007)"
"ST GEORGE","USA","WASHINGTON","49053","206627","37.0520465450001","2","-113.586511237","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206627","54891","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84790","POINT (-113.58651123699997 37.052046545000046)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208045","40.6643352300001","3","-112.071834042","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207999","56304","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.07183404199998 40.664335230000056)"
"LEHI","USA","UTAH","49049","201654","40.3924661190001","2","-111.858891745","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","GLEN CARTER","50037","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84043","POINT (-111.85889174500001 40.392466119000055)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208097","40.558426653","3","-112.093132398","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208048","56354","IMAGERY","2018-03-31T00:00:00.000Z","UT","IN SERVICE","TAP","2018-03-31T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.09313239799998 40.55842665300002)"
"WEST HAVEN","USA","WEBER","49057","206116","41.1905988840001","3","-112.056995295","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206116","54397","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-14T00:00:00.000Z","IMAGERY","84401","POINT (-112.05699529499996 41.19059888400005)"
"NOT AVAILABLE","USA","RICH","49033","205657","41.2176386570001","0","-111.189797697","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205657","53948","IMAGERY","2015-07-15T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-07-15T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.18979769699996 41.21763865700006)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205447","38.300159691","2","-109.317240538","N","69","N","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","RATTLESNAKE","53742","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84530","POINT (-109.31724053799996 38.300159691000026)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205433","37.132228459","1","-109.882814855","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MEXICAN HAT","53728","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84531","POINT (-109.88281485499999 37.13222845900002)"
"SOUTH WEBER","USA","DAVIS","49011","206359","41.1464681260001","2","-111.964143092","Y","230","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206359","54631","IMAGERY","2015-09-19T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-19T00:00:00.000Z","IMAGERY","84405","POINT (-111.96414309199999 41.14646812600005)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208057","40.653445375","1","-112.05981997","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208011","56316","IMAGERY","2018-03-01T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-03-01T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.05981996999998 40.65344537500004)"
"NOT AVAILABLE","USA","SANPETE","49039","207943","39.54735155","1","-111.465624673","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MT.PLEASANT","56202","IMAGERY","2018-01-08T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-01-08T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.46562467300001 39.54735155000003)"
"NOT AVAILABLE","USA","CARBON","49007","207952","39.63761463","3","-110.733047815","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207906","56211","IMAGERY","2018-01-29T00:00:00.000Z","UT","IN SERVICE","TAP","2018-01-29T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.73304781499996 39.63761463000003)"
"ST GEORGE","USA","WASHINGTON","49053","206607","37.09743489","3","-113.541817703","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206607","54873","IMAGERY","2016-09-15T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-15T00:00:00.000Z","IMAGERY","84790","POINT (-113.54181770299999 37.09743489000004)"
"NOT AVAILABLE","USA","SEVIER","49041","207496","38.919914266","3","-111.923101666","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207480","55757","IMAGERY","2017-12-05T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-05T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.923101666 38.91991426600004)"
"NOT AVAILABLE","USA","SANPETE","49039","207512","39.546498753","0","-111.475385333","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207495","55773","IMAGERY","2017-12-20T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-12-20T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.47538533299996 39.54649875300003)"
"NOT AVAILABLE","USA","DUCHESNE","49013","202502","40.313356986","4","-110.01967249","N","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202502","50854","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84066","POINT (-110.01967248999996 40.31335698600003)"
"NOT AVAILABLE","USA","WASATCH","49051","205956","40.5454429440001","2","-111.490454278","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205956","54242","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY","84049","POINT (-111.49045427799996 40.54544294400006)"
"NOT AVAILABLE","USA","CARBON","49007","207437","39.529007027","2","-111.019741533","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207428","55698","IMAGERY","2017-06-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-06-22T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.01974153299994 39.529007027000034)"
"BOUNTIFUL","USA","DAVIS","49011","201909","40.892551252","2","-111.859281451","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201909","50281","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84010","POINT (-111.85928145099996 40.89255125200003)"
"NOT AVAILABLE","USA","UTAH","49049","201649","40.049036287","1","-111.639579077","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201649","50032","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84653","POINT (-111.63957907699995 40.04903628700003)"
"SPRINGVILLE","USA","UTAH","49049","201620","40.145006025","7","-111.633311523","N","138","N","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201620","50003","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84663","POINT (-111.63331152299999 40.14500602500004)"
"NOT AVAILABLE","USA","EMERY","49015","207487","39.65596679","1","-111.200865401","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207472","55748","IMAGERY","2017-11-21T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-11-21T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.200865401 39.65596679000003)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","201667","40.654552848","0","-112.058691147","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201667","50050","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","UNVERIFIED","84118","POINT (-112.05869114699999 40.65455284800004)"
"KAMAS","USA","SUMMIT","49043","208992","40.6393486040001","3","-111.283255609","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208896","57247","IMAGERY","2018-05-04T00:00:00.000Z","UT","IN SERVICE","TAP","2018-05-04T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.28325560899998 40.63934860400006)"
"NOT AVAILABLE","USA","UINTAH","49047","201527","40.0859443040001","9","-109.290506664","Y","345","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","BONANZA","49911","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84035","POINT (-109.29050666399999 40.08594430400006)"
"NOT AVAILABLE","USA","UINTAH","49047","202538","40.601266303","1","-109.509460984","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202538","50888","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84078","POINT (-109.50946098399999 40.601266303000045)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208019","40.5818681280001","0","-112.096927369","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207973","56278","IMAGERY","2018-02-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-22T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.09692736899996 40.58186812800005)"
"DRAPER","USA","SALT LAKE","49035","201670","40.495001599","1","-111.898978297","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201670","50053","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84020","POINT (-111.89897829699999 40.49500159900004)"
"SOUTH JORDAN","USA","SALT LAKE","49035","205261","40.5443245600001","3","-111.959056508","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205261","53566","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84095","POINT (-111.95905650799996 40.54432456000005)"
"ST GEORGE","USA","WASHINGTON","49053","206634","37.1429630970001","3","-113.623886815","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206634","54898","IMAGERY","2016-10-05T00:00:00.000Z","UT","IN SERVICE","TAP","2016-10-05T00:00:00.000Z","IMAGERY","84770","POINT (-113.623886815 37.14296309700005)"
"WEST JORDAN","USA","SALT LAKE","49035","205255","40.56612584","3","-112.046029679","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205255","53560","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84081","POINT (-112.04602967899997 40.56612584000004)"
"SOUTH JORDAN","USA","SALT LAKE","49035","201581","40.537432532","2","-112.01808815","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","SUNRISE","49965","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84095","POINT (-112.01808814999998 40.53743253200003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","207994","40.5629735460001","3","-112.081894311","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207948","56253","IMAGERY","2018-02-14T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.081894311 40.56297354600007)"
"BOUNTIFUL","USA","DAVIS","49011","206714","40.8658259640001","3","-111.872458182","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206714","54977","IMAGERY","2016-12-07T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-07T00:00:00.000Z","IMAGERY","84010","POINT (-111.87245818199995 40.86582596400005)"
