"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.736020750705 30.293287228295)","105972","0","1","70941","88561","129","unable to discern gutter width.","1937-09-22T00:00:00.000Z","1937","PLANNOEL",,"JABAKER","2010-06-09T00:00:00.000Z","JABAKER","2010-06-09T00:00:00.000Z","DLEWIS","WLR","J24","585B","629180","CITY","CITY","PHYS_INSP","DEM","GPS","3116241.4184","10079973.572","DIG07","SUB-M",,"563.01000977","N","CONCRETE","560.92999268","111","9","T","9","119","28",,"GRADE","120","18","25","NOTPRESENT","40","G3","GOOD","9326ef00-31fc-42a1-b380-602b34c95049","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08012007_1_067.jpg","0",,,"2015-05-15T00:00:00.000Z","0",,,,,"1105035","WPD"
"POINT (-97.738211572822 30.298810367702)","105940","0","1","70877","1890770","219",,"1930-05-01T00:00:00.000Z","1930","SSM",,"RMOELLMER","2009-04-17T00:00:00.000Z","DWARDEN","2018-09-12T10:40:23.000Z","DWARDEN","WLR","J25","555X","632222","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115472.8775","10081944.218","DIG07","SUB-M",,"576.67999268","N","CONCRETE","574.42999268","36","8","T","6","36","9","28","SAG","32","24","27","NOTPRESENT","80","S3","GOOD","842f22fe-63aa-45cd-80b6-b317f54237c6","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_043.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104881","WPD"
"POINT (-97.724576035524 30.328574465936)","105952","0","1","1824169",,"297","gutter times two; debris; gutter paved over",,,"NO_SOURCE",,"JAMARTINEZ","2018-07-25T09:25:16.000Z","JAMARTINEZ","2018-07-25T09:25:16.000Z",,"WLR","K27","555C","767739","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3119509.8189","10092925.651","DIG07","SUB-M",,"702.70001221","N","CONCRETE","699.61999512","72","7","F","0","72","30",,"GRADE","30","17","37","NOTPRESENT","40","G3","NOTMARKED","6179a85a-acfa-40c9-b791-02bcceb9be61","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DLEWIS","2018-07-25T09:23:54.000Z",,"07312007_1_044.jpg","0",,,,"0",,,,,"5000075625","WPD"
"POINT (-97.730511576146 30.256421920704)","105920","0","1","62596","1105490","21",,"1931-06-18T00:00:00.000Z","1931","SSM",,"GDELANO","2015-04-21T16:21:11.000Z","GDELANO","2015-04-21T16:23:43.000Z",,"LBL","J21","615B","136622","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"464.6000061","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","bab7d391-95bd-4050-b672-17cd0bb87d55","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.838253866179 30.219126852124)","106146","0","1","1192393","1660050","316",,,,"NO_SOURCE",,"VVINCENT","2016-09-02T15:11:16.000Z","SJOHNSON","2017-03-21T10:03:49.000Z","SJOHNSON","WMS","D18","642H","146875","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","24c4a4a0-1214-456f-8429-5b0877748876","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.740346309343 30.270581661065)","105959","0","1","96690","908066","286",,"1943-10-14T00:00:00.000Z","1943","PLANNOEL","2009","DLEWIS","2010-01-21T00:00:00.000Z","SBURZYNSKI","2014-07-22T13:12:53.000Z","DDAVIS","LBL","J22","585S","3256035","CITY","CITY","PHYS_INSP","DEM","GPS","3115069.0665","10071684.102","DIG06","SUB-M",,"521.5","N","CONCRETE","518.08001709","19","6","F","0","19","22","18","GRADE","21","18","41","NOTPRESENT","50","G3","NOTMARKED","e2381a32-92f4-44ec-ae7a-346a706dd95f","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","RODAVILA","2009-06-11T00:00:00.000Z",,"A_050406_0026.jpg","0",,,,"0",,,,,"1104937","WPD"
"POINT (-97.744752404479 30.276199394892)","105843","0","1","96675","1749667","286",,"1931-06-16T00:00:00.000Z","1931","SSM",,"DDAVIS","2014-08-27T13:21:20.000Z","MAMARAL","2018-08-06T16:53:10.000Z",,"SHL","J23","585N","770967","CITY","CITY","PHYS_INSP","DEM","GPS","3113630.9788","10073694.262","DIG06","SUB-M",,"522.46002197","N","CONCRETE","520.13000488","39","7","T","6","39","34","18","GRADE","30","18","28","NOTPRESENT","50","G3","GOOD","70b7c112-ffe9-4181-aad0-67ea156eff9a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-25T00:00:00.000Z",,"B_051006_0079.jpg","0",,,"2014-04-15T00:00:00.000Z","0",,,,,"1105013","WPD"
"POINT (-97.747924139171 30.267504644585)","106096","0","1","96679","2206930","199","No field evidence","1928-07-18T00:00:00.000Z","1928","PLANNOEL",,"JAMARTINEZ","2018-05-18T09:27:37.000Z","DWARDEN","2020-12-17T11:48:43.000Z","GDELANO","SHL","J22","585W","3040969","CITY","CITY","PHYS_INSP","DEM","GPS","3112704.8807","10070512.984","DIG06","SUB-M","471.54998779","472.29998779","N","CONCRETE","469.8500061","27","9","T","6","27","26","23","GRADE","30","18","33","NOTPRESENT","50","G3","GOOD","edc49be5-80a3-4571-8264-9dc87a51b6b1","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DLEWIS","2009-06-04T00:00:00.000Z",,"B_050906_0004.jpg","0",,,"2010-12-15T00:00:00.000Z","0",,,,,"1105017","WPD"
"POINT (-97.744705268588 30.26665931221)","105896","0","1","96670","1912226","282",,,,"NO_SOURCE","2014","JAMARTINEZ","2018-07-24T13:57:17.000Z","GDELANO","2018-12-04T15:49:25.000Z",,"LBL","J22","585W","5409722","CITY","CITY","PHYS_INSP","DEM","GPS","3113725.5643","10070226.845","DIG06","SUB-M",,"480.57998657","N","CONCRETE","478.16000366","20","5","T","3","20","22",,"GRADE","21","17","29","NOTPRESENT","50","G3","GOOD","18675213-7c4b-46d9-8b73-05f0dcfc35b2","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","JLOEFFLER","2009-06-23T00:00:00.000Z",,"A_050206_0017.jpg","0",,,"2010-12-15T00:00:00.000Z","0",,,,,"1104817","WPD"
"POINT (-97.740752198928 30.248449016619)","106044","0","1","70934","2057810","232",,"1930-08-13T00:00:00.000Z","1930","SSM",,"GDELANO","2016-05-06T13:05:15.000Z","DWARDEN","2019-04-17T18:39:33.000Z","DDAVIS","BLU","J20","615J","498932","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115128.3434","10063634.675","DIG07","SUB-M",,"510.85998535","N","CONCRETE","507.44000244","38","7","T","3","27","27","17","GRADE","30","18","41","NOTPRESENT","50","G3","GOOD","18afa337-8b6e-4c2c-a769-bca62fbd3bea","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-10-22T00:00:00.000Z",,"07302007_3_081.jpg","0",,,"2016-03-15T00:00:00.000Z","0",,,,,"1105028","WPD"
"POINT (-97.745025796216 30.296210723154)","105814","0","1","48940","98908","93",,"1930-09-26T00:00:00.000Z","1930","SSM",,"DLEWIS","2010-08-09T00:00:00.000Z","WPDR_ADMIN","2021-07-23T15:58:11.000Z","DDAVIS","SHL","J24","585A","552770","CITY","CITY","SSM","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"573.60998535","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","1b8c4475-8212-449f-a6f5-ce16532a5d6e","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.724480888652 30.302914833536)","105964","0","1","70857","1811730","211",,,,"NO_SOURCE",,"VVINCENT","2017-11-07T15:37:21.000Z","VVINCENT","2017-11-07T15:37:23.000Z",,"WLR","K25","555Y","171404","CITY","CITY","PHYS_INSP","DEM","GPS","3119798.4824","10083555.813","DIG07","SUB-M",,"585.30999756","N","CONCRETE","581.30999756","57","7","T","7","57","10","17","SAG","60","18","48","NOTPRESENT","50","S3","MARKED","fd782b7d-b6b0-40c6-8dbc-c8e1a72896de","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06272007_2_017.jpg","0",,,,"0",,,,,"1104853","WPD"
"POINT (-97.742088114144 30.302471635223)","105928","0","1","71002","1872229","43","Year Abandoned Unknown ,","1951-01-08T00:00:00.000Z","1951","PLANNOEL",,"DWARDEN","2018-06-12T11:28:17.000Z","GDELANO","2018-10-29T16:01:35.000Z","DWARDEN","SHL","J25","555W","3040514","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114246.3827","10083275.29","DIG07","SUB-M",,"607.36999512","N","CONCRETE","606.20001221","40","6","T","6","40","27","28","SAG","30","18","14","PRESENT","50","S3","NODATA","9878f764-b6f0-4c01-bc4b-89c18533e00f","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N","DDAVIS","2008-10-23T00:00:00.000Z",,"08202007_2_001.jpg","0",,,,"0",,,,,"1104796","WPD"
"POINT (-97.724493804707 30.302825369402)","105869","0","1","70858","1811730","26",,,,"NO_SOURCE",,"VVINCENT","2017-11-07T15:37:25.000Z","VVINCENT","2017-11-07T15:37:27.000Z",,"WLR","K25","555Y","171404","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3119799.677","10083528.69","DIG07","SUB-M",,"585.91998291","N","CONCRETE","582.75","70","5","T","9","66","13","17","SAG","60","18","38","NOTPRESENT","50","S3","NOTMARKED","5386faac-f152-4a7e-a330-f23c087f7ef7","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06272007_2_018.jpg","0",,,,"0",,,,,"1104854","WPD"
"POINT (-97.741183137298 30.300435962864)","106057","0","1","70898","2072851","31",,"1930-09-25T00:00:00.000Z","1930","SSM",,"DLEWIS","2009-05-01T00:00:00.000Z","MAMARAL","2019-03-15T10:57:23.000Z","DDAVIS","WLR","J25","555W","493881","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114552.0137","10082532.682","DIG07","SUB-M",,"599.58001709","N","CONCRETE","596.90997314","44","5","T","2","27","12","24","GRADE","30","18","32","NOTPRESENT","50","G3","NOTMARKED","fd78cbb5-e3c3-4358-8aa5-e4c7256d665d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-20T00:00:00.000Z",,"07052007_2_089.jpg","0",,,,"0",,,,,"1104902","WPD"
"POINT (-97.745981742079 30.295937480477)","106126","0","1","70954","2256211","272",,"1936-12-28T00:00:00.000Z","1936","PLANNOEL",,"RMOELLMER","2010-06-09T00:00:00.000Z","GDELANO","2021-12-14T12:19:30.000Z","GDELANO","SHL","J24","585A","552650","CITY","CITY","PHYS_INSP","DEM","GPS","3113074.0193","10080863.675","DIG07","SUB-M","561.84997559","561.64001465","N","CONCRETE","560.61999512","67","6","T","2","60","28","17","SAG","59","18","18","PRESENT","40","S3","GOOD","bf93bc1f-df96-4805-aea0-2c45e97697d9","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08032007_1_042.jpg","0",,,"2013-08-15T00:00:00.000Z","0",,,,,"1105048","WPD"
"POINT (-97.728549150976 30.256309474138)","105911","0","1","57969","1202450","25","No field evidence","1931-08-19T00:00:00.000Z","1931","SSM","1962","GDELANO","2015-11-16T16:08:25.000Z","GDELANO","2015-11-16T16:14:10.000Z","DDAVIS","LBL","K21","615C","138566","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"463.79998779","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","636bbcdb-ff58-4c2a-9855-bc8b9aca54da","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.739412324419 30.296758835587)","105837","0","1","70891","1774946","29",,,,"NO_SOURCE",,"VVINCENT","2017-09-07T10:25:25.000Z","VVINCENT","2017-09-07T10:30:59.000Z",,"WLR","J24","585B","629744","CITY","CITY","PHYS_INSP","DEM","GPS","3115140.1509","10081208.519","DIG07","SUB-M",,"567.76000977","N","CONCRETE","565.59002686","43","8","T","9","27","12","20","SAG","30","18","26","NOTPRESENT","50","S3","MARKED","06acf627-4c67-42a9-890e-13b96ceccaa2","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2008-10-09T00:00:00.000Z",,"07052007_2_055.jpg","0",,,,"0",,,,,"1104895","WPD"
"POINT (-97.732204054855 30.257988262631)","105789","0","1","62462","1105490","201",,"1931-08-19T00:00:00.000Z","1931","SSM","1960","GDELANO","2015-04-21T16:21:02.000Z","GDELANO","2015-04-21T16:21:02.000Z",,"LBL","J21","615B","107180","CITY","CITY","SSM","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"465.05999756","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","a85c28a6-9c26-41a5-8aae-42df7fccf9b8","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.738917410493 30.297953464729)","105933","0","1","70881",,"206","irregular box",,,"NO_SOURCE",,"DDAVIS","2016-06-10T08:38:53.000Z","DDAVIS","2016-06-10T08:39:52.000Z",,"WLR","J25","555X","216041","CITY","CITY","PHYS_INSP","DEM","GPS","3115288.5178","10081650.289","DIG07","SUB-M",,"572.54998779","N","CONCRETE","570.79998779","40","6","T","5","32","8","21","SAG","34","22","21","NOTPRESENT","80","S3","NOTMARKED","973527bb-b215-4226-a4cf-41a7befde877","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_050.jpg","0",,,,"0",,,,,"1104885","WPD"
"POINT (-97.730386710373 30.264533412083)","105523","0","1","70998","936210","289",,"1938-03-23T00:00:00.000Z","1938","PLANNOEL",,"GDELANO","2014-11-17T10:41:41.000Z","GDELANO","2014-11-17T12:26:29.000Z","DDAVIS","WLR","J22","585X","719391","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3118251.3191","10069553.819","DIG07","SUB-M",,"488.88000488","N","CONCRETE","484.88000488","70","8","T","10","58","28","17","GRADE","60","18","48","NOTPRESENT","40","G3","NODATA","5aa1d497-9b08-4c8f-a0b6-81bfd788feda","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","ALBERT GENE ALLEN JR","2007-08-10T00:00:00.000Z",,"08102007_3_016.jpg","0",,,,"0",,,,,"1104782","WPD"
"POINT (-97.740199072619 30.279218054692)","106066","0","1","96687","2106466","108",,"1930-09-29T00:00:00.000Z","1930","SSM",,"NPULLIAS","2010-02-03T00:00:00.000Z","MAMARAL","2019-06-07T13:44:50.000Z","GDELANO","WLR","J23","585N","253175","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115043.1885","10074825.46","DIG06","SUB-M",,"551.29998779","N","CONCRETE","548.54998779","42","8","T","6","28","30","19","GRADE","30","29","33","NOTPRESENT","50","G3","GOOD","249792bf-6368-4965-ab09-67a61089cfef","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-14T00:00:00.000Z",,"A_061406_0077.jpg","0",,,,"0",,,,,"1104934","WPD"
"POINT (-97.726600484193 30.288585328228)","105868","0","1","70952","297276","254","no gutter","1983-04-01T00:00:00.000Z","1983","ASBLTEL",,"SBURZYNSKI","2012-02-02T13:06:38.000Z","SBURZYNSKI","2012-02-08T14:33:38.000Z","DDAVIS","WLR","K24","585G","515480","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3119250.0061","10078327.929","DIG07","SUB-M","575.79998779","577.09997559","N","CONCRETE","571.79998779","36","8","T","5","45","36",,"SAG","42","42","60","PRESENT","50","S3","GOOD","cb0243cd-707d-490c-a714-8edfb56a5f6f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-22T00:00:00.000Z",,"08022007_1_058.jpg","0",,,"2012-04-15T00:00:00.000Z","0",,,,,"1105046","WPD"
"POINT (-97.738688484655 30.279708654959)","105962","0","1","96720","1761828","191",,,,"NO_SOURCE",,"DLEWIS","2010-01-25T00:00:00.000Z","MAMARAL","2017-08-22T13:57:29.000Z","LPUGH","WLR","J23","585K","3043244","CITY","CITY","PHYS_INSP","DEM","GPS","3115515.9877","10075015.997","DIG06","SUB-M",,"533.64001465","N","CONCRETE","530.9699707","27","6","T","6","27","24","23","GRADE","30","18","32","NOTPRESENT","50","G3","GOOD","0227f490-189d-4016-8f95-e2ea74c56600","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2009-06-22T00:00:00.000Z",,"A_061406_0002.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1105058","WPD"
"POINT (-97.739024224941 30.297925907551)","105934","0","1","70879",,"31",,,,"NO_SOURCE",,"DDAVIS","2016-06-10T08:38:52.000Z","DDAVIS","2016-06-10T08:39:28.000Z",,"WLR","J25","555X","216041","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115247.9138","10081626.622","DIG07","SUB-M",,"572.25","N","CONCRETE","570.16998291","37","5","T","3","37","16","16","SAG","32","16","25","NOTPRESENT","80","S3","GOOD","b318b009-80c6-48b1-ab89-95e3e658db84","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_048.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104883","WPD"
"POINT (-97.727912251483 30.374320801957)","106150","0","1","70913","1853989","31","grate behind curb opening in bar ditch","1988-07-27T00:00:00.000Z","1988","PLANNOEL",,"NPULLIAS","2013-02-04T12:26:52.000Z","CWEYENBERG","2018-01-25T11:04:46.000Z","RODAVILA","SHL","K31","495U","307592","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3118108.9286","10109493.31","DIG07","SUB-M",,"758.30999756","N","CONCRETE","751.55999756","113","6","T","6","125","92","18","GRADE","125","30","81","NOTPRESENT","90","G3","NOTMARKED","bf3ecb7a-05f8-4675-a466-68435269ebc3","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-11-03T00:00:00.000Z",,"07162007_3_015.jpg","0",,,,"0",,,,,"1104860","WPD"
"POINT (-97.724189869297 30.302778857526)","105917","0","1","70865","1811730","207",,,,"NO_SOURCE",,"VVINCENT","2017-11-07T15:37:35.000Z","VVINCENT","2017-11-07T15:37:38.000Z",,"WLR","K25","555Y","204422","CITY","CITY","PHYS_INSP","DEM","GPS","3119893.0726","10083509.066","DIG07","SUB-M",,"587.15002441","N","CONCRETE","583.40002441","58","6","T","6","58","11","19","GRADE","60","19","45","NOTPRESENT","50","G3","NOTMARKED","8d62c7be-4355-45e4-a01e-7f1afef9a572","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06272007_2_020.jpg","0",,,,"0",,,,,"1104872","WPD"
"POINT (-97.724076009938 30.277514411554)","106135","0","1","70974",,,,,,"NO_SOURCE",,"SJOHNSON","2008-10-16T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:20:14.000Z","DDAVIS","BOG","K23","585Q","993008","OTHER","OTHER","PHYS_INSP","DEM","GPS_AERIAL","3120145.29","10074326.183","DIG07","SUB-M",,"569.89001465","N","CONCRETE","567.89001465","41","6","T","4","29","29","17","GRADE","30","18","24","NOTPRESENT","40","G3","MARKED","8566ce5e-a4d9-46d8-856f-6093f0704a0e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,,"08092007_1_070.jpg","0",,,,"0",,,,,"1104921","WPD"
"POINT (-97.744370628564 30.270643782828)","105774","0","1","96707","1238932","195","Dimension discrepancy between ESM & SSM.,","1931-11-17T00:00:00.000Z","1931","SSM","2015","DLEWIS","2009-04-23T00:00:00.000Z","SBURZYNSKI","2016-01-29T11:54:54.000Z","DWARDEN","SHL","J22","585S","3555226","CITY","CITY","PHYS_INSP","DEM","GPS","3113798.4972","10071677.106","DIG06","SUB-M",,"529.67999268","N","CONCRETE","529.42999268","40","6","T","1","34","29","18","GRADE","30","18","3","NOTPRESENT","60","G3","NOTMARKED","47aec44e-34be-4084-b278-37e658ed7153","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","4","N","LKAUFFMAN","2009-06-11T00:00:00.000Z",,"A_050406_0032.jpg",,,,,"0",,,,,"1104954","WPD"
"POINT (-97.724148532368 30.278966433965)","106070","0","1","70977","1738530","167",,,,"NO_SOURCE",,"DWARDEN","2017-07-21T10:19:54.000Z","DWARDEN","2017-07-21T16:43:42.000Z","GDELANO","BOG","K23","585Q","489548","OTHER","OTHER","PHYS_INSP","DEM","GPS","3120108.2511","10074852.701","DIG07","SUB-M",,"583.5300293","N","CONCRETE","581.85998535","67","5","F","0","57","24","16","SAG","60","18","20","NOTPRESENT","40","S3","MARKED","3b5c29aa-8eb3-4e60-af3e-287a92932038","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","SJOHNSON","2008-10-16T00:00:00.000Z",,"08092007_1_073.jpg","0",,,,"0",,,,,"1104924","WPD"
"POINT (-97.7417519373 30.261050623127)","105866","0","1","95779","24881","285",,"1931-12-21T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-21T00:00:00.000Z","DLEWIS","2009-04-21T00:00:00.000Z","LPUGH","TWN","J21","615A","92336","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"458.98999023","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","9cc8ef21-ec59-447d-aa06-40ed9126dbe7","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.746193408347 30.276076483039)","105847","0","1","96749","2123734","18",,"1941-05-14T00:00:00.000Z","1941","PLANNOEL",,"MAMARAL","2017-09-29T12:09:48.000Z","JAMARTINEZ","2019-08-19T14:22:06.000Z",,"SHL","J23","585N","167300","CITY","CITY","PHYS_INSP","DEM","GPS","3113175.811","10073639.955","DIG06","SUB-M",,"509.76998901","N","CONCRETE","507.17999268","58","6","T","6","58","31","18","GRADE","59","18","27","NOTPRESENT","50","G3","GOOD","e7c7fff0-4f49-4379-a15b-ed2eda406fe3","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-25T00:00:00.000Z",,"B_051006_0092.jpg","0",,,"2014-04-15T00:00:00.000Z","0",,,,,"1104984","WPD"
"POINT (-97.736607002006 30.26471546029)","106106","0","1","96709","2251778","285",,,,"NO_SOURCE","2021","DDAVIS","2014-12-19T10:15:34.000Z","KGALLUSCIO","2021-10-01T15:58:41.000Z","JAMARTINEZ","WLR","J22","585X","166166","CITY","CITY","PHYS_INSP","DEM","GPS","3116298.4825","10069576.49","DIG06","SUB-M",,"461.32998657","N","CONCRETE","458.32998657","70","5","T","6","59","29","25","GRADE","59","18","36","NOTPRESENT","30","G3","GOOD","09e7049e-4225-468c-9178-4667213c04ae","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","RMOELLMER","2009-06-11T00:00:00.000Z",,"A_060806_0053.jpg","0",,,"2014-07-15T00:00:00.000Z","0",,,,,"1104956","WPD"
"POINT (-97.728254386781 30.267934093232)","105973","0","1","96740","1073810","200",,"1952-11-04T00:00:00.000Z","1952","APPLANEL",,"GDELANO","2015-03-12T10:24:04.000Z","GDELANO","2015-03-12T11:16:11.000Z","DDAVIS","LBL","K22","585U","659883","CITY","CITY","PHYS_INSP","DEM","GPS","3118909.0539","10070814.65","DIG06","SUB-M",,"530.66998291","N","CONCRETE","527.41998291","72","7","T","8","60","29","18","GRADE","60","18","39","NOTPRESENT","50","G3","NOTMARKED","39dd005f-ed01-43d1-a8d8-02a304ceb911","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-05-25T00:00:00.000Z",,"A_052506_0003.jpg","0",,,,"0",,,,,"1104975","WPD"
"POINT (-97.746460570367 30.251718283332)","105525","0","1","96741",,"187",,"1937-05-25T00:00:00.000Z","1937","PLANNOEL",,"JAMARTINEZ","2018-05-18T09:18:43.000Z","JAMARTINEZ","2018-05-18T09:18:49.000Z",,"EBO","J21","615E","3345525","CITY","CITY","PHYS_INSP","DEM","GPS","3113296.0996","10064781.651","DIG06","SUB-M",,"484.26998901","N","CONCRETE","479.6000061","47","8","T","9","30","30","18","GRADE","30","18","56","NOTPRESENT","50","G3","FAIR","6c2041ca-8ac9-48f9-876c-e71ca94ff443","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-23T00:00:00.000Z",,"A_052306_0014.jpg","0",,,,"0",,,,,"1104976","WPD"
"POINT (-97.744206334669 30.279377873795)","105924","0","1","96681","2106466","288",,,,"NO_SOURCE",,"DDAVIS","2014-08-27T11:52:35.000Z","MAMARAL","2019-06-14T10:20:37.000Z","GDELANO","SHL","J23","585N","202484","CITY","CITY","PHYS_INSP","DEM","GPS","3113776.3601","10074852.796","DIG06","SUB-M",,"528.39001465","N","CONCRETE","527.05999756","57","7","T","10","57","30","22","GRADE","60","18","16","NOTPRESENT","60","G3","GOOD","c233ad04-e061-480a-aff5-f5467cc061cc","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","RODAVILA","2009-06-04T00:00:00.000Z",,"B_050906_0043.jpg","0",,,"2012-06-15T00:00:00.000Z","0",,,,,"1105019","WPD"
"POINT (-97.733821430425 30.299153478343)","105970","0","1","70895","960850","209","difficult to measure","1959-02-18T00:00:00.000Z","1959","APPLANEL",,"GDELANO","2014-11-04T12:33:49.000Z","GDELANO","2014-11-04T14:48:07.000Z","DDAVIS","WLR","J25","555X","253452","CITY","CITY","PHYS_INSP","DEM","GPS","3116885.4642","10082120.587","DIG07","SUB-M",,"599.48999023","N","CONCRETE","596.48999023","42","7","T","7","29","24","18","GRADE","30","18","36","NOTPRESENT","60","G3","GOOD","98df78f9-f0b8-4806-bb3d-fe30881251d5","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_068.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104899","WPD"
