"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.862242756382 30.244229247112)","106131","0","1","359620",,,,,,"NO_SOURCE",,"DANIEL WHEAT","2010-12-02T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:18:07.000Z","J.T. STEWART","WMS","C20","612P","1110728","OTHER","OTHER","PHYS_INSP","DEM","GPS","3076811.5181","10061226.5331","DIG10","SUB-M",,"880.76000977","N","CONCRETE","877.51000977","100","8","T","5","136","69","64","GRADE","136","22","39","NOTPRESENT","80","G3R","NOTMARKED","bd97e5f1-25fc-4bbe-a1a6-fa3b453a823a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,"BILL BUTLER","12022010_4_017.jpg","28","4.7","1",,"0","2010-12-02T00:00:00.000Z","13:59","4",,"401190216","WPD"
"POINT (-97.74425883217 30.243462142624)","105883","0","1","70924","1474786","30",,"1935-08-21T00:00:00.000Z","1935","PLANNOEL",,"PCAMPMAN","2014-10-22T15:49:03.000Z","GDELANO","2016-11-30T15:27:36.000Z","DDAVIS","BLU","J20","615N","3333765","CITY","CITY","PHYS_INSP","DEM","GPS","3114064.7267","10061798.506","DIG07","SUB-M",,"526.92999268","N","CONCRETE","523.76000977","74","8","T","10","57","28","22","GRADE","59","18","38","NOTPRESENT","40","G3","GOOD","cf846d0a-a54a-41b3-b62d-515aa2e84ed5","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-10-22T00:00:00.000Z",,"07242007_3_045.jpg","0",,,"2016-03-15T00:00:00.000Z","0",,,,,"1104839","WPD"
"POINT (-97.73207658235 30.260881320365)","105821","0","1","60447","1073490","293","Inlet replaced, possibly with CR 2--64","1931-10-17T00:00:00.000Z","1931","SSM",,"GDELANO","2015-06-02T15:27:20.000Z","GDELANO","2015-06-02T15:27:20.000Z","DDAVIS","WLR","J21","615B","363338","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"462.92001343","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","b7e0c983-472e-47ea-a00e-8dfc88085747","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.734073655496 30.297226525907)","105792","0","1","851052","1029970","30",,,,"NO_SOURCE",,"GDELANO","2015-02-12T10:40:31.000Z","GDELANO","2015-02-12T10:40:31.000Z","DDAVIS","WLR","J25","555X","595442","CITY","CITY","NO_SOURCE","NO_SOURCE","PHYS_INSP",,,"NOGPS","NOGPS",,"581.27001953","N","CONCRETE",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","0a635742-0625-44ea-a698-8dd476007aca","ENTERED","2022-03-11T21:12:41.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.735640506783 30.292901785341)","105838","0","1","739278","2115411","223",,"1928-04-19T00:00:00.000Z","1928","PLANNOEL",,"DDAVIS","2014-09-08T10:47:06.000Z","JAMARTINEZ","2019-07-18T11:18:57.000Z",,"WLR","J24","585B","628892","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3116366.8763","10079816.7132","FIELD","SUB-M",,"555.46002197","N","CONCRETE","553.21002197","40","6","T","5","27","13",,"SAG","29","18","27","NOTPRESENT","40","S3","GOOD","d91439ec-e8d3-43e7-8509-503386d090a0","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","SBURZYNSKI","2014-06-19T14:33:15.000Z","DDAVIS","06192014_5_512.jpg","0","4.7","1","2015-05-15T00:00:00.000Z","0","2014-06-19T14:33:15.000Z","2:33:15 PM","5",,"401335659","WPD"
"POINT (-97.734353613541 30.296408197574)","105947","0","1","70897","1029970","114",,,,"NO_SOURCE",,"GDELANO","2015-02-09T15:49:33.000Z","GDELANO","2015-02-12T16:52:49.000Z","DDAVIS","WLR","J24","585B","597032","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3116743.4489","10081115.783","DIG07","SUB-M",,"575.84997559","N","CONCRETE","571.84997559","28","10","T","10","27","12","23","GRADE","30","18","48","NOTPRESENT","50","G3","MARKED","e9dc54a3-f6db-4f66-bc6b-821a52278227","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2008-10-09T00:00:00.000Z",,"07052007_2_085.jpg","0",,,,"0",,,,,"1104901","WPD"
"POINT (-97.742387870476 30.27295746174)","105872","0","1","96752","2046290","284",,,,"NO_SOURCE",,"GDELANO","2018-12-20T12:03:27.000Z","GDELANO","2018-12-20T12:03:55.000Z",,"LBL","J22","585S","514844","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114409.8526","10072531.473","DIG06","SUB-M",,"527.9699707","N","CONCRETE","525.39001465","48","7","T","3","48","29","18","GRADE","60","18","31","NOTPRESENT","50","G3","GOOD","8ada8b0e-161b-4eb9-8fcd-38a2e8e651fa","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_042706_0043.jpg","0",,,"2016-11-15T00:00:00.000Z","0",,,,,"1104987","WPD"
"POINT (-97.744008672084 30.305864678277)","106007","0","1","70927","2253653","297",,"1974-02-27T00:00:00.000Z","1974","APPLANEL",,"TBARRINGTON","2014-01-08T10:55:00.000Z","KGALLUSCIO","2021-10-15T14:24:13.000Z","DDAVIS","SHL","J25","555S","348734","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3113620.8109","10084480.188","DIG07","SUB-M",,"607.53997803","N","CONCRETE","604.29998779","122","4","T","5","126","38","34","GRADE","133","7","32","PRESENT","80","G3R","NOTMARKED","7fbcbaba-623a-435b-98fd-1b0df17f5ce7","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-22T00:00:00.000Z",,"07272007_2_002.jpg","17",,,,"0",,,,,"1105021","WPD"
"POINT (-97.739224559282 30.270056010844)","105966","0","1","59557","714786","20",,"1930-08-23T00:00:00.000Z","1930","SSM",,"DDAVIS","2013-09-30T00:00:00.000Z","DDAVIS","2013-09-30T08:33:17.000Z",,"WLR","J22","585T","514916","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"527.48999023","N","NODATA",,,,"N",,"24",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","ef06b2fe-a13b-4d8c-b557-e478b5ec4b24","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.739219089359 30.270297234252)","105778","0","1","59555","714786","287",,"1930-08-23T00:00:00.000Z","1930","SSM",,"DDAVIS","2013-09-30T00:00:00.000Z","DDAVIS","2013-09-30T08:32:42.000Z",,"WLR","J22","585T","514916","CITY","CITY","SSM","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"530.4699707","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","76122942-cd12-481a-8673-8662ccd2f4e6","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.757203126424 30.272806925885)","105977","0","1","96692","1120210","204",,,,"NO_SOURCE",,"GDELANO","2016-08-31T14:42:19.000Z","GDELANO","2016-08-31T14:42:41.000Z","DDAVIS","LBL","H22","584V","142116","CITY","CITY","PHYS_INSP","DEM","GPS","3109730.9564","10072369.9","DIG06","SUB-M",,"481.01998901","N","CONCRETE","478.3500061","19","6","T","3","19","23","17","GRADE","23","17","32","NOTPRESENT","50","G3","GOOD","e79caf48-20a1-416b-9e0e-d35c938fdee5","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0093.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104939","WPD"
"POINT (-97.760866584857 30.274260107003)","105860","0","1","96661","1120210","311",,,,"NO_SOURCE",,"PCAMPMAN","2014-07-25T14:49:09.000Z","GDELANO","2016-08-18T15:28:51.000Z","DDAVIS","LBL","H23","584Q","239702","CITY","CITY","PHYS_INSP","DEM","GPS","3108562.666","10072870.718","DIG06","SUB-M",,"498.85998535","N","CONCRETE","495.52999878","57","8","T","6","57","25","16","GRADE","58","18","40","NOTPRESENT","50","G3","GOOD","d74bd188-ec2b-473e-b691-932e7988941e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060506_0024.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104808","WPD"
"POINT (-97.730621582698 30.295720349039)","105835","0","1","70947","2115411","115",,"1931-06-18T00:00:00.000Z","1931","SSM",,"VVINCENT","2017-09-05T16:23:28.000Z","JAMARTINEZ","2019-07-16T10:04:27.000Z",,"WLR","J24","585B","131852","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3117922.2236","10080877.511","DIG07","SUB-M",,"582.88000488","N","CONCRETE","580.29998779","35","9","T","4","28","21","20","GRADE","30","18","31","NOTPRESENT","40","G3","FAIR","d7a98de0-40de-4382-8bb5-3ad9dc53782e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08022007_1_035.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1105041","WPD"
"POINT (-97.7427411349 30.305175820675)","106047","0","1","585618","2051090","205",,"1974-02-27T00:00:00.000Z","1974","APPLANEL",,"TBARRINGTON","2014-01-08T10:43:25.000Z","MAMARAL","2019-01-08T16:55:39.000Z","DDAVIS","SHL","J25","555S","703407","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3114023.234","10084240.5213","FIELD","SUB-M",,"607.9699707","N","CONCRETE","604","127","5","T","5","126","48","24","SAG","130","12","34","PRESENT","90","S3R","MARKED","27f7d550-690c-4b5c-b76e-22105fe05258","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","EWADSWORTH","2014-01-08T13:03:09.000Z","DDAVIS","182014_25913_5_243.jpg","7","2.5","1",,"0","2014-01-08T13:03:10.000Z","1:03:10 PM","5",,"401312872","WPD"
"POINT (-97.743944335864 30.244510840783)","105790","0","1","70923",,"288",,"1935-08-21T00:00:00.000Z","1935","PLANNOEL",,"JAMARTINEZ","2018-05-18T09:12:28.000Z","JAMARTINEZ","2018-05-18T09:12:33.000Z",,"BLU","J20","615J","499694","CITY","CITY","PHYS_INSP","DEM","GPS","3114154.2614","10062178.537","DIG07","SUB-M",,"519.75","N","CONCRETE","516.83001709","36","4","T","6","27","10","24","GRADE","30","18","35","NOTPRESENT","50","G3","NOTMARKED","dab22ed3-43d8-47e1-a26b-f4c93ff2dbd9","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-27T00:00:00.000Z",,"07242007_3_036.jpg","0",,,,"0",,,,,"1104838","WPD"
"POINT (-97.812006796115 30.336757724778)","106040","0","1","106467","2083090","116","Difficult to measure","1995-02-15T00:00:00.000Z","1995","ASBLTEL",,"DWARDEN","2015-04-10T17:35:21.000Z","MAMARAL","2019-04-04T10:26:26.000Z","SJOHNSON","STP","F28","523Y","3213682","CITY","CITY","PHYS_INSP","ASBLTEL","GPS_AERIAL","3091907.7381","10095225.4288","DIG08","SUB-M",,"651.72998047","N","CONCRETE","647","48","6","F","0","48","48","48","SAG","52","52","40","NOTPRESENT","80","S3","GOOD","5f664290-41ea-4feb-9bc2-f378a685f63b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3",,"BILLY MULLINS",,,"11212008_3_087.jpg","0",,,"2015-10-15T00:00:00.000Z","0",,,,,"1105007","WPD"
"POINT (-97.743183960101 30.2809970321)","105824","0","1","96748","2262306","197",,"1931-11-04T00:00:00.000Z","1931","SSM",,"PCAMPMAN","2014-07-22T15:30:08.000Z","GDELANO","2022-01-21T17:53:25.000Z","GDELANO","SHL","J23","585J","238184","CITY","CITY","PHYS_INSP","DEM","GPS","3114085.2127","10075448.042","DIG06","SUB-M",,"537.65002441","N","CONCRETE","536.22998047","44","8","T","6","30","30","18","GRADE","30","18","17","NOTPRESENT","50","G3","GOOD","c829f052-4a2a-477b-9e3e-aa375bf1f9c2","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-10T00:00:00.000Z",,"B_051006_0020.jpg","0",,,,"0",,,,,"1104983","WPD"
"POINT (-97.758021390507 30.273113405214)","105520","0","1","96713","1120210","206",,,,"NO_SOURCE",,"GDELANO","2016-08-31T14:40:07.000Z","GDELANO","2016-08-31T14:40:08.000Z","DDAVIS","LBL","H22","584V","240356","CITY","CITY","PHYS_INSP","DEM","GPS","3109469.5701","10072475.007","DIG06","SUB-M",,"487.5","N","CONCRETE","483.67001343","19","6","T","3","19","21","17","GRADE","23","17","46","NOTPRESENT","50","G3","GOOD","dd67de11-5cb1-43da-a5d6-9d45c030f793","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0097.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104960","WPD"
"POINT (-97.744382496623 30.270683673953)","105788","0","1","96685","1238932","284","Dimension discrepancy between ESM & SSM.,","1931-11-17T00:00:00.000Z","1931","SSM","2015","DLEWIS","2009-04-23T00:00:00.000Z","SBURZYNSKI","2016-01-29T11:54:54.000Z","DWARDEN","SHL","J22","585S","3555226","CITY","CITY","PHYS_INSP","DEM","GPS","3113794.4016","10071691.529","DIG06","SUB-M",,"529.95001221","N","CONCRETE","529.0300293","40","5","F","0","34","40","20","GRADE","30","18","11","NOTPRESENT","60","G3","MARKED","637a63fb-91a6-404b-87cc-5285d9f70389","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","0","N","LKAUFFMAN","2009-06-05T00:00:00.000Z",,"A_050406_0031.jpg",,,,,"0",,,,,"1104932","WPD"
"POINT (-97.684843617172 30.36236942386)","106153","0","1","1019803","2136853","26","not constructed as proposed","2014-03-10T00:00:00.000Z","2014","APPLANEL",,"MAMARAL","2019-11-22T12:56:15.000Z","MAMARAL","2019-11-22T13:01:53.000Z",,"LWA","M30","526C","3174762","OTHER","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","bac2d87a-8bde-4495-b123-e140f2f9ddfd","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.760006208685 30.276721607803)","106065","0","1","801609","2065202","299","Not removed as per DRG-5-A-394,","1937-06-08T00:00:00.000Z","1937","PLANNOEL",,"DDAVIS","2014-08-29T15:24:26.000Z","MAMARAL","2019-02-20T14:56:36.000Z","GDELANO","LBL","H23","584R","238508","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3108811.1505","10073780.2207","FIELD","SUB-M",,"525.23999023","N","CONCRETE","522.57000732","74","8","T","5","57","39",,"SAG","60","18","32","NOTPRESENT","50","S3","NOTMARKED","6d1337fc-b590-4717-b692-1821bd7a4590","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2014-08-28T14:43:31.000Z","GDELANO","08282014_5_785.jpg","0","5.6","1",,"0","2014-08-28T14:43:32.000Z","2:43:32 PM","5",,"401349408","WPD"
"POINT (-97.744389045002 30.285224926884)","106093","0","1","70862","2169507","177",,,,"NO_SOURCE","2019","MAMARAL","2018-12-07T11:41:38.000Z","DWARDEN","2020-05-15T17:24:31.000Z","DWARDEN","SHL","J23","585J","3367579","CITY","CITY","PHYS_INSP","DEM","GPS","3113679.4246","10076979.257","DIG07","SUB-M",,"578.29998779","N","CONCRETE","575.5300293","42","4","T","6","29","28","17","GRADE","30","18","42","COVERED","60","G3","GOOD","2202839a-c785-40d2-b77d-8292fdfa67f2","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2",,"LPUGH","2008-10-30T00:00:00.000Z",,"08282007_5_007.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1104802","WPD"
"POINT (-97.753438353012 30.279236531868)","105817","0","1","96664",,"85","Changed to combo inlet based on field evidence,",,,"NO_SOURCE",,"PCAMPMAN","2014-08-01T10:28:32.000Z","PCAMPMAN","2014-08-01T10:29:00.000Z",,"SHL","H23","584R","3102561","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3110870.7614","10074738.612","DIG06","SUB-M",,"543.51000977","N","CONCRETE","541.67999268","40","5","T","1","30","26","18","GRADE","30","18","22","NOTPRESENT","50","G3","GOOD","437b61cb-a653-48b2-92d1-9fa9dd6bfb54","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-06-19T00:00:00.000Z",,"B_051106_0075.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104811","WPD"
"POINT (-97.743615599774 30.262262395887)","105777","0","1","95750","24881","110",,"1931-12-19T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-21T00:00:00.000Z","DLEWIS","2009-04-21T00:00:00.000Z","LPUGH","TWN","J22","585W","1163306","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"461.45001221","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","4afc4786-253e-4806-89d5-15581521ce39","ENTERED","2022-03-11T21:12:41.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.735691721277 30.292828414347)","106017","0","1","739279","1774946","43",,"1928-04-19T00:00:00.000Z","1928","PLANNOEL",,"DDAVIS","2014-09-08T10:47:10.000Z","VVINCENT","2017-09-06T14:38:54.000Z",,"WLR","J24","585B","628892","CITY","CITY","PHYS_INSP","DEM","GPS","3116356.4203","10079808.6536","FIELD","SUB-M",,"555.11999512","N","CONCRETE","553.11999512","40","6","T","7","34","13",,"SAG","29","18","24","NOTPRESENT","40","S3","GOOD","09bc943e-5e10-4be8-bdcc-532217021113","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","SBURZYNSKI","2014-06-19T14:28:25.000Z","DDAVIS","06192014_5_511.jpg","0","5.4","1","2015-05-15T00:00:00.000Z","0","2014-06-19T14:28:26.000Z","2:28:26 PM","5",,"401335658","WPD"
"POINT (-97.715577798343 30.355762442697)","106120","0","1","531480","698455","253",,"1994-06-28T00:00:00.000Z","1994","ASBLTEL",,"GDELANO","2013-08-22T17:02:59.000Z","GDELANO","2013-08-22T17:07:27.000Z","SBURZYNSKI","LWA","K30","525H","129258","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"126",,,"NODATA","132","30",,"NODATA",,"NODATA","NODATA","08329852-5d0f-42df-a830-76eb7bf963b2","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.741091502398 30.251029657557)","105807","0","1","71001","2002788","183",,"1937-05-25T00:00:00.000Z","1937","PLANNOEL",,"PCAMPMAN","2014-10-17T14:02:29.000Z","MAMARAL","2018-09-07T08:49:03.000Z","DWARDEN","BLU","J21","615E","3428083","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115058.9545","10064581.362","DIG07","SUB-M",,"459.57000732","N","CONCRETE","456.82000732","57","9","T","10","57","31","18","SAG","60","18","33","NOTPRESENT","40","S3","GOOD","d0f8956f-73f7-456a-8010-147774206c59","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","SJOHNSON","2008-10-30T00:00:00.000Z",,"08172007_3_064.jpg","0",,,"2018-01-15T00:00:00.000Z","0",,,,,"1104795","WPD"
"POINT (-97.752639632455 30.292265841762)","105900","0","1","70965","2220052","133",,,,"NO_SOURCE","2019","DDAVIS","2014-01-28T09:04:22.000Z","DWARDEN","2021-07-12T12:35:20.000Z","GDELANO","SHL","H24","584D","431012","CITY","CITY","PHYS_INSP","DEM","GPS","3111009.5665","10079487.957","DIG07","SUB-M",,"585.7800293","N","CONCRETE","583.48999023","90","5","T","0","84","25","29","SAG","96","18","33","NOTPRESENT","50","S3","GOOD","f689570d-a559-4a8e-aecb-648433ca55db","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08082007_2_037.jpg","0",,,"2019-11-15T00:00:00.000Z","0",,,,,"1104912","WPD"
"POINT (-97.724792946982 30.259349792122)","105881","0","1","96726","2218166","194",,"1931-09-24T00:00:00.000Z","1931","SSM","2021","JAMARTINEZ","2018-05-18T11:51:49.000Z","DWARDEN","2021-03-12T18:04:27.000Z","GDELANO","LBL","K21","615C","5805360","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3120063.1851","10067716.933","DIG06","SUB-M",,"460.61999512","N","CONCRETE","456.92001343","39","6","T","6","27","29","18","GRADE","30","18","41","NOTPRESENT","50","G3","GOOD","965ee758-0b44-43ef-823b-d3a3cd52bad3","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-05-26T00:00:00.000Z",,"A_052606_0033.jpg","0",,,"2014-10-15T00:00:00.000Z","0",,,,,"1105064","WPD"
"POINT (-97.732598535358 30.301848837506)","105958","0","1","70866","960850","205",,"1965-04-06T00:00:00.000Z","1965","PLANNOEL",,"GDELANO","2014-10-28T13:04:47.000Z","GDELANO","2014-10-28T13:29:07.000Z","DDAVIS","WLR","J25","555X","3042695","CITY","CITY","PHYS_INSP","DEM","GPS","3117248.6727","10083106.998","DIG07","SUB-M",,"611.82000732","N","CONCRETE","609.98999023","40","6","T","5","27","13","24","GRADE","30","18","22","NOTPRESENT","40","G3","GOOD","e6210484-af5c-444a-9e1d-0b16bf7ab307","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,"06272007_2_057.jpg","0",,,"2011-01-15T00:00:00.000Z","0",,,,,"1104869","WPD"
"POINT (-97.742974484601 30.290525503369)","105997","0","1","70956","2231251","7","no gutter unable to discern gutter width.","1931-07-22T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-05-18T09:32:30.000Z","MAMARAL","2021-07-06T16:29:31.000Z","GDELANO","SHL","J24","585E","719079","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114072.1894","10078919.846","DIG07","SUB-M",,"595.21002197","N","CONCRETE","591.88000488","26","2","T","2","26","25",,"GRADE","30","18","40","NOTPRESENT","40","G3","NOTMARKED","1d149016-c1e6-4bc8-bf35-26f8d93ae7ea","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08032007_1_056.jpg","0",,,,"0",,,,,"1104961","WPD"
"POINT (-97.719714088728 30.336632385376)","105830","0","1","70909","1815570","115","gutter not well defined; used grate width",,,"NO_SOURCE",,"JABAKER","2012-04-25T12:01:48.000Z","ACOLEMAN","2017-12-14T15:30:47.000Z","RODAVILA","WLR","K28","525Y","476757","CITY","CITY","PHYS_INSP","DEM","GPS","3121020.6113","10095853.24","DIG07","SUB-M",,"710.38000488","N","CONCRETE","706.71002197","60","5","T","5","72","28","16","SAG","30","16","44","NOTPRESENT","40","S3","NOTMARKED","badc0473-71ac-45d8-b5e8-a663e8aa61f6","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DRODRIGUEZ","2008-10-24T00:00:00.000Z",,"07112007_1_031.jpg","0",,,,"0",,,,,"1104856","WPD"
"POINT (-97.761003624748 30.274259934106)","106005","0","1","96744","1120210","207","Changed per field evidence,",,,"NO_SOURCE",,"PCAMPMAN","2014-07-25T14:50:17.000Z","GDELANO","2016-08-19T13:11:07.000Z","DDAVIS","LBL","H23","584Q","239474","CITY","CITY","PHYS_INSP","DEM","GPS","3108517.9198","10072870.053","DIG06","SUB-M",,"498.60998535","N","CONCRETE","495.60998535","19","6","T","3","19","22","17","GRADE","22","17","36","NOTPRESENT","50","G3","GOOD","cb30ba02-b043-417d-885c-eee509add5b8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060506_0022.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104979","WPD"
"POINT (-97.724280925896 30.254839240657)","106051","0","1","70961","2052755","27",,"1931-05-22T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-05-08T17:14:38.000Z","GDELANO","2019-01-14T17:18:48.000Z","DDAVIS","LBL","K21","615G","175532","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3120275.3149","10066079.016","DIG07","SUB-M",,"463.01998901","N","CONCRETE","458.8500061","36","8","T","6","28","27","18","GRADE","30","18","50","NOTPRESENT","50","G3","GOOD","f29fa44e-9174-485e-85a6-15ce4290432b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-16T00:00:00.000Z",,"08062007_3_001.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1104966","WPD"
"POINT (-97.757703110102 30.272870747468)","106002","0","1","96703","1120210","27",,,,"NO_SOURCE",,"GDELANO","2016-08-31T14:41:06.000Z","GDELANO","2016-09-01T14:09:56.000Z","DDAVIS","LBL","H22","584V","240344","CITY","CITY","PHYS_INSP","DEM","GPS","3109564.225","10072393.425","DIG06","SUB-M",,"485.08999634","N","CONCRETE","481.83999634","19","7","T","6","19","22","17","GRADE","23","17","39","NOTPRESENT","50","G3","GOOD","471f06a1-5b07-4641-94b5-d17fb3fd495d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0094.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104950","WPD"
"POINT (-97.732633792323 30.301761187441)","105935","0","1","70849","960850","26","lnside box funnels in","1965-04-06T00:00:00.000Z","1965","PLANNOEL",,"GDELANO","2014-10-28T13:24:57.000Z","GDELANO","2014-10-28T13:41:03.000Z","DDAVIS","WLR","J25","555X","3042695","CITY","CITY","PHYS_INSP","DEM","GPS","3117231.0106","10083080.062","DIG07","SUB-M",,"611.34997559","N","CONCRETE","609.92999268","42","6","T","6","28","14","24","GRADE","30","18","17","NOTPRESENT","40","G3","GOOD","38e6e9b6-4389-4357-8a24-e80784d3eb91","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,"06272007_2_058.jpg","0",,,"2011-01-15T00:00:00.000Z","0",,,,,"1104845","WPD"
