"incidentnumber","calendaryear","month","incdate","call_type","problem","responsearea","jurisdiction","prioritydescription","council_district","location"
"18034457","2018","Apr","2018-04-07T00:00:00.000","Fire","BOXL- Structure Fire","00-2706","AFD","1F","8","POINT (-97.881479 30.211359)"
"20074644","2020","Jul","2020-07-14T00:00:00.000","Fire","TRASH - Trash Fire","00-2806","AFD","3F","7","POINT (-97.729834 30.426805)"
"20131252","2020","Dec","2020-12-08T00:00:00.000","Fire","ELEC - Electrical Fire","00-2305","AFD","3F","4","POINT (-97.702876 30.349967)"
"20057934","2020","Jun","2020-06-02T00:00:00.000","Fire","TRASH - Trash Fire","00-0804","AFD","3F","7","POINT (-97.71875 30.366535)"
"18013999","2018","Feb","2018-02-07T00:00:00.000","Fire","BOXL- Structure Fire","00-2607","AFD","1F","1","POINT (-97.666047 30.308606)"
"19125016","2019","Nov","2019-11-07T00:00:00.000","Fire","AUTO - Auto Fire","00-1801","AFD","2F","1","POINT (-97.666416 30.32018)"
"18107861","2018","Oct","2018-10-18T00:00:00.000","Fire","AUTO - Auto Fire","00-0401","AFD","2F","9","POINT (-97.75317 30.269738)"
"21058020","2021","Apr","2021-04-11T00:00:00.000","Fire","TRASH - Trash Fire","00-2304","AFD","3F","4","POINT (-97.692961 30.339156)"
"20086417","2020","Aug","2020-08-14T00:00:00.000","Fire","BOXS - Still Box Alarm","00-0804","AFD","1F","7","POINT (-97.723298 30.353492)"
"21118932","2021","Aug","2021-08-17T00:00:00.000","Fire","BOXS - Still Box Alarm","00-2803","AFD","1F","7","POINT (-97.699192 30.409449)"
"19083077","2019","Jul","2019-07-31T00:00:00.000","Fire","BOX -Structure Fire","00-2204","AFD","1F","3","POINT (-97.706227 30.23018)"
"21157681","2021","Nov","2021-11-06T00:00:00.000","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","POINT (-97.79084 30.167765)"
"21101384","2021","Jul","2021-07-13T00:00:00.000","Fire","TRASH - Trash Fire","00-1504","AFD","3F","1","POINT (-97.711105 30.266057)"
"21143170","2021","Oct","2021-10-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2502","AFD","3F","-","POINT (-97.744715 30.407858)"
"18119197","2018","Nov","2018-11-16T00:00:00.000","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","POINT (-97.75877 30.281529)"
"20136896","2020","Dec","2020-12-22T00:00:00.000","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","POINT (-97.706227 30.226258)"
"19085130","2019","Aug","2019-08-05T00:00:00.000","Fire","TRASH - Trash Fire","00-1805","AFD","3F","1","POINT (-97.687573 30.321941)"
"19104313","2019","Sep","2019-09-19T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2206","AFD","3F","2","POINT (-97.690595 30.218082)"
"18119694","2018","Nov","2018-11-18T00:00:00.000","Fire","ELEC - Electrical Fire","00-3102","AFD","3F","10","POINT (-97.788366 30.36951)"
"18100879","2018","Sep","2018-09-29T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2202","AFD","3F","3","POINT (-97.722846 30.234103)"
"20008592","2020","Jan","2020-01-22T00:00:00.000","Fire","BOXL- Structure Fire","00-2402","AFD","1F","2","POINT (-97.73828 30.205807)"
"20077834","2020","Jul","2020-07-23T00:00:00.000","Fire","TRASH - Trash Fire","00-0503","AFD","3F","1","POINT (-97.678694 30.292012)"
"19012030","2019","Feb","2019-02-02T00:00:00.000","Fire","AUTO - Auto Fire","00-2204","AFD","2F","3","POINT (-97.702928 30.225725)"
"18017746","2018","Feb","2018-02-18T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0102","AFD","3F","9","POINT (-97.745871 30.266876)"
"19110997","2019","Oct","2019-10-05T00:00:00.000","Fire","TRASH - Trash Fire","04-2605","AFD","3F","-","POINT (-97.630425 30.26124)"
"19079449","2019","Jul","2019-07-22T00:00:00.000","Fire","ELEC - Electrical Fire","00-2202","AFD","3F","9","POINT (-97.732158 30.24652)"
"19121895","2019","Oct","2019-10-31T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4904","AFD","3F","5","POINT (-97.796597 30.137612)"
"19120601","2019","Oct","2019-10-28T00:00:00.000","Fire","AUTO - Auto Fire","00-2203","AFD","2F","3","POINT (-97.722349 30.233761)"
"19135553","2019","Dec","2019-12-03T00:00:00.000","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","POINT (-97.752818 30.195098)"
"19075849","2019","Jul","2019-07-13T00:00:00.000","Fire","TRASH - Trash Fire","00-3003","AFD","3F","7","POINT (-97.676665 30.381822)"
"18120232","2018","Nov","2018-11-19T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2202","AFD","3F","3","POINT (-97.726196 30.238963)"
"19081305","2019","Jul","2019-07-27T00:00:00.000","Fire","AUTO - Auto Fire","00-3605","AFD","2F","2","POINT (-97.798892 30.174184)"
"18007661","2018","Jan","2018-01-20T00:00:00.000","Fire","BOX -Structure Fire","00-0804","AFD","1F","7","POINT (-97.724331 30.353038)"
"21001690","2021","Jan","2021-01-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-3606","AFD","3F","2","POINT (-97.790173 30.195392)"
"19142791","2019","Dec","2019-12-20T00:00:00.000","Fire","AUTO - Auto Fire","00-4004","AFD","2F","1","POINT (-97.672464 30.397457)"
"20043953","2020","Apr","2020-04-25T00:00:00.000","Fire","AUTO - Auto Fire","00-4301","AFD","2F","8","POINT (-97.867583 30.20106)"
"18123520","2018","Nov","2018-11-29T00:00:00.000","Fire","BOXL- Structure Fire","00-1101","AFD","1F","5","POINT (-97.757377 30.260662)"
"19095887","2019","Aug","2019-08-31T00:00:00.000","Fire","TRASH - Trash Fire","00-1804","AFD","3F","-","POINT (-97.692308 30.326066)"
"20040932","2020","Apr","2020-04-16T00:00:00.000","Fire","ELEC - Electrical Fire","00-2705","AFD","3F","8","POINT (-97.868214 30.224924)"
"18024578","2018","Mar","2018-03-10T00:00:00.000","Fire","TRASH - Trash Fire","00-2002","AFD","3F","5","POINT (-97.814673 30.204567)"
"19085106","2019","Aug","2019-08-05T00:00:00.000","Fire","AUTO - Auto Fire","00-2803","AFD","2F","7","POINT (-97.697228 30.416407)"
"19042083","2019","Apr","2019-04-22T00:00:00.000","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","POINT (-97.752904 30.200556)"
"18125100","2018","Dec","2018-12-03T00:00:00.000","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","POINT (-97.739007 30.231736)"
"20115786","2020","Oct","2020-10-29T00:00:00.000","Fire","TRASH - Trash Fire","00-2203","AFD","3F","3","POINT (-97.722591 30.234159)"
"19121327","2019","Oct","2019-10-30T00:00:00.000","Fire","ELEC - Electrical Fire","00-2806","AFD","3F","7","POINT (-97.714591 30.414686)"
"20112246","2020","Oct","2020-10-20T00:00:00.000","Fire","BOX -Structure Fire","00-1710","AFD","1F","3","POINT (-97.771242 30.202526)"
"21151240","2021","Oct","2021-10-23T00:00:00.000","Fire","AUTO - Auto Fire","00-1804","AFD","2F","4","POINT (-97.695006 30.325781)"
"20084462","2020","Aug","2020-08-09T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3703","AFD","3F","8","POINT (-97.895974 30.250702)"
"20008781","2020","Jan","2020-01-23T00:00:00.000","Fire","ELEC - Electrical Fire","00-3402","AFD","3F","6","POINT (-97.803668 30.465)"
"20001627","2020","Jan","2020-01-04T00:00:00.000","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","POINT (-97.703939 30.368521)"
"19033450","2019","Apr","2019-04-01T00:00:00.000","Fire","ELEC - Electrical Fire","00-1101","AFD","3F","5","POINT (-97.765061 30.251286)"
"21012037","2021","Jan","2021-01-29T00:00:00.000","Fire","TRASH - Trash Fire","00-1804","AFD","3F","-","POINT (-97.706371 30.321693)"
"21068401","2021","May","2021-05-04T00:00:00.000","Fire","TRASH - Trash Fire","00-2104","AFD","3F","10","POINT (-97.743356 30.368595)"
"21065928","2021","Apr","2021-04-28T00:00:00.000","Fire","BOX -Structure Fire","00-1712","AFD","1F","5","POINT (-97.796086 30.22936)"
"18120578","2018","Nov","2018-11-20T00:00:00.000","Fire","TRASH - Trash Fire","00-0901","AFD","3F","9","POINT (-97.722469 30.303072)"
"21129155","2021","Sep","2021-09-06T00:00:00.000","Fire","AUTO - Auto Fire","00-2502","AFD","2F","6","POINT (-97.744931 30.410969)"
"21038428","2021","Feb","2021-02-25T00:00:00.000","Fire","BOXS - Still Box Alarm","00-1706","AFD","1F","3","POINT (-97.766892 30.23833)"
"20127194","2020","Nov","2020-11-28T00:00:00.000","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","POINT (-97.734922 30.215541)"
"19092671","2019","Aug","2019-08-23T00:00:00.000","Fire","BOX -Structure Fire","00-0103","AFD","1F","1","POINT (-97.73966 30.276507)"
"20127015","2020","Nov","2020-11-27T00:00:00.000","Fire","TRASH - Trash Fire","00-1801","AFD","3F","1","POINT (-97.678553 30.307788)"
"21118211","2021","Aug","2021-08-16T00:00:00.000","Fire","AUTO - Auto Fire","00-2204","AFD","2F","3","POINT (-97.706227 30.226258)"
"20095979","2020","Sep","2020-09-07T00:00:00.000","Fire","ELEC - Electrical Fire","00-0602","AFD","3F","3","POINT (-97.758461 30.232462)"
"21051061","2021","Mar","2021-03-26T00:00:00.000","Fire","ELEC - Electrical Fire","00-1405","AFD","3F","9","POINT (-97.716413 30.300531)"
"20090649","2020","Aug","2020-08-24T00:00:00.000","Fire","BOXHI - HIRISE Structure Fire","00-0201","AFD","1F","1","POINT (-97.733582 30.285305)"
"20013838","2020","Feb","2020-02-04T00:00:00.000","Fire","TRASH - Trash Fire","00-2005","AFD","3F","3","POINT (-97.778835 30.207074)"
"19072317","2019","Jul","2019-07-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","POINT (-97.762857 30.192506)"
