"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A864689","A864689","2022-08-30T11:38:00.000","2022-08-30T11:38:00.000","Wells Branch in Austin (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Brown Tabby/White"
"A864691","A864691","2022-08-30T11:38:00.000","2022-08-30T11:38:00.000","Wells Branch in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair","Black/White"
"A864683",,"2022-08-30T11:21:00.000","2022-08-30T11:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Calico"
"A864685",,"2022-08-30T11:21:00.000","2022-08-30T11:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Torbie"
"A864684",,"2022-08-30T11:21:00.000","2022-08-30T11:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Calico"
"A857218","*Zane","2022-08-30T11:05:00.000","2022-08-30T11:05:00.000","10910 N Fm 620 in Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","6 months","Labrador Retriever Mix","Tan/White"
"A864678",,"2022-08-30T10:17:00.000","2022-08-30T10:17:00.000","11914 Oakbrook  Dr in Austin (TX)","Wildlife","Injured","Other","Unknown","2 years","Fox","Red"
"A864676","Boomer","2022-08-30T09:11:00.000","2022-08-30T09:11:00.000","7000 James Ranch Road in Austin (TX)","Public Assist","Normal","Dog","Intact Male","2 years","Dachshund/Rat Terrier","Black/White"
"A864673",,"2022-08-30T07:15:00.000","2022-08-30T07:15:00.000","Austin (TX)","Stray","Normal","Other","Unknown","3 days","Guinea Pig","Tricolor"
"A864672",,"2022-08-30T07:15:00.000","2022-08-30T07:15:00.000","Austin (TX)","Stray","Normal","Other","Unknown","3 days","Guinea Pig","Tricolor"
"A864674",,"2022-08-30T07:15:00.000","2022-08-30T07:15:00.000","Austin (TX)","Stray","Normal","Other","Unknown","3 days","Guinea Pig","Tricolor"
"A864661",,"2022-08-29T21:54:00.000","2022-08-29T21:54:00.000","5808 Trailridge in Austin (TX)","Wildlife","Normal","Other","Unknown","1 year","Bat","Brown"
"A864660",,"2022-08-29T21:50:00.000","2022-08-29T21:50:00.000","2503 W Slaughter in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","German Shepherd Mix","Brown/Black"
"A864658",,"2022-08-29T19:35:00.000","2022-08-29T19:35:00.000","12330 N I35 in Austin (TX)","Stray","Normal","Dog","Intact Female","7 months","Labrador Retriever","Black/White"
"A864679","Lowkey","2022-08-29T19:15:00.000","2022-08-29T19:15:00.000","5330 Interregional Hwy in Austin (TX)","Public Assist","Normal","Dog","Intact Male","11 years","Chow Chow","Black"
"A864657",,"2022-08-29T19:01:00.000","2022-08-29T19:01:00.000","Cameron Rd And E Yager Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","6 months","Flat Coat Retriever Mix","Black/Tricolor"
"A864656",,"2022-08-29T19:01:00.000","2022-08-29T19:01:00.000","Cameron Rd And E Yager Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","6 months","Flat Coat Retriever Mix","Black/Tan"
"A864655",,"2022-08-29T18:33:00.000","2022-08-29T18:33:00.000","2425 Cromwell Cir in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Medium Hair","White"
"A864654",,"2022-08-29T18:21:00.000","2022-08-29T18:21:00.000","2601 Scofield Ridge Pkwy in Austin (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Black/White"
"A864646","Dooku","2022-08-29T18:08:00.000","2022-08-29T18:08:00.000","4105 Victory Dr in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","2 years","Plott Hound Mix","Brown Brindle"
"A864647",,"2022-08-29T18:00:00.000","2022-08-29T18:00:00.000","15803 Windermere Dr in Travis (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair","Brown Tabby"
"A864645",,"2022-08-29T17:46:00.000","2022-08-29T17:46:00.000","8215 Thannas Way in Austin (TX)","Stray","Normal","Dog","Intact Male","4 months","German Shepherd Mix","Black/Tan"
"A863918","Bebe","2022-08-29T17:42:00.000","2022-08-29T17:42:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Pit Bull","Brown/White"
"A864641",,"2022-08-29T17:37:00.000","2022-08-29T17:37:00.000","6301 Monsanto in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","Australian Cattle Dog Mix","White/Black"
"A864642",,"2022-08-29T17:37:00.000","2022-08-29T17:37:00.000","6301 Monsanto in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","Treeing Walker Coonhound Mix","White/Black"
"A864643",,"2022-08-29T17:37:00.000","2022-08-29T17:37:00.000","6301 Monsanto in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","Australian Cattle Dog Mix","White"
"A864639",,"2022-08-29T17:37:00.000","2022-08-29T17:37:00.000","6301 Monsanto in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Australian Cattle Dog Mix","Tan/White"
"A864640",,"2022-08-29T17:37:00.000","2022-08-29T17:37:00.000","6301 Monsanto in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Great Pyrenees Mix","White/Tan"
"A861568","*Redford","2022-08-29T17:31:00.000","2022-08-29T17:31:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","2 months","Domestic Shorthair","Orange Tabby"
"A864644","Ivy","2022-08-29T17:29:00.000","2022-08-29T17:29:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","11 years","Pit Bull","Fawn"
"A864636",,"2022-08-29T16:53:00.000","2022-08-29T16:53:00.000","E 51St And Manor Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Havanese","Black/White"
"A672602","Keiser Soze","2022-08-29T16:08:00.000","2022-08-29T16:08:00.000","Austin (TX)","Stray","Aged","Dog","Neutered Male","15 years","Bulldog Mix","Red/White"
"A802591","Runa","2022-08-29T16:06:00.000","2022-08-29T16:06:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","3 years","Boxer","Tan/White"
"A864631","Lola","2022-08-29T15:38:00.000","2022-08-29T15:38:00.000","Escondido Drive in Travis (TX)","Stray","Normal","Dog","Spayed Female","3 years","Siberian Husky","White/Black"
"A863783",,"2022-08-29T15:33:00.000","2022-08-29T15:33:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","4 months","Domestic Shorthair","Torbie"
"A864630",,"2022-08-29T15:29:00.000","2022-08-29T15:29:00.000","Dove Road And Stassney Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Pit Bull","Brown/White"
"A864628",,"2022-08-29T14:52:00.000","2022-08-29T14:52:00.000","16601 Round Mountain Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","5 months","Australian Cattle Dog","Blue Tick"
"A864622","A864622","2022-08-29T14:46:00.000","2022-08-29T14:46:00.000","2200 Willow Creek Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Longhair","Brown Tabby"
"A864621","A864621","2022-08-29T14:44:00.000","2022-08-29T14:44:00.000","2200 Willow Creek Drive in Austin (TX)","Stray","Sick","Cat","Intact Male","3 weeks","Domestic Medium Hair","Blue"
"A864624",,"2022-08-29T14:15:00.000","2022-08-29T14:15:00.000","Walnut Creek Park in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull","Blue/White"
"A863304","*Apple Juice","2022-08-29T14:12:00.000","2022-08-29T14:12:00.000","Outside Jurisdiction","Owner Surrender","Normal","Other","Intact Female","2 years","Californian","White/Brown"
"A849297","Sunset","2022-08-29T13:34:00.000","2022-08-29T13:34:00.000","Outside Jurisdiction","Owner Surrender","Normal","Cat","Spayed Female","9 months","Domestic Shorthair Mix","Orange Tabby"
"A849296","Besito","2022-08-29T13:34:00.000","2022-08-29T13:34:00.000","Outside Jurisdiction","Owner Surrender","Normal","Cat","Neutered Male","9 months","Domestic Shorthair Mix","Orange Tabby/White"
"A864611","*Piper","2022-08-29T13:23:00.000","2022-08-29T13:23:00.000","14011 Fm 969 in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico"
"A864619",,"2022-08-29T13:18:00.000","2022-08-29T13:18:00.000","1201 Peyton Gin in Austin (TX)","Stray","Normal","Dog","Intact Female","5 months","German Shepherd Mix","Black Brindle/Brown"
"A864615",,"2022-08-29T13:18:00.000","2022-08-29T13:18:00.000","1201 Peyton Gin in Austin (TX)","Stray","Normal","Dog","Intact Female","5 months","German Shepherd Mix","Brown/Black"
"A864610","Jersey","2022-08-29T13:05:00.000","2022-08-29T13:05:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 year","Staffordshire Mix","Brown Brindle"
"A864617",,"2022-08-29T12:57:00.000","2022-08-29T12:57:00.000","Fletcher Ln And Hwy 71 in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Pit Bull","Black/White"
"A864632","Chase","2022-08-29T12:51:00.000","2022-08-29T12:51:00.000","6029 Blue Bluff Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Alaskan Husky","Black/White"
"A862522","*Alex","2022-08-29T12:50:00.000","2022-08-29T12:50:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","2 months","Great Pyrenees","White"
"A864606",,"2022-08-29T12:41:00.000","2022-08-29T12:41:00.000","405 Mante Ct in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby"
"A864608",,"2022-08-29T12:41:00.000","2022-08-29T12:41:00.000","405 Mante Ct in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby"
"A864607",,"2022-08-29T12:41:00.000","2022-08-29T12:41:00.000","405 Mante Ct in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby"
"A864604",,"2022-08-29T12:30:00.000","2022-08-29T12:30:00.000","1201 W 38Th St in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Medium Hair","Blue/White"
"A864603",,"2022-08-29T12:30:00.000","2022-08-29T12:30:00.000","1201 W 38Th St in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Medium Hair","Black/White"
"A864605",,"2022-08-29T12:28:00.000","2022-08-29T12:28:00.000","S 1St St And Taft Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","5 months","Black Mouth Cur","Brown/Tan"
"A864596",,"2022-08-29T11:55:00.000","2022-08-29T11:55:00.000","Springdale And Pecan Springs Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Flame Point"
"A862582","Estrella","2022-08-29T11:54:00.000","2022-08-29T11:54:00.000","Twin Crest Dr And E Croslin St in Austin (TX)","Stray","Normal","Dog","Spayed Female","3 years","Chihuahua Shorthair","Sable/White"
"A864594",,"2022-08-29T11:52:00.000","2022-08-29T11:52:00.000","1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Australian Cattle Dog","Blue Tick"
"A864595",,"2022-08-29T11:52:00.000","2022-08-29T11:52:00.000","1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull","Blue/White"
"A864597",,"2022-08-29T11:52:00.000","2022-08-29T11:52:00.000","1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Intact Female","9 months","Labrador Retriever","Black"
"A864598",,"2022-08-29T11:52:00.000","2022-08-29T11:52:00.000","1156 W Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Intact Female","9 months","Labrador Retriever","Chocolate"
"A864600",,"2022-08-29T11:48:00.000","2022-08-29T11:48:00.000","3917 Rhythmic Drive in Travis (TX)","Stray","Normal","Bird","Unknown","1 year","Budgerigar","Green/Tricolor"
"A864593","Squeaker","2022-08-29T11:22:00.000","2022-08-29T11:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","3 years","Domestic Shorthair","Torbie"
"A864592","Halo","2022-08-29T11:22:00.000","2022-08-29T11:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","3 years","Domestic Shorthair","Torbie"
"A809273","Polo","2022-08-29T11:09:00.000","2022-08-29T11:09:00.000","Loyola And Bryn Mawr in Austin (TX)","Stray","Normal","Dog","Intact Male","4 years","Mastiff","White/Brown Brindle"
"A864588",,"2022-08-29T11:08:00.000","2022-08-29T11:08:00.000","9811 Blocker Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","4 days","Domestic Shorthair","Black/White"
"A864579","A864579","2022-08-29T11:06:00.000","2022-08-29T11:06:00.000","13415 Crane Road in Travis (TX)","Stray","Normal","Dog","Intact Female","2 years","Siberian Husky Mix","White"
"A864581",,"2022-08-29T09:44:00.000","2022-08-29T09:44:00.000","8021 N Fm 620 in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Chihuahua Shorthair","White/Black"
"A864565","A864565","2022-08-28T17:24:00.000","2022-08-28T17:24:00.000","13107 Shawnee in Travis (TX)","Stray","Injured","Cat","Intact Female","6 months","Domestic Shorthair","White/Brown Tabby"
"A864561",,"2022-08-28T16:11:00.000","2022-08-28T16:11:00.000","7707 Peaceful Hill Lane in Austin (TX)","Stray","Injured","Dog","Intact Male","1 year","Pit Bull","Blue/White"
"A864562",,"2022-08-28T15:38:00.000","2022-08-28T15:38:00.000","7707 Peaceful Hill Lane in Austin (TX)","Stray","Injured","Dog","Intact Female","3 years","Pit Bull","Blue"
"A864563","Blue","2022-08-28T15:12:00.000","2022-08-28T15:12:00.000","9807 Aberdeen Way in Austin (TX)","Owner Surrender","Injured","Cat","Intact Female","2 years","Domestic Shorthair","Brown Tabby"
"A864556",,"2022-08-28T13:06:00.000","2022-08-28T13:06:00.000","2618 Pecos St in Austin (TX)","Wildlife","Injured","Other","Unknown","2 years","Raccoon","Brown"
"A864554","Milo","2022-08-28T11:56:00.000","2022-08-28T11:56:00.000","Ceasar Chavez in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","4 years","Staffordshire Mix","Tan/Black"
"A864587",,"2022-08-28T00:00:00.000","2022-08-28T00:00:00.000","Austin (TX)","Owner Surrender","Neonatal","Cat","Intact Female","0 years","Domestic Shorthair","Blue"
"A864543",,"2022-08-27T19:09:00.000","2022-08-27T19:09:00.000","9024 Northgate Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","11 months","German Shepherd","Tan"
"A864539",,"2022-08-27T18:11:00.000","2022-08-27T18:11:00.000","27209 S Pleasant Valley in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Siberian Husky Mix","Red"
"A864538","*Caramel","2022-08-27T18:01:00.000","2022-08-27T18:01:00.000","Outside Jurisdiction","Stray","Normal","Dog","Intact Female","2 months","Treeing Walker Coonhound Mix","Brown Brindle"
"A864537","*Walnut","2022-08-27T18:01:00.000","2022-08-27T18:01:00.000","Outside Jurisdiction","Stray","Normal","Dog","Intact Male","2 months","Treeing Walker Coonhound Mix","Tricolor"
"A856919","Reyna","2022-08-27T17:59:00.000","2022-08-27T17:59:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","1 year","Pit Bull Mix","Black/White"
"A864535","A864535","2022-08-27T17:06:00.000","2022-08-27T17:06:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Intact Male","5 months","Anatol Shepherd Mix","White/Tricolor"
"A864532",,"2022-08-27T16:50:00.000","2022-08-27T16:50:00.000","2240 Braker in Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","Labrador Retriever","Black/White"
"A864531",,"2022-08-27T16:50:00.000","2022-08-27T16:50:00.000","2240 Braker in Austin (TX)","Stray","Normal","Dog","Intact Female","5 years","Mastiff/Labrador Retriever","Brown/White"
"A864526",,"2022-08-27T14:54:00.000","2022-08-27T14:54:00.000","6500 Levander Loop in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","German Shepherd/Labrador Retriever","Tan/Black"
"A864527",,"2022-08-27T14:54:00.000","2022-08-27T14:54:00.000","6500 Levander Loop in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","German Shepherd/Labrador Retriever","Tan/Black"
"A864525",,"2022-08-27T14:51:00.000","2022-08-27T14:51:00.000","4712 Reyes in Austin (TX)","Stray","Normal","Bird","Unknown","1 year","Parakeet","Green/Yellow"
"A864510",,"2022-08-27T10:21:00.000","2022-08-27T10:21:00.000","Mckinney Falls And Burleson in Travis (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair","Black"
"A864509",,"2022-08-27T10:11:00.000","2022-08-27T10:11:00.000","14503 Menifee St in Travis (TX)","Stray","Normal","Dog","Intact Male","4 months","Labrador Retriever Mix","White/Brown"
"A864549",,"2022-08-27T09:58:00.000","2022-08-27T09:58:00.000","Austin (TX)","Owner Surrender","Neonatal","Cat","Unknown","0 years","Domestic Shorthair","White"
"A864548",,"2022-08-27T09:56:00.000","2022-08-27T09:56:00.000","Austin (TX)","Owner Surrender","Neonatal","Cat","Unknown","0 years","Domestic Shorthair","White"
"A864547",,"2022-08-27T09:52:00.000","2022-08-27T09:52:00.000","Austin (TX)","Owner Surrender","Neonatal","Cat","Unknown","0 years","Domestic Shorthair","White"
"A854704","Karter","2022-08-27T09:13:00.000","2022-08-27T09:13:00.000","12711 Harrisglenn Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Male","9 months","Labrador Retriever/Pointer","Black"
"A864540","A864540","2022-08-27T08:10:00.000","2022-08-27T08:10:00.000","8666 Spicewood Springs Road in Austin (TX)","Stray","Sick","Cat","Intact Female","2 years","Domestic Shorthair","Brown Tabby"
"A864508",,"2022-08-27T08:09:00.000","2022-08-27T08:09:00.000","William Cannon And South 1St in Austin (TX)","Stray","Injured","Cat","Intact Female","1 year","Domestic Shorthair","Brown Tabby"
"A864501","A864501","2022-08-26T18:42:00.000","2022-08-26T18:42:00.000","6201 Sneed Cove in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby"
"A864494",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Brown Tabby/White"
"A862175","Hyena","2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","8 months","Australian Kelpie Mix","Brown Brindle/White"
"A864497",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Black/White"
"A864496",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair","Brown Tabby/White"
"A864499",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Black/White"
"A864495",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair","Brown Tabby/White"
"A864498",,"2022-08-26T18:13:00.000","2022-08-26T18:13:00.000","10600 Brezza Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair","Brown Tabby/White"
