"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.641426080442 30.296431401843)","118562","0","1","106543","1811139","296",,,,"NO_SOURCE",,"MMARKOWSKI","2017-10-23T13:24:38.000Z","MMARKOWSKI","2017-10-23T13:33:54.000Z",,"WLN","P24","587C","3292452","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3146060.0513","10081824.3163","DIG08","SUB-M",,"482.48999023","N","CONCRETE","106","5","F","0","24","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40185","WPD","94de58a0-16c0-4e0e-ba59-d49e679a1294"
"POINT (-97.757254830645 30.424513269179)","118383","0","1","106522","2021651","62",,,,"NO_SOURCE",,"MAMARAL","2018-10-17T15:34:02.000Z","MAMARAL","2018-10-17T17:06:26.000Z","DWARDEN","WLN","H35","464M","621562","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3108436.5019","10127528.1806","DIG08","SUB-M",,"899.89001465","N","CONCRETE","120","7","T","5","35","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40166","WPD","de187ada-e6ac-493a-baa4-c7728d31ccd2"
"POINT (-97.70969853081 30.354716004651)","118240","0","1","78369","129596","258","BRIDGE INLET - diverts to creek","1968-01-24T00:00:00.000Z","1968","PLANNOEL",,"JHOLDER","2010-11-03T00:00:00.000Z","JHOLDER","2010-11-03T00:00:00.000Z","DDAVIS","LWA","K29","525M","286496","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124022.1228","10102505.569","DIG07","SUB-M",,"707.82000732","N","CONCRETE","123","5","T","3","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,,,,,"0",,,,"40138","WPD","3248fdaf-9905-4aad-83d8-311e6384d2a7"
"POINT (-97.711487415626 30.271020090515)","118213","0","1","81174","1846930","165","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-07T10:03:49.000Z","MMCDONALD","2017-12-07T10:35:36.000Z",,"BOG","K22","585V","3323618","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124176.1591","10072060.325","DIG07","SUB-M",,"489.57998657","N","CONCRETE","151","6","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40075","WPD","04e24392-55f7-42ec-98f0-c4fb36e591ec"
"POINT (-97.69190877169 30.273583549436)","118483","0","1","76328","221454","1","BRIDGE INLET - diverts to creek","1963-09-30T00:00:00.000Z","1963","APPLANEL",,"JHOLDER","2010-03-02T00:00:00.000Z","JHOLDER","2011-08-25T09:59:28.000Z","SJOHNSON","TAN","L22","586T","90482","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3130326.7582","10073127.867","DIG07","SUB-M","476.22000122","470.94000244","N","CONCRETE","120","6","T","4","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED",,"2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-08T00:00:00.000Z",,,,,,"0",,,,"40393","WPD","78c23a95-5522-45a8-b039-def8148174f8"
"POINT (-97.753956355773 30.252087370896)","118552","0","1","96633","1876402","305","BRIDGE INLET drops straight into creek","1957-04-01T00:00:00.000Z","1957","APPLANEL",,"JHOLDER","2010-07-08T00:00:00.000Z","VVINCENT","2018-01-24T10:51:55.000Z","HCHOU","EBO","H21","614H","219152","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110930.0624","10064859.596","DIG06","SUB-M",,"483.01000977","N","CONCRETE","132","6","T","6","17","SAG","NOTPRESENT","S1","FAIR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,"2006-05-22T00:00:00.000Z",,,,,,"0",,,,"40243","WPD","e4ace651-f0f9-44a1-b28a-f8973ca9be6f"
"POINT (-97.754030340346 30.249850873756)","118217","0","1","96638","96589","350","BRIDGE INLET drops into creek- no box","1960-03-07T00:00:00.000Z","1960","APPLANEL",,"RODAVILA","2010-08-02T00:00:00.000Z","DLEWIS","2010-08-03T00:00:00.000Z","DLEWIS","EBO","H20","614M","244951","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110924.1944","10064041.051","DIG06","SUB-M",,"493.86999512","N","CONCRETE","110","4","T","2","18","SAG","NOTPRESENT","S1","POOR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,"2006-05-22T00:00:00.000Z",,,,,,"0",,,,"40247","WPD","403152ca-9427-41f3-bdcc-b7d1eb4952b7"
"POINT (-97.822674855222 30.196297228728)","118533","0","1","106655","1832530","211",,"1982-09-02T00:00:00.000Z","1982","APPLANEL",,"TBARRINGTON","2013-12-05T12:30:16.000Z","MMARKOWSKI","2017-11-17T09:09:46.000Z","ACOLEMAN","SBG","E16","643X","784161","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3089696.0463","10044078.27","DIG08","SUB-M","750","749.70001221","N","CONCRETE","119","6","T","5","66","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40289","WPD","5a9e541d-ed33-4b7d-9c14-f7b5e65e33ae"
"POINT (-97.849054445184 30.411373734307)","118466","0","1","106483","1931110","215",,"2004-02-12T00:00:00.000Z","2004","ASBLTEL",,"CHILL","2016-04-27T16:09:38.000Z","ACORTEZ","2018-04-25T10:18:21.000Z","ACOLEMAN","BUL","D34","462U","191297","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3079617.4831","10122092.6619","DIG08","SUB-M","1024.51000977","1023.84002686","N","CONCRETE","126","6","T","6","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ALBERT GENE ALLEN JR",,,,,,,"0",,,,"40263","WPD","39182199-c755-489d-b9dc-1f9b4988072c"
"POINT (-97.711517173575 30.270902965052)","118361","0","1","81054","1846930","345","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-07T10:04:02.000Z","MMCDONALD","2017-12-07T10:35:36.000Z",,"BOG","K22","585V","3323618","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124164.8743","10072015.044","DIG07","SUB-M",,"490.23001099","N","CONCRETE","151","5","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40072","WPD","06d95da4-51c7-404f-aa84-a5cf420c24e7"
"POINT (-97.767350544211 30.441785586975)","118285","0","1","106484","1005026","257","Located above culvert","1985-02-27T00:00:00.000Z","1985","ASBLTEL",,"MMCDONALD","2014-12-19T11:20:29.000Z","MMCDONALD","2014-12-21T11:50:44.000Z","SJOHNSON","RAT","H37","434Y","325546","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3105110.5188","10133734.6938","DIG08","SUB-M",,"913.51000977","N","CONCRETE","120","5","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40264","WPD","83d8c3ef-e63f-4040-8fa0-b225b1b1c6f5"
"POINT (-97.760667459483 30.235592027782)","118255","0","1","77813","1709012","357","BRIDGE INLET - diverts to creek","1965-07-16T00:00:00.000Z","1965","APPLANEL",,"JHOLDER","2010-01-19T00:00:00.000Z","GDELANO","2017-10-12T12:18:07.000Z","SJOHNSON","EBO","H19","614V","300548","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3108950.0942","10058813.152","DIG07","SUB-M",,"571.07000732","N","CONCRETE","108","5","T","3","18","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40020","WPD","b4dda33f-aeff-4250-bf71-94f01e0705b9"
"POINT (-97.725140264562 30.316299687184)","118338","0","1","82250","1049490","193","BRIDGE INLET - diverts to creek","1964-04-17T00:00:00.000Z","1964","APPLANEL",,"SBURZYNSKI","2010-10-28T00:00:00.000Z","GDELANO","2015-02-20T12:14:19.000Z","DDAVIS","WLR","K26","555L","253693","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119473.2184","10088422.024","DIG07","SUB-M",,"628.33001709","N","CONCRETE","108","4","T","3","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40055","WPD","bd823a4f-3d1d-4f41-97f0-21ff874bdf40"
"POINT (-97.785990949802 30.262091154568)","118559","0","1","106565",,"139",,,,"NO_SOURCE",,"DDAVIS","2015-02-13T15:09:02.000Z","DDAVIS","2015-02-13T15:12:14.000Z",,"BAR","G22","584W","93666","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3100734.4788","10068264.0963","DIG08","SUB-M",,"522.01000977","N","CONCRETE","90","5","T","1","24","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ISRAEL RAMIREZ",,,,,,,"0",,,,"40365","WPD","0684d400-40ac-4e89-a363-5005996335cd"
"POINT (-97.773450704805 30.242150054966)","118497","0","1","78466","1873491","289","BRIDGE INLET - diverts to creek","1970-07-02T00:00:00.000Z","1970","PLANNOEL",,"JHOLDER","2010-01-28T00:00:00.000Z","GDELANO","2018-04-10T12:35:34.000Z","HCHOU","WBO","G20","614P","607467","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3104866.2527","10061104.834","DIG07","SUB-M",,"573.21002197","N","CONCRETE","121","5","T","6","17","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,,,,,"0",,,,"40237","WPD","574ad1f0-135e-46e8-9828-42c00e154b52"
"POINT (-97.71212855682 30.445250028333)","118378","0","1","106501","1941970","23",,,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:22:16.000Z","PSTARKEL","2018-05-10T15:24:27.000Z","SJOHNSON","WLN","K37","435V","3089212","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3122477.7369","10135400","DIG08","SUB-M",,"811.7800293","N","CONCRETE","120","7","T","6","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40338","WPD","9c3cb4c7-09b3-4bbf-9b87-dda73f4e5484"
"POINT (-97.763209024352 30.429230673962)","118500","0","1","106525","2018482","32",,,,"NO_SOURCE",,"MMCDONALD","2018-10-18T12:41:01.000Z","MMCDONALD","2018-10-18T12:44:56.000Z","DWARDEN","WLN","H36","464G","3502348","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3106519.0019","10129201.4975","DIG08","SUB-M",,"949.59002686","N","CONCRETE","121","6","T","5","37","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40169","WPD","2ddb3ddd-91c2-4ad2-9dc2-574ff9bbae71"
"POINT (-97.714656927984 30.332810220638)","118252","0","1","75564","1716370","26","BRIDGE INLET - diverts to creek","1960-12-01T00:00:00.000Z","1960","APPLANEL",,"NPULLIAS","2011-02-07T00:00:00.000Z","CGORE","2017-07-13T12:39:54.000Z","EDUBIN","WLR","K28","525Z","3292997","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3122641.7539","10094501.855","DIG07","SUB-M",,"688.96002197","N","CONCRETE","96","5","T","6","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"40131","WPD","fa0e6bc2-1210-4823-a0ba-55c67927a304"
"POINT (-97.81711954288 30.428943713232)","118307","0","1","1722355","1767570","303","Inlet opens directly to outfall on other side of curb, possible bridge inlet",,,"NO_SOURCE",,"VVINCENT","2017-09-07T14:15:46.000Z","PCAMPMAN","2018-01-29T14:15:12.000Z",,"BUL","E36","463F","3041566","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3089532.8494","10128711.9406","DIG08","SUB-M",,"890.79998779","N","CONCRETE","121","6","T","6","14","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM","2018-01-29T14:02:54.000Z",,"09092008_5_033.jpg",,,"2016-04-15T00:00:00.000Z","0",,,,"5000071585","WPD","a6c01626-4530-48f8-9568-cacbba7c8d54"
"POINT (-97.744434498648 30.420087038051)","118283","0","1","106532","2015252","291",,,,"NO_SOURCE",,"MAMARAL","2018-10-23T15:16:37.000Z","MAMARAL","2018-10-23T15:28:04.000Z","DWARDEN","WLN","J35","465N","5392740","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112513.5594","10126012.65","DIG08","SUB-M",,"833.35998535","N","CONCRETE","96","7","T","6","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40175","WPD","57319919-c478-48d0-b20c-b78cbd86fda9"
"POINT (-97.863562289238 30.214701145032)","118203","0","1","106649","914130","117",,"1993-09-01T00:00:00.000Z","1993","APPLANEL",,"APRUITT","2013-05-15T12:10:23.000Z","CGORE","2014-08-07T11:36:35.000Z","RODAVILA","WMS","C17","642K","3294336","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3076633.365","10050480.8288","DIG08","SUB-M","788.20001221","787.77001953","N","CONCRETE","120","8","T","5","37","SAG","NOTPRESENT","S1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,,,,,"0",,,,"40283","WPD","e43d6821-923e-4c73-b794-ce0609e66869"
"POINT (-97.727368743017 30.3420467925)","118373","0","1","77335","1683730","33","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"DWARDEN","2017-04-14T17:00:46.000Z","DWARDEN","2017-05-18T17:47:46.000Z","GDELANO","SHL","K28","525U","315734","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118555.8768","10097763.71","DIG07","SUB-M",,"710.2800293","N","CONCRETE","128","6","T","8","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"40015","WPD","09335b8b-2d5d-4f8d-a61e-d7bd90025c97"
"POINT (-97.691049531704 30.407564897773)","118200","0","1","301210","1779730","182",,,,"NO_SOURCE",,"MMARKOWSKI","2017-09-08T11:22:37.000Z","MMARKOWSKI","2017-09-08T11:23:46.000Z","SJOHNSON","WLN","L34","466X","3181680","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129443.6081","10121855.3944","DIG10","SUB-M",,"683.2199707","N","CONCRETE","97","4","T","5","23","SAG","PRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","4",,"BILL BUTLER","2010-09-15T00:00:00.000Z","DANIEL WHEAT",,"2.7","1",,"0","2010-09-15T00:00:00.000Z","09:35","6","401192863","WPD","a32fb92b-dce4-4d98-b1f1-64306b19124c"
"POINT (-97.676153749412 30.300281153545)","118296","0","1","79508","116422","204","BRIDGE INLET - diverts to creek","1962-08-17T00:00:00.000Z","1962","APPLANEL",,"NPULLIAS","2010-10-11T00:00:00.000Z","PCAMPMAN","2013-11-06T12:58:40.000Z","DDAVIS","FOR","M25","556Z","456494","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3135070.1429","10082964.618","DIG07","SUB-M",,"589.07000732","N","CONCRETE","60","4","T","4","18","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40210","WPD","380cc2a8-d756-4c66-80f1-1eddde5e6d97"
"POINT (-97.7413207373 30.35099101053)","118627","0","1","276030","1834450","25","No field evidence. Removed with culverts.","1959-03-27T00:00:00.000Z","1959","PLANNOEL",,"RODAVILA","2010-11-01T00:00:00.000Z","GDELANO","2018-02-07T15:50:05.000Z","ACOLEMAN","SHL","J29","525J","3360176","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"668.86999512","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"4e4733f3-32b3-4749-8220-ad7268e55804"
"POINT (-97.687394038528 30.309541370975)","118518","0","1","79777","1723731","24","BRIDGE INLET - diverts to creek","1961-10-02T00:00:00.000Z","1961","APPLANEL",,"RMOELLMER","2010-12-09T00:00:00.000Z","CGORE","2017-09-13T16:53:20.000Z","EDUBIN","FOR","M26","556Q","252217","CITY","CITY","PHYS_INSP","DTM","GPS","3131442.3608","10086249.36","DIG07","SUB-M",,"586.80999756","N","CONCRETE","270","4","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40079","WPD","82b2b8fd-ab71-4193-9515-15e8e300dd4b"
"POINT (-97.691544620992 30.271701883308)","118532","0","1","76882","1746786","294","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-07-28T10:53:03.000Z","MMCDONALD","2017-07-28T11:15:07.000Z",,"TAN","L22","586T","258746","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3130460.9466","10072453.858","DIG07","SUB-M",,"467.76998901","N","CONCRETE","120","4","T","3","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-08T00:00:00.000Z",,,,,,"0",,,,"40010","WPD","e63536e6-9677-4be5-91ff-80d4269981f4"
"POINT (-97.735113540596 30.279893331349)","118265","0","1","227098","1761828","193","No field evidence",,,"NO_SOURCE",,"RMOELLMER","2010-03-17T00:00:00.000Z","GDELANO","2018-11-14T12:47:54.000Z","RODAVILA","WLR","J23","585K","515210","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"501.67999268","N","NODATA","10",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"0160961d-e654-4a0f-a4cd-2fae3cda99e4"
"POINT (-97.744595099538 30.420090704099)","118375","0","1","106533","2015252","115",,,,"NO_SOURCE",,"MAMARAL","2018-10-23T15:13:21.000Z","MAMARAL","2018-10-23T15:24:31.000Z","DWARDEN","WLN","J35","465N","5392740","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112462.9219","10126012.805","DIG08","SUB-M",,"829.9699707","N","CONCRETE","101","8","T","7","18","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40176","WPD","2983f0aa-c2da-493d-91e2-78fd6ba52062"
"POINT (-97.793967467763 30.230483726648)","118215","0","1","106567","1878290","0","Added per field data,",,,"NO_SOURCE",,"PCAMPMAN","2015-02-25T11:22:18.000Z","PSTARKEL","2018-01-25T10:26:19.000Z",,"WMS","F19","613Z","252389","CITY","CITY","PHYS_INSP","DTM","GPS","3098476.9725","10056714.3681","DIG08","SUB-M",,"671.9699707","N","CONCRETE","84","5","T","3","16","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"CARRIE STEFANELLI",,,,,,,"0",,,,"40367","WPD","3f6c7f3b-748e-4e6d-a821-c7e9328cda9d"
"POINT (-97.691325970703 30.305747018986)","118540","0","1","79535","1703924","155","BRIDGE INLET - diverts to creek","1966-09-28T00:00:00.000Z","1966","APPLANEL",,"RMOELLMER","2010-11-15T00:00:00.000Z","CGORE","2017-08-01T15:53:21.000Z","DDAVIS","FOR","L25","556T","686948","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3130234.3184","10084833.49","DIG07","SUB-M",,"582.58001709","N","CONCRETE","404","5","T","4","19","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-03T00:00:00.000Z",,,,,,"0",,,,"40030","WPD","c650248f-eba3-41ad-a33c-204693a9229b"
"POINT (-97.804296239567 30.198561445633)","118251","0","1","106648","1845973","210",,,,"NO_SOURCE",,"ACORTEZ","2018-01-03T15:55:28.000Z","ACORTEZ","2018-01-03T15:55:43.000Z","ACOLEMAN","WMS","F16","643U","457960","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3095482.0837","10045033.0469","DIG08","SUB-M",,"701.7199707","N","CONCRETE","41","6","T","1","23","GRADE","PRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"GEETHA GANESAN",,,,,,,"0",,,,"40282","WPD","791f3688-f82b-4728-bd44-6dc85445157e"
"POINT (-97.82272095176 30.196215301013)","118244","0","1","106656","1832530","18",,"1982-09-02T00:00:00.000Z","1982","APPLANEL",,"TBARRINGTON","2013-12-05T12:30:36.000Z","MMARKOWSKI","2017-11-17T08:56:03.000Z","ACOLEMAN","SBG","E16","643X","781695","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3089682.1594","10044048.1525","DIG08","SUB-M","750","750.27001953","N","CONCRETE","112","6","T","6","56","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"MARCUS ALLEN",,,,,,,"0",,,,"40290","WPD","d0920423-b17b-4a02-b466-a6510a99a89c"
"POINT (-97.72754716836 30.361531646069)","118526","0","1","82152","1713490","199","curb raised","1963-10-22T00:00:00.000Z","1963","ASBLTEL",,"JHOLDER","2011-04-28T10:30:57.000Z","MMARKOWSKI","2018-02-14T10:58:22.000Z","DDAVIS","SHL","K30","525G","247163","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118333.6947","10104849.467","DIG07","SUB-M",,"733.57000732","N","CONCRETE","96","6","T","4","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-21T00:00:00.000Z",,"07092007_4_056.jpg",,,,"0",,,,"401311988","WPD","92a5ba55-b014-4560-b543-e847865c6458"
"POINT (-97.711700926784 30.36656334183)","118412","0","1","74811","1878323","25","BRIDGE INLET - diverts to creek","1975-06-20T00:00:00.000Z","1975","APPLANEL",,"MMARKOWSKI","2016-12-09T13:18:45.000Z","GDELANO","2018-02-27T14:02:35.000Z","CGORE","LWA","K30","525D","3131547","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123283.1891","10106789.119","DIG07","SUB-M",,"694.97998047","N","CONCRETE","98","5","T","5","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40061","WPD","0bd10e11-a3e4-4414-af97-d9a2c269f241"
"POINT (-97.741261417732 30.350962070775)","118628","0","1","276031","1834450","26","No field evidence. Removed with culverts.","1959-03-27T00:00:00.000Z","1959","PLANNOEL",,"RODAVILA","2010-11-01T00:00:00.000Z","GDELANO","2018-02-07T15:50:05.000Z","ACOLEMAN","SHL","J29","525J","3360176","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"668.89001465","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"014b1c22-0f86-4f46-90f0-e051c4db924d"
"POINT (-97.823464152556 30.195381769361)","118212","0","1","106652","755107","28",,"1979-10-22T00:00:00.000Z","1979","APPLANEL",,"TBARRINGTON","2013-10-31T08:45:08.000Z","TBARRINGTON","2013-10-31T11:35:30.000Z","SJOHNSON","SBG","E16","643W","738909","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3089454.2631","10043739.7831","DIG08","SUB-M",,"746.11999512","N","CONCRETE","115","7","T","6","31","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","MARCUS ALLEN",,,,,,,"0",,,,"40286","WPD","57b4f555-caba-4783-9ccf-7c7f10700e2f"
"POINT (-97.772168112443 30.480942073686)","118013","0","1","106531","909333","186",,"1995-02-23T00:00:00.000Z","1995","APPLANEL",,"MLEACH","2014-07-16T10:51:59.000Z","MLEACH","2014-07-17T13:13:18.000Z","DDAVIS","LKC","G40","404T","159113","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3103264.96","10147936.6419","DIG08","SUB-M","889.60998535","889.30999756","N","CONCRETE","123","8","T","6","34","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ALBERT GENE ALLEN JR",,,,,,,"0",,,,"40174","WPD","3febcd2e-c196-4d1c-86d2-78ccd60963dc"
"POINT (-97.703301136 30.412449338894)","118302","0","1","106540","1953522","26",,,,"NO_SOURCE",,"MMARKOWSKI","2018-05-23T13:49:51.000Z","MMARKOWSKI","2018-05-23T13:51:15.000Z","ACOLEMAN","WLN","L34","466S","3276745","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125540.5831","10123539.7925","DIG08","SUB-M",,"701.32000732","N","CONCRETE","80","6","T","7","48","GRADE","NOTPRESENT","G1R","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,"2012-10-15T00:00:00.000Z","0",,,,"40183","WPD","5f40c6f3-366e-4d0e-9005-4e493a4f1924"
