"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.79073869802 30.26662488459)","118312","0","1","106548","1861347","54",,"1985-01-31T00:00:00.000Z","1985","APPLANEL",,"GDELANO","2018-03-01T13:00:46.000Z","GDELANO","2018-03-01T13:01:24.000Z",,"BAR","G22","584W","523678","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3099198.28","10069878.2481","DIG08","SUB-M",,"608.80999756","N","CONCRETE","60","7","T","6","36","SAG","NOTPRESENT","S1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"BRIAN THOMAS",,,,,,,"0",,,,"40192","WPD","8120873d-2a5c-4540-a08f-01d9c920a9cc"
"POINT (-97.797504355931 30.355543004346)","118603","0","1","106544","1768546","5",,,,"NO_SOURCE",,"VVINCENT","2017-08-24T14:50:36.000Z","VVINCENT","2017-08-30T10:44:22.000Z",,"LKA","F29","523M","141732","OTHER","OTHER","PHYS_INSP","DEM","GPS","3096325.8394","10102159.6206","DIG08","SUB-M",,"734.08001709","N","CONCRETE","170","7","T","7","17","SAG","PRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,,,,,"0",,,,"40187","WPD","17b34e6a-2d39-48f1-9a43-7d2d9d55aa25"
"POINT (-97.811611874347 30.215458018873)","118421","0","1","106663","1787762","282","emptys directly into culvert,","1980-01-28T00:00:00.000Z","1980","APPLANEL",,"APRUITT","2012-11-14T16:05:29.000Z","GDELANO","2018-01-03T11:43:49.000Z",,"WMS","F18","643G","151622","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3093032.2562","10051124.145","DIG08","SUB-M",,"679.97998047","N","CONCRETE","121","6","T","6","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,,,,,"0",,,,"40296","WPD","dffb10f6-6f3b-4253-9654-c7bbe77d2831"
"POINT (-97.728180315549 30.341437575834)","118396","0","1","77332","1683730","212","vertical inlet slot width 7.5",,,"NO_SOURCE",,"DWARDEN","2017-04-14T17:50:14.000Z","DWARDEN","2017-05-18T17:52:55.000Z","GDELANO","SHL","K28","525U","246673","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118305.203","10097536.212","DIG07","SUB-M",,"706.91998291","N","CONCRETE","127","8","T","10","14","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"401192865","WPD","643d51a7-6f85-4062-a452-f1e7336828e7"
"POINT (-97.716508325738 30.370454778671)","118403","0","1","74918","1935586","290","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMARKOWSKI","2018-05-02T14:36:23.000Z","MMARKOWSKI","2018-05-02T14:38:03.000Z",,"LWA","K31","495Z","200246","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3121736.5909","10108176.843","DIG07","SUB-M",,"713.41998291","N","CONCRETE","86","5","T","5","19","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DDAVIS","2008-11-04T00:00:00.000Z",,,,,,"0",,,,"40063","WPD","e87f57a5-4e3c-453c-9f10-46d297c80997"
"POINT (-97.746231205949 30.32613539969)","118547","0","1","78644","1811091","17","partially seperated by a 9"" block undercurb,  BRIDGE INLET - diverts to creek","1960-06-01T00:00:00.000Z","1960","APPLANEL",,"NPULLIAS","2011-04-12T15:11:20.000Z","MMCDONALD","2017-10-23T16:49:12.000Z","RODAVILA","SHL","J27","555E","845888","CITY","CITY","PHYS_INSP","SUPP_INFO","GPS","3112743.2295","10091842.145","DIG07","SUB-M","624.90997314","610.40997314","N","CONCRETE","92","6","T","4","16","GRADE","PRESENT","G1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40141","WPD","41364844-5776-404e-b4ed-978a93136109"
"POINT (-97.691240256827 30.305642474047)","118523","0","1","79536","1703924","329","BRIDGE INLET - diverts to creek","1966-09-28T00:00:00.000Z","1966","APPLANEL",,"RMOELLMER","2010-11-15T00:00:00.000Z","CGORE","2017-08-01T15:53:21.000Z","DDAVIS","FOR","L25","556T","686840","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3130256.3475","10084796.59","DIG07","SUB-M",,"586.40997314","N","CONCRETE","404","6","T","4","19","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-03T00:00:00.000Z",,,,,,"0",,,,"40031","WPD","9f338dad-9411-4110-ba3a-5716b05f07b7"
"POINT (-97.77901559162 30.468554514167)","118468","0","1","1768382","1725346","216","Maybe a bridge inlet or small culvert",,,"NO_SOURCE",,"VVINCENT","2017-10-04T10:24:18.000Z","VVINCENT","2017-10-04T10:26:13.000Z","ACOLEMAN","LKC","G39","434B","197026","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3101212.0581","10143383.0469","DIG08","SUB-M",,"884.35998535","N","CONCRETE","107","7","T","6","60","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN","2018-06-12T11:52:18.000Z",,"10092008_3_023.jpg",,,,"0",,,,"5000075287","WPD","88bc52d6-4203-4ba5-afb1-9f061d289af1"
"POINT (-97.746950809769 30.360797983242)","118597","0","1","82021",,,"BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"DLEWIS","2008-10-27T00:00:00.000Z","WPDR_ADMIN","2018-06-29T10:12:10.000Z","DDAVIS","SHL","J30","525E","996056","OTHER","OTHER","PHYS_INSP","DEM","GPS","3112219.0514","10104437.098","DIG07","SUB-M",,"726.79998779","N","CONCRETE","94","6","F","0","24","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40110","WPD","3ba23dd5-9d68-4986-9d9a-5db9a512a191"
"POINT (-97.707493244114 30.284977512728)","118429","0","1","76640",,"232","BRIDGE INLET - diverts to creek","2004-11-24T00:00:00.000Z","2004","APPLANEL",,"JAMARTINEZ","2018-05-18T10:18:34.000Z","JAMARTINEZ","2018-05-18T10:18:46.000Z",,"BOG","L23","586J","810284","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125313.7623","10077161.491","DIG07","SUB-M",,"535.72998047","N","CONCRETE","88","6","T","5","16","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2008-11-03T00:00:00.000Z",,,,,,"0",,,,"40008","WPD","d10dbc11-4c50-466f-8abb-32ccc0b92055"
"POINT (-97.770479892365 30.284940246176)","118599","0","1","2139238",,"25",,"1948-07-08T00:00:00.000Z","1948","PLANNOEL",,"GDELANO","2022-01-20T11:44:51.000Z","GDELANO","2022-01-20T11:46:35.000Z",,"JOH","H23","584L","189644","CITY","CITY","PHYS_INSP","DEM","GPS","3105435.9171","10076681.715","DIG07","SUB-M",,"507.60998535","N","CONCRETE","98","5","T","1","19","GRADE","NOTPRESENT","G1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2022-01-20T11:42:36.000Z",,"09142007_2_007.jpg",,,"2012-10-15T00:00:00.000Z","0",,,,"12140219","WPD","28c13c79-1432-4afb-9a1e-48bcae1a085b"
"POINT (-97.710347778649 30.444675344847)","118431","0","1","106506","1941970","206",,,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:22:59.000Z","PSTARKEL","2018-05-10T15:27:25.000Z","SJOHNSON","WLN","K37","435V","256239","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3123043.65","10135204.2788","DIG08","SUB-M",,"808.53997803","N","CONCRETE","121","6","T","7","38","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40395","WPD","a89dc161-29aa-4f3d-9b8a-8494f6342614"
"POINT (-97.747646278086 30.294458212242)","118441","0","1","81771","1883442","230","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"VVINCENT","2018-02-02T09:18:54.000Z","VVINCENT","2018-03-14T15:27:40.000Z","ACOLEMAN","SHL","J24","585A","163444","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112563.403","10080311.779","DIG07","SUB-M",,"521.14001465","N","CONCRETE","120","5","F","0","18","GRADE","PRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DDAVIS","2008-10-08T00:00:00.000Z",,,,,,"0",,,,"40047","WPD","4a957091-c273-40c1-a6e0-7cce892fbde3"
"POINT (-97.732314202818 30.337173644207)","118346","0","1","77398","1851730","185","BRIDGE INLET - diverts to creek","1958-12-24T00:00:00.000Z","1958","APPLANEL",,"SJOHNSON","2011-03-11T16:51:54.000Z","GDELANO","2018-02-28T11:17:03.000Z","DDAVIS","SHL","J28","525X","482156","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117037.7593","10095955.401","DIG07","SUB-M",,"680.34002686","N","CONCRETE","196","4","T","3","20","GRADE","NOTPRESENT","G1","FAIR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","HCHOU","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40017","WPD","14d3ef60-3852-4e11-8003-c91f1d7ba837"
"POINT (-97.741980350011 30.274296207054)","118604","0","1","379116","203816","180",,,,"NO_SOURCE",,"JABAKER","2011-07-19T15:39:36.000Z","JABAKER","2011-07-19T16:13:14.000Z","RODAVILA","TWN","J23","585N","118641","OTHER","OTHER","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,"N",,,"NODATA","NODATA","S1","NODATA","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","0","N",,,,,,,,"0",,,,,,"f71f01e6-09d0-4a74-8c83-9c5d565b95b2"
"POINT (-97.78064705222 30.341699088663)","118445","0","1","106558","1741010","275",,,,"NO_SOURCE",,"VVINCENT","2017-07-21T13:26:02.000Z","VVINCENT","2017-07-21T13:30:09.000Z",,"LKA","G28","524T","548624","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3101756.8269","10097247.6731","DIG08","SUB-M",,"618.21002197","N","CONCRETE","121","7","T","5","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40202","WPD","d0ee9365-b81c-4917-a6a6-70da4b2e3cfc"
"POINT (-97.716656230328 30.370477048653)","118311","0","1","74916","1935586","110","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMARKOWSKI","2018-05-02T14:35:38.000Z","MMARKOWSKI","2018-05-02T14:38:02.000Z",,"LWA","K31","495Z","678795","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3121689.7867","10108180.745","DIG07","SUB-M",,"711.09002686","N","CONCRETE","86","6","T","6","20","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DDAVIS","2008-11-04T00:00:00.000Z",,,,,,"0",,,,"40418","WPD","36a6679d-647e-43e1-b661-8ffdcc022154"
"POINT (-97.755065975593 30.247154128784)","118536","0","1","96635","1735571","19","BRIDGE INLET drops into creek: no box","1959-09-29T00:00:00.000Z","1959","APPLANEL",,"RODAVILA","2010-08-02T00:00:00.000Z","CWEYENBERG","2017-07-17T11:52:59.000Z","DLEWIS","EBO","H20","614M","241835","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110620.8985","10063056.247","DIG06","SUB-M",,"507.82000732","N","CONCRETE","119","5","T","3","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,"2006-05-18T00:00:00.000Z",,,,,,"0",,,,"40244","WPD","6d1a1f26-7b2f-4fea-b60c-a77e630eaed3"
"POINT (-97.734310873732 30.365720000755)","118417","0","1","75776","1713827","300","BRIDGE INLET - diverts to creek","1959-05-01T00:00:00.000Z","1959","APPLANEL",,"JHOLDER","2010-11-01T00:00:00.000Z","VVINCENT","2017-07-03T08:49:52.000Z","DDAVIS","SHL","J30","525B","719228","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3116159.7579","10106319.672","DIG07","SUB-M","714.90997314","712.09002686","N","CONCRETE","144","6","T","6","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"40108","WPD","9a88d2f5-35c8-4391-a6ce-0e97bebe70c9"
"POINT (-97.780284705537 30.214029458661)","118351","0","1","106473","1716724","283",,,,"NO_SOURCE",,"JHOLDER","2011-05-10T16:33:08.000Z","JAMARTINEZ","2017-06-22T10:51:11.000Z","SJOHNSON","WMS","G17","644K","301976","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3102935.3125","10050831.0606","DIG08","SUB-M",,"611.9699707","N","CONCRETE","132","5","T","5","17","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40253","WPD","1f54637e-9907-4340-a70b-d7b68523ab8d"
"POINT (-97.741276955184 30.35110529847)","118391","0","1","276027","1834450","208","No field evidence. Removed with culverts.","1959-03-27T00:00:00.000Z","1959","PLANNOEL",,"RODAVILA","2010-11-01T00:00:00.000Z","GDELANO","2018-02-07T15:50:05.000Z","ACOLEMAN","SHL","J29","525J","3360176","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"669.09997559","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"d479f120-9382-4f0e-baa0-1876ec6d5167"
"POINT (-97.674503603746 30.391274027667)","118578","0","1","191286","788372","72","Moved from curb inlet","1986-07-01T00:00:00.000Z","1986","ASBLTEL",,"TBARRINGTON","2013-12-27T12:31:47.000Z","WPDR_ADMIN","2021-01-25T13:15:22.000Z","SJOHNSON","WLN","M33","496H","63605","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3134797.9563","10116056.3688","DIG08","SUB-M",,"634.53997803","N","CONCRETE","119","5","T","6","36","SAG","NOTPRESENT","S1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"BILLY MULLINS",,,,,,,"0",,,,"401192861","WPD","82b09905-4c78-42d7-bb9b-3a97ce6d721e"
"POINT (-97.741346683518 30.323387947034)","118246","0","1","78965","432863","211","BRIDGE INLET - diverts to creek","1960-05-01T00:00:00.000Z","1960","APPLANEL",,"NPULLIAS","2011-04-07T16:23:45.000Z","APRUITT","2012-09-05T13:07:00.000Z","RODAVILA","SHL","J27","555E","3070267","CITY","CITY","PHYS_INSP","SUPP_INFO","GPS","3114305.9211","10090876.607","DIG07","SUB-M","634.5300293","629.96002197","N","CONCRETE","84","4","T","3","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40028","WPD","d717dba7-b318-43da-8ee8-ea5d02c930a1"
"POINT (-97.763407115527 30.257069160834)","118320","0","1","211182","1863267","210",,"1937-02-03T00:00:00.000Z","1937","PLANNOEL",,"CGORE","2014-03-27T09:10:37.000Z","MMCDONALD","2018-01-04T15:46:40.000Z","GDELANO","LBL","H21","614C","731816","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3107896.8314","10066604.5745","DIG09","SUB-M","520.64001465","520.66998291","N","CONCRETE","128","6","T","7","16","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","MARCUS ALLEN","2009-07-24T00:00:00.000Z","BILL BUTLER",,"5.2501","2","2015-05-15T00:00:00.000Z","0","2009-07-24T00:00:00.000Z","13:54","5","40314","WPD","17976c79-c78b-47de-8774-e088e0bb1acb"
"POINT (-97.725163332377 30.316215051759)","118018","0","1","82251","1049490","6","BRIDGE INLET - diverts to creek","1964-04-17T00:00:00.000Z","1964","APPLANEL",,"SBURZYNSKI","2010-10-28T00:00:00.000Z","GDELANO","2015-02-20T12:08:16.000Z","DDAVIS","WLR","K26","555L","253693","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119463.0166","10088389.907","DIG07","SUB-M",,"628.51000977","N","CONCRETE","108","4","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40057","WPD","04335799-3119-4ca4-8ba3-d7a47e946cff"
"POINT (-97.723971189926 30.319765898893)","118409","0","1","78320","1861971","214","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-26T09:57:15.000Z","MMCDONALD","2017-12-26T10:00:12.000Z",,"WLR","K26","555L","848486","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119815.2748","10089684.946","DIG07","SUB-M",,"636.95001221","N","CONCRETE","267","4","T","3","21","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40022","WPD","f51d2e51-9107-4117-a459-46b3d2f0371d"
"POINT (-97.863201236007 30.218958398272)","118428","0","1","106645","943570","175",,"1984-06-01T00:00:00.000Z","1984","APPLANEL",,"AJURADO","2014-09-19T15:18:32.000Z","AJURADO","2014-09-24T12:11:17.000Z","TBARRINGTON","WMS","C18","642F","72899","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3076713.0025","10052031.3044","DIG08","SUB-M",,"794.55999756","N","CONCRETE","120","6","T","6","64","SAG","NOTPRESENT","S1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ISRAEL RAMIREZ",,,,,,,"0",,,,"40279","WPD","eb673525-cf1d-4c47-b159-8fddf1a4e1d9"
"POINT (-97.773571537661 30.242110076862)","118317","0","1","78467","1873491","112","BRIDGE INLET - diverts to creek","1970-07-02T00:00:00.000Z","1970","PLANNOEL",,"JHOLDER","2010-01-28T00:00:00.000Z","GDELANO","2018-04-10T12:35:28.000Z","HCHOU","WBO","G20","614P","608877","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3104821.217","10061093.289","DIG07","SUB-M",,"574.70001221","N","CONCRETE","129","5","T","5","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,,,,,"0",,,,"40236","WPD","b0b229b3-a6a8-4e7a-9a4c-3391047718d0"
"POINT (-97.762518878761 30.228731801003)","118404","0","1","78230","221400","211","2 - 6ft inlets,  BRIDGE INLET - diverts to creek","1963-02-15T00:00:00.000Z","1963","APPLANEL",,"RMOELLMER","2010-12-16T00:00:00.000Z","PCAMPMAN","2015-03-19T14:07:28.000Z","SJOHNSON","EBO","H19","614Y","334934","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3108420.0081","10056300.986","DIG07","SUB-M",,"606.67999268","N","CONCRETE","144","4","T","3","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40238","WPD","b8dbc2a9-4eee-421b-a9ae-7a991b189855"
"POINT (-97.708676229915 30.354915623616)","118560","0","1","73820",,"44","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-16T09:29:48.000Z","JAMARTINEZ","2018-05-16T09:31:15.000Z",,"LWA","K29","525M","246557","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124339.6556","10102580.02","DIG07","SUB-M",,"700.53997803","N","CONCRETE","192","6","T","4","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,,,,,"0",,,,"40136","WPD","376a9166-acdb-47f7-bc05-b15b84ec622f"
"POINT (-97.641561905961 30.2965104786)","118458","0","1","106542","1811139","115",,,,"NO_SOURCE",,"MMARKOWSKI","2017-10-23T13:24:10.000Z","MMARKOWSKI","2017-10-23T13:33:54.000Z",,"WLN","P24","587C","3292452","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3146016.5019","10081852.03","DIG08","SUB-M",,"482.73001099","N","CONCRETE","84","5","F","1","24","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40189","WPD","8b454d0c-1939-4dee-8cb2-5feb6e5411be"
"POINT (-97.766665233155 30.43151593099)","118224","0","1","106524","1868402","32",,,,"NO_SOURCE",,"GDELANO","2018-07-27T16:22:37.000Z","GDELANO","2018-07-27T16:23:14.000Z",,"WLN","H36","464G","735309","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3105412.5863","10130005.7281","DIG08","SUB-M",,"954.16998291","N","CONCRETE","122","7","T","7","36","SAG","NOTPRESENT","S1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40168","WPD","04ecfcf0-73b1-4bb5-bcf8-f2187f7343f8"
"POINT (-97.738862415205 30.354219106649)","118625","0","1","370004","435460","25",,"1962-07-31T00:00:00.000Z","1962","APPLANEL","1985","JHOLDER","2011-05-02T14:18:58.000Z","APRUITT","2012-09-07T16:09:47.000Z","SJOHNSON","SHL","J29","525K","247274","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"676.66998291","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"6e95777b-5e38-4303-943e-16e1b6693fc9"
"POINT (-97.709781982468 30.444254675029)","118269","0","1","106507","1941970","23",,,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:23:41.000Z","PSTARKEL","2018-05-10T15:29:32.000Z","SJOHNSON","WLN","K37","435V","256239","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3123225.4975","10135055.5331","DIG08","SUB-M",,"808.57000732","N","CONCRETE","120","7","T","3","37","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40343","WPD","4ad4b0ae-d37f-40e7-beea-4fae86d9da2d"
"POINT (-97.747882650961 30.236636661588)","118360","0","1","77995","84769","190","BRIDGE INLET - diverts to creek","1953-07-16T00:00:00.000Z","1953","PLANNOEL",,"SBURZYNSKI","2010-06-03T00:00:00.000Z","DLEWIS","2010-06-03T00:00:00.000Z","DLEWIS","BLU","J19","615S","371582","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112976.2854","10059288.662","DIG07","SUB-M",,"543.26000977","N","CONCRETE","107","5","T","4","21","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-23T00:00:00.000Z",,,,,,"0",,,,"40071","WPD","28738e4d-a0b3-4fe2-8dbe-4c9eafb568a8"
"POINT (-97.742291042291 30.339363090639)","118278","0","1","1614832","1718050","204","under sidewalk drainage, drains to creek in back, under sidewalk drainage, drains to creek in back",,,"NO_SOURCE",,"GDELANO","2017-08-17T13:34:51.000Z","GDELANO","2017-08-17T13:35:09.000Z",,"SHL","J28","525S","718202","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3113870.754","10096679.3647","FIELD","SUB-M",,"683.40997314","N","CONCRETE","123","5","F","0","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"GDELANO","2017-08-17T10:18:42.000Z","DDAVIS","01152015_5_018.jpg","2.2","1",,"0","2015-01-15T10:43:27.000Z","10:43:27 AM","5","5000044713","WPD","e5d43034-5e33-4b4d-a2eb-a209b507b453"
"POINT (-97.741446829542 30.323308698793)","118449","0","1","78964","432863","35","BRIDGE INLET - diverts to creek","1960-05-01T00:00:00.000Z","1960","APPLANEL",,"NPULLIAS","2011-04-07T16:24:11.000Z","APRUITT","2012-09-05T13:13:23.000Z","RODAVILA","SHL","J27","555E","3070267","CITY","CITY","PHYS_INSP","SUPP_INFO","GPS","3114276.6454","10090849.009","DIG07","SUB-M","634.2199707","628.2800293","N","CONCRETE","84","4","T","2","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40142","WPD","82a619eb-25ff-45fb-9980-ae2a33412e96"
"POINT (-97.773668374248 30.480698207144)","118639","0","1","760237","944850","351",,"1995-02-23T00:00:00.000Z","1995","APPLANEL","2010","MLEACH","2014-07-16T13:00:30.000Z","MLEACH","2014-09-24T10:22:10.000Z","TBARRINGTON","LKC","G40","404T","159113","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","890.61999512","891.55999756","N","CONCRETE","120","6","N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0",,,,,,,,,"0",,,,,,"9e669365-2069-49d1-8a55-d9f72a1e1307"
"POINT (-97.766137047854 30.312932716417)","118290","0","1","80686","1748084","39","BRIDGE INLET - diverts to creek","1957-11-01T00:00:00.000Z","1957","APPLANEL",,"JHOLDER","2010-07-13T00:00:00.000Z","VVINCENT","2017-08-01T14:05:44.000Z","DDAVIS","TYN","H26","554Q","3092555","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3106577.7822","10086896.97","DIG07","SUB-M",,"536.67999268","N","CONCRETE","120","4","T","7","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40232","WPD","d2296e75-fd31-4b43-b66d-3ca5d6d0de91"
