"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"29512","SUR LA TABLE","9200 STONY POINT PKWY","RICHMOND","VA","23235-1971","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2004-01-22T00:00:00.000"
"29561","JOES INN","205 N SHIELDS AVE","RICHMOND","VA","23220-3433","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","1980-08-15T00:00:00.000"
"30014","GREATER RICHMOND CONVENTION CENTER","403 N 3RD ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2004-12-10T00:00:00.000"
"30610","BABES STEAK HOUSE","3166 W CARY ST","RICHMOND","VA","23221-3504","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","1981-03-24T00:00:00.000"
"30711","ATHENS TAVERN","401 N ROBINSON ST","RICHMOND","VA","23220-3323","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","1981-04-16T00:00:00.000"
"31997","LOMBARDY MARKET","201 N LOMBARDY ST","RICHMOND","VA","23220-3529","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"1981-10-16T00:00:00.000"
"32297","ONCE UPON A VINE","4009 MACARTHUR AVE","RICHMOND","VA","23227","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Keg Permit & Delivery Permit","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2004-04-27T00:00:00.000"
"32534","SUMO SAN RESTAURANT","1725 E MAIN ST","RICHMOND","VA","23223-6959","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2004-04-21T00:00:00.000"
"32545","HERITAGE","1627 W MAIN ST","RICHMOND","VA","23220-4632","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2004-05-06T00:00:00.000"
"33352","RITE AID  # 3715","520 W BROAD ST","RICHMOND","VA","23220-4223","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2004-12-09T00:00:00.000"
"33514","COMMONWEALTH PARK SUITES","901 BANK ST","RICHMOND","VA","23219-3505","Richmond City","Hotel","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-06-30T00:00:00.000","2004-07-16T00:00:00.000"
"33671","FAS MART # 55","2600 E MAIN ST","RICHMOND","VA","23223","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2004-12-22T00:00:00.000"
"33704","MARIS MINI MART","3400 Q ST","RICHMOND","VA","23223-7754","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2004-08-16T00:00:00.000"
"34034","SUNNY MARKET","2700 W CARY ST","RICHMOND","VA","23220-5121","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2004-08-10T00:00:00.000"
"34836","WONDERLAND","1727 E MAIN ST","RICHMOND","VA","23223-7262","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2004-12-22T00:00:00.000"
"34964","STEVE'S FOOD MARKET","5737 HULL STREET RD","RICHMOND","VA","23224-2841","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2004-10-12T00:00:00.000"
"35301","LA BAMBA MEXICAN RESTAURANT","19 N 18TH ST","RICHMOND","VA","23223-6901","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2004-12-01T00:00:00.000"
"35397","BIG APPLE WORLD FOODS","2916 JEFFERSON DAVIS HWY","RICHMOND","VA","23234","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2005-12-06T00:00:00.000"
"35495","KASANA SHELL","6600 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5613","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2004-12-01T00:00:00.000"
"35512","POSITIVE VIBE CAFE","2825 HATHAWAY RD","RICHMOND","VA","23225-1725","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000","2005-01-13T00:00:00.000"
"36243","THE TOBACCO COMPANY","1201 E CARY ST","RICHMOND","VA","23219-4115","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","1984-01-10T00:00:00.000"
"54179","LA TIENDONA","3819 JEFFERSON DAVIS HWY","RICHMOND","VA","23234","Richmond City","Convenience Grocery Store","Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2008-09-24T00:00:00.000"
"36395","THE CANDY BAR","3904A HULL STREET RD","RICHMOND","VA","23224-1714","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Voluntary  Surrendered","2008-11-21T00:00:00.000","2008-12-31T00:00:00.000","1983-08-25T00:00:00.000"
"36550","CHAMBERLAYNE SHELL","2021 CHAMBERLAYNE AVE","RICHMOND","VA","23222-4813","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2005-02-16T00:00:00.000"
"38105","CAN CAN","3120 W CARY ST","RICHMOND","VA","23221-3504","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2005-01-20T00:00:00.000"
"38134","SETTE","7 N 23RD ST","RICHMOND","VA","23223","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2005-03-30T00:00:00.000"
"38241","ROSIE CONNOLLYS","1548 E MAIN ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2005-03-09T00:00:00.000"
"39066","OCHARLEYS 411","7131 FOREST HILL AVE","RICHMOND","VA","23225-1501","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2005-09-30T00:00:00.000"
"39094","OLD CITY BAR","1548 E MAIN ST STE B","RICHMOND","VA","23219-3678","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2005-05-19T00:00:00.000"
"39430","EXTREME PIZZA","941 W BROAD ST","RICHMOND","VA","23220","Richmond City","Restaurant","Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2005-09-29T00:00:00.000"
"39627","CHA CHAS CANTINA SOCIETY","1419 E CARY ST","RICHMOND","VA","23219-4220","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2005-09-29T00:00:00.000"
"39665","SPEED MART","2700 BROAD ROCK BLVD","RICHMOND","VA","23224-6144","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2005-08-03T00:00:00.000"
"39672","301 EXPRESS CONVENIENCE STORE","2012 MAURY ST","RICHMOND","VA","23224-3752","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2005-07-22T00:00:00.000"
"39687","MOMS SIAM","2811 W CARY ST","RICHMOND","VA","23221-3513","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2005-09-22T00:00:00.000"
"39955","TWENTY SEVEN","27 W BROAD ST","RICHMOND","VA","23220","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2005-12-07T00:00:00.000"
"40288","SUNNYS MARKET PLACE","150 E BELT BLVD","RICHMOND","VA","23224-1204","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2005-09-10T00:00:00.000"
"40301","MALDINIS RISTORANTE","4811 FOREST HILL AVE","RICHMOND","VA","23225-3143","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2005-11-10T00:00:00.000"
"40365","GRAB N GO","3800 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-2632","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2005-11-10T00:00:00.000"
"41292","CARY STREET CAFE","2631 W CARY ST","RICHMOND","VA","23220-5118","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","1986-01-28T00:00:00.000"
"41419","WHITE HOUSE CATERING","1548 E MAIN ST","RICHMOND","VA","23219","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2006-04-21T00:00:00.000"
"41494","GINGER RESTAURANT","3145 W CARY ST","RICHMOND","VA","23221","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2006-01-30T00:00:00.000"
"42002","NEW YORK DELI","2920 W CARY ST","RICHMOND","VA","23221-3516","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2006-07-25T00:00:00.000"
"42314","MEXICO RESTAURANT","7001 FOREST HILL AVE STE B","RICHMOND","VA","23225-1642","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2006-07-11T00:00:00.000"
"42325","HAVANA 59","16 N 17TH ST","RICHMOND","VA","23219-3608","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2006-05-26T00:00:00.000"
"42445","AMERICAN POSTAL WORKERS UNION LOCAL 199","3114 W CLAY ST","RICHMOND","VA","23230","Richmond City","Club - National","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2007-01-24T00:00:00.000"
"42623","COLISEUM DELI MARKET","1335 W BROAD ST","RICHMOND","VA","23220","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2006-05-25T00:00:00.000"
"42644","EL QUETZAL REST","2615 BROAD ROCK BLVD","RICHMOND","VA","23224","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2006-06-30T00:00:00.000"
"42948","WAWA FOOD MARKET # 8600","7316 FOREST HILL AVE","RICHMOND","VA","23225","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2006-07-14T00:00:00.000"
"43431","MCGUIRE PARK PHARMACY INC","2106 E MAIN ST","RICHMOND","VA","23223","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2006-08-16T00:00:00.000"
"43526","JINS MARKET","3105 MEADOWBRIDGE RD","RICHMOND","VA","23222-3129","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"1986-10-14T00:00:00.000"
"43898","NORTHSIDE GRILLE","1215 1217 BELLEVUE AVE","RICHMOND","VA","23227","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2007-06-20T00:00:00.000"
"43947","NIGHT & DAY","2829 Q ST","RICHMOND","VA","23223-6662","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2006-08-18T00:00:00.000"
"43948","TARRANTS CAFE","1 W BROAD ST","RICHMOND","VA","23220-4212","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2006-10-04T00:00:00.000"
"44423","ANGELAS ITALIAN SUBS & PIZZA","3345 W CARY ST","RICHMOND","VA","23221-3403","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000",,,,"1987-02-04T00:00:00.000"
"44458","HANES MARKET & DELI","3000 HANES AVE","RICHMOND","VA","23222","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2006-09-19T00:00:00.000"
"44586","ARAMARK EDUCATIONAL SERVICES LLC","810 CATHEDRAL PL STE 135","RICHMOND","VA","23284","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2006-11-07T00:00:00.000"
"44629","WEST END SUPERMARKET","2200 IDLEWOOD AVE","RICHMOND","VA","23220-5813","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2006-09-28T00:00:00.000"
"44768","BELMONT BUTCHERY","15 N BELMONT AVE","RICHMOND","VA","23221","Richmond City","Gourmet Shop","Wine & Beer Off Premises & Keg Permit","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2006-11-08T00:00:00.000"
"45013","HUNAN EAST GOURMET","4415 W BROAD ST","RICHMOND","VA","23230-3201","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Voluntary  Surrendered","2000-04-30T00:00:00.000","2000-04-30T00:00:00.000","1987-05-21T00:00:00.000"
"45026","SCOR","1385 OVERBROOK RD","RICHMOND","VA","23220-1405","Richmond City","Food Concession - Stadium","Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2007-01-11T00:00:00.000"
"45173","TARGET STORE T 1931","7107 FOREST HILL AVE","RICHMOND","VA","23225","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2006-12-15T00:00:00.000"
"45487","O & T MARKET","413 W 26TH ST","RICHMOND","VA","23225-3807","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"1987-07-28T00:00:00.000"
"45860","MINI MARKET LATINO & GIFT","1740 BROAD ROCK BLVD","RICHMOND","VA","23224","Richmond City","Grocery Store","Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2007-06-08T00:00:00.000"
"46393","WEEZIES KITCHEN","3123 W CARY ST","RICHMOND","VA","23221-3503","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2007-05-23T00:00:00.000"
"46552","Z EXPRESS","5111 MIDLOTHIAN TPKE","RICHMOND","VA","23225-6210","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2007-02-14T00:00:00.000"
"46677","KITCHEN 64","3336 N BOULEVARD","RICHMOND","VA","23230-4207","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-07-11T00:00:00.000","2019-04-30T00:00:00.000","2007-05-15T00:00:00.000"
"46970","GROVE AVENUE PHARMACY","4911 GROVE AVE","RICHMOND","VA","23226-1603","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-08-17T00:00:00.000","2019-02-28T00:00:00.000",,,,"2007-03-21T00:00:00.000"
"47000","NUTTALS MARKET","4010 MACARTHUR AVE","RICHMOND","VA","23227-4051","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"1988-03-17T00:00:00.000"
"47142","THE CAMEL","1621 W BROAD ST","RICHMOND","VA","23220-2106","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2007-05-25T00:00:00.000"
"47376","YEN CHING CHINESE RESTAURANT","6601 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5620","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2007-05-17T00:00:00.000"
"47451","THE BERKELEY HOTEL","1200 E CARY ST","RICHMOND","VA","23219-4116","Richmond City","Hotel","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2007-06-20T00:00:00.000"
"47518","DADDY RABBITS","3206 BROAD ROCK BLVD","RICHMOND","VA","23224-6016","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Voluntary  Surrendered","2008-11-21T00:00:00.000","2008-12-31T00:00:00.000","1988-06-21T00:00:00.000"
"47835","CARY 100 RESTAURANT & LOUNGE","100 E CARY ST","RICHMOND","VA","23219-3735","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2007-06-08T00:00:00.000"
"47968","PEARL RAW BAR","2229 W MAIN ST","RICHMOND","VA","23220-4432","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2007-12-06T00:00:00.000"
"48111","7 ELEVEN STORE 2515 23360 A","122 S BELVIDERE ST","RICHMOND","VA","23220-5511","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2007-07-09T00:00:00.000"
"48150","NORTH FOOD MARKET","2208 NORTH AVE","RICHMOND","VA","23222-4325","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"1988-09-21T00:00:00.000"
"48372","3 CHOPT MART","7000 THREE CHOPT RD","RICHMOND","VA","23226-3607","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Keg Permit & Delivery Permit","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2007-10-11T00:00:00.000"
