"the_geom","id","facility_name","classification","full_address","city","state","zip","parkid"
"MULTIPOLYGON (((-91.221981055645 30.671833914517, -91.222000953872 30.671837353469, -91.222020699062 30.671841400245, -91.222040265135 30.671846048511, -91.222078764994 30.67185713049, -91.22234601941 30.67194327308, -91.222428508488 30.671969860403, -91.222492672022 30.671989193698, -91.22255773779 30.672006122948, -91.222690094029 30.672032651647, -91.222733339343 30.672039640451, -91.222767142036 30.672044542226, -91.222801132739 30.672048354518, -91.222835263456 30.672051070971, -91.222869487232 30.672052687939, -91.222938025081 30.672052617848, -91.223254159507 30.672042123329, -91.223219873049 30.67207154378, -91.223149022256 30.672128324367, -91.223138097721 30.672136630044, -91.223116052678 30.672153047299, -91.222768850537 30.672384598093, -91.222554470272 30.672485909118, -91.222226217947 30.672574516965, -91.222132953708 30.672599272085, -91.221639132588 30.672696237352, -91.221410991696 30.672741034635, -91.220888846881 30.672895647895, -91.22085363296 30.672826571636, -91.22084688972 30.672805367708, -91.220843750862 30.672783233255, -91.220844407573 30.672760891853, -91.220848835127 30.672738980302, -91.220856816799 30.672718123514, -91.220868452065 30.672698021202, -91.220891248093 30.672667648114, -91.221405433744 30.672042068119, -91.221419120937 30.672026100511, -91.221431664339 30.672012053224, -91.221444781228 30.671998402404, -91.22145845489 30.671985165174, -91.221472667562 30.671972360462, -91.221487401488 30.671960002684, -91.221502636824 30.671948108061, -91.221518354767 30.671936692812, -91.22153453443 30.671925771352, -91.221551157016 30.671915356292, -91.221568198509 30.671905462046, -91.221585640109 30.671896101224, -91.221603456761 30.671887285532, -91.221621627579 30.671879026678, -91.221640128553 30.671871334565, -91.221658935668 30.671864219995, -91.221678024916 30.671857691066, -91.221697372286 30.671851756779, -91.221716952724 30.671846424328, -91.221736742222 30.671841700909, -91.221756713642 30.671837592814, -91.221776842979 30.671834103629, -91.221797103093 30.671831240549, -91.221817468939 30.671829005355, -91.221837914425 30.671827400733, -91.22185841346 30.671826430268, -91.221878938914 30.671826093035, -91.22189946574 30.67182639172, -91.221919966807 30.671827324495, -91.22194041603 30.671828891339, -91.221981055645 30.671833914517)))","117","Ligon Road Park","Neighborhood","21600 LIGON RD","ZACHARY","LOUISIANA","70791","LIGON"
"MULTIPOLYGON (((-91.164312008251 30.59053243374, -91.164460954136 30.589736979975, -91.165258196584 30.589848787933, -91.165125030994 30.590533308175, -91.164312008251 30.59053243374)))","37","Baker Recreation Center","Neighborhood","1420 ALABAMA AVE","BAKER","LOUISIANA","70714","BAKRC"
"MULTIPOLYGON (((-91.109925992126 30.487423324027, -91.107477505286 30.487523714217, -91.107494115073 30.487472632218, -91.107533090959 30.487372053048, -91.107577727764 30.487273312018, -91.10762817299 30.487176122515, -91.107647939257 30.487141256967, -91.107683264585 30.487082612338, -91.107744273174 30.486990533885, -91.107810166976 30.486901526255, -91.107881526025 30.486814725345, -91.107909359522 30.486782454322, -91.108204439203 30.486447679099, -91.109820355862 30.487073066896, -91.109901851319 30.487040710194, -91.109925992126 30.487423324027)))","113","Lanier Drive Park","Neighborhood","3901 LANIER DR","BATON ROUGE","LOUISIANA","70812","LNIER"
"MULTIPOLYGON (((-91.163759948461 30.589123747464, -91.163880405951 30.588554837269, -91.164657782754 30.588652125898, -91.164549208362 30.589250557633, -91.163759948461 30.589123747464)))","58","Baker Playground","Neighborhood","3439 GROOM RD","BAKER","LOUISIANA","70714","BKRPG"
"MULTIPOLYGON (((-91.090473519525 30.446046675548, -91.089942146685 30.446335357725, -91.089081841488 30.446796335165, -91.089064574061 30.446805555012, -91.088988755022 30.446843903125, -91.088956590113 30.446858837176, -91.088868559904 30.446895633628, -91.088703588139 30.44695593667, -91.088603187472 30.446979730026, -91.088412196326 30.447019519955, -91.088305699553 30.447036547919, -91.088256095011 30.447041773773, -91.08820365312 30.446688638339, -91.088142882596 30.446286080448, -91.088178264125 30.446283149327, -91.088264817855 30.446270750071, -91.088360337452 30.446250973912, -91.088448933163 30.446226623043, -91.08853512348 30.446196897575, -91.088618417251 30.446162105116, -91.088689528052 30.446127041996, -91.088724977639 30.446108290162, -91.090023254829 30.445402825801, -91.090473519525 30.446046675548)))","154","Parkview Park","Neighborhood","9000 N PARKVIEW DR","BATON ROUGE","LOUISIANA","70815","PRKVW"
"MULTIPOLYGON (((-91.034461624853 30.401161610621, -91.03413817374 30.401115121163, -91.034101789573 30.401109876129, -91.033771174113 30.401062213072, -91.03351276835 30.401025030222, -91.03325594827 30.40098801555, -91.03299675048 30.400950637746, -91.032736760394 30.400913091647, -91.032167635513 30.400831206858, -91.032143856153 30.400827715706, -91.032130381033 30.400825786998, -91.032059075742 30.400804508308, -91.031939376676 30.40079013032, -91.031721392443 30.40076043238, -91.031681759036 30.400755007868, -91.032276199138 30.397717029813, -91.035400227074 30.400348192855, -91.034543936865 30.401090277844, -91.034463216043 30.401160232211, -91.034461624853 30.401161610621)))","19","Cedar Ridge Avenue Park","Neighborhood","13300 CEDAR RIDGE AVE","BATON ROUGE","LOUISIANA","70817","CDRRG"
"MULTIPOLYGON (((-91.165951956211 30.487584217772, -91.166590726933 30.487571421123, -91.166438191459 30.487988388601, -91.165930305543 30.488003617077, -91.165890927338 30.487969540323, -91.165951956211 30.487584217772)))","10","Dayton Street Park","Neighborhood","2404 DAYTON ST","BATON ROUGE","LOUISIANA","70805","DAYTN"
"MULTIPOLYGON (((-91.22192773632 30.37958747517, -91.221905377807 30.37960990678, -91.22188106075 30.379633621318, -91.221854852577 30.379658795652, -91.221825994001 30.379686134579, -91.221767302204 30.379740538255, -91.221544500837 30.379939520101, -91.221346059038 30.380116202554, -91.221166734466 30.380275863047, -91.220936776194 30.380480603963, -91.220813761935 30.380590128261, -91.220615282125 30.380766840227, -91.220333364133 30.381017839403, -91.220085467305 30.381238545887, -91.219794265526 30.381497806338, -91.21950188737 30.381758112451, -91.219191395362 30.38204256127, -91.218986970733 30.382224660122, -91.218732595285 30.382448768316, -91.218470957714 30.382682272234, -91.218191191082 30.382929609693, -91.217866422251 30.383221299329, -91.21753223908 30.383519331549, -91.217143295252 30.383863013092, -91.216829058807 30.384142016897, -91.21650391585 30.384430084466, -91.216130430009 30.384759626357, -91.215767911656 30.38507610918, -91.215587958536 30.385228611346, -91.215414668781 30.385375468486, -91.214985930334 30.385727841187, -91.214605005295 30.386039929104, -91.21422698138 30.386349035288, -91.213830688857 30.386674390412, -91.213415393939 30.387014997732, -91.213032154176 30.387328856041, -91.21263411167 30.387657879233, -91.212361613927 30.387887165197, -91.212177472599 30.388040604174, -91.21199020919 30.388194794172, -91.211777365602 30.38837012079, -91.211681424173 30.388448230519, -91.211608141739 30.388511764267, -91.211362356456 30.388757151638, -91.207274690502 30.38821138439, -91.205865042585 30.388046714663, -91.203591941116 30.387756367815, -91.20072607367 30.387390247625, -91.202438372112 30.385933874247, -91.202909111317 30.385533482192, -91.204439765125 30.384231531827, -91.204666152292 30.384038965719, -91.204850123834 30.38388247877, -91.205065190932 30.383699540744, -91.205254092331 30.383538859654, -91.205457835377 30.383365549786, -91.205684221719 30.38317298099, -91.205887963265 30.382999670443, -91.20609170722 30.382826359576, -91.206306769746 30.382643419477, -91.20651051224 30.382470107948, -91.206669714669 30.382334683819, -91.207019269568 30.382037334124, -91.20716205389 30.381915873468, -91.208313648485 30.380936241182, -91.208360071852 30.380896748041, -91.208751034918 30.380564154553, -91.20912205244 30.380248528503, -91.209343622961 30.380060037965, -91.209511965706 30.379916830212, -91.211359798047 30.378483058481, -91.211592793238 30.378245768522, -91.22192773632 30.37958747517)))","144","Farr Park Equestrian Center","Special Facility","6400 RIVER RD","BATON ROUGE","LOUISIANA","70820","FRHAC"
"MULTIPOLYGON (((-91.042252148824 30.435482882407, -91.042730913172 30.435881575941, -91.042202138182 30.439823433518, -91.042276931316 30.441217638499, -91.041079118282 30.441598197142, -91.041123426041 30.440837536077, -91.040986654184 30.440407780926, -91.041467254408 30.440458170189, -91.04158700825 30.440470642321, -91.041570153339 30.440267138489, -91.041547171268 30.43998902516, -91.041531075481 30.439797208556, -91.041540767807 30.439738472749, -91.041581945834 30.43949368858, -91.041623124222 30.439248712238, -91.041664302328 30.439003762929, -91.041705479827 30.438758950705, -91.041746657524 30.438514002237, -91.041791076327 30.438245853882, -91.0418354869 30.43798042706, -91.041882321887 30.4376997468, -91.041925929566 30.437437425817, -91.041975992203 30.43713799917, -91.042045429464 30.436724015307, -91.042106795807 30.436356920156, -91.042154439712 30.436070384221, -91.042194817483 30.43582694466, -91.042235993241 30.435581830755, -91.042252148824 30.435482882407)))","148","Jones Creek Nature Reserve","Conservation","12300 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","JNCRK"
"MULTIPOLYGON (((-91.177488561653 30.423774371455, -91.177478799484 30.423487473368, -91.177469021415 30.42320013051, -91.177595883114 30.423197110067, -91.177605667551 30.423484608983, -91.177615445966 30.423772001422, -91.177488561653 30.423774371455)), ((-91.177635203748 30.425703203786, -91.17762754402 30.425448602078, -91.177754399431 30.425445446161, -91.1777620684 30.42570033654, -91.177769677069 30.425953210669, -91.177642812094 30.425956077923, -91.177635203748 30.425703203786)), ((-91.177734282255 30.425098708871, -91.177743156987 30.425347339324, -91.177616298574 30.425350497933, -91.177607430072 30.425102079469, -91.177734282255 30.425098708871)), ((-91.177597915426 30.424559478572, -91.177609854834 30.424949132018, -91.177483005963 30.424952501598, -91.177471123973 30.424562395361, -91.177597915426 30.424559478572)), ((-91.177524095374 30.424446478517, -91.177510688795 30.424164207498, -91.177497283248 30.423881990582, -91.1776241703 30.423879288577, -91.17763757118 30.424161392714, -91.17765097412 30.424443559074, -91.177524095374 30.424446478517)))","54","Corporate Parkway","Neighborhood","333 E GRANT ST","BATON ROUGE","LOUISIANA","70802","CRPPW"
"MULTIPOLYGON (((-91.116966220524 30.499828545448, -91.115647300995 30.499882257188, -91.11564385928 30.499821899708, -91.115630779637 30.499592501761, -91.11561768701 30.499362877356, -91.115603971524 30.499122323378, -91.115592175985 30.498915467418, -91.115583220275 30.498758412879, -91.116919988672 30.498716836705, -91.116920697285 30.498733914879, -91.116926414393 30.498871371152, -91.116932128395 30.499008825609, -91.11693784554 30.499146279164, -91.116943562687 30.499283739027, -91.116949750002 30.499432507952, -91.116956034267 30.499583641344, -91.116966220524 30.499828545448)))","12","Dover Street Park","Neighborhood","7300 DOVER ST","BATON ROUGE","LOUISIANA","70812","DOVER"
"MULTIPOLYGON (((-91.02120475617 30.544994901361, -91.021208704348 30.545025256699, -91.021218866429 30.545054509942, -91.021234908758 30.545081717655, -91.021236806877 30.545084276749, -91.021258713471 30.54510822653, -91.021280444806 30.545125277881, -91.021280747999 30.545152135476, -91.021281577671 30.545225644078, -91.021282258586 30.545285815448, -91.021283085922 30.545359073271, -91.02078557047 30.545363008905, -91.020655907535 30.545364033263, -91.020710730111 30.545290334052, -91.020755762426 30.545229797941, -91.020810364006 30.545156398549, -91.020810550199 30.545155851441, -91.020833910743 30.545087461365, -91.020903820731 30.54488279134, -91.020903819689 30.544882791337, -91.020913566536 30.544854252572, -91.020943452072 30.544684950542, -91.021250245634 30.544882345547, -91.021228555235 30.544909930672, -91.021214553724 30.544937972319, -91.021206579023 30.544967727645, -91.021205667074 30.544981314953, -91.02120475617 30.544994901361)))","20","Kolby Park","Neighborhood","10620 CENTRAL PINE DR","CENTRAL","LOUISIANA","70818","KOLBY"
"MULTIPOLYGON (((-91.164242320005 30.563359790357, -91.164316911477 30.566138962847, -91.162761959993 30.566261041883, -91.162879132486 30.567535101203, -91.157059171965 30.567592552634, -91.157005621395 30.565034379544, -91.156997406112 30.564589542223, -91.156893381118 30.558990251496, -91.157437744967 30.558986713585, -91.157459370866 30.558985241303, -91.157625879859 30.558985368553, -91.158377008281 30.558978675919, -91.159437144099 30.558964029538, -91.159614081237 30.558959625267, -91.160243978283 30.558943942701, -91.160716375398 30.558932179679, -91.160880927879 30.558928085013, -91.161160808408 30.558921122802, -91.161631469717 30.558909412892, -91.161795713272 30.558905501608, -91.164121160277 30.558845219652, -91.164242320005 30.563359790357)))","171","Baton Rouge Zoo","Special Facility","3601 THOMAS RD","BATON ROUGE","LOUISIANA","70807","GRNWD"
"MULTIPOLYGON (((-91.13394089118 30.435297170516, -91.137544766532 30.436207580685, -91.141882613008 30.436024225807, -91.14203566811 30.440205232997, -91.14127777878 30.440225879186, -91.13675643089 30.438106081987, -91.136268466589 30.437877288626, -91.136213127131 30.437851341649, -91.135969894298 30.43773729576, -91.135721444018 30.437635379139, -91.135187845107 30.437468771663, -91.135123935893 30.437390275015, -91.134791130273 30.437116535936, -91.133450480015 30.436240157538, -91.133150886702 30.435895320772, -91.133408540692 30.435719833289, -91.13394089118 30.435297170516)), ((-91.132507103682 30.437874102631, -91.132490012128 30.437849066445, -91.132456829485 30.437798491322, -91.132394438092 30.437695259668, -91.132286429757 30.437481881144, -91.132248689347 30.437391835638, -91.132214910534 30.437300617122, -91.132185139892 30.43720835557, -91.132159420867 30.437115183657, -91.132120278119 30.436926645708, -91.132075189798 30.436656058794, -91.132129407147 30.436559315366, -91.132724716696 30.436185577674, -91.132875644113 30.436082783294, -91.13320367894 30.436411417205, -91.134703914288 30.437426839459, -91.134646200287 30.437481801428, -91.134517922343 30.437423225868, -91.133919260925 30.437284321211, -91.132902419974 30.43762784126, -91.132507103682 30.437874102631)), ((-91.133546129164 30.428494507066, -91.133577559065 30.429038908438, -91.133614308637 30.429675474686, -91.133779127782 30.43253028873, -91.133730679969 30.432797108748, -91.133573585944 30.433662278911, -91.133516790218 30.433975075259, -91.133445395252 30.43396648507, -91.133437472972 30.433992896014, -91.133415107892 30.434081673195, -91.133398976492 30.434171460205, -91.133389141916 30.43426192698, -91.133385639196 30.434352745216, -91.133388483598 30.434443580263, -91.133397659148 30.434534101032, -91.133413137386 30.43462397461, -91.13343485861 30.434712872547, -91.13346274125 30.434800469065, -91.133496692273 30.434886443778, -91.133536575947 30.434970483456, -91.133582256534 30.435052277571, -91.133633557669 30.435131528164, -91.133690300883 30.435207946292, -91.133414317164 30.435426288948, -91.133218178865 30.435575571141, -91.133025986963 30.435709694103, -91.133006133621 30.435723428007, -91.13216331287 30.434613588785, -91.13211711888 30.433517456755, -91.132067691576 30.432758712232, -91.131921767081 30.429687380516, -91.131876110565 30.42892191038, -91.131869187841 30.428568010257, -91.133546129164 30.428494507066)))","26","Webb Memorial Park and Golf Course","Golf Course","1351 COUNTRY CLUB DR","BATON ROUGE","LOUISIANA","70806","WEBBP"
