"address_no_complete","st_prefix_dir","st_prefix_type","st_name","st_suffix_type","st_suffix_dir","st_ext","full_address","city","zip","district_num","council_person","lot_location"
"1655","N",,"15TH","ST",,,"1655 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1157","S",,"15TH","ST",,,"1157 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2149","N",,"15TH","ST",,,"2149 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"618","N",,"15TH","ST",,,"618 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1846","N",,"15TH","ST",,,"1846 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1615","N",,"15TH","ST",,,"1615 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1714","N",,"15TH","ST",,,"1714 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"307","S",,"15TH","ST",,,"307 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"935","S",,"15TH","ST",,,"935 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2106","N",,"15TH","ST",,,"2106 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1836","N",,"15TH","ST",,,"1836 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"558","S",,"15TH","ST",,,"558 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1734","N",,"15TH","ST",,,"1734 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1127","S",,"15TH","ST",,,"1127 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"539","S",,"15TH","ST",,,"539 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2126","N",,"15TH","ST",,,"2126 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2129","N",,"15TH","ST",,,"2129 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"15TH","ST",,,"100-500 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1724","N",,"15TH","ST",,,"1724 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"803","S",,"15TH","ST",,,"803 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"704","N",,"15TH","ST",,,"704 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1147","S",,"15TH","ST",,,"1147 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"610","N",,"15TH","ST",,,"610 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1757","N",,"15TH","ST",,,"1757 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"646","S",,"15TH","ST",,,"646 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"811","S",,"15TH","ST",,,"811 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1632","N",,"15TH","ST",,,"1632 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"525","S",,"15TH","ST",,,"525 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800","S",,"15TH","ST",,,"800 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1829","N",,"15TH","ST",,,"1829 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"698","S",,"15TH","ST",,,"698 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1645","N",,"15TH","ST",,,"1645 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2014","N",,"15TH","ST",,,"2014 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1932","N",,"15TH","ST",,,"1932 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"655","S",,"15TH","ST",,,"655 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1111","S",,"15TH","ST",,,"1111 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"915","S",,"15TH","ST",,,"915 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1652","N",,"15TH","ST",,,"1652 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1370","S",,"15TH","ST",,,"1370 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"715","N",,"16TH","ST",,,"715 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"727","N",,"16TH","ST",,,"727 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"818","N",,"16TH","ST",,,"818 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"631","S",,"16TH","ST",,,"631 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"531","S",,"16TH","ST",,,"531 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"649","S",,"16TH","ST",,,"649 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1726","N",,"16TH","ST",,,"1726 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1626","N",,"16TH","ST",,,"1626 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"534","S",,"16TH","ST",,,"534 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"519","S",,"16TH","ST",,,"519 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1746","N",,"16TH","ST",,,"1746 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"810","N",,"16TH","ST",,,"810 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"632","N",,"16TH","ST",,,"632 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2116","N",,"16TH","ST",,,"2116 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"615","N",,"16TH","ST",,,"615 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"608","S",,"16TH","ST",,,"608 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"804","N",,"16TH","ST",,,"804 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"520","S",,"16TH","ST",,,"520 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"701","S",,"16TH","ST",,,"701 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2025","N",,"16TH","ST",,,"2025 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1201","S",,"16TH","ST",,,"1201 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"524","S",,"16TH","ST",,,"524 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1643","N",,"16TH","ST",,,"1643 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2107","N",,"16TH","ST",,,"2107 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"901","S",,"16TH","ST",,,"901 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1252","S",,"16TH","ST",,,"1252 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1715","N",,"16TH","ST",,,"1715 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1054","S",,"16TH","ST",,,"1054 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1644","N",,"16TH","ST",,,"1644 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2024","N",,"16TH","ST",,,"2024 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"630","S",,"16TH","ST",,,"630 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"650","N",,"16TH","ST",,,"650 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"325","S",,"16TH","ST",,,"325 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"628","S",,"16TH","ST",,,"628 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1923","N",,"16TH","ST",,,"1923 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1623","N",,"16TH","ST",,,"1623 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"823","S",,"16TH","ST",,,"823 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1017","S",,"16TH","ST",,,"1017 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1943","N",,"16TH","ST",,,"1943 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"731","N",,"16TH","ST",,,"731 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1233","S",,"16TH","ST",,,"1233 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"636","S",,"16TH","ST",,,"636 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"545","S",,"16TH","ST",,,"545 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"817","S",,"16TH","ST",,,"817 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2044","N",,"16TH","ST",,,"2044 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1933","N",,"16TH","ST",,,"1933 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"745","N",,"16TH","ST",,,"745 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"323","S",,"16TH","ST",,,"323 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1736","N",,"16TH","ST",,,"1736 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"923","S",,"16TH","ST",,,"923 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-400","S",,"16TH","ST",,,"100-400 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"928","S",,"16TH","ST",,,"928 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1827","N",,"16TH","ST",,,"1827 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"525","S",,"16TH","ST",,,"525 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"605","S",,"16TH","ST",,,"605 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1633","N",,"16TH","ST",,,"1633 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"739","S",,"16TH","ST",,,"739 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"677","S",,"16TH","ST",,,"677 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1606","N",,"16TH","ST",,,"1606 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"825","S",,"16TH","ST",,,"825 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2136","N",,"16TH","ST",,,"2136 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"603","S",,"16TH","ST",,,"603 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"151","S",,"16TH","ST",,,"151 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2106","N",,"16TH","ST",,,"2106 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1944","N",,"16TH","ST",,,"1944 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2014","N",,"16TH","ST",,,"2014 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2004","N",,"16TH","ST",,,"2004 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1603","N",,"16TH","ST",,,"1603 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"723","N",,"16TH","ST",,,"723 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1904","N",,"16TH","ST",,,"1904 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1238","S",,"16TH","ST",,,"1238 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1055","S",,"16TH","ST",,,"1055 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1704","N",,"16TH","ST",,,"1704 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1914","N",,"16TH","ST",,,"1914 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"841","S",,"16TH","ST",,,"841 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"814","N",,"16TH","ST",,,"814 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1807","N",,"16TH","ST",,,"1807 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1924","N",,"16TH","ST",,,"1924 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2015","N",,"16TH","ST",,,"2015 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"510","S",,"16TH","ST",,,"510 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1634","N",,"16TH","ST",,,"1634 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"807","S",,"16TH","ST",,,"807 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"838","S",,"16TH","ST",,,"838 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1616","N",,"16TH","ST",,,"1616 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2005","N",,"16TH","ST",,,"2005 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"535","S",,"16TH","ST",,,"535 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1242","S",,"16TH","ST",,,"1242 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"606","S",,"16TH","ST",,,"606 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"729","S",,"16TH","ST",,,"729 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1654","N",,"16TH","ST",,,"1654 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1258","S",,"16TH","ST",,,"1258 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1706","N",,"16TH","ST",,,"1706 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"305","S",,"16TH","ST",,,"305 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1847","N",,"16TH","ST",,,"1847 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1745","N",,"16TH","ST",,,"1745 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1735","N",,"16TH","ST",,,"1735 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"912","S",,"16TH","ST",,,"912 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"624","S",,"16TH","ST",,,"624 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"703","S",,"16TH","ST",,,"703 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2117","N",,"16TH","ST",,,"2117 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2126","N",,"16TH","ST",,,"2126 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"723","S",,"16TH","ST",,,"723 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1002","S",,"16TH","ST",,,"1002 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1846","N",,"16TH","ST",,,"1846 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 621","N",,"16TH","ST",,,"T 621 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1613","N",,"16TH","ST",,,"1613 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1755","N",,"16TH","ST",,,"1755 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"629","N",,"16TH","ST",,,"629 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"814","S",,"16TH","ST",,,"814 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2137","N",,"16TH","ST",,,"2137 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1031","S",,"16TH","ST",,,"1031 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2045","N",,"16TH","ST",,,"2045 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1817","N",,"16TH","ST",,,"1817 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2035","N",,"16TH","ST",,,"2035 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"200-300","S",,"16TH","ST",,,"200-300 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"200-300","S",,"16TH","ST",,,"200-300 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"200-300","S",,"16TH","ST",,,"200-300 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1826","N",,"16TH","ST",,,"1826 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"634","S",,"16TH","ST",,,"634 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1266","S",,"16TH","ST",,,"1266 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1806","N",,"16TH","ST",,,"1806 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"541","S",,"16TH","ST",,,"541 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1934","N",,"16TH","ST",,,"1934 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"822","N",,"16TH","ST",,,"822 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"725","S",,"16TH","ST",,,"725 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"635","N",,"16TH","ST",,,"635 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900","S",,"16TH","ST",,,"900 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1226","S",,"16TH","ST",,,"1226 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"322","S",,"16TH","ST",,,"322 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1837","N",,"16TH","ST",,,"1837 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1953","N",,"16TH","ST",,,"1953 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"735","N",,"16TH","ST",,,"735 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"315","S",,"16TH","ST",,,"315 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1006","S",,"16TH","ST",,,"1006 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1716","N",,"16TH","ST",,,"1716 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"902","S",,"16TH","ST",,,"902 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"528","S",,"16TH","ST",,,"528 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"655","S",,"16TH","ST",,,"655 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1050","S",,"16TH","ST",,,"1050 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"915","S",,"16TH","ST",,,"915 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"818","S",,"16TH","ST",,,"818 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1251","S",,"16TH","ST",,,"1251 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1212","S",,"16TH","ST",,,"1212 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"711","S",,"16TH","ST",,,"711 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1903","N",,"16TH","ST",,,"1903 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"650","S",,"16TH","ST",,,"650 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1224","S",,"16TH","ST",,,"1224 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"640","N",,"16TH","ST",,,"640 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800","S",,"16TH","ST",,,"800 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1211","S",,"16TH","ST",,,"1211 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"720","N",,"16TH","ST",,,"720 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1248","S",,"16TH","ST",,,"1248 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1257","S",,"16TH","ST",,,"1257 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1816","N",,"16TH","ST",,,"1816 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
