"levyauthority","levyauthorityname","fiscal_year","ur_number","countoftd_number","starting_balance","sumofrevenue","sumofrevenue_interest","sumofproperty_tax_replacement","sumofsales_repayments","rebates_amount_sum_sumofamount","expenditure_amount_sum","sumofreturned","ending_balance","primary_lat_dec","primary_long_dec","geocoded_column"
"57G539","CEDAR RAPIDS","2021","57946","2","-50399","21709","0","0","0","0","0","0","-28690","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"70G653","MUSCATINE","2021","70016","2","30782","68974","76","0","0","62239","0","0","37593","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"57G539","CEDAR RAPIDS","2021","57010","1","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"63G600","PELLA","2021","63025","2","269","14070","7","0","0","14109","0","0","237","-92.9163091","41.4080534","POINT (41.4080534 -92.9163091)"
"75G696","KINGSLEY","2021","75026","4","-139075","21668","0","0","0","0","45431","0","-162838","-95.9675165","42.588324","POINT (42.588324 -95.9675165)"
"60G575","ROCK RAPIDS","2021","60008","2","0","45200","0","2008","0","47208","0","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"26G242","BLOOMFIELD","2021","26001","4","409031","11","4646","0","0","75221","0","0","338467","-92.4149074","40.7516884","POINT (40.7516884 -92.4149074)"
"77","POLK","2021","77063","11","0","279760","0","16184","0","236867","40772","0","18305","-93.5735335","41.6855048","POINT (41.6855048 -93.5735335)"
"14G123","MANNING","2021","14011","6","-14892","43095","0","0","0","0","28327","0","-124","-95.0649917","41.9091528","POINT (41.9091528 -95.0649917)"
"69G647","RED OAK","2021","69002","7","95178","32225","0","0","0","10132","14100","0","103171","-95.2255466","41.0097151","POINT (41.0097151 -95.2255466)"
"84G808","ORANGE CITY","2021","84061","29","559432","535755","0","40335","0","27620","1279257","0","-171355","-96.0583523","43.0072087","POINT (43.0072087 -96.0583523)"
"47G439","HOLSTEIN","2021","47008","2","174321","0","0","0","0","0","1844","0","172477","-95.545003","42.4891531","POINT (42.4891531 -95.545003)"
"71G660","HARTLEY","2021","71001","4","294892","453259","2575","0","0","0","527808","0","222918","-95.4769513","43.1799725","POINT (43.1799725 -95.4769513)"
"77G720","JOHNSTON","2021","77057","5","4369719","591124","2077","0","0","291339","284074","0","4387507","-93.697721","41.673044","POINT (41.673044 -93.697721)"
"57G539","CEDAR RAPIDS","2021","57077","4","369501","5304538","0","0","30","1526035","2998","0","4145036","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"77G727","WEST DES MOINES","2021","77107","4","0","66027","9","0","0","15295","0","0","50741","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"71G663","PRIMGHAR","2021","71014","3","8557","8627","0","0","0","0","0","0","17184","-95.627232","43.0869216","POINT (43.0869216 -95.627232)"
"52G491","UNIVERSITY HEIGHTS","2021","52032","3","56361","1461793","0","7252","0","700361","93222","0","731823","-91.5568354","41.6550163","POINT (41.6550163 -91.5568354)"
"23G205","CLINTON","2021","23021","3","372625","30110","617","0","0","0","347723","0","55629","-90.1887379","41.8444735","POINT (41.8444735 -90.1887379)"
"96G918","CALMAR","2021","96010","2","9180","19345","0","0","0","28525","0","0","0","-91.8640483","43.1835847","POINT (43.1835847 -91.8640483)"
"77","POLK","2021","77085","2","0","64371","0","0","0","63896","475","0","0","-93.5735335","41.6855048","POINT (41.6855048 -93.5735335)"
"04G016","CENTERVILLE","2021","04001","3","0","0","0","0","0","0","0","0","0","-92.8740876","40.7341804","POINT (40.7341804 -92.8740876)"
"17G143","CLEAR LAKE","2021","17022","41","49717","3042880","634","0","0","656239","1966737","0","470255","-93.3793725","43.1380151","POINT (43.1380151 -93.3793725)"
"61G580","PATTERSON","2021","61013","7","0","60756","0","0","0","0","20252","0","40504","-93.8805023","41.3483245","POINT (41.3483245 -93.8805023)"
"07G050","GILBERTVILLE","2021","07033","4","3","226223","39","0","0","0","226262","0","3","-92.2149046","42.4161001","POINT (42.4161001 -92.2149046)"
"79Z001","HOLIDAY LAKE RURAL IMPROVEMENT ZONE","2021","79021","2","4140","393167","20","0","0","0","310551","0","86776","0","0","POINT (0 0)"
"44G414","NEW LONDON","2021","44011","1","0","0","0","0","0","0","0","0","0","-91.3995992","40.9269776","POINT (40.9269776 -91.3995992)"
"57G539","CEDAR RAPIDS","2021","57057","44","-1570959","6357386","0","0","0","602118","3733724","0","450585","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"65","MILLS","2021","65008","1","0","0","121744","2049","0","120641","0","0","3152","-95.6213267","41.0334523","POINT (41.0334523 -95.6213267)"
"17G144","DOUGHERTY","2021","17028","3","0","6712","0","0","0","0","6712","0","0","-93.0421421","42.9221925","POINT (42.9221925 -93.0421421)"
"10G077","JESUP","2021","10900","0","0","0","0","0","0","0","0","0","0","-92.0637884","42.475543","POINT (42.475543 -92.0637884)"
"17G145","MASON CITY","2021","17010","55","516053","1976968","3112","0","2163","602654","410973","0","1484669","-93.2010367","43.1535728","POINT (43.1535728 -93.2010367)"
"40G378","WEBSTER CITY","2021","40034","1","0","0","0","0","0","0","0","0","0","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"30G279","TERRIL","2021","30010","3","22473","0","39246","0","0","0","59035","0","2684","-94.9716565","43.3057947","POINT (43.3057947 -94.9716565)"
"14G123","MANNING","2021","14036","2","9592","58347","0","0","0","0","41059","0","26880","-95.0649917","41.9091528","POINT (41.9091528 -95.0649917)"
"30","DICKINSON","2021","30025","2","988","48931","0","0","15972","0","65786","0","105","-95.1508301","43.3779848","POINT (43.3779848 -95.1508301)"
"82G777","LECLAIRE","2021","82004","15","143672","7549260","3006","47881","11600","206211","1884019","0","5665189","-90.3434618","41.5986442","POINT (41.5986442 -90.3434618)"
"01G001","ADAIR","2021","01004","9","0","148070","0","0","0","0","136975","0","11095","-94.6435862","41.5005428","POINT (41.5005428 -94.6435862)"
"31G288","DUBUQUE","2021","31048","3","309834","473231","3890","0","0","13043","242708","0","531204","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"70G653","MUSCATINE","2021","70012","1","0","0","0","0","0","0","0","0","0","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"43","HARRISON","2021","43008","1","122288","0","0","0","0","0","6713","0","115575","-95.8169209","41.6828528","POINT (41.6828528 -95.8169209)"
"82G777","LECLAIRE","2021","82045","3","0","0","0","0","0","0","0","0","0","-90.3434618","41.5986442","POINT (41.5986442 -90.3434618)"
"25G240","WAUKEE","2021","25038","3","-5839","73403","75","0","0","52577","0","0","15062","-93.8852266","41.6116552","POINT (41.6116552 -93.8852266)"
"57G539","CEDAR RAPIDS","2021","57067","5","-1704","3025","0","0","0","0","0","0","1321","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"38G354","CONRAD","2021","38002","4","-6770","196037","66","0","0","0","169377","0","19956","-92.8746455","42.2247077","POINT (42.2247077 -92.8746455)"
"97G933","MOVILLE","2021","97019","5","-1056","73964","0","0","0","0","56860","0","16048","-96.0725193","42.4888809","POINT (42.4888809 -96.0725193)"
"60G571","INWOOD","2021","60001","3","0","0","0","0","0","0","0","0","0","-96.4319799","43.3072022","POINT (43.3072022 -96.4319799)"
"72","OSCEOLA","2021","72003","2","0","70211","0","6173","0","34318","42066","0","0","-95.6236852","43.3785704","POINT (43.3785704 -95.6236852)"
"78G732","COUNCIL BLUFFS","2021","78049","3","0","1572529","0","0","0","0","0","1469631","102898","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"47","IDA","2021","47102","9","177658","2241648","0","50126","0","407603","0","0","2061829","-95.5134962","42.3868747","POINT (42.3868747 -95.5134962)"
"60G573","LESTER","2021","60120","5","0","555080","0","0","0","0","48129","0","506951","-96.3330887","43.444696","POINT (43.444696 -96.3330887)"
"75G692","AKRON","2021","75016","2","499472","428639","1027","0","0","0","743276","0","185862","-96.5594773","42.8288818","POINT (42.8288818 -96.5594773)"
"57G539","CEDAR RAPIDS","2021","57952","4","-2907","84623","0","0","0","0","17631","0","64085","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"78G732","COUNCIL BLUFFS","2021","78905","0","0","0","0","0","0","0","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"82G773","DAVENPORT","2021","82013","34","6035021","4324728","103155","0","0","1996332","3412655","0","5053917","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"63G597","KNOXVILLE","2021","63016","3","181159","320880","663","0","0","413824","0","0","88878","-93.1093708","41.3208297","POINT (41.3208297 -93.1093708)"
"73G681","SHENANDOAH","2021","73003","6","161070","214825","35","0","0","33760","220150","0","122020","-95.3722103","40.7655528","POINT (40.7655528 -95.3722103)"
"77G717","DES MOINES","2021","77081","4","385814","1169031","1052","0","0","576359","0","0","979538","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"91G873","INDIANOLA","2021","91012","27","4384143","3415642","152354","57755","0","0","1677627","0","6332267","-93.5574376","41.3580484","POINT (41.3580484 -93.5574376)"
"95","WINNEBAGO","2021","95013","29","2917880","8418826","0","289042","16889","0","2111848","0","9530789","-93.7341955","43.3775678","POINT (43.3775678 -93.7341955)"
"35G333","HAMPTON","2021","35005","4","-6425","71692","0","0","0","13962","45272","0","6033","-93.2024233","42.7419176","POINT (42.7419176 -93.2024233)"
"50G464","KELLOGG","2021","50003","4","10112","36068","0","0","0","0","0","0","46180","-92.9074162","41.7180477","POINT (41.7180477 -92.9074162)"
"78G729","AVOCA","2021","78019","11","1330541","35819177","0","0","0","0","1597102","0","35552616","-95.3380549","41.4766571","POINT (41.4766571 -95.3380549)"
"67G635","ONAWA","2021","67002","10","-1104419","1075195","0","0","0","0","131469","0","-160693","-96.0972376","42.0266548","POINT (42.0266548 -96.0972376)"
"50G469","NEWTON","2021","50035","3","304","117991","245","0","0","0","72815","0","45725","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"57G539","CEDAR RAPIDS","2021","57075","4","83065","296631","0","0","0","80156","0","0","299540","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"50G463","COLFAX","2021","50040","2","0","0","0","0","0","0","0","0","0","-93.245205","41.6777666","POINT (41.6777666 -93.245205)"
"71G665","SHELDON","2021","84011","7","0","1211549","0","23211","0","33630","0","0","1201130","-95.8561276","43.1810893","POINT (43.1810893 -95.8561276)"
"22G192","MCGREGOR","2021","22037","11","275291","290813","0","6107","0","6226","81145","0","484840","-91.1826299","43.018318","POINT (43.018318 -91.1826299)"
"07G051","HUDSON","2021","07007","3","7598","163578","1374","0","0","64335","76375","0","31840","-92.4554671","42.406653","POINT (42.406653 -92.4554671)"
"07G054","WATERLOO","2021","07009","5","192518","668659","464","0","0","117496","179192","0","564953","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"19G167","NEW HAMPTON","2021","19010","2","0","0","0","0","0","0","0","0","0","-92.3176768","43.0591412","POINT (43.0591412 -92.3176768)"
"31G288","DUBUQUE","2021","31046","2","26519","16952","218","0","0","19360","0","0","24329","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"07G046","CEDAR FALLS","2021","07042","3","0","58539","0","0","0","58539","0","0","0","-92.4454654","42.5277622","POINT (42.5277622 -92.4454654)"
"85G822","SLATER","2021","85020","5","0","30231","0","0","0","25803","0","0","4428","-93.6785538","41.8777646","POINT (41.8777646 -93.6785538)"
"22G191","LUANA","2021","22025","4","29083","39833","20","0","0","18086","1758","0","49092","-91.4540293","43.0602597","POINT (43.0602597 -91.4540293)"
"78G741","UNDERWOOD","2021","78011","2","0","0","0","0","0","0","0","0","0","-95.676674","41.3869388","POINT (41.3869388 -95.676674)"
"33G313","FAYETTE","2021","33007","8","70924","79330","0","0","0","44922","8899","0","96433","-91.8021071","42.8419255","POINT (42.8419255 -91.8021071)"
"09G066","JANESVILLE","2021","09004","2","65825","0","0","0","0","0","0","0","65825","-92.4629637","42.6460934","POINT (42.6460934 -92.4629637)"
"61G583","WINTERSET","2021","61017","2","2082","3227","0","0","0","3439","2054","0","-184","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"24G227","WESTSIDE","2021","24003","3","0","38186","0","0","0","0","38186","0","0","-95.098048","42.0591524","POINT (42.0591524 -95.098048)"
"77G724","RUNNELLS","2021","77016","2","76009","0","0","0","0","0","0","0","76009","-93.3574318","41.5111013","POINT (41.5111013 -93.3574318)"
"35G333","HAMPTON","2021","35002","4","146920","278481","0","0","0","0","276000","0","149401","-93.2024233","42.7419176","POINT (42.7419176 -93.2024233)"
"05G027","AUDUBON","2021","05003","2","0","0","0","0","0","0","0","0","0","-94.9324868","41.7180421","POINT (41.7180421 -94.9324868)"
"52G490","TIFFIN","2021","52009","18","1011871","1513060","863","0","0","62973","1249725","0","1213096","-91.6629498","41.7058469","POINT (41.7058469 -91.6629498)"
"19G167","NEW HAMPTON","2021","19011","4","0","13682","0","0","0","2656","0","0","11026","-92.3176768","43.0591412","POINT (43.0591412 -92.3176768)"
"45","HOWARD","2021","45008","3","0","52072","0","0","0","52072","0","0","0","-92.3171989","43.3567673","POINT (43.3567673 -92.3171989)"
"91G870","CARLISLE","2021","77100","2","0","0","0","0","0","0","0","0","0","-93.4910468","41.5008234","POINT (41.5008234 -93.4910468)"
"64G611","MARSHALLTOWN","2021","64901","0","0","0","0","0","0","0","0","0","0","-92.9079774","42.0494323","POINT (42.0494323 -92.9079774)"
"62","MAHASKA","2021","62003","10","0","555494","0","0","0","0","75228","0","480266","-92.6409094","41.3352035","POINT (41.3352035 -92.6409094)"
"83G788","EARLING","2021","83005","10","123157","125093","0","0","0","0","76178","0","172072","-95.4175002","41.7755432","POINT (41.7755432 -95.4175002)"
"60G575","ROCK RAPIDS","2021","60907","0","0","0","0","0","0","0","240","0","-240","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"95G914","LELAND","2021","95005","3","0","40409","0","0","0","0","0","0","40409","-93.6352157","43.3371775","POINT (43.3371775 -93.6352157)"
"23G203","CAMANCHE","2021","23024","2","0","9378","0","0","0","9378","0","0","0","-90.2562398","41.7880862","POINT (41.7880862 -90.2562398)"
"50G469","NEWTON","2021","50021","2","0","62095","39","0","0","0","0","0","62134","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"77G720","JOHNSTON","2021","77026","11","3271675","8046358","3769","0","12456","737530","3659866","0","6936862","-93.697721","41.673044","POINT (41.673044 -93.697721)"
"25G240","WAUKEE","2021","25021","30","2724221","4838094","12447","0","0","0","3792834","0","3781928","-93.8852266","41.6116552","POINT (41.6116552 -93.8852266)"
"48","IOWA","2021","48006","2","0","88341","0","0","0","88341","0","0","0","-92.065524","41.6863229","POINT (41.6863229 -92.065524)"
"77G727","WEST DES MOINES","2021","77099","2","-6996","39866","0","0","0","34417","734","0","-2281","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"06G036","KEYSTONE","2021","06005","4","155925","175116","0","0","0","0","18139","0","312902","-92.1974066","41.9983295","POINT (41.9983295 -92.1974066)"
"07G052","LA PORTE CITY","2021","07040","4","0","25595","0","0","0","0","25000","0","595","-92.1921275","42.3149911","POINT (42.3149911 -92.1921275)"
"84G808","ORANGE CITY","2021","84067","10","0","75579","0","0","0","23434","52145","0","0","-96.0583523","43.0072087","POINT (43.0072087 -96.0583523)"
"78G732","COUNCIL BLUFFS","2021","78904","0","0","0","0","0","0","0","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"34G323","CHARLES CITY","2021","34002","5","71846","172966","559","0","0","192423","41000","0","11948","-92.6724112","43.0663613","POINT (43.0663613 -92.6724112)"
"77G727","WEST DES MOINES","2021","77114","0","0","0","0","0","0","0","4732","0","-4732","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"87G843","LENOX","2021","87010","0","0","0","0","0","0","0","0","0","0","-94.5619095","40.8816547","POINT (40.8816547 -94.5619095)"
"84G804","HULL","2021","84035","1","0","0","0","0","0","0","0","0","0","-96.1336329","43.1885919","POINT (43.1885919 -96.1336329)"
"77G727","WEST DES MOINES","2021","61021","1","0","0","0","0","0","0","0","0","0","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"77G722","PLEASANT HILL","2021","77069","21","1947647","4241372","7013","107676","25565","4240","3789550","0","2535483","-93.5199367","41.5838783","POINT (41.5838783 -93.5199367)"
"61G583","WINTERSET","2021","61023","3","0","28017","0","0","0","11693","6986","0","9338","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"34G329","RUDD","2021","34008","5","45720","81173","0","0","0","0","45720","0","81173","-92.9057527","43.1260815","POINT (43.1260815 -92.9057527)"
"08G060","LUTHER","2021","08009","4","447","150082","0","0","0","125000","0","0","25529","-93.8188366","41.9677627","POINT (41.9677627 -93.8188366)"
"15","CASS","2021","15012","3","22120","692983","0","62582","0","275565","480000","0","22120","-94.9278266","41.3314876","POINT (41.3314876 -94.9278266)"
"33G322","WEST UNION","2021","33013","2","0","7811","0","0","0","0","0","0","7811","-91.8082167","42.9627564","POINT (42.9627564 -91.8082167)"
"77G727","WEST DES MOINES","2021","25037","6","-315855","4095340","0","0","0","358146","1299902","0","2121437","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"60G575","ROCK RAPIDS","2021","60006","2","0","104910","0","5175","0","110085","0","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"31G286","CASCADE","2021","31038","30","90614","318016","0","7162","10002","96573","433714","0","-104493","-91.0148618","42.2986159","POINT (42.2986159 -91.0148618)"
"06G044","VINTON","2021","06024","12","54500","0","0","0","0","54500","0","0","0","-92.0235139","42.1686061","POINT (42.1686061 -92.0235139)"
"50G467","MINGO","2021","50004","8","85338","26621","0","0","0","0","28383","0","83576","-93.2835392","41.7674881","POINT (41.7674881 -93.2835392)"
"70G653","MUSCATINE","2021","70020","2","0","53210","0","0","0","48023","0","0","5187","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"10G075","HAZLETON","2021","10003","3","0","0","0","0","0","0","0","0","0","-91.9001703","42.6208177","POINT (42.6208177 -91.9001703)"
"47","IDA","2021","47001","22","6621","601613","0","216151","0","0","544135","0","280250","-95.5134962","42.3868747","POINT (42.3868747 -95.5134962)"
"03G011","LANSING","2021","03007","1","75889","0","0","0","0","0","0","0","75889","-91.2165203","43.3621985","POINT (43.3621985 -91.2165203)"
"52G486","OXFORD","2021","52010","9","346977","127807","0","0","0","0","473203","0","1581","-91.7904526","41.7233444","POINT (41.7233444 -91.7904526)"
"46G430","LIVERMORE","2021","46001","3","-20921","41960","0","0","0","15583","34983","0","-29527","-94.1852388","42.8685808","POINT (42.8685808 -94.1852388)"
"08G057","BOONE","2021","08002","2","0","0","0","0","0","0","0","0","0","-93.8802273","42.0597047","POINT (42.0597047 -93.8802273)"
"61G583","WINTERSET","2021","61016","2","0","24970","0","0","0","21676","0","0","3294","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"38G356","GRUNDY CENTER","2021","38004","25","173327","474584","0","0","0","64015","113611","0","470285","-92.7685327","42.3616501","POINT (42.3616501 -92.7685327)"
"66","MITCHELL","2021","66008","4","308654","3122134","0","14317","0","0","1374075","0","2071030","-92.7890315","43.3564124","POINT (43.3564124 -92.7890315)"
"81G769","WALL LAKE","2021","81002","3","0","55039","0","0","0","0","21975","0","33064","-95.093047","42.2710952","POINT (42.2710952 -95.093047)"
"19G163","FREDERICKSBURG","2021","19003","1","0","0","0","0","0","0","0","0","0","-92.1996196","42.9652548","POINT (42.9652548 -92.1996196)"
"77G728","WINDSOR HEIGHTS","2021","77072","20","1037096","4198033","0","20907","0","0","2101823","0","3154213","-93.7082765","41.5977669","POINT (41.5977669 -93.7082765)"
"57G543","ELY","2021","57049","9","58929","82901","0","0","0","0","82788","0","59042","-91.585175","41.8736183","POINT (41.8736183 -91.585175)"
"07G049","EVANSDALE","2021","07046","3","1879","56666","107","0","0","0","58463","0","189","-92.281017","42.4691543","POINT (42.4691543 -92.281017)"
"53G492","ANAMOSA","2021","53013","6","94193","135364","0","0","0","0","44281","0","185276","-91.2851594","42.1083371","POINT (42.1083371 -91.2851594)"
"40G372","ELLSWORTH","2021","40023","6","0","24386","0","0","0","0","24386","0","0","-93.5788247","42.3127598","POINT (42.3127598 -93.5788247)"
"30G278","SUPERIOR","2021","30009","2","0","0","0","0","0","0","0","0","0","-94.9463794","43.4302376","POINT (43.4302376 -94.9463794)"
"97G938","SIOUX CITY","2021","97008","4","1092203","54928","717","0","0","0","757441","0","390407","-96.4003069","42.4999942","POINT (42.4999942 -96.4003069)"
"82G770","BETTENDORF","2021","82044","2","1779","370756","0","0","0","366737","0","0","5798","-90.51569","41.5244777","POINT (41.5244777 -90.51569)"
"24G225","SCHLESWIG","2021","24005","2","10526","0","0","0","0","0","0","0","10526","-95.4369432","42.1652658","POINT (42.1652658 -95.4369432)"
"77G726","URBANDALE","2021","77061","17","7025769","9593847","71150","0","0","184298","5122271","0","11384197","-93.7121656","41.6266555","POINT (41.6266555 -93.7121656)"
"42G393","IOWA FALLS","2021","42001","23","804990","4036562","0","0","0","8433","912155","0","3920964","-93.2513141","42.5224799","POINT (42.5224799 -93.2513141)"
"59G563","CHARITON","2021","59007","15","8461","841163","0","0","0","19390","120000","0","710234","-93.3065983","41.0138886","POINT (41.0138886 -93.3065983)"
"12G099","GREENE","2021","12008","1","38551","0","0","0","0","0","0","0","38551","-92.8024158","42.8958066","POINT (42.8958066 -92.8024158)"
"22","CLAYTON","2021","22021","4","0","3227","0","0","0","0","0","3227","0","-91.3414328","42.8447493","POINT (42.8447493 -91.3414328)"
"75G695","HINTON","2021","75006","5","52303","623828","658","0","0","0","180844","0","495945","-96.2916927","42.6277701","POINT (42.6277701 -96.2916927)"
"78G732","COUNCIL BLUFFS","2021","78048","1","0","0","0","0","0","0","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"65G617","GLENWOOD","2021","65007","1","-2332","0","0","0","0","0","595","0","-2927","-95.7425056","41.0469437","POINT (41.0469437 -95.7425056)"
"25G230","DALLAS CENTER","2021","25012","11","9928","175882","67","0","0","0","156651","0","29226","-93.9610628","41.684432","POINT (41.684432 -93.9610628)"
"94G905","GOWRIE","2021","94010","7","102410","25736","0","0","0","16633","23825","0","87688","-94.2907991","42.2805316","POINT (42.2805316 -94.2907991)"
"49G450","BELLEVUE","2021","49016","17","75533","455051","0","0","0","184275","234113","0","112196","-90.4229062","42.2586268","POINT (42.2586268 -90.4229062)"
"23G203","CAMANCHE","2021","23019","2","0","10156","0","0","0","10156","0","0","0","-90.2562398","41.7880862","POINT (41.7880862 -90.2562398)"
"84G808","ORANGE CITY","2021","84051","2","0","3698","0","0","0","0","3698","0","0","-96.0583523","43.0072087","POINT (43.0072087 -96.0583523)"
"15G127","ANITA","2021","15007","2","-16287","0","23052","0","0","0","17495","0","-10730","-94.7647015","41.445265","POINT (41.445265 -94.7647015)"
"76G709","POCAHONTAS","2021","76004","4","46235","0","0","0","0","0","5935","0","40300","-94.6691468","42.7355299","POINT (42.7355299 -94.6691468)"
"31G290","DYERSVILLE","2021","28010","15","1282009","736266","0","0","0","220080","41895","0","1756300","-91.1229136","42.4844404","POINT (42.4844404 -91.1229136)"
"32G303","ARMSTRONG","2021","32014","4","81642","40250","0","0","0","0","0","0","121892","-94.4783082","43.3960697","POINT (43.3960697 -94.4783082)"
"80G758","MOUNT AYR","2021","80006","4","0","71486","0","0","0","0","46000","0","25486","-94.235232","40.7147147","POINT (40.7147147 -94.235232)"
"50","JASPER","2021","50011","8","592667","448265","0","2451","0","0","453190","0","590193","-93.053765","41.6860394","POINT (41.6860394 -93.053765)"
"11G091","STORM LAKE","2021","11011","3","16194","2913","0","0","148500","0","0","0","167607","-95.2097179","42.6410915","POINT (42.6410915 -95.2097179)"
"77","POLK","2021","77105","3","14354","58830","0","0","0","26747","17043","0","29394","-93.5735335","41.6855048","POINT (41.6855048 -93.5735335)"
"45","HOWARD","2021","45011","11","185673","125120","0","0","0","66770","0","0","244023","-92.3171989","43.3567673","POINT (43.3567673 -92.3171989)"
"30G272","ARNOLDS PARK","2021","30002","2","562713","347121","0","0","0","0","662013","0","247821","-95.1238841","43.3727408","POINT (43.3727408 -95.1238841)"
"43G409","WOODBINE","2021","43011","17","57852","33664","0","0","0","26538","0","0","64978","-95.7027843","41.7383218","POINT (41.7383218 -95.7027843)"
"52G487","SHUEYVILLE","2021","52025","5","323467","476676","727","0","0","0","451351","0","349519","-91.6465645","41.8505633","POINT (41.8505633 -91.6465645)"
"11G091","STORM LAKE","2021","11001","9","-500506","866226","0","0","0","0","287815","0","77905","-95.2097179","42.6410915","POINT (42.6410915 -95.2097179)"
"61G583","WINTERSET","2021","61011","21","0","79439","0","0","0","37867","22653","0","18919","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"39G364","CASEY","2021","01011","4","0","534","0","0","0","0","0","0","534","-94.5194149","41.5049873","POINT (41.5049873 -94.5194149)"
"30G272","ARNOLDS PARK","2021","30026","2","-27772","201994","0","0","0","0","155200","0","19022","-95.1238841","43.3727408","POINT (43.3727408 -95.1238841)"
"77","POLK","2021","77106","7","0","1680240","0","30386","0","0","590473","0","1120153","-93.5735335","41.6855048","POINT (41.6855048 -93.5735335)"
"39G369","STUART","2021","39003","5","1443078","10312577","0","0","0","9000","745825","0","11000830","-94.3185737","41.5033213","POINT (41.5033213 -94.3185737)"
"57G542","COGGON","2021","57068","2","0","0","0","0","0","0","0","0","0","-91.5304412","42.2808248","POINT (42.2808248 -91.5304412)"
"90G868","OTTUMWA","2021","90001","17","-35619","194403","0","0","0","0","553779","0","-394995","-92.4112963","41.0200145","POINT (41.0200145 -92.4112963)"
"07G054","WATERLOO","2021","07030","15","477031","5543645","1152","16801","0","253832","1490791","0","4294006","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"71G663","PRIMGHAR","2021","71003","5","117027","19009","0","0","0","0","85577","0","50459","-95.627232","43.0869216","POINT (43.0869216 -95.627232)"
"51G476","FAIRFIELD","2021","51009","5","380885","26254","0","0","0","10526","137295","0","259318","-91.9626727","41.0086312","POINT (41.0086312 -91.9626727)"
"14G114","ARCADIA","2021","14013","3","111944","44376","0","0","0","10000","17035","0","129285","-95.0461023","42.0872073","POINT (42.0872073 -95.0461023)"
"66G628","RICEVILLE","2021","66013","2","0","13172","0","0","0","13172","0","0","0","-92.5540687","43.3638571","POINT (43.3638571 -92.5540687)"
"35G333","HAMPTON","2021","35901","0","-10532","0","0","0","0","0","2100","0","-12632","-93.2024233","42.7419176","POINT (42.7419176 -93.2024233)"
"31G291","EPWORTH","2021","31053","6","0","27381","0","0","0","0","26789","0","592","-90.9320766","42.4450016","POINT (42.4450016 -90.9320766)"
"77G727","WEST DES MOINES","2021","25043","1","0","0","0","0","0","0","7943","0","-7943","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"64","MARSHALL","2021","64016","3","0","525635","0","0","0","47785","0","0","477850","-92.9987706","42.0358499","POINT (42.0358499 -92.9987706)"
"85G816","HUXLEY","2021","85028","4","0","88472","0","0","0","44236","0","0","44236","-93.6007732","41.895265","POINT (41.895265 -93.6007732)"
"92G888","WELLMAN","2021","92006","7","32822","231570","119","0","0","7686","145464","0","111361","-91.8382274","41.4641806","POINT (41.4641806 -91.8382274)"
"56G530","FORT MADISON","2021","56023","1","497","0","0","0","0","0","0","0","497","-91.3151506","40.6297632","POINT (40.6297632 -91.3151506)"
"82G773","DAVENPORT","2021","82053","3","75113","0","1063","0","0","0","0","0","76176","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
