"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"57 E 101ST PL","57","E","101ST","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=57%20and%20direction=%27E%27%20and%20street_name=%27101ST%27%20and%20street_type=%27PL%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=57%20and%20direction=%27E%27%20and%20street_name=%27101ST%27%20and%20street_type=%27PL%27)",,,,"41.709819978767875","-87.62136640463704","POINT (-87.62136640463704 41.709819978767875)"
"5707 N MC VICKER AVE","5707","N","MC VICKER","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5707%20and%20direction=%27N%27%20and%20street_name=%27MC%20VICKER%27%20and%20street_type=%27AVE%27)",,,,,,,"41.984992617545515","-87.77905984198064","POINT (-87.77905984198064 41.984992617545515)"
"5726 S STATE ST","5726","S","STATE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5726%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5726%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,,"41.79010666623075","-87.6257304782766","POINT (-87.6257304782766 41.79010666623075)"
"5734 S HERMITAGE AVE","5734","S","HERMITAGE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5734%20and%20direction=%27S%27%20and%20street_name=%27HERMITAGE%27%20and%20street_type=%27AVE%27)",,,,,,"41.78929181614486","-87.66825659097414","POINT (-87.66825659097414 41.78929181614486)"
"5750 S WOODLAWN AVE","5750","S","WOODLAWN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5750%20and%20direction=%27S%27%20and%20street_name=%27WOODLAWN%27%20and%20street_type=%27AVE%27)",,,,,,"41.78993892827554","-87.59656907562025","POINT (-87.59656907562025 41.78993892827554)"
"5834 W BELMONT AVE","5834","W","BELMONT","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=5834%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,"41.93860226755537","-87.7727650373206","POINT (-87.7727650373206 41.93860226755537)"
"59 E OAK ST","59","E","OAK","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=59%20and%20direction=%27E%27%20and%20street_name=%27OAK%27%20and%20street_type=%27ST%27)",,"41.90067308947494","-87.62616121997715","POINT (-87.62616121997715 41.90067308947494)"
"5915 W GIDDINGS ST","5915","W","GIDDINGS","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5915%20and%20direction=%27W%27%20and%20street_name=%27GIDDINGS%27%20and%20street_type=%27ST%27)",,,,,,,"41.966655441610676","-87.7754402740858","POINT (-87.7754402740858 41.966655441610676)"
"5936 S LOOMIS ST","5936","S","LOOMIS","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5936%20and%20direction=%27S%27%20and%20street_name=%27LOOMIS%27%20and%20street_type=%27ST%27)",,,,,,"41.78570799935556","-87.65965954331415","POINT (-87.65965954331415 41.78570799935556)"
"6011 S RACINE AVE","6011","S","RACINE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6011%20and%20direction=%27S%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,,,,,"41.78469292545578","-87.65448494096589","POINT (-87.65448494096589 41.78469292545578)"
"6116 E 131ST ST","6116","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6116%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6129 S STEWART AVE","6129","S","STEWART","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6129%20and%20direction=%27S%27%20and%20street_name=%27STEWART%27%20and%20street_type=%27AVE%27)",,,,,,"41.782707933403906","-87.63497234514585","POINT (-87.63497234514585 41.782707933403906)"
"6151 S RHODES AVE","6151","S","RHODES","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=6151%20and%20direction=%27S%27%20and%20street_name=%27RHODES%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6151%20and%20direction=%27S%27%20and%20street_name=%27RHODES%27%20and%20street_type=%27AVE%27)",,,,"41.78244534810851","-87.61192754530032","POINT (-87.61192754530032 41.78244534810851)"
"619 N RACINE AVE","619","N","RACINE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=619%20and%20direction=%27N%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,,"41.89288438109552","-87.65728255711277","POINT (-87.65728255711277 41.89288438109552)"
"6200 S HYDE PARK BLVD","6200","S","HYDE PARK","BLVD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6200%20and%20direction=%27S%27%20and%20street_name=%27HYDE%20PARK%27%20and%20street_type=%27BLVD%27)",,,,,
"6206 S WOODLAWN AVE","6206","S","WOODLAWN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6206%20and%20direction=%27S%27%20and%20street_name=%27WOODLAWN%27%20and%20street_type=%27AVE%27)",,,"41.78208051255852","-87.59638737904157","POINT (-87.59638737904157 41.78208051255852)"
"6223 E 131ST ST","6223","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6223%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6226 S MARSHFIELD AVE","6226","S","MARSHFIELD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6226%20and%20direction=%27S%27%20and%20street_name=%27MARSHFIELD%27%20and%20street_type=%27AVE%27)",,,,,,"41.7804387893736","-87.66559940256548","POINT (-87.66559940256548 41.7804387893736)"
"628 W ONTARIO ST","628","W","ONTARIO","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=628%20and%20direction=%27W%27%20and%20street_name=%27ONTARIO%27%20and%20street_type=%27ST%27)",,,,
"6335 S DR MARTIN L KING JR DR","6335","S","DR MARTIN L KING JR","DR",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6335%20and%20direction=%27S%27%20and%20street_name=%27DR%20MARTIN%20L%20KING%20JR%27%20and%20street_type=%27DR%27)",,"41.77912889722231","-87.61545302370871","POINT (-87.61545302370871 41.77912889722231)"
"6400 S MARYLAND AVE","6400","S","MARYLAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6400%20and%20direction=%27S%27%20and%20street_name=%27MARYLAND%27%20and%20street_type=%27AVE%27)",,,"41.77861094436039","-87.60479472025112","POINT (-87.60479472025112 41.77861094436039)"
"6404 S MAY ST","6404","S","MAY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6404%20and%20direction=%27S%27%20and%20street_name=%27MAY%27%20and%20street_type=%27ST%27)",,,,,,"41.7776028939106","-87.65338071565965","POINT (-87.65338071565965 41.7776028939106)"
"6453 S CHAMPLAIN AVE","6453","S","CHAMPLAIN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6453%20and%20direction=%27S%27%20and%20street_name=%27CHAMPLAIN%27%20and%20street_type=%27AVE%27)",,,,"41.776975579849974","-87.60935669156608","POINT (-87.60935669156608 41.776975579849974)"
"6450 S ABERDEEN ST","6450","S","ABERDEEN","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6450%20and%20direction=%27S%27%20and%20street_name=%27ABERDEEN%27%20and%20street_type=%27ST%27)",,,,,,"41.77632074409517","-87.65213270587468","POINT (-87.65213270587468 41.77632074409517)"
"6547 S JUSTINE ST","6547","S","JUSTINE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6547%20and%20direction=%27S%27%20and%20street_name=%27JUSTINE%27%20and%20street_type=%27ST%27)",,,,,,"41.77446107330419","-87.66270583132778","POINT (-87.66270583132778 41.77446107330419)"
"66 E RANDOLPH ST","66","E","RANDOLPH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=66%20and%20direction=%27E%27%20and%20street_name=%27RANDOLPH%27%20and%20street_type=%27ST%27)",,,"41.884608470929656","-87.62547447957526","POINT (-87.62547447957526 41.884608470929656)"
"657 N SAWYER AVE","657","N","SAWYER","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=657%20and%20direction=%27N%27%20and%20street_name=%27SAWYER%27%20and%20street_type=%27AVE%27)",,,"41.89362415494506","-87.70757218116347","POINT (-87.70757218116347 41.89362415494506)"
"6630 S ELLIS AVE","6630","S","ELLIS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6630%20and%20direction=%27S%27%20and%20street_name=%27ELLIS%27%20and%20street_type=%27AVE%27)",,,,"41.774069959843594","-87.60106691520723","POINT (-87.60106691520723 41.774069959843594)"
"6738 S CALUMET AVE","6738","S","CALUMET","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6738%20and%20direction=%27S%27%20and%20street_name=%27CALUMET%27%20and%20street_type=%27AVE%27)",,,,,,"41.771715366790225","-87.61717836599462","POINT (-87.61717836599462 41.771715366790225)"
"6758 W ADDISON ST","6758","W","ADDISON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6758%20and%20direction=%27W%27%20and%20street_name=%27ADDISON%27%20and%20street_type=%27ST%27)",,,,"41.945590176792486","-87.79593000690755","POINT (-87.79593000690755 41.945590176792486)"
"6921 S KENWOOD AVE","6921","S","KENWOOD","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6921%20and%20direction=%27S%27%20and%20street_name=%27KENWOOD%27%20and%20street_type=%27AVE%27)",,,"41.76924684561952","-87.59223394438828","POINT (-87.59223394438828 41.76924684561952)"
"6947 S CONSTANCE AVE","6947","S","CONSTANCE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6947%20and%20direction=%27S%27%20and%20street_name=%27CONSTANCE%27%20and%20street_type=%27AVE%27)",,,,"41.76837606448898","-87.57989786858819","POINT (-87.57989786858819 41.76837606448898)"
"6964 N SEELEY AVE","6964","N","SEELEY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6964%20and%20direction=%27N%27%20and%20street_name=%27SEELEY%27%20and%20street_type=%27AVE%27)",,,,,,"42.00817939942733","-87.68248348379035","POINT (-87.68248348379035 42.00817939942733)"
"700 W 59TH ST","700","W","59TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=700%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)",,,"41.7871761020304","-87.64259901750826","POINT (-87.64259901750826 41.7871761020304)"
"7108 S GREENWOOD AVE","7108","S","GREENWOOD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7108%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)",,,,,,"41.76556620295403","-87.59840983396488","POINT (-87.59840983396488 41.76556620295403)"
"720 N RUSH ST","720","N","RUSH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=720%20and%20direction=%27N%27%20and%20street_name=%27RUSH%27%20and%20street_type=%27ST%27)",,,"41.89568034565383","-87.62562684939573","POINT (-87.62562684939573 41.89568034565383)"
"7231 W OLIVE AVE","7231","W","OLIVE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7231%20and%20direction=%27W%27%20and%20street_name=%27OLIVE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7231%20and%20direction=%27W%27%20and%20street_name=%27OLIVE%27%20and%20street_type=%27AVE%27)",,,,"41.98351844829905","-87.80813423346446","POINT (-87.80813423346446 41.98351844829905)"
"7255 S HOMAN AVE","7255","S","HOMAN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7255%20and%20direction=%27S%27%20and%20street_name=%27HOMAN%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7255%20and%20direction=%27S%27%20and%20street_name=%27HOMAN%27%20and%20street_type=%27AVE%27)",,,,"41.76085124494213","-87.70745133115602","POINT (-87.70745133115602 41.76085124494213)"
"733 N WALLER AVE","733","N","WALLER","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=733%20and%20direction=%27N%27%20and%20street_name=%27WALLER%27%20and%20street_type=%27AVE%27)",,,,,,,"41.893929856590724","-87.76776934873749","POINT (-87.76776934873749 41.893929856590724)"
"7500 S ANTHONY AVE","7500","S","ANTHONY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7500%20and%20direction=%27S%27%20and%20street_name=%27ANTHONY%27%20and%20street_type=%27AVE%27)",,,,,
"751 S KEDZIE AVE","751","S","KEDZIE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=751%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=751%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,,"41.87126050469419","-87.7056863905454","POINT (-87.7056863905454 41.87126050469419)"
"7522 S WESTERN AVE","7522","S","WESTERN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=7522%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,"41.756685864923504","-87.68317033078009","POINT (-87.68317033078009 41.756685864923504)"
"7620 S STEWART AVE","7620","S","STEWART","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7620%20and%20direction=%27S%27%20and%20street_name=%27STEWART%27%20and%20street_type=%27AVE%27)",,,"41.7555947705371","-87.63456870477894","POINT (-87.63456870477894 41.7555947705371)"
"7724 S COLES AVE","7724","S","COLES","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7724%20and%20direction=%27S%27%20and%20street_name=%27COLES%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7724%20and%20direction=%27S%27%20and%20street_name=%27COLES%27%20and%20street_type=%27AVE%27)",,,,"41.75561072555009","-87.55431493439454","POINT (-87.55431493439454 41.75561072555009)"
"7747 S BENNETT AVE","7747","S","BENNETT","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7747%20and%20direction=%27S%27%20and%20street_name=%27BENNETT%27%20and%20street_type=%27AVE%27)",,,,"41.75382512596042","-87.57833153062353","POINT (-87.57833153062353 41.75382512596042)"
"8 E CERMAK RD","8","E","CERMAK","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8%20and%20direction=%27E%27%20and%20street_name=%27CERMAK%27%20and%20street_type=%27RD%27)",,,"41.852950024887896","-87.62673497434044","POINT (-87.62673497434044 41.852950024887896)"
"800 E 116TH ST","800","E","116TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=800%20and%20direction=%27E%27%20and%20street_name=%27116TH%27%20and%20street_type=%27ST%27)",,,,
"818 W 37TH PL","818","W","37TH","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=818%20and%20direction=%27W%27%20and%20street_name=%2737TH%27%20and%20street_type=%27PL%27)",,,,,,"41.82669485878911","-87.64681799935009","POINT (-87.64681799935009 41.82669485878911)"
"820 S INDEPENDENCE ","820","S","INDEPENDENCE",,,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27INDEPENDENCE%27%20and%20street_type%20IS%20NULL)",,,,,,"41.87004924962279","-87.72039268322875","POINT (-87.72039268322875 41.87004924962279)"
"824 N PAULINA ST","824","N","PAULINA","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=824%20and%20direction=%27N%27%20and%20street_name=%27PAULINA%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=824%20and%20direction=%27N%27%20and%20street_name=%27PAULINA%27%20and%20street_type=%27ST%27)",,,,"41.89680883629043","-87.66990393586833","POINT (-87.66990393586833 41.89680883629043)"
"8254 S BUFFALO AVE","8254","S","BUFFALO","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8254%20and%20direction=%27S%27%20and%20street_name=%27BUFFALO%27%20and%20street_type=%27AVE%27)",,,,,,"41.74490678215429","-87.54441837208535","POINT (-87.54441837208535 41.74490678215429)"
"829 N MILWAUKEE AVE","829","N","MILWAUKEE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=829%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=829%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,"41.896904183334655","-87.656217047521","POINT (-87.656217047521 41.896904183334655)"
"8301 S RACINE AVE","8301","S","RACINE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8301%20and%20direction=%27S%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,,,"41.743126346864344","-87.65339129585955","POINT (-87.65339129585955 41.743126346864344)"
"836 N LAWLER AVE","836","N","LAWLER","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=836%20and%20direction=%27N%27%20and%20street_name=%27LAWLER%27%20and%20street_type=%27AVE%27)",,,,,,,"41.89610019837039","-87.75210420308689","POINT (-87.75210420308689 41.89610019837039)"
"846 N KINGSBURY ST","846","N","KINGSBURY","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=846%20and%20direction=%27N%27%20and%20street_name=%27KINGSBURY%27%20and%20street_type=%27ST%27)",,,"41.89783459627425","-87.64341344905836","POINT (-87.64341344905836 41.89783459627425)"
"849 S BLUE ISLAND AVE","849","S","BLUE ISLAND","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=849%20and%20direction=%27S%27%20and%20street_name=%27BLUE%20ISLAND%27%20and%20street_type=%27AVE%27)",,,,
"863 W NORTH ST","863","W","NORTH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=863%20and%20direction=%27W%27%20and%20street_name=%27NORTH%27%20and%20street_type=%27ST%27)",,"41.91076943101904","-87.65078135873378","POINT (-87.65078135873378 41.91076943101904)"
"8700 S YALE AVE","8700","S","YALE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8700%20and%20direction=%27S%27%20and%20street_name=%27YALE%27%20and%20street_type=%27AVE%27)",,,,,
"8755 W HIGGINS RD","8755","W","HIGGINS","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8755%20and%20direction=%27W%27%20and%20street_name=%27HIGGINS%27%20and%20street_type=%27RD%27)",,,"41.98752558222729","-87.84508014948597","POINT (-87.84508014948597 41.98752558222729)"
"8809 S HARVARD AVE","8809","S","HARVARD","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8809%20and%20direction=%27S%27%20and%20street_name=%27HARVARD%27%20and%20street_type=%27AVE%27)",,,,"41.73413728901606","-87.63294048446194","POINT (-87.63294048446194 41.73413728901606)"
"8857 S STATE ST","8857","S","STATE","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8857%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,"41.73284096988724","-87.62389266258958","POINT (-87.62389266258958 41.73284096988724)"
"8932 S EGGLESTON AVE","8932","S","EGGLESTON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8932%20and%20direction=%27S%27%20and%20street_name=%27EGGLESTON%27%20and%20street_type=%27AVE%27)",,,,,,"41.73165174584385","-87.63513109997253","POINT (-87.63513109997253 41.73165174584385)"
"900 N DAMEN AVE","900","N","DAMEN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=900%20and%20direction=%27N%27%20and%20street_name=%27DAMEN%27%20and%20street_type=%27AVE%27)",,,,"41.89777459225796","-87.67725263915634","POINT (-87.67725263915634 41.89777459225796)"
"906 W AGATITE AVE","906","W","AGATITE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=906%20and%20direction=%27W%27%20and%20street_name=%27AGATITE%27%20and%20street_type=%27AVE%27)",,,"41.962820497162284","-87.652696283517","POINT (-87.652696283517 41.962820497162284)"
"9101 S EXCHANGE AVE","9101","S","EXCHANGE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9101%20and%20direction=%27S%27%20and%20street_name=%27EXCHANGE%27%20and%20street_type=%27AVE%27)",,,,"41.72996796701164","-87.55249009290364","POINT (-87.55249009290364 41.72996796701164)"
"9150 S AVALON AVE","9150","S","AVALON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9150%20and%20direction=%27S%27%20and%20street_name=%27AVALON%27%20and%20street_type=%27AVE%27)",,,,,,"41.728003318980036","-87.59385882932662","POINT (-87.59385882932662 41.728003318980036)"
"918 N WOOD ST","918","N","WOOD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=918%20and%20direction=%27N%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=918%20and%20direction=%27N%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,"41.89839310981647","-87.67239578973314","POINT (-87.67239578973314 41.89839310981647)"
"9214 S ASHLAND AVE","9214","S","ASHLAND","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=9214%20and%20direction=%27S%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,"41.72617874772907","-87.66294176877524","POINT (-87.66294176877524 41.72617874772907)"
"927 W GEORGE ST","927","W","GEORGE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=927%20and%20direction=%27W%27%20and%20street_name=%27GEORGE%27%20and%20street_type=%27ST%27)",,,,,,"41.93436798113006","-87.6525938722495","POINT (-87.6525938722495 41.93436798113006)"
"936 N HONORE ST","936","N","HONORE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=936%20and%20direction=%27N%27%20and%20street_name=%27HONORE%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=936%20and%20direction=%27N%27%20and%20street_name=%27HONORE%27%20and%20street_type=%27ST%27)",,,,"41.89889690672111","-87.67361740222348","POINT (-87.67361740222348 41.89889690672111)"
"939 N MILWAUKEE AVE","939","N","MILWAUKEE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=939%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,"41.89922833996396","-87.65981108235248","POINT (-87.65981108235248 41.89922833996396)"
"942 W 122ND ST","942","W","122ND","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=942%20and%20direction=%27W%27%20and%20street_name=%27122ND%27%20and%20street_type=%27ST%27)",,,,,,,"41.67240888191593","-87.64583103769989","POINT (-87.64583103769989 41.67240888191593)"
"943 N SPAULDING AVE","943","N","SPAULDING","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=943%20and%20direction=%27N%27%20and%20street_name=%27SPAULDING%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=943%20and%20direction=%27N%27%20and%20street_name=%27SPAULDING%27%20and%20street_type=%27AVE%27)",,,,"41.89863837118954","-87.70876569136861","POINT (-87.70876569136861 41.89863837118954)"
"944 W 53RD PL","944","W","53RD","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=944%20and%20direction=%27W%27%20and%20street_name=%2753RD%27%20and%20street_type=%27PL%27)",,,,,,"41.79697943507387","-87.64944462518724","POINT (-87.64944462518724 41.79697943507387)"
"951 W FULLERTON AVE","951","W","FULLERTON","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=951%20and%20direction=%27W%27%20and%20street_name=%27FULLERTON%27%20and%20street_type=%27AVE%27)",,,,,,,"41.92527374408576","-87.65318603208533","POINT (-87.65318603208533 41.92527374408576)"
"9700 S VINCENNES AVE","9700","S","VINCENNES","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9700%20and%20direction=%27S%27%20and%20street_name=%27VINCENNES%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=9700%20and%20direction=%27S%27%20and%20street_name=%27VINCENNES%27%20and%20street_type=%27AVE%27)",,"41.71813959267952","-87.65196617005269","POINT (-87.65196617005269 41.71813959267952)"
"9953 S TORRENCE AVE","9953","S","TORRENCE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=9953%20and%20direction=%27S%27%20and%20street_name=%27TORRENCE%27%20and%20street_type=%27AVE%27)",,"41.7137385889301","-87.55960620972103","POINT (-87.55960620972103 41.7137385889301)"
"10 N KIMBALL AVE","10","N","KIMBALL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10%20and%20direction=%27N%27%20and%20street_name=%27KIMBALL%27%20and%20street_type=%27AVE%27)",,,,,,
"100 S SANGAMON ST","100","S","SANGAMON","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=100%20and%20direction=%27S%27%20and%20street_name=%27SANGAMON%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=100%20and%20direction=%27S%27%20and%20street_name=%27SANGAMON%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=100%20and%20direction=%27S%27%20and%20street_name=%27SANGAMON%27%20and%20street_type=%27ST%27)",,,"41.880363966486755","-87.6509677963104","POINT (-87.6509677963104 41.880363966486755)"
