"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"1000 W 71ST ST","1000","W","71ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1000%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1000%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,,,"41.76523652493102","-87.64933102756416","POINT (-87.64933102756416 41.76523652493102)"
"1009 E 95TH ST","1009","E","95TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1009%20and%20direction=%27E%27%20and%20street_name=%2795TH%27%20and%20street_type=%27ST%27)",,,,"41.72202525244552","-87.5992189302482","POINT (-87.5992189302482 41.72202525244552)"
"10120 S CALHOUN AVE","10120","S","CALHOUN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=10120%20and%20direction=%27S%27%20and%20street_name=%27CALHOUN%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10120%20and%20direction=%27S%27%20and%20street_name=%27CALHOUN%27%20and%20street_type=%27AVE%27)",,,,"41.711091452525935","-87.56228267022307","POINT (-87.56228267022307 41.711091452525935)"
"10156 S MICHIGAN AVE","10156","S","MICHIGAN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=10156%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,"41.70915913462182","-87.62006262517549","POINT (-87.62006262517549 41.70915913462182)"
"10300 S CALHOUN AVE","10300","S","CALHOUN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10300%20and%20direction=%27S%27%20and%20street_name=%27CALHOUN%27%20and%20street_type=%27AVE%27)",,,,"41.70805219248336","-87.56223809217603","POINT (-87.56223809217603 41.70805219248336)"
"10338 S MICHIGAN AVE","10338","S","MICHIGAN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=10338%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,,"41.706083808195814","-87.62053602634867","POINT (-87.62053602634867 41.706083808195814)"
"1039 W 36TH ST","1039","W","36TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1039%20and%20direction=%27W%27%20and%20street_name=%2736TH%27%20and%20street_type=%27ST%27)",,,"41.828505206055794","-87.65204918440031","POINT (-87.65204918440031 41.828505206055794)"
"1074 S BENSLEY AVE","1074","S","BENSLEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1074%20and%20direction=%27S%27%20and%20street_name=%27BENSLEY%27%20and%20street_type=%27AVE%27)",,,,,
"1080 S BENSLEY AVE","1080","S","BENSLEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1080%20and%20direction=%27S%27%20and%20street_name=%27BENSLEY%27%20and%20street_type=%27AVE%27)",,,,,
"1100 W 48TH ST","1100","W","48TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1100%20and%20direction=%27W%27%20and%20street_name=%2748TH%27%20and%20street_type=%27ST%27)",,,"41.80705198959836","-87.65283835963645","POINT (-87.65283835963645 41.80705198959836)"
"11019 S VERNON AVE","11019","S","VERNON","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=11019%20and%20direction=%27S%27%20and%20street_name=%27VERNON%27%20and%20street_type=%27AVE%27)",,,"41.693984262023804","-87.61204494799613","POINT (-87.61204494799613 41.693984262023804)"
"1106 W GRAND AVE","1106","W","GRAND","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1106%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,,"41.891215485538815","-87.65495020447162","POINT (-87.65495020447162 41.891215485538815)"
"111 S PEORIA ST","111","S","PEORIA","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=111%20and%20direction=%27S%27%20and%20street_name=%27PEORIA%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=111%20and%20direction=%27S%27%20and%20street_name=%27PEORIA%27%20and%20street_type=%27ST%27)",,,"41.88008796259812","-87.64949931059303","POINT (-87.64949931059303 41.88008796259812)"
"1110 N FRANCISCO AVE","1110","N","FRANCISCO","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1110%20and%20direction=%27N%27%20and%20street_name=%27FRANCISCO%27%20and%20street_type=%27AVE%27)",,,,,,"41.90146590870378","-87.6994660120554","POINT (-87.6994660120554 41.90146590870378)"
"1114 W 71ST ST","1114","W","71ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1114%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,,,,,"41.765189258182346","-87.65233866833172","POINT (-87.65233866833172 41.765189258182346)"
"1115 E 76TH ST","1115","E","76TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1115%20and%20direction=%27E%27%20and%20street_name=%2776TH%27%20and%20street_type=%27ST%27)",,,,
"1118 W MADISON ST","1118","W","MADISON","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1118%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,"41.881762150015426","-87.65524184772441","POINT (-87.65524184772441 41.881762150015426)"
"1127 N ASHLAND AVE","1127","N","ASHLAND","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1127%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,"41.90242559200962","-87.66732149512251","POINT (-87.66732149512251 41.90242559200962)"
"1150 S LARAMIE AVE","1150","S","LARAMIE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1150%20and%20direction=%27S%27%20and%20street_name=%27LARAMIE%27%20and%20street_type=%27AVE%27)",,"41.8661486360414","-87.75470516711579","POINT (-87.75470516711579 41.8661486360414)"
"11526 S STEWART AVE","11526","S","STEWART","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=11526%20and%20direction=%27S%27%20and%20street_name=%27STEWART%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=11526%20and%20direction=%27S%27%20and%20street_name=%27STEWART%27%20and%20street_type=%27AVE%27)",,,,"41.68437667994215","-87.63260408607069","POINT (-87.63260408607069 41.68437667994215)"
"1157 E 45TH ST","1157","E","45TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1157%20and%20direction=%27E%27%20and%20street_name=%2745TH%27%20and%20street_type=%27ST%27)",,,"41.81317452320025","-87.59696615672026","POINT (-87.59696615672026 41.81317452320025)"
"11621 S HARVARD AVE","11621","S","HARVARD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=11621%20and%20direction=%27S%27%20and%20street_name=%27HARVARD%27%20and%20street_type=%27AVE%27)",,,,,,"41.682743006311256","-87.63106458467267","POINT (-87.63106458467267 41.682743006311256)"
"118 W GRAND AVE","118","W","GRAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=118%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,"41.89172459059017","-87.63198776495467","POINT (-87.63198776495467 41.89172459059017)"
"11830 S STATE ST","11830","S","STATE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=11830%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,,,,"41.67888659231531","-87.62283330004897","POINT (-87.62283330004897 41.67888659231531)"
"1210 E HYDE PARK BLVD","1210","E","HYDE PARK","BLVD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1210%20and%20direction=%27E%27%20and%20street_name=%27HYDE%20PARK%27%20and%20street_type=%27BLVD%27)",,,"41.80248027827234","-87.59628268007326","POINT (-87.59628268007326 41.80248027827234)"
"1221 W 14TH ST","1221","W","14TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1221%20and%20direction=%27W%27%20and%20street_name=%2714TH%27%20and%20street_type=%27ST%27)",,"41.86330092574437","-87.65731911651302","POINT (-87.65731911651302 41.86330092574437)"
"12259 S EMERALD AVE","12259","S","EMERALD","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=12259%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,"41.67064599513041","-87.64032180924762","POINT (-87.64032180924762 41.67064599513041)"
"123 N GREEN ST","123","N","GREEN","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=123%20and%20direction=%27N%27%20and%20street_name=%27GREEN%27%20and%20street_type=%27ST%27)",,,,,,"41.88384044345882","-87.64844032491445","POINT (-87.64844032491445 41.88384044345882)"
"1250 N CLYBOURN AVE","1250","N","CLYBOURN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1250%20and%20direction=%27N%27%20and%20street_name=%27CLYBOURN%27%20and%20street_type=%27AVE%27)",,,,,,"41.90484658880996","-87.6412848604613","POINT (-87.6412848604613 41.90484658880996)"
"1254 S HARDING AVE","1254","S","HARDING","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1254%20and%20direction=%27S%27%20and%20street_name=%27HARDING%27%20and%20street_type=%27AVE%27)",,"41.86450588786668","-87.7240529301822","POINT (-87.7240529301822 41.86450588786668)"
"1300 W 33RD ST","1300","W","33RD","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1300%20and%20direction=%27W%27%20and%20street_name=%2733RD%27%20and%20street_type=%27ST%27)",,,,,,,"41.834372031147375","-87.65843626168065","POINT (-87.65843626168065 41.834372031147375)"
"1300 W 64TH ST","1300","W","64TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1300%20and%20direction=%27W%27%20and%20street_name=%2764TH%27%20and%20street_type=%27ST%27)",,,,"41.777865100494175","-87.65694634391986","POINT (-87.65694634391986 41.777865100494175)"
"1301 S ROCKWELL ST","1301","S","ROCKWELL","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1301%20and%20direction=%27S%27%20and%20street_name=%27ROCKWELL%27%20and%20street_type=%27ST%27)",,,"41.8645738761771","-87.69073950655012","POINT (-87.69073950655012 41.8645738761771)"
"1316 W 87TH ST","1316","W","87TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1316%20and%20direction=%27W%27%20and%20street_name=%2787TH%27%20and%20street_type=%27ST%27)",,,,,,"41.73599586911578","-87.65656449977979","POINT (-87.65656449977979 41.73599586911578)"
"1319 W ARDMORE AVE","1319","W","ARDMORE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1319%20and%20direction=%27W%27%20and%20street_name=%27ARDMORE%27%20and%20street_type=%27AVE%27)",,,"41.98798956604187","-87.66406705332777","POINT (-87.66406705332777 41.98798956604187)"
"13320 S BALTIMORE AVE","13320","S","BALTIMORE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=13320%20and%20direction=%27S%27%20and%20street_name=%27BALTIMORE%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=13320%20and%20direction=%27S%27%20and%20street_name=%27BALTIMORE%27%20and%20street_type=%27AVE%27)",,,"41.65302123006532","-87.54729846768625","POINT (-87.54729846768625 41.65302123006532)"
"13348 S CORLISS AVE","13348","S","CORLISS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=13348%20and%20direction=%27S%27%20and%20street_name=%27CORLISS%27%20and%20street_type=%27AVE%27)",,,,"41.653727337096456","-87.60225013149262","POINT (-87.60225013149262 41.653727337096456)"
"1346 N RIDGEWAY AVE","1346","N","RIDGEWAY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1346%20and%20direction=%27N%27%20and%20street_name=%27RIDGEWAY%27%20and%20street_type=%27AVE%27)",,,"41.90590433863936","-87.72046785990416","POINT (-87.72046785990416 41.90590433863936)"
"1350 W 112TH ST","1350","W","112TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1350%20and%20direction=%27W%27%20and%20street_name=%27112TH%27%20and%20street_type=%27ST%27)",,,,,,"41.69047733363561","-87.6565034240526","POINT (-87.6565034240526 41.69047733363561)"
"1350 S MORGAN ST","1350","S","MORGAN","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1350%20and%20direction=%27S%27%20and%20street_name=%27MORGAN%27%20and%20street_type=%27ST%27)",,,"41.86403266758693","-87.65110049929741","POINT (-87.65110049929741 41.86403266758693)"
"1392 W MELROSE ST","1392","W","MELROSE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1392%20and%20direction=%27W%27%20and%20street_name=%27MELROSE%27%20and%20street_type=%27ST%27)",,,,"41.940779665993865","-87.66372053421458","POINT (-87.66372053421458 41.940779665993865)"
"1400 N WOOD ST","1400","N","WOOD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1400%20and%20direction=%27N%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,,,"41.90721043347867","-87.67263394079113","POINT (-87.67263394079113 41.90721043347867)"
"1400 W EDGEWATER AVE","1400","W","EDGEWATER","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1400%20and%20direction=%27W%27%20and%20street_name=%27EDGEWATER%27%20and%20street_type=%27AVE%27)",,,"41.98645580230131","-87.66516718478975","POINT (-87.66516718478975 41.98645580230131)"
"1415 N HALSTED ST","1415","N","HALSTED","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1415%20and%20direction=%27N%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,"41.906841787641646","-87.64802632501862","POINT (-87.64802632501862 41.906841787641646)"
"1421 W TAYLOR ST","1421","W","TAYLOR","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1421%20and%20direction=%27W%27%20and%20street_name=%27TAYLOR%27%20and%20street_type=%27ST%27)",,,"41.86921677973378","-87.66249389074504","POINT (-87.66249389074504 41.86921677973378)"
"1448 N WALLER AVE","1448","N","WALLER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1448%20and%20direction=%27N%27%20and%20street_name=%27WALLER%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1448%20and%20direction=%27N%27%20and%20street_name=%27WALLER%27%20and%20street_type=%27AVE%27)",,,,"41.90716127332005","-87.7684066028082","POINT (-87.7684066028082 41.90716127332005)"
"1458 N FREMONT ST","1458","N","FREMONT","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1458%20and%20direction=%27N%27%20and%20street_name=%27FREMONT%27%20and%20street_type=%27ST%27)",,,,
"15 S WOLCOTT AVE","15","S","WOLCOTT","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=15%20and%20direction=%27S%27%20and%20street_name=%27WOLCOTT%27%20and%20street_type=%27AVE%27)",,,,
"1500 W 87TH ST","1500","W","87TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1500%20and%20direction=%27W%27%20and%20street_name=%2787TH%27%20and%20street_type=%27ST%27)",,,"41.73593599002537","-87.660698721708","POINT (-87.660698721708 41.73593599002537)"
"1515 N CLAREMONT AVE","1515","N","CLAREMONT","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1515%20and%20direction=%27N%27%20and%20street_name=%27CLAREMONT%27%20and%20street_type=%27AVE%27)",,,"41.90899914225862","-87.68581866535105","POINT (-87.68581866535105 41.90899914225862)"
"1525 N KEATING AVE","1525","N","KEATING","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1525%20and%20direction=%27N%27%20and%20street_name=%27KEATING%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1525%20and%20direction=%27N%27%20and%20street_name=%27KEATING%27%20and%20street_type=%27AVE%27)",,,,"41.9085982588258","-87.74467458081965","POINT (-87.74467458081965 41.9085982588258)"
"1529 W MADISON ST","1529","W","MADISON","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1529%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,,,,"41.88135533254214","-87.66566598290257","POINT (-87.66566598290257 41.88135533254214)"
"1531 N CAMPBELL AVE","1531","N","CAMPBELL","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1531%20and%20direction=%27N%27%20and%20street_name=%27CAMPBELL%27%20and%20street_type=%27AVE%27)",,,,,,"41.90941127803467","-87.68950834343757","POINT (-87.68950834343757 41.90941127803467)"
"1538 N WELLS ST","1538","N","WELLS","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1538%20and%20direction=%27N%27%20and%20street_name=%27WELLS%27%20and%20street_type=%27ST%27)",,,"41.910293711213754","-87.63483038036856","POINT (-87.63483038036856 41.910293711213754)"
"15900 S CICERO AVE","15900","S","CICERO","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=15900%20and%20direction=%27S%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,,,
"160 W CHICAGO AVE","160","W","CHICAGO","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=160%20and%20direction=%27W%27%20and%20street_name=%27CHICAGO%27%20and%20street_type=%27AVE%27)",,,"41.89671313092232","-87.63359268710926","POINT (-87.63359268710926 41.89671313092232)"
"1610 E 82ND ST","1610","E","82ND","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1610%20and%20direction=%27E%27%20and%20street_name=%2782ND%27%20and%20street_type=%27ST%27)",,,,,,,"41.74614429041694","-87.5849178110494","POINT (-87.5849178110494 41.74614429041694)"
"1613 W HURON ST","1613","W","HURON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1613%20and%20direction=%27W%27%20and%20street_name=%27HURON%27%20and%20street_type=%27ST%27)",,,,"41.89413776665427","-87.66780827084472","POINT (-87.66780827084472 41.89413776665427)"
"1631 N CENTRAL AVE","1631","N","CENTRAL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1631%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%27%20and%20street_type=%27AVE%27)",,,,"41.910315113467725","-87.76539137274098","POINT (-87.76539137274098 41.910315113467725)"
"1639 W GREGORY ST","1639","W","GREGORY","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1639%20and%20direction=%27W%27%20and%20street_name=%27GREGORY%27%20and%20street_type=%27ST%27)",,,,"41.98242963837402","-87.67135601269257","POINT (-87.67135601269257 41.98242963837402)"
