"citation_number","citation_dates","citation_time","day_of_the_week","age","race","sex","tract"
"YK018124","2021-10-05T00:00:00.000","1550","Tue","15","White","Female","74"
"YK018444","2021-10-05T00:00:00.000","1544","Tue","25","Black","Female",
"YK018443","2021-10-05T00:00:00.000","1544","Tue","25","Black","Female",
"SE605811","2021-10-05T00:00:00.000","1737","Tue","23",,"Male",
"SE605814","2021-10-05T00:00:00.000","2058","Tue","29",,"Male",
"SE605809","2021-10-04T00:00:00.000","738","Mon","51","White","Male",
"SE605810","2021-10-04T00:00:00.000","738","Mon","51","White","Male",
"YK007234","2021-10-03T00:00:00.000","1145","Sun","29","White","Male",
"YK007235","2021-10-03T00:00:00.000","1145","Sun","29","White","Male",
"YK018081","2021-10-03T00:00:00.000","445","Sun","38","Black","Male",
"YK018080","2021-10-03T00:00:00.000","445","Sun","38","Black","Male",
"YH120309","2021-10-03T00:00:00.000","1630","Sun","16","Black","Male",
"YK018493","2021-10-02T00:00:00.000","1101","Sat","43","White","Male",
"EV86557","2021-10-02T00:00:00.000","2107","Sat","18","White","Male","71"
"YK018063","2021-10-02T00:00:00.000","726","Sat","51","White","Male",
"YK007230","2021-10-02T00:00:00.000","150","Sat","28",,"Female",
"YK007232","2021-10-02T00:00:00.000","150","Sat","28",,"Female",
"YK007981","2021-10-02T00:00:00.000","1800","Sat","44","White","Female",
"YK007231","2021-10-02T00:00:00.000","150","Sat","28",,"Female",
"YK007982","2021-10-02T00:00:00.000","1800","Sat","44","White","Female",
"EV89856","2021-10-02T00:00:00.000","1057","Sat","37","Hispanic","Male","76"
"YK018491","2021-10-02T00:00:00.000","1129","Sat","21",,"Male",
"YK007233","2021-10-02T00:00:00.000","150","Sat","28",,"Female",
"YK018492","2021-10-02T00:00:00.000","1129","Sat","21",,"Male",
"SE605808","2021-10-01T00:00:00.000","1455","Fri","22","Black","Male",
"EV90558","2021-10-01T00:00:00.000","1736","Fri","18","Black","Male","74"
"EV90557","2021-10-01T00:00:00.000","1736","Fri","18","Black","Male","74"
"YK007229","2021-10-01T00:00:00.000","2218","Fri","41","Hispanic","Male",
"SE605803","2021-09-30T00:00:00.000","1609","Thu","35","Black","Male",
"SE605807","2021-09-30T00:00:00.000","1824","Thu","23",,"Male",
"EV89612","2021-09-30T00:00:00.000","54","Thu","72","White","Female","71"
"SE605804","2021-09-30T00:00:00.000","1609","Thu","35","Black","Male",
"SE605806","2021-09-30T00:00:00.000","1730","Thu","16","White","Male",
"SE605805","2021-09-30T00:00:00.000","1730","Thu","16","White","Male",
"YH120138","2021-09-30T00:00:00.000","1816","Thu","52","White","Female",
"YK007485","2021-09-30T00:00:00.000","233","Thu","26","Asian","Male",
"YH120614","2021-09-29T00:00:00.000","1025","Wed","36","Black","Male","72"
"SE605802","2021-09-29T00:00:00.000","2045","Wed","31","White","Male",
"SE605799","2021-09-29T00:00:00.000","1710","Wed","43","White","Female",
"YK018490","2021-09-29T00:00:00.000","922","Wed","48","White","Female","71"
"SE605798","2021-09-29T00:00:00.000","1658","Wed","40",,"Male",
"YK018183","2021-09-29T00:00:00.000","2140","Wed","17","White","Male",
"SE605800","2021-09-29T00:00:00.000","1809","Wed","28","Black","Female",
"SE605797","2021-09-29T00:00:00.000","1624","Wed","54","White","Female",
"YK018228","2021-09-29T00:00:00.000","1601","Wed","23",,"Male",
"SE605801","2021-09-29T00:00:00.000","1809","Wed","28","Black","Female",
"YK018184","2021-09-29T00:00:00.000","2140","Wed","17","White","Male",
"YH1220615","2021-09-29T00:00:00.000","1025","Wed","36","Black","Male","72"
"SE605775","2021-09-28T00:00:00.000","725","Tue","30","Black","Male",
"SE605778","2021-09-28T00:00:00.000","725","Tue","30","Black","Male",
"SE605786","2021-09-28T00:00:00.000","1242","Tue","69","White","Male",
"SE605783","2021-09-28T00:00:00.000","1157","Tue","78","White","Male",
"SE605784","2021-09-28T00:00:00.000","1224","Tue","37","White","Female",
"SE605779","2021-09-28T00:00:00.000","1114","Tue","71","White","Male",
"SE605780","2021-09-28T00:00:00.000","1141","Tue","38","Black","Male",
"SE605794","2021-09-28T00:00:00.000","1856","Tue","40","Asian","Female",
"SE605785","2021-09-28T00:00:00.000","1224","Tue","37","White","Female",
"SE605792","2021-09-28T00:00:00.000","1856","Tue","40","Asian","Female",
"SE605782","2021-09-28T00:00:00.000","1157","Tue","78","White","Male",
"SE605776","2021-09-28T00:00:00.000","725","Tue","30","Black","Male",
"SE605796","2021-09-28T00:00:00.000","1924","Tue","29","White","Male",
"YH120235","2021-09-28T00:00:00.000","15","Tue","30","Black","Male",
"SE605788","2021-09-28T00:00:00.000","1520","Tue","37","White","Male",
"SE605789","2021-09-28T00:00:00.000","1818","Tue","63","White","Male",
"SE605781","2021-09-28T00:00:00.000","1141","Tue","38","Black","Male",
"SE605790","2021-09-28T00:00:00.000","1834","Tue","28","White","Male",
"SE605787","2021-09-28T00:00:00.000","1256","Tue","30","Asian","Male",
"SE605791","2021-09-28T00:00:00.000","1846","Tue","24","White","Female",
"SE605795","2021-09-28T00:00:00.000","1908","Tue","24","Black","Male",
"SE605793","2021-09-28T00:00:00.000","1856","Tue","40","Asian","Female",
"SE605777","2021-09-28T00:00:00.000","725","Tue","30","Black","Male",
"SE605774","2021-09-28T00:00:00.000","725","Tue","30","Black","Male",
"SE605773","2021-09-27T00:00:00.000","1915","Mon","27","Black","Male",
"SE605762","2021-09-27T00:00:00.000","1523","Mon","50","White","Female",
"SE605761","2021-09-27T00:00:00.000","1450","Mon","56","White","Male",
"YK018898","2021-09-27T00:00:00.000","2123","Mon","23","Black","Male",
"SE605766","2021-09-27T00:00:00.000","1600","Mon","33","White","Male",
"SE605770","2021-09-27T00:00:00.000","1821","Mon","37","White","Male",
"YK018897","2021-09-27T00:00:00.000","2123","Mon","23","Black","Male",
"YK018582","2021-09-27T00:00:00.000","400","Mon","28","Black","Male","78"
"SE605764","2021-09-27T00:00:00.000","1530","Mon","55","White","Female",
"SE605771","2021-09-27T00:00:00.000","1856","Mon","33","White","Female",
"SE605763","2021-09-27T00:00:00.000","1523","Mon","50","White","Female",
"YK018895","2021-09-27T00:00:00.000","2032","Mon","30","White","Male",
"YK018581","2021-09-27T00:00:00.000","400","Mon","28","Black","Male","78"
"YK018885","2021-09-27T00:00:00.000","1934","Mon","19","Black","Male",
"EV91111","2021-09-27T00:00:00.000","1924","Mon","19","Black","Male",
"SE605759","2021-09-27T00:00:00.000","1250","Mon","25","Black","Female",
"YK018008","2021-09-27T00:00:00.000","1717","Mon","19","White","Female",
"YK018580","2021-09-27T00:00:00.000","400","Mon","28","Black","Male","78"
"SE605758","2021-09-27T00:00:00.000","1250","Mon","25","Black","Female",
"YK018894","2021-09-27T00:00:00.000","2011","Mon","19","Black","Male",
"YK018899","2021-09-27T00:00:00.000","2123","Mon","23","Black","Male",
"SE605757","2021-09-27T00:00:00.000","1250","Mon","25","Black","Female",
"YK018893","2021-09-27T00:00:00.000","1947","Mon","45","White","Male",
"SE605767","2021-09-27T00:00:00.000","1736","Mon","33","White","Female",
"SE605769","2021-09-27T00:00:00.000","1821","Mon","37","White","Male",
"SE605772","2021-09-27T00:00:00.000","1915","Mon","27","Black","Male",
"YK018896","2021-09-27T00:00:00.000","2054","Mon","56","White","Male","71"
"SE605768","2021-09-27T00:00:00.000","1821","Mon","37","White","Male",
"SE605765","2021-09-27T00:00:00.000","1600","Mon","33","White","Male",
"SE605756","2021-09-27T00:00:00.000","1156","Mon","50","Black","Male",
"YH120359","2021-09-26T00:00:00.000","2315","Sun","71","White","Female",
"YH120357","2021-09-26T00:00:00.000","2315","Sun","71","White","Female",
"YE351415","2021-09-26T00:00:00.000","1114","Sun","24",,"Male","74"
"YH120358","2021-09-26T00:00:00.000","2315","Sun","71","White","Female",
"YE351416","2021-09-26T00:00:00.000","1205","Sun","25","Black","Male",
"YE351417","2021-09-26T00:00:00.000","1205","Sun","25","Black","Male",
"YE943783","2021-09-26T00:00:00.000","1117","Sun","52","Black","Male",
"YH120356","2021-09-26T00:00:00.000","2315","Sun","71","White","Female",
"SE605752","2021-09-25T00:00:00.000","1036","Sat","30","Black","Female",
"SE605755","2021-09-25T00:00:00.000","1418","Sat","48","White","Male",
"SE605753","2021-09-25T00:00:00.000","1148","Sat","31","White","Male",
"SE605754","2021-09-25T00:00:00.000","1148","Sat","31","White","Male",
"YH120795","2021-09-25T00:00:00.000","646","Sat","41","Black","Male","71"
"YE739576","2021-09-24T00:00:00.000","1900","Fri","25","Unknown","Female",
"YE739579","2021-09-24T00:00:00.000","1900","Fri","25","Unknown","Female",
"EV91153","2021-09-24T00:00:00.000","1704","Fri","32","White","Male","73"
"YE739577","2021-09-24T00:00:00.000","1900","Fri","25","Unknown","Female",
"SE605750","2021-09-24T00:00:00.000","1425","Fri","18","Black","Female",
"YE739578","2021-09-24T00:00:00.000","1900","Fri","25","Unknown","Female",
"SE605751","2021-09-24T00:00:00.000","1613","Fri","25","Black","Female",
"EV81120","2021-09-23T00:00:00.000","2224","Thu","62","Black","Male",
"SE605749","2021-09-23T00:00:00.000","1830","Thu","40","Black","Male",
"YK018181","2021-09-23T00:00:00.000","1710","Thu","37","White","Male","75"
"YK018180","2021-09-23T00:00:00.000","1710","Thu","37","White","Male","75"
"SE605748","2021-09-23T00:00:00.000","1746","Thu","69","White","Male",
"SE605746","2021-09-22T00:00:00.000","735","Wed","26","Black","Female",
"SE605744","2021-09-22T00:00:00.000","735","Wed","26","Black","Female",
"SE605745","2021-09-22T00:00:00.000","735","Wed","26","Black","Female",
"YE670639","2021-09-22T00:00:00.000","1820","Wed","47","White","Female","75"
"SE605742","2021-09-22T00:00:00.000","722","Wed","23","White","Male",
"YH120849","2021-09-22T00:00:00.000","758","Wed","49","White","Female",
"EV18128","2021-09-22T00:00:00.000","1725","Wed","28","White","Male",
"YH120852","2021-09-22T00:00:00.000","758","Wed","49","White","Female",
"YH120850","2021-09-22T00:00:00.000","758","Wed","49","White","Female",
"YH120853","2021-09-22T00:00:00.000","758","Wed","49","White","Female",
"SE605747","2021-09-22T00:00:00.000","958","Wed","62","White","Male",
"YH120851","2021-09-22T00:00:00.000","758","Wed","49","White","Female",
"SE605743","2021-09-22T00:00:00.000","722","Wed","23","White","Male",
"YK018225","2021-09-21T00:00:00.000","1710","Tue","30","Black","Male",
"SE605734","2021-09-21T00:00:00.000","655","Tue","33","White","Female",
"SE605733","2021-09-21T00:00:00.000","646","Tue","37","White","Male",
"SE605739","2021-09-21T00:00:00.000","1048","Tue","48","Black","Male",
"SE605741","2021-09-21T00:00:00.000","1119","Tue","55","White","Male",
"SE605737","2021-09-21T00:00:00.000","730","Tue","28","White","Male",
"SE605738","2021-09-21T00:00:00.000","730","Tue","28","White","Male",
"SE605735","2021-09-21T00:00:00.000","730","Tue","28","White","Male",
"SE605736","2021-09-21T00:00:00.000","730","Tue","28","White","Male",
"YK018226","2021-09-21T00:00:00.000","1710","Tue","30","Black","Male",
"YK018224","2021-09-21T00:00:00.000","1710","Tue","30","Black","Male",
"SE605740","2021-09-21T00:00:00.000","1119","Tue","55","White","Male",
"SE605724","2021-09-20T00:00:00.000","739","Mon","42","White","Female",
"SE605732","2021-09-20T00:00:00.000","1906","Mon","34","Black","Male",
"SE605730","2021-09-20T00:00:00.000","1906","Mon","34","Black","Male",
"SE605729","2021-09-20T00:00:00.000","1752","Mon","20","White","Male",
"SE605725","2021-09-20T00:00:00.000","1017","Mon","35","Black","Female",
"SE605726","2021-09-20T00:00:00.000","1017","Mon","35","Black","Female",
"YH120796","2021-09-20T00:00:00.000","703","Mon","41","Black","Female","71"
"SE605727","2021-09-20T00:00:00.000","1049","Mon","35","White","Female",
"SE605728","2021-09-20T00:00:00.000","1049","Mon","35","White","Female",
"YK007977","2021-09-20T00:00:00.000","115","Mon","65","White","Male",
"SE605716","2021-09-19T00:00:00.000","1041","Sun","28",,"Male",
"SE605718","2021-09-19T00:00:00.000","1238","Sun","53","White","Male",
"SE605717","2021-09-19T00:00:00.000","1141","Sun","44","White","Male",
"SE605721","2021-09-19T00:00:00.000","1251","Sun","50","White","Female",
"SE605715","2021-09-19T00:00:00.000","1019","Sun","61","White","Male",
"SE605713","2021-09-18T00:00:00.000","1557","Sat","22","Black","Female",
"SE605714","2021-09-18T00:00:00.000","1557","Sat","22","Black","Female",
"EV73955","2021-09-17T00:00:00.000","1345","Fri","51","White","Male","72"
"EV91152","2021-09-17T00:00:00.000","1441","Fri","46","White","Male","71"
"EV81826","2021-09-17T00:00:00.000","2009","Fri","47","Asian","Male","71"
"YK007174","2021-09-17T00:00:00.000","550","Fri","36","Black","Male","75"
"YK007173","2021-09-17T00:00:00.000","550","Fri","36","Black","Male","75"
"SE605705","2021-09-16T00:00:00.000","1225","Thu","34","White","Male",
"SE605709","2021-09-16T00:00:00.000","1831","Thu","26","Black","Female",
"SE605710","2021-09-16T00:00:00.000","1847","Thu","21","White","Male",
"SE605712","2021-09-16T00:00:00.000","1909","Thu","20","White","Male",
"SE605707","2021-09-16T00:00:00.000","1819","Thu","27","White","Male",
"YK018395","2021-09-16T00:00:00.000","1015","Thu","20","Asian","Female",
"EV89352","2021-09-16T00:00:00.000","845","Thu","23","Black","Male","72"
"YE670636","2021-09-16T00:00:00.000","1730","Thu","28","Black","Female","78"
"YK018394","2021-09-16T00:00:00.000","1015","Thu","21","White","Male",
"EV81825","2021-09-16T00:00:00.000","1419","Thu","29","Black","Female","71"
"SE605703","2021-09-16T00:00:00.000","1159","Thu","41","White","Female",
"SE605704","2021-09-16T00:00:00.000","1225","Thu","34","White","Male",
"SE605706","2021-09-16T00:00:00.000","1802","Thu","58","White","Female",
"SE605702","2021-09-16T00:00:00.000","1113","Thu","56","White","Male",
"EV83261","2021-09-16T00:00:00.000","1745","Thu","26","Black","Female","78"
"YE670638","2021-09-16T00:00:00.000","1730","Thu","28","Black","Female","78"
"SE605708","2021-09-16T00:00:00.000","1831","Thu","26","Black","Female",
"YE670637","2021-09-16T00:00:00.000","1730","Thu","28","Black","Female","78"
"SE605711","2021-09-16T00:00:00.000","1847","Thu","21","White","Male",
"SE605695","2021-09-15T00:00:00.000","1807","Wed","45","Asian","Male",
"SE605699","2021-09-15T00:00:00.000","1844","Wed","19","Asian","Male",
"SE605700","2021-09-15T00:00:00.000","1855","Wed","20","White","Female",
"SE605698","2021-09-15T00:00:00.000","1844","Wed","19","Asian","Male",
"SE605701","2021-09-15T00:00:00.000","1908","Wed","27","White","Female",
"SE605696","2021-09-15T00:00:00.000","1821","Wed","52","Asian","Female",
"SE605694","2021-09-15T00:00:00.000","1600","Wed","65","White","Male",
"YK018432","2021-09-15T00:00:00.000","1405","Wed","64",,"Male",
"SE605697","2021-09-15T00:00:00.000","1834","Wed","26","White","Female",
"SE605690","2021-09-14T00:00:00.000","1821","Tue","16","White","Male",
"SE605691","2021-09-14T00:00:00.000","1837","Tue","33","Black","Female",
"YE943752","2021-09-14T00:00:00.000","1514","Tue","20","White","Female",
"SE605684","2021-09-14T00:00:00.000","1703","Tue","67","White","Female",
"SE605682","2021-09-14T00:00:00.000","1140","Tue","35","Black","Female",
"YE943751","2021-09-14T00:00:00.000","1514","Tue","20","White","Female",
"SE605689","2021-09-14T00:00:00.000","1809","Tue","26","White","Female",
"SE605693","2021-09-14T00:00:00.000","1837","Tue","33","Black","Female",
"SE605687","2021-09-14T00:00:00.000","1733","Tue","24","Black","Female",
"SE605692","2021-09-14T00:00:00.000","1837","Tue","33","Black","Female",
"SE605685","2021-09-14T00:00:00.000","1733","Tue","24","Black","Female",
"SE605686","2021-09-14T00:00:00.000","1733","Tue","24","Black","Female",
"SE605683","2021-09-14T00:00:00.000","1530","Tue","37","White","Male",
"SE605688","2021-09-14T00:00:00.000","1733","Tue","24","Black","Female",
"SE605673","2021-09-13T00:00:00.000","1742","Mon","22","White","Male",
"SE605670","2021-09-13T00:00:00.000","1308","Mon","48","Black","Male",
"SE605676","2021-09-13T00:00:00.000","1814","Mon","25","Black","Male",
"SE605668","2021-09-13T00:00:00.000","1059","Mon","16","White","Male",
"SE605669","2021-09-13T00:00:00.000","1229","Mon","36","White","Male",
"EV81913","2021-09-13T00:00:00.000","2103","Mon","19","White","Female",
"SE605667","2021-09-13T00:00:00.000","1059","Mon","16","White","Male",
"SE605672","2021-09-13T00:00:00.000","1727","Mon","50","Black","Male",
"SE605675","2021-09-13T00:00:00.000","1814","Mon","25","Black","Male",
"SE605671","2021-09-13T00:00:00.000","1330","Mon","19","White","Male",
"SE605677","2021-09-13T00:00:00.000","1829","Mon","46","White","Male",
"YK018888","2021-09-13T00:00:00.000","1901","Mon","55","White","Male",
"EV91110","2021-09-13T00:00:00.000","2035","Mon","44",,"Male","71"
"YK018889","2021-09-13T00:00:00.000","1955","Mon","29","Black","Male",
"YK018891","2021-09-13T00:00:00.000","2103","Mon","22",,"Male",
